Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Antonio Brown,PIT,WR,11,CLE,13.52,8.3,57.1,114,0.7,0,8.1,14.2,0.2,1.8,0,0,0.1,0.1,19.7,19.73
2,Julio Jones,ATL,WR,3,NO,11.37,7.9,72.7,111.3,0.8,0,10.1,13.9,0,0,0,0,0.1,0.1,19.7,19.68
3,Antonio Brown,PIT,WR,1,WAS,13.04,8,61.5,110.9,0.7,0,8.5,13.9,0.2,0.8,0,0,0.1,0.1,19.2,19.17
4,Julio Jones,ATL,WR,1,TB,11.23,7.8,72.7,107.8,0.7,0,9.8,13.5,0,0.2,0,0,0.1,0.1,18.7,18.7
5,Odell Beckham Jr,NYG,WR,3,WAS,11.35,6.8,63.6,101.5,0.8,0,9.3,14.6,0,0.2,0,0,0,0,18.4,18.37
6,Antonio Brown,PIT,WR,12,IND,13.2,8.1,61.5,101.8,0.7,0,7.8,12.8,0.2,1.3,0,0,0.1,0.1,18.4,18.36
7,Julio Jones,ATL,WR,2,OAK,11.23,7.8,72.7,104.4,0.7,0,9.5,13,0,0.1,0,0,0.1,0.1,18.4,18.35
8,AJ Green,CIN,WR,4,MIA,10.72,7.5,72.7,97.4,0.8,0,8.8,12.1,0,0,0,0,0.1,0.1,18.1,18.09
9,Antonio Brown,PIT,WR,2,CIN,13.04,8,61.5,99.3,0.7,0,7.6,12.4,0.2,0.5,0,0,0.1,0.1,18,17.98
10,Antonio Brown,PIT,WR,13,NYG,12.55,7.7,61.5,97.4,0.7,0,7.5,12.1,0.3,2,0,0,0.1,0.1,17.8,17.79
11,Mike Evans,TB,WR,14,NO,9.45,6.3,66.7,99.6,0.8,0,11.1,16.7,0,0,0,0,0.1,0.1,17.7,17.71
12,AJ Green,CIN,WR,11,BUF,10.29,7.2,70,100.9,0.7,0,10.1,14.4,0,0,0,0,0.1,0.1,17.7,17.69
13,Odell Beckham Jr,NYG,WR,2,NO,10.18,6.1,60,97.4,0.8,0,9.7,16.2,0,0.1,0,0,0,0,17.6,17.6
14,Mike Evans,TB,WR,10,CHI,10.5,7,70,104.3,0.6,0,10.4,14.9,0,0,0,0,0,0,17.5,17.53
