Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Julio Jones,ATL,WR,2,PHI,10.08,7,70,89,1,0,8.9,12.7,0,0,0,0,0,0,18.4,18.4
2,Brandin Cooks,NE,WR,3,JAX,8.58,6,66.7,80,1,0,8.9,13.3,1,4,4,0,0,0,17.4,17.4
3,Michael Thomas,NO,WR,1,CAR,10.78,7,63.6,78,1,0,7.1,11.1,0,0,0,0,0,0,17.3,17.3
4,Tyreek Hill,KC,WR,1,TEN,7.05,5,71.4,79,1,0,11.3,15.8,1.45,7,7,0,0,0,17.1,17.1
5,Brandin Cooks,NE,WR,2,TEN,8.58,6,66.7,75,1,0,8.3,12.5,1,3,3,0,0,0,16.8,16.8
6,Stefon Diggs,MIN,WR,3,PHI,8.6,5,55.6,64,1,0,7.1,12.8,0,0,0,0,0,0,14.9,14.9
7,Alshon Jeffery,PHI,WR,2,ATL,5.92,4,66.7,58,1,0,9.7,14.5,0,0,0,0,0,0,13.8,13.8
8,JuJu Smith-Schuster,PIT,WR,2,JAX,8.2,5,62.5,52,1,0,6.5,10.4,0,0,0,0,0,0,13.7,13.7
9,Alshon Jeffery,PHI,WR,3,MIN,5.92,4,66.7,54,1,0,9,13.5,0,0,0,0,0,0,13.4,13.4
10,Devin Funchess,CAR,WR,1,NO,6.2,4,66.7,53,1,0,8.8,13.2,0,0,0,0,0,0,13.3,13.3
11,Chris Hogan,NE,WR,4,PHI,5.68,4,66.7,49,1,0,8.2,12.2,1,2,2,0,0,0,13.1,13.1
12,Alshon Jeffery,PHI,WR,4,NE,5.92,4,66.7,49,1,0,8.2,12.2,0,0,0,0,0,0,12.9,12.9
13,Nelson Agholor,PHI,WR,4,NE,6.28,4,66.7,48,1,0,8,12,0,0,0,0,0,0,12.8,12.8
14,Julio Jones,ATL,WR,1,LAR,8.64,6,66.7,90,0,0,10,15,0,0,0,0,0,0,12,12
15,Sammy Watkins,LAR,WR,1,ATL,4.02,3,75,40,1,0,10,13.3,0,0,0,0,0,0,11.5,11.5
15,Michael Thomas,NO,WR,2,MIN,9.24,6,66.7,85,0,0,9.4,14.2,0,0,0,0,0,0,11.5,11.5
17,Adam Thielen,MIN,WR,3,PHI,6.7,5,71.4,78,0,0,11.1,15.6,0,0,0,0,0,0,10.3,10.3
18,Adam Thielen,MIN,WR,2,NO,8.04,6,75,71,0,0,8.9,11.8,0,0,0,0,0,0,10.1,10.1
19,Stefon Diggs,MIN,WR,2,NO,10.32,6,60,65,0,0,6.5,10.8,1,2,2,0,0,0,9.7,9.7
20,Brandin Cooks,NE,WR,4,PHI,5.72,4,66.7,68,0,0,11.3,17,1,6,6,0,0,0,9.4,9.4
21,Robert Woods,LAR,WR,1,ATL,8.25,5,62.5,65,0,0,8.1,13,0,0,0,0,0,0,9,9
21,Antonio Brown,PIT,WR,2,JAX,8.15,5,62.5,65,0,0,8.1,13,0,0,0,0,0,0,9,9
23,Cooper Kupp,LAR,WR,1,ATL,5.52,4,66.7,58,0,0,9.7,14.5,0,0,0,0,0,0,7.8,7.8
24,Rishard Matthews,TEN,WR,1,KC,7.04,4,57.1,57,0,0,8.1,14.2,0,0,0,0,0,0,7.7,7.7
24,Ted Ginn,NO,WR,1,CAR,6.72,4,57.1,53,0,0,7.6,13.2,1,4,4,0,0,0,7.7,7.7
