Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Antonio Brown,PIT,WR,15,NE,11.89,7.3,58.3,103.8,0.7,0,8.7,14.9,0.1,0.2,0,0,0,0,18.2,18.25
2,Antonio Brown,PIT,WR,1,CLE,11.57,7.1,58.3,94.8,0.7,0,7.9,13.6,0.2,1.4,0,0,0.1,0.1,17.2,17.17
3,Antonio Brown,PIT,WR,14,BAL,11.41,7,63.6,99.1,0.6,0,9,14.1,0.1,0.2,0,0,0,0,17,17.03
4,Antonio Brown,PIT,WR,2,MIN,11.89,7.3,58.3,95.6,0.6,0,8,13.7,0.2,0.8,0,0,0.1,0.1,16.7,16.69
5,AJ Green,CIN,WR,4,CLE,10.01,7,70,100,0.5,0,10,14.3,0,0,0,0,0,0,16.5,16.5
6,Antonio Brown,PIT,WR,3,CHI,11.08,6.8,63.6,93.7,0.6,0,8.5,13.4,0.2,0.9,0,0,0,0,16.5,16.46
7,Antonio Brown,PIT,WR,4,BAL,11.89,7.3,58.3,95.3,0.5,0,7.9,13.6,0.2,0.9,0,0,0,0,16.3,16.27
8,Julio Jones,ATL,WR,2,GB,9.07,6.3,66.7,96,0.6,0,10.7,16,0,0,0,0,0.1,0.1,16.2,16.15
9,Antonio Brown,PIT,WR,10,IND,11.08,6.8,63.6,90.6,0.6,0,8.3,13,0,0,0,0,0,0,16.1,16.06
10,Julio Jones,ATL,WR,1,CHI,8.92,6.2,66.7,93.8,0.6,0,10.4,15.7,0,0,0,0,0.1,0.1,15.9,15.88
11,Antonio Brown,PIT,WR,12,GB,10.26,6.3,60,90.1,0.6,0,9,15,0,0,0,0,0,0,15.8,15.76
12,Keenan Allen,LAC,WR,15,KC,11.56,6.8,58.3,88.1,0.6,0,7.3,12.6,0,0.4,0,0,0.1,0.1,15.6,15.65
13,DeAndre Hopkins,HOU,WR,14,SF,10.64,6.3,54.5,87.3,0.6,0,7.9,14.5,0,0,0,0,0,0,15.5,15.48
14,Mike Evans,TB,WR,5,NE,9.15,6.1,66.7,82,0.7,0,9.1,13.7,0,0,0,0,0,0,15.4,15.45
15,Antonio Brown,PIT,WR,11,TEN,9.94,6.1,60,87.8,0.6,0,8.8,14.7,0,0,0,0,0,0,15.4,15.43
15,Keenan Allen,LAC,WR,14,WAS,11.22,6.6,63.6,84.9,0.6,0,7.7,12.1,0,0.4,0,0,0,0,15.4,15.43
17,Julio Jones,ATL,WR,4,BUF,8.78,6.1,66.7,91.6,0.5,0,10.2,15.3,0,0,0,0,0,0,15.2,15.21
18,AJ Green,CIN,WR,8,IND,8.29,5.8,75,86.7,0.6,0,10.9,14.5,0,0,0,0,0,0,15.2,15.17
18,Mike Evans,TB,WR,2,CHI,9,6,66.7,85.7,0.6,0,9.6,14.3,0,0,0,0,0,0,15.2,15.17
20,Odell Beckham Jr,NYG,WR,4,TB,11.69,7,58.3,88,0.5,0,7.3,12.6,0,0.1,0,0,0.1,0.1,15.1,15.11
21,AJ Green,CIN,WR,3,GB,9,6.3,66.7,89.2,0.5,0,9.9,14.8,0,0,0,0,0,0,15.1,15.07
22,Jordy Nelson,GB,WR,5,DAL,10.44,6,60,80.6,0.7,0,8.1,13.5,0,0,0,0,0.1,0.1,15.1,15.06
23,Julio Jones,ATL,WR,3,DET,8.64,6,66.7,90.5,0.5,0,10,15,0,0,0,0,0,0,15,15.05
24,Julio Jones,ATL,WR,15,TB,8.64,6,66.7,90.3,0.5,0,10,15,0,0.1,0,0,0,0,15,15.04
25,Antonio Brown,PIT,WR,5,JAX,11.24,6.9,63.6,86.9,0.5,0,7.9,12.4,0.2,0.6,0,0,0.1,0.1,15,15
26,Keenan Allen,LAC,WR,16,NYJ,11.39,6.7,63.6,85.1,0.5,0,7.7,12.1,0,0.2,0,0,0,0,14.9,14.88
27,Keenan Allen,LAC,WR,13,CLE,11.56,6.8,58.3,83.7,0.5,0,7,12,0,0.4,0,0,0,0,14.8,14.81
28,Odell Beckham Jr,NYG,WR,5,LAC,10.52,6.3,54.5,82.3,0.6,0,7.5,13.7,0,0.1,0,0,0.1,0.1,14.8,14.79
29,Julio Jones,ATL,WR,6,MIA,8.49,5.9,75,88,0.5,0,11,14.7,0,0,0,0,0,0,14.8,14.75
29,Antonio Brown,PIT,WR,8,DET,10.43,6.4,60,87.5,0.5,0,8.8,14.7,0,0,0,0,0.1,0.1,14.8,14.75
31,Jordy Nelson,GB,WR,2,ATL,10.78,6.2,54.5,82.1,0.6,0,7.5,13.7,0,0,0,0,0.1,0.1,14.7,14.71
32,Michael Thomas,NO,WR,4,MIA,10.01,6.5,60,78.2,0.6,0,7.8,13,0,0,0,0,0,0,14.7,14.67
33,Julio Jones,ATL,WR,17,CAR,8.35,5.8,75,87.5,0.5,0,11,14.7,0,0,0,0,0,0,14.6,14.65
34,DeAndre Hopkins,HOU,WR,16,PIT,10.47,6.2,60,84.6,0.5,0,8.5,14.2,0,0,0,0,0,0,14.6,14.56
34,Michael Thomas,NO,WR,15,NYJ,9.54,6.2,60,78.6,0.6,0,7.9,13.2,0,0,0,0,0,0,14.6,14.56
36,Keenan Allen,LAC,WR,17,OAK,10.88,6.4,54.5,83.1,0.5,0,7.5,13.8,0,0.2,0,0,0,0,14.5,14.53
37,Jordy Nelson,GB,WR,1,SEA,9.91,5.7,60,76.2,0.7,0,7.6,12.7,0,0.1,0,0,0.1,0.1,14.5,14.48
38,DeAndre Hopkins,HOU,WR,6,CLE,10.64,6.3,54.5,77.2,0.6,0,7,12.8,0,0,0,0,0,0,14.5,14.47
39,Antonio Brown,PIT,WR,7,CIN,10.43,6.4,60,82.6,0.5,0,8.3,13.8,0,0,0,0,0,0,14.5,14.46
40,Julio Jones,ATL,WR,14,NO,8.35,5.8,75,85.3,0.5,0,10.6,14.2,0,0.1,0,0,0,0,14.4,14.44
40,Julio Jones,ATL,WR,7,NE,8.64,6,66.7,84.4,0.5,0,9.3,14,0,0,0,0,0,0,14.4,14.44
42,Michael Thomas,NO,WR,16,ATL,9.54,6.2,60,76.6,0.6,0,7.7,12.8,0,0,0,0,0,0,14.4,14.36
43,DeAndre Hopkins,HOU,WR,13,TEN,9.8,5.8,60,84.5,0.5,0,8.4,14,0,0,0,0,0,0,14.4,14.35
44,Jordy Nelson,GB,WR,4,CHI,9.57,5.5,60,75.3,0.7,0,7.5,12.5,0,0,0,0,0.1,0.1,14.3,14.28
44,Antonio Brown,PIT,WR,6,KC,9.94,6.1,60,82.2,0.5,0,8.2,13.7,0.1,0.1,0,0,0,0,14.3,14.28
44,Julio Jones,ATL,WR,13,MIN,8.92,6.2,66.7,83.6,0.5,0,9.3,14,0,0.2,0,0,0.1,0.1,14.3,14.28
47,Larry Fitzgerald,ARI,WR,2,IND,9.59,7,70,79.4,0.5,0,7.9,11.3,0,0,0,0,0.1,0.1,14.2,14.24
48,Mike Evans,TB,WR,8,CAR,8.4,5.6,75,77.5,0.6,0,9.8,13,0,0,0,0,0,0,14.2,14.15
49,Julio Jones,ATL,WR,10,DAL,8.49,5.9,75,81.8,0.5,0,10.2,13.7,0,0,0,0,0,0,14.1,14.13
50,Brandin Cooks,NE,WR,2,NO,7.86,5.5,75,84.3,0.5,0,10.5,14,0.1,1.3,0,0,0.1,0.1,14.1,14.11
50,Adam Thielen,MIN,WR,13,ATL,7.77,5.8,75,82.1,0.5,0,10.2,13.7,0,0,0,0,0,0,14.1,14.11
52,Michael Thomas,NO,WR,17,TB,9.7,6.3,60,78.6,0.5,0,7.9,13.2,0,0.1,0,0,0,0,14,14.02
53,Mike Evans,TB,WR,13,GB,8.4,5.6,75,81.2,0.5,0,10.1,13.5,0,0,0,0,0,0,13.9,13.92
