Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
39,Davante Adams,GB,WR,10,MIA,8.37,6.3,75,85,0.7,0,10.6,14.2,0,0,0,0,0,0,15.8,15.85
40,Adam Thielen,MIN,WR,12,GB,9.51,7.1,70,88,0.6,0,8.8,12.6,0.2,0.7,0,0,0.1,0.1,15.8,15.82
41,Odell Beckham Jr,NYG,WR,2,DAL,11.18,6.7,63.6,88,0.6,0,8,12.6,0.2,0.5,0,0,0,0,15.8,15.8
42,Julio Jones,ATL,WR,14,GB,9.93,6.9,70,101.1,0.4,0,10.1,14.4,0.1,0.3,0,0,0.1,0.1,15.8,15.79
43,DeAndre Hopkins,HOU,WR,12,TEN,10.64,6.3,54.5,85.2,0.7,0,7.7,14.2,0.1,0.3,0,0,0.1,0.1,15.7,15.7
44,Adam Thielen,MIN,WR,13,NE,9.51,7.1,70,93.1,0.5,0,9.3,13.3,0.2,0.3,0,0,0.1,0.1,15.7,15.69
45,Davante Adams,GB,WR,8,LAR,8.77,6.6,77.8,81.5,0.7,0,9.1,11.7,0,0.2,0,0,0,0,15.7,15.67
46,DeAndre Hopkins,HOU,WR,5,DAL,11.15,6.6,63.6,87.3,0.6,0,7.9,12.4,0.1,0.3,0,0,0,0,15.7,15.66
46,Odell Beckham Jr,NYG,WR,10,SF,11.35,6.8,63.6,93.2,0.5,0,8.5,13.3,0.4,1.4,0,0,0.1,0.1,15.7,15.66
48,Julio Jones,ATL,WR,7,NYG,9.5,6.6,70,98.6,0.4,0,9.9,14.1,0.1,0.6,0,0,0,0,15.6,15.62
49,Julio Jones,ATL,WR,3,NO,8.92,6.2,66.7,94.2,0.5,0,10.4,15.7,0.2,0.8,0,0,0,0,15.6,15.6
49,DeAndre Hopkins,HOU,WR,14,IND,10.47,6.2,60,84.8,0.7,0,8.5,14.2,0.1,0.2,0,0,0.1,0.1,15.6,15.6
51,Davante Adams,GB,WR,13,ARI,7.84,5.9,75,78.2,0.8,0,9.8,13,0,0,0,0,0,0,15.6,15.57
51,Mike Evans,TB,WR,6,ATL,9.75,6.5,60,89.2,0.6,0,8.9,14.8,0,0,0,0,0.1,0.1,15.6,15.57
51,Michael Thomas,NO,WR,2,CLE,10.78,7,63.6,86.7,0.6,0,7.9,12.4,0,0,0,0,0.1,0.1,15.6,15.57
54,Antonio Brown,PIT,WR,13,LAC,10.26,6.3,60,82,0.7,0,8.2,13.7,0,0,0,0,0,0,15.6,15.55
55,Odell Beckham Jr,NYG,WR,6,PHI,11.35,6.8,63.6,85.9,0.6,0,7.8,12.3,0.4,1.5,0,0,0.1,0.1,15.5,15.54
56,Antonio Brown,PIT,WR,11,JAX,10.1,6.2,60,82.3,0.7,0,8.2,13.7,0,0,0,0,0,0,15.5,15.53
57,Antonio Brown,PIT,WR,15,NE,10.43,6.4,60,81.2,0.7,0,8.1,13.5,0,0,0,0,0,0,15.5,15.52
58,DeAndre Hopkins,HOU,WR,4,IND,10.98,6.5,54.5,88.4,0.6,0,8,14.7,0.1,0.2,0,0,0.1,0.1,15.5,15.51
59,Michael Thomas,NO,WR,5,WAS,10.93,7.1,63.6,85.5,0.6,0,7.8,12.3,0,0,0,0,0.1,0.1,15.5,15.5
60,Keenan Allen,LAC,WR,15,KC,12.07,7.1,58.3,83.8,0.6,0,7,12,0.5,1.4,0,0,0.1,0.1,15.5,15.47
61,Tyreek Hill,KC,WR,11,LAR,7.61,5.4,62.5,86.3,0.6,0,10.8,17.2,1.3,4.9,5,0,0,0,15.4,15.42
61,Julio Jones,ATL,WR,9,WAS,9.79,6.8,70,97.6,0.4,0,9.8,14,0.1,0.6,0,0,0.1,0.1,15.4,15.42
63,Julio Jones,ATL,WR,10,CLE,9.5,6.6,70,98.5,0.4,0,9.8,14,0.1,0.6,0,0,0.1,0.1,15.4,15.41
63,Michael Thomas,NO,WR,16,PIT,11.08,7.2,63.6,84,0.6,0,7.6,12,0,0.1,0,0,0.1,0.1,15.4,15.41
65,DeAndre Hopkins,HOU,WR,13,CLE,10.14,6,60,83.7,0.7,0,8.4,14,0.1,0.2,0,0,0.1,0.1,15.4,15.39
65,DeAndre Hopkins,HOU,WR,17,JAX,10.3,6.1,60,83.1,0.7,0,8.3,13.8,0.1,0.3,0,0,0.1,0.1,15.4,15.39
67,Michael Thomas,NO,WR,9,LAR,10.93,7.1,63.6,90.3,0.5,0,8.2,12.9,0,0,0,0,0.1,0.1,15.4,15.38
68,DeAndre Hopkins,HOU,WR,9,DEN,10.3,6.1,60,88.4,0.6,0,8.8,14.7,0.1,0.3,0,0,0.1,0.1,15.3,15.32
69,Michael Thomas,NO,WR,1,TB,10.62,6.9,63.6,90.3,0.5,0,8.2,12.9,0,0,0,0,0.1,0.1,15.3,15.28
70,Julio Jones,ATL,WR,11,DAL,9.64,6.7,70,90.8,0.5,0,9.1,13,0.1,0.4,0,0,0.1,0.1,15.3,15.27
71,Michael Thomas,NO,WR,15,CAR,9.85,6.4,60,80.6,0.7,0,8.1,13.5,0,0,0,0,0.1,0.1,15.3,15.26
72,Odell Beckham Jr,NYG,WR,7,ATL,12.02,7.2,58.3,86.8,0.5,0,7.2,12.4,0.4,1.4,0,0,0.1,0.1,15.2,15.22
73,Adam Thielen,MIN,WR,11,CHI,9.38,7,77.8,88.4,0.5,0,9.8,12.6,0.2,0.6,0,0,0.1,0.1,15.2,15.2
74,Tyreek Hill,KC,WR,14,BAL,7.19,5.1,71.4,82.5,0.6,0,11.7,16.4,1.64,7.9,4,0,0,0,15.2,15.19
75,Tyreek Hill,KC,WR,17,OAK,7.33,5.2,71.4,82.7,0.6,0,11.9,16.6,1.47,7.1,7,0,0,0,15.2,15.18
76,Adam Thielen,MIN,WR,6,ARI,9.38,7,77.8,88.2,0.5,0,9.8,12.6,0.1,0.4,0,0,0.1,0.1,15.2,15.16
77,JuJu Smith-Schuster,PIT,WR,17,CIN,10.49,6.4,60,85.1,0.6,0,8.5,14.2,0,0.3,0,0,0.1,0.1,15.1,15.14
78,Julio Jones,ATL,WR,4,CIN,8.78,6.1,66.7,90.2,0.5,0,10,15,0.1,0.6,0,0,0,0,15.1,15.13
79,Davante Adams,GB,WR,6,SF,8.24,6.2,75,77.6,0.7,0,9.8,13,0.1,0.2,0,0,0,0,15.1,15.08
79,Michael Thomas,NO,WR,14,TB,10.31,6.7,70,83.3,0.6,0,8.3,11.9,0,0,0,0,0.1,0.1,15.1,15.08
81,Tyreek Hill,KC,WR,3,SF,7.33,5.2,71.4,82.2,0.6,0,11.7,16.4,1.3,6.3,6,0,0,0,15,15.05
82,AJ Green,CIN,WR,6,PIT,8.29,5.8,75,81.2,0.7,0,10.1,13.5,0,0,0,0,0.1,0.1,15,15.02
83,DeAndre Hopkins,HOU,WR,2,TEN,10.64,6.3,54.5,84.4,0.6,0,7.6,14,0.1,0.1,0,0,0.1,0.1,15,15
84,DeAndre Hopkins,HOU,WR,8,MIA,10.14,6,60,85.5,0.6,0,8.6,14.3,0.1,0.4,0,0,0.1,0.1,15,14.99
84,Davante Adams,GB,WR,15,CHI,8.64,6.5,66.7,81.4,0.6,0,9,13.5,0,0,0,0,0,0,15,14.99
86,Tyreek Hill,KC,WR,7,CIN,7.33,5.2,71.4,80.3,0.6,0,11.4,16,1.52,7.3,3.5,0,0,0,15,14.96
87,Keenan Allen,LAC,WR,10,OAK,10.2,6,60,83,0.6,0,8.3,13.8,0.5,2.4,0,0,0.1,0.1,14.9,14.94
87,Keenan Allen,LAC,WR,5,OAK,10.71,6.3,54.5,83.7,0.6,0,7.6,14,0.1,0.2,0,0,0.1,0.1,14.9,14.94
87,Odell Beckham Jr,NYG,WR,8,WAS,11.35,6.8,63.6,85.9,0.5,0,7.8,12.3,0.4,1.5,0,0,0.1,0.1,14.9,14.94
90,Davante Adams,GB,WR,12,MIN,8.51,6.4,66.7,81.3,0.6,0,9,13.5,0,0,0,0,0,0,14.9,14.93
91,JuJu Smith-Schuster,PIT,WR,15,NE,10,6.1,60,82.5,0.6,0,8.2,13.7,0,0.2,0,0,0,0,14.9,14.92
92,Tyreek Hill,KC,WR,6,NE,7.89,5.6,75,82.6,0.5,0,10.4,13.8,1.7,8.2,4,0,0,0,14.9,14.88
93,Keenan Allen,LAC,WR,14,CIN,11.05,6.5,54.5,80.7,0.6,0,7.4,13.5,0.5,1.5,0,0,0.1,0.1,14.9,14.87
94,DeAndre Hopkins,HOU,WR,3,NYG,10.3,6.1,60,83.6,0.6,0,8.4,14,0.1,0.2,0,0,0.1,0.1,14.8,14.83
95,Robert Woods,LAR,WR,13,DET,9.07,5.5,66.7,82.3,0.6,0,9.1,13.7,0.9,2.1,2,0,0,0,14.8,14.79
96,Odell Beckham Jr,NYG,WR,3,HOU,9.85,5.9,60,80.9,0.6,0,8.1,13.5,0.3,0.7,0,0,0,0,14.7,14.71
97,Tyreek Hill,KC,WR,10,ARI,7.05,5,71.4,79,0.6,0,11.3,15.8,1.45,7,7,0,0,0,14.7,14.7
98,AJ Green,CIN,WR,4,ATL,8.15,5.7,75,78.2,0.7,0,9.8,13,0,0,0,0,0.1,0.1,14.7,14.67
98,Keenan Allen,LAC,WR,4,SF,10.37,6.1,60,81.9,0.6,0,8.2,13.7,0.1,0.3,0,0,0.1,0.1,14.7,14.67
100,JuJu Smith-Schuster,PIT,WR,14,OAK,9.34,5.7,66.7,81.8,0.6,0,9.1,13.7,0.1,0.3,0,0,0,0,14.7,14.66
100,Julio Jones,ATL,WR,17,TB,8.49,5.9,75,82.5,0.6,0,10.2,13.7,0.1,0.6,0,0,0.1,0.1,14.7,14.66
100,Michael Thomas,NO,WR,13,DAL,9.85,6.4,60,80.6,0.6,0,8.1,13.5,0,0,0,0,0.1,0.1,14.7,14.66
103,Odell Beckham Jr,NYG,WR,13,CHI,9.85,5.9,60,82.3,0.6,0,8.2,13.7,0.4,0.7,0,0,0.1,0.1,14.6,14.65
104,Michael Thomas,NO,WR,8,MIN,10.78,7,63.6,83.4,0.5,0,7.5,11.9,0,0,0,0,0.1,0.1,14.6,14.64
105,AJ Green,CIN,WR,3,CAR,8,5.6,75,78.2,0.7,0,9.8,13,0,0,0,0,0.1,0.1,14.6,14.62
106,Robert Woods,LAR,WR,11,KC,9.57,5.8,60,83.2,0.5,0,8.3,13.8,0.9,3.5,4,0,0,0,14.6,14.57
106,Julio Jones,ATL,WR,16,CAR,8.64,6,66.7,87.1,0.5,0,9.7,14.5,0.1,0.6,0,0,0.1,0.1,14.6,14.57
108,Adam Thielen,MIN,WR,5,PHI,9.64,7.2,70,87,0.4,0,8.7,12.4,0.1,0.4,0,0,0.1,0.1,14.5,14.54
109,Keenan Allen,LAC,WR,2,BUF,10.71,6.3,54.5,83.4,0.5,0,7.5,13.8,0.1,0.2,0,0,0,0,14.5,14.51
110,DeAndre Hopkins,HOU,WR,6,BUF,9.97,5.9,60,81,0.6,0,8.1,13.5,0.1,0.3,0,0,0.1,0.1,14.5,14.48
111,Odell Beckham Jr,NYG,WR,5,CAR,11.35,6.8,63.6,85.1,0.4,0,7.7,12.1,0.4,1.6,0,0,0,0,14.5,14.47
112,Robert Woods,LAR,WR,15,PHI,9.57,5.8,60,83.6,0.5,0,8.4,14,0.9,2,2,0,0,0,14.5,14.46
113,Julio Jones,ATL,WR,15,ARI,8.78,6.1,66.7,85.6,0.5,0,9.6,14.3,0.1,0.4,0,0,0.1,0.1,14.4,14.45
114,Julio Jones,ATL,WR,1,PHI,8.64,6,66.7,89.8,0.4,0,10,15,0.1,0.5,0,0,0,0,14.4,14.43
115,Julio Jones,ATL,WR,13,BAL,9.21,6.4,66.7,89.8,0.4,0,10,15,0.1,0.4,0,0,0.1,0.1,14.4,14.42
116,Tyreek Hill,KC,WR,15,LAC,7.75,5.5,75,78.2,0.6,0,9.8,13,1,2.4,2,0,0,0,14.4,14.41
117,JuJu Smith-Schuster,PIT,WR,5,ATL,10.33,6.3,60,82.4,0.5,0,8.2,13.7,0,0,0,0,0,0,14.4,14.39
118,Keenan Allen,LAC,WR,1,KC,10.37,6.1,60,82.9,0.5,0,8.3,13.8,0.1,0.3,0,0,0,0,14.4,14.37
119,Stefon Diggs,MIN,WR,12,GB,11.69,6.8,58.3,78,0.5,0,6.5,11.1,0.5,1.4,0,0,0,0,14.3,14.34
120,Tyreek Hill,KC,WR,2,PIT,7.47,5.3,71.4,78.8,0.5,0,11.3,15.8,1.66,8,4,0,0,0,14.3,14.33
121,Robert Woods,LAR,WR,17,SF,9.57,5.8,60,80,0.5,0,8,13.3,1,4.1,4,0,0,0,14.3,14.31
122,AJ Green,CIN,WR,5,MIA,7.57,5.3,62.5,76.2,0.7,0,9.5,15.2,0,0,0,0,0.1,0.1,14.3,14.27
123,Mike Evans,TB,WR,3,PIT,8.4,5.6,75,78.6,0.6,0,9.9,13.2,0,0,0,0,0,0,14.3,14.26
123,AJ Green,CIN,WR,1,IND,8.43,5.9,75,85.1,0.5,0,10.6,14.2,0,0,0,0,0.1,0.1,14.3,14.26
125,Brandin Cooks,LAR,WR,11,KC,7.43,5.2,71.4,82.2,0.5,0,11.7,16.4,0.6,4.3,4,0,0,0,14.2,14.25
126,Amari Cooper,DAL,WR,15,IND,8.34,6,75,78.1,0.6,0,9.8,13,0.1,0.2,0,0,0.1,0.1,14.2,14.23
127,Tyreek Hill,KC,WR,9,CLE,7.05,5,71.4,76.7,0.6,0,11,15.4,1.1,4.5,4,0,0,0,14.2,14.22
128,Adam Thielen,MIN,WR,15,MIA,8.44,6.3,75,81.5,0.5,0,10.2,13.7,0.3,0.6,0,0,0.1,0.1,14.2,14.16
129,Robert Woods,LAR,WR,9,NO,9.07,5.5,66.7,80.9,0.5,0,9,13.5,0.8,2.9,3,0,0,0,14.1,14.13
129,DeAndre Hopkins,HOU,WR,15,NYJ,9.29,5.5,66.7,79.6,0.6,0,8.9,13.3,0.1,0.2,0,0,0.1,0.1,14.1,14.13
131,Tyreek Hill,KC,WR,8,DEN,7.61,5.4,62.5,73.4,0.6,0,9.1,14.6,1.2,4.8,5,0,0,0,14.1,14.12
132,Robert Woods,LAR,WR,7,SF,9.24,5.6,66.7,79.1,0.5,0,8.8,13.2,0.8,3.4,3,0,0,0,14,14.05
132,Stefon Diggs,MIN,WR,15,MIA,10.83,6.3,54.5,78,0.5,0,7.1,13,0.5,1,0,0,0,0,14,14.05
134,Stefon Diggs,MIN,WR,5,PHI,10.49,6.1,60,78.3,0.5,0,7.8,13,0.4,1.2,0,0,0,0,14,14
135,Keenan Allen,LAC,WR,12,ARI,10.54,6.2,54.5,78,0.5,0,7.1,13,0.6,2.7,3,0,0.1,0.1,14,13.97
136,Michael Thomas,NO,WR,7,BAL,10.01,6.5,60,79,0.5,0,7.9,13.2,0,0,0,0,0.1,0.1,14,13.95
137,Keenan Allen,LAC,WR,17,DEN,10.71,6.3,54.5,77.8,0.5,0,7.1,13,0.4,2,0,0,0.1,0.1,13.9,13.93
138,Adam Thielen,MIN,WR,14,SEA,8.57,6.4,66.7,78.8,0.5,0,8.8,13.2,0.2,0.4,0,0,0.1,0.1,13.9,13.92
139,Tyler Boyd,CIN,WR,10,NO,8.37,6.3,75,77.2,0.5,0,9.6,12.8,0.1,0.4,0,0,0,0,13.9,13.91
140,Robert Woods,LAR,WR,8,GB,8.91,5.4,55.6,78.7,0.5,0,8.8,15.8,0.8,3.3,3,0,0,0,13.9,13.9
141,JuJu Smith-Schuster,PIT,WR,8,CLE,10,6.1,60,78.4,0.5,0,7.8,13,0,0,0,0,0,0,13.9,13.89
142,Mike Evans,TB,WR,13,CAR,7.65,5.1,62.5,79.1,0.6,0,9.9,15.8,0,0,0,0,0.1,0.1,13.9,13.86
142,Davante Adams,GB,WR,4,BUF,7.58,5.7,75,68,0.7,0,8.5,11.3,0,0.1,0,0,0,0,13.9,13.86
144,T.Y. Hilton,IND,WR,17,TEN,8.35,5.8,75,81.5,0.5,0,10.2,13.7,0,0,0,0,0.1,0.1,13.8,13.85
145,Mike Evans,TB,WR,14,NO,7.8,5.2,62.5,84.4,0.5,0,10.5,16.8,0,0,0,0,0.1,0.1,13.8,13.84
146,T.Y. Hilton,IND,WR,16,NYG,7.92,5.5,75,80.8,0.5,0,10.1,13.5,0,0,0,0,0,0,13.8,13.83
147,Mike Evans,TB,WR,12,SF,7.95,5.3,62.5,81.3,0.5,0,10.1,16.2,0,0,0,0,0,0,13.8,13.78
148,Keenan Allen,LAC,WR,13,PIT,10.71,6.3,54.5,76.7,0.5,0,7,12.8,0.5,1.4,0,0,0.1,0.1,13.8,13.76
149,Brandin Cooks,LAR,WR,15,PHI,7.29,5.1,71.4,80.6,0.5,0,11.6,16.2,0.5,1.3,0,0,0,0,13.7,13.74
149,Adam Thielen,MIN,WR,4,LAR,9.11,6.8,77.8,80.9,0.4,0,9,11.6,0.1,0.5,0,0,0.1,0.1,13.7,13.74
151,T.Y. Hilton,IND,WR,14,HOU,8.35,5.8,75,78.2,0.5,0,9.8,13,0,0,0,0,0,0,13.7,13.72
152,Stefon Diggs,MIN,WR,7,NYJ,10.14,5.9,60,75.3,0.5,0,7.5,12.5,0.5,2.3,0,0,0,0,13.7,13.71
153,Adam Thielen,MIN,WR,3,BUF,8.04,6,75,76.2,0.5,0,9.5,12.7,0.2,0.5,0,0,0,0,13.7,13.67
154,Golden Tate,DET,WR,5,GB,10.08,6.3,60,76,0.5,0,7.6,12.7,0.3,1,0,0,0.1,0.1,13.6,13.65
155,T.Y. Hilton,IND,WR,12,MIA,7.34,5.1,71.4,74.9,0.6,0,10.7,15,0,0,0,0,0,0,13.6,13.64
156,Tyreek Hill,KC,WR,4,DEN,7.05,5,71.4,74.2,0.5,0,10.6,14.8,1.45,7,7,0,0,0,13.6,13.62
157,Keenan Allen,LAC,WR,3,LAR,10.54,6.2,54.5,80.5,0.4,0,7.3,13.3,0.1,0.3,0,0,0,0,13.6,13.58
158,Mike Evans,TB,WR,4,CHI,8.4,5.6,75,79.5,0.5,0,10,13.3,0,0.1,0,0,0.1,0.1,13.6,13.56
158,Stefon Diggs,MIN,WR,8,NO,10.66,6.2,54.5,72.5,0.5,0,6.5,12,0.7,2.1,2,0,0,0,13.6,13.56
160,Stefon Diggs,MIN,WR,14,SEA,10.66,6.2,54.5,73.5,0.5,0,6.7,12.3,0.4,0.8,0,0,0,0,13.5,13.53
160,Jarvis Landry,CLE,WR,4,OAK,11.57,6.5,50,80.4,0.4,0,6.7,13.3,0.1,0.4,0,0,0.1,0.1,13.5,13.53
162,DeAndre Hopkins,HOU,WR,7,JAX,9.63,5.7,60,78.4,0.5,0,7.8,13,0.1,0.3,0,0,0.1,0.1,13.5,13.52
163,Mike Evans,TB,WR,9,CAR,8.25,5.5,75,79.6,0.5,0,10,13.3,0,0,0,0,0.1,0.1,13.5,13.51
164,Brandin Cooks,LAR,WR,13,DET,7.15,5,71.4,77.5,0.5,0,11.1,15.6,0.6,1.6,2,0,0,0,13.4,13.41
164,Stefon Diggs,MIN,WR,3,BUF,8.94,5.2,55.6,70.6,0.6,0,7.9,14.2,0.5,1.5,0,0,0,0,13.4,13.41
164,Mike Evans,TB,WR,8,CIN,8.4,5.6,75,78.1,0.5,0,9.8,13,0,0,0,0,0.1,0.1,13.4,13.41
167,Brandin Cooks,LAR,WR,8,GB,7,4.9,71.4,76.9,0.5,0,11,15.4,0.5,2.3,0,0,0,0,13.4,13.37
168,JuJu Smith-Schuster,PIT,WR,3,TB,9.02,5.5,66.7,75.9,0.5,0,8.4,12.7,0,0,0,0,0,0,13.3,13.34
168,JuJu Smith-Schuster,PIT,WR,16,NO,9.02,5.5,66.7,75.6,0.5,0,8.4,12.7,0,0.3,0,0,0,0,13.3,13.34
170,Stefon Diggs,MIN,WR,6,ARI,10.49,6.1,60,70.9,0.5,0,7.1,11.8,0.5,1.8,0,0,0,0,13.3,13.32
171,Brandin Cooks,LAR,WR,5,SEA,7.43,5.2,71.4,77.2,0.5,0,11,15.4,0.4,1.8,0,0,0.1,0.1,13.3,13.3
172,Julian Edelman,NE,WR,17,NYJ,9.69,6.1,60,70.6,0.5,0,7.1,11.8,0.3,1.7,0,0,0,0,13.3,13.28
173,Jarvis Landry,CLE,WR,2,NO,12.28,6.9,58.3,75.9,0.4,0,6.3,10.9,0.1,0.2,0,0,0.1,0.1,13.3,13.26
174,Mike Evans,TB,WR,10,WAS,7.8,5.2,62.5,78.4,0.5,0,9.8,15.6,0,0,0,0,0.1,0.1,13.2,13.24
174,Keenan Allen,LAC,WR,6,CLE,10.88,6.4,54.5,78.1,0.4,0,7.1,13,0.1,0.3,0,0,0.1,0.1,13.2,13.24
176,Davante Adams,GB,WR,3,WAS,7.18,5.4,71.4,69,0.6,0,9.9,13.8,0,0.1,0,0,0,0,13.2,13.21
177,Kenny Golladay,DET,WR,12,CHI,9.12,5.4,55.6,74.4,0.5,0,8.2,14.8,0.1,0.6,0,0,0,0,13.2,13.2
178,Mike Evans,TB,WR,7,CLE,8.1,5.4,62.5,76.8,0.5,0,9.6,15.4,0,0,0,0,0.1,0.1,13.2,13.18
179,Mike Evans,TB,WR,17,ATL,7.95,5.3,62.5,81.2,0.4,0,10.1,16.2,0,0,0,0,0,0,13.2,13.17
179,JuJu Smith-Schuster,PIT,WR,6,CIN,9.18,5.6,66.7,73.7,0.5,0,8.2,12.3,0,0,0,0,0,0,13.2,13.17
181,Kenny Golladay,DET,WR,13,LAR,8.61,5.1,55.6,75.8,0.5,0,8.4,15.2,0.1,0.3,0,0,0,0,13.2,13.16
