Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Calvin Johnson,DET,WR,14,PHI,14,8,57.1,165,1,74,11.8,20.6,0,0,0,0,0,0,26.5,26.5
2,Calvin Johnson,DET,WR,13,GB,13,7,53.8,145,1,65,11.2,20.7,0,0,0,0,0,0,24,24
3,Andre Johnson,HOU,WR,16,DEN,19,14,73.7,167,0,75,8.8,11.9,0,0,0,0,0,0,23.7,23.7
4,Calvin Johnson,DET,WR,12,TB,13,7,53.8,138,1,62,10.6,19.7,0,0,0,0,0,0,23.3,23.3
5,Brandon Marshall,CHI,WR,13,MIN,13,9,69.2,124,1,56,9.5,13.8,0,0,0,0,0,0,22.9,22.9
6,Calvin Johnson,DET,WR,10,CHI,12,7,58.3,133,1,60,11.1,19,0,0,0,0,0,0,22.8,22.8
7,Pierre Garcon,WAS,WR,16,DAL,19,15,78.9,149,0,67,7.8,9.9,0,3,0,0,0,0,22.7,22.7
8,Calvin Johnson,DET,WR,3,WAS,16,11,68.8,171,0,77,10.7,15.5,0,0,0,0,0,0,22.6,22.6
9,Calvin Johnson,DET,WR,2,ARI,17,12,70.6,164,0,74,9.6,13.7,0,0,0,0,0,0,22.4,22.4
10,Calvin Johnson,DET,WR,11,PIT,13,7,53.8,126,1,56,9.7,18,0,0,0,0,0,0,22.1,22.1
11,Pierre Garcon,WAS,WR,17,NYG,18,14,77.8,150,0,67,8.3,10.7,0,0,0,0,0,0,22,22
12,Calvin Johnson,DET,WR,1,MIN,17,11,64.7,164,0,74,9.6,14.9,0,0,0,0,0,0,21.9,21.9
12,Andre Johnson,HOU,WR,6,LAR,18,14,77.8,149,0,67,8.3,10.6,0,0,0,0,0,0,21.9,21.9
14,DeSean Jackson,PHI,WR,7,DAL,10,7,70,123,1,55,12.3,17.6,0,0,0,0,0,0,21.8,21.8
14,Calvin Johnson,DET,WR,15,BAL,13,7,53.8,123,1,55,9.5,17.6,0,0,0,0,0,0,21.8,21.8
16,Victor Cruz,NYG,WR,12,DAL,15,12,80,156,0,70,10.4,13,0,0,0,0,0,0,21.6,21.6
16,Andre Johnson,HOU,WR,3,BAL,16,13,81.2,151,0,68,9.4,11.6,0,0,0,0,0,0,21.6,21.6
18,Andre Johnson,HOU,WR,11,OAK,11,7,63.6,115,1,52,10.5,16.4,0,0,0,0,0,0,21,21
18,Andre Johnson,HOU,WR,12,JAX,11,7,63.6,115,1,52,10.5,16.4,0,0,0,0,0,0,21,21
18,Dez Bryant,DAL,WR,7,PHI,11,8,72.7,110,1,49,10,13.8,0,0,0,0,0,0,21,21
18,Dez Bryant,DAL,WR,8,DET,12,8,66.7,110,1,49,9.2,13.8,0,0,0,0,0,0,21,21
22,Dez Bryant,DAL,WR,9,MIN,11,7,63.6,114,1,51,10.4,16.3,0,0,0,0,0,0,20.9,20.9
23,Antonio Brown,PIT,WR,10,BUF,16,14,87.5,131,0,59,8.2,9.4,0,5,0,0,0,0,20.8,20.8
24,Dez Bryant,DAL,WR,17,PHI,13,9,69.2,101,1,45,7.8,11.2,0,0,0,0,0,0,20.6,20.6
25,Calvin Johnson,DET,WR,8,DAL,12,7,58.3,108,1,48,9,15.4,0,0,0,0,0,0,20.3,20.3
25,Dez Bryant,DAL,WR,10,NO,11,7,63.6,108,1,48,9.8,15.4,0,0,0,0,0,0,20.3,20.3
25,Brandon Marshall,CHI,WR,10,DET,13,9,69.2,98,1,44,7.5,10.9,0,0,0,0,0,0,20.3,20.3
25,Victor Cruz,NYG,WR,13,WAS,15,12,80,143,0,64,9.5,11.9,0,0,0,0,0,0,20.3,20.3
29,Pierre Garcon,WAS,WR,15,ATL,18,14,77.8,129,0,58,7.2,9.2,0,3,0,0,0,0,20.2,20.2
30,Dez Bryant,DAL,WR,5,DEN,11,8,72.7,101,1,45,9.2,12.6,0,0,0,0,0,0,20.1,20.1
30,AJ Green,CIN,WR,17,BAL,12,8,66.7,101,1,45,8.4,12.6,0,0,0,0,0,0,20.1,20.1
32,Jordy Nelson,GB,WR,8,MIN,9,7,77.8,105,1,47,11.7,15,0,0,0,0,0,0,20,20
32,Vincent Jackson,TB,WR,11,ATL,14,8,57.1,100,1,45,7.1,12.5,0,0,0,0,0,0,20,20
34,Victor Cruz,NYG,WR,14,LAC,14,11,78.6,144,0,65,10.3,13.1,0,0,0,0,0,0,19.9,19.9
34,Andre Johnson,HOU,WR,17,TEN,16,11,68.8,144,0,64,9,13.1,0,0,0,0,0,0,19.9,19.9
36,Terrelle Pryor,OAK,WR,5,LAC,0,0,0,6,0,2,0,0,10,68,6.8,0,0,0,19.9,19.88
37,Julian Edelman,NE,WR,3,TB,10,8,80,82,1,36,8.2,10.2,0,15,0,0,0,0,19.7,19.7
37,Pierre Garcon,WAS,WR,11,PHI,14,10,71.4,147,0,66,10.5,14.7,0,0,0,0,0,0,19.7,19.7
37,Antonio Brown,PIT,WR,11,DET,15,12,80,134,0,60,8.9,11.2,0,1,0,0,0,0,19.7,19.7
40,Demaryius Thomas,DEN,WR,15,LAC,10,6,60,106,1,48,10.6,17.7,0,0,0,0,0,0,19.6,19.6
40,Pierre Garcon,WAS,WR,10,MIN,15,11,73.3,141,0,63,9.4,12.8,0,0,0,0,0,0,19.6,19.6
40,Andre Johnson,HOU,WR,5,SF,15,12,80,136,0,61,9.1,11.3,0,0,0,0,0,0,19.6,19.6
43,Terrelle Pryor,OAK,WR,9,PHI,0,0,0,0,0,0,0,0,10,71,7.1,0,0,0,19.6,19.58
44,Demaryius Thomas,DEN,WR,5,DAL,9,7,77.8,99,1,44,11,14.1,0,0,0,0,0,0,19.4,19.4
44,Wes Welker,DEN,WR,4,PHI,11,8,72.7,94,1,42,8.5,11.8,0,0,0,0,0,0,19.4,19.4
44,Victor Cruz,NYG,WR,8,PHI,15,11,73.3,139,0,62,9.3,12.6,0,0,0,0,0,0,19.4,19.4
44,Andre Johnson,HOU,WR,15,IND,16,11,68.8,139,0,62,8.7,12.6,0,0,0,0,0,0,19.4,19.4
48,Calvin Johnson,DET,WR,4,CHI,14,9,64.3,148,0,66,10.6,16.4,0,0,0,0,0,0,19.3,19.3
49,Dez Bryant,DAL,WR,6,WAS,10,7,70,97,1,43,9.7,13.9,0,0,0,0,0,0,19.2,19.2
50,Demaryius Thomas,DEN,WR,10,LAC,9,7,77.8,96,1,43,10.7,13.7,0,0,0,0,0,0,19.1,19.1
50,Brandon Marshall,CHI,WR,7,WAS,11,8,72.7,91,1,41,8.3,11.4,0,0,0,0,0,0,19.1,19.1
50,Vincent Jackson,TB,WR,3,NE,15,9,60,146,0,65,9.7,16.2,0,0,0,0,0,0,19.1,19.1
50,Victor Cruz,NYG,WR,7,MIN,14,10,71.4,141,0,63,10.1,14.1,0,0,0,0,0,0,19.1,19.1
54,DeSean Jackson,PHI,WR,11,WAS,9,7,77.8,95,1,42,10.6,13.6,0,0,0,0,0,0,19,19
54,Calvin Johnson,DET,WR,16,NYG,13,8,61.5,150,0,67,11.5,18.8,0,0,0,0,0,0,19,19
54,Terrance Williams,DAL,WR,5,DEN,13,12,92.3,133,0,60,10.2,11.1,0,-3,0,0,0,0,19,19
57,Demaryius Thomas,DEN,WR,12,NE,10,6,60,98,1,44,9.8,16.3,0,0,0,0,0,0,18.8,18.8
57,Antonio Brown,PIT,WR,16,GB,9,6,66.7,100,1,45,11.1,16.7,0,-2,0,0,0,0,18.8,18.8
59,Victor Cruz,NYG,WR,5,PHI,9,6,66.7,97,1,43,10.8,16.2,0,0,0,0,0,0,18.7,18.7
59,AJ Green,CIN,WR,13,LAC,12,8,66.7,147,0,66,12.2,18.4,0,0,0,0,0,0,18.7,18.7
59,Pierre Garcon,WAS,WR,9,LAC,17,13,76.5,119,0,53,7,9.2,0,3,0,0,0,0,18.7,18.7
62,Larry Fitzgerald,ARI,WR,1,LAR,16,12,75,126,0,56,7.9,10.5,0,0,0,0,0,0,18.6,18.6
63,Victor Cruz,NYG,WR,10,OAK,13,10,76.9,135,0,60,10.4,13.5,0,0,0,0,0,0,18.5,18.5
64,Wes Welker,DEN,WR,5,DAL,10,8,80,84,1,38,8.4,10.5,0,0,0,0,0,0,18.4,18.4
