Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Calvin Johnson,DET,WR,2,CAR,11,7,63.6,143,1,0,13,20.4,0,0,0,0,0,0,23.8,23.8
2,Jordy Nelson,GB,WR,3,DET,14,8,57.1,122,1,0,8.7,15.2,0,0,0,0,0,0,22.2,22.2
3,Antonio Brown,PIT,WR,15,ATL,15,9,60,115,1,0,7.7,12.8,0,0,0,0,0,0,22,22
4,Calvin Johnson,DET,WR,3,GB,9,6,66.7,126,1,0,14,21,0,0,0,0,0,0,21.6,21.6
5,AJ Green,CIN,WR,2,ATL,10,7,70,118,1,0,11.8,16.9,0,0,0,0,0,0,21.3,21.3
6,Jordy Nelson,GB,WR,5,MIN,14,8,57.1,112,1,0,8,14,0,0,0,0,0,0,21.2,21.2
7,Antonio Brown,PIT,WR,4,TB,15,9,60,106,1,0,7.1,11.8,1,0,0,0,0,0,21.1,21.1
8,Odell Beckham Jr,NYG,WR,17,PHI,13,8,61.5,108,1,0,8.3,13.5,1,2,2,0,0,0,21,21
9,Antonio Brown,PIT,WR,5,JAX,13,8,61.5,107,1,0,8.2,13.4,1,2,2,0,0,0,20.9,20.9
9,Antonio Brown,PIT,WR,13,NO,13,8,61.5,109,1,0,8.4,13.6,0,0,0,0,0,0,20.9,20.9
9,Julio Jones,ATL,WR,6,CHI,12,8,66.7,109,1,0,9.1,13.6,0,0,0,0,0,0,20.9,20.9
12,Golden Tate,DET,WR,8,ATL,11,7,63.6,112,1,0,10.2,16,0,0,0,0,0,0,20.7,20.7
13,Brandon Marshall,CHI,WR,3,NYJ,10,6,60,116,1,0,11.6,19.3,0,0,0,0,0,0,20.6,20.6
13,Jordy Nelson,GB,WR,7,CAR,14,8,57.1,106,1,0,7.6,13.2,0,0,0,0,0,0,20.6,20.6
13,Antonio Brown,PIT,WR,10,NYJ,13,8,61.5,106,1,0,8.2,13.2,0,0,0,0,0,0,20.6,20.6
16,Antonio Brown,PIT,WR,17,CIN,13,8,61.5,102,1,0,7.8,12.8,1,3,3,0,0,0,20.5,20.5
17,Antonio Brown,PIT,WR,2,BAL,13,8,61.5,104,1,0,8,13,0,0,0,0,0,0,20.4,20.4
17,Odell Beckham Jr,NYG,WR,15,WAS,13,8,61.5,100,1,0,7.7,12.5,1,4,4,0,0,0,20.4,20.4
19,Calvin Johnson,DET,WR,1,NYG,9,6,66.7,113,1,0,12.6,18.8,0,0,0,0,0,0,20.3,20.3
19,Julio Jones,ATL,WR,4,MIN,10,7,70,108,1,0,10.8,15.4,0,0,0,0,0,0,20.3,20.3
19,Dez Bryant,DAL,WR,16,IND,11,7,63.6,108,1,0,9.8,15.4,0,0,0,0,0,0,20.3,20.3
19,Jordy Nelson,GB,WR,2,NYJ,14,8,57.1,103,1,0,7.4,12.9,0,0,0,0,0,0,20.3,20.3
