Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,DeAndre Hopkins,HOU,WR,1,IND,13.52,8,57.1,107,1,0,7.6,13.4,0,0,0,0,0,0,20.7,20.7
2,Tyreek Hill,KC,WR,2,IND,8.46,6,75,91,1,0,11.4,15.2,1,6,6,0,0,0,18.7,18.7
3,Tyreek Hill,KC,WR,3,NE,7.61,5.4,62.5,92.4,0.8,0,11.5,18.4,1.95,9.4,4.5,0.1,0,0,18.3,18.28
4,T.Y. Hilton,IND,WR,1,HOU,8.64,6,66.7,91,1,0,10.1,15.2,0,0,0,0,0,0,18.1,18.1
5,Julian Edelman,NE,WR,4,LAR,12.87,8.1,61.5,94.6,0.6,0,7.3,11.9,1.68,8.1,4,0,0.1,0.1,17.7,17.72
6,Michael Thomas,NO,WR,2,PHI,10.78,7,63.6,76,1,0,6.9,10.9,0,0,0,0,0,0,17.1,17.1
7,Michael Thomas,NO,WR,3,LAR,12.01,7.8,66.7,87.8,0.6,0,7.3,11,0,0,0,0,0.1,0.1,16.1,16.08
8,Amari Cooper,DAL,WR,1,SEA,6.95,5,71.4,67,1,0,9.6,13.4,0,1,0,0,0,0,15.3,15.3
9,Brandin Cooks,LAR,WR,4,NE,9.72,6.8,70,74.8,0.5,0,7.5,10.7,0.4,3.8,0,0.1,0.1,0.1,14.7,14.66
10,Tyler Lockett,SEA,WR,1,DAL,5.48,4,80,62,1,0,12.4,15.5,1,2,2,0,0,0,14.4,14.4
11,Robert Woods,LAR,WR,4,NE,9.24,5.6,66.7,76.8,0.5,0,8.6,12.8,1.8,2.8,1.5,0.1,0,0,14.4,14.36
12,Doug Baldwin,SEA,WR,1,DAL,7.9,5,62.5,57,1,0,7.1,11.4,0,1,0,0,0,0,14.3,14.3
12,Robert Woods,LAR,WR,3,NO,8.91,5.4,55.6,76.2,0.4,0,8.4,15.2,2.04,9.8,5,0.1,0,0,14.3,14.3
14,Julian Edelman,NE,WR,3,KC,9.85,6.2,60,70.8,0.5,0,7.1,11.8,1.85,8.9,4.5,0,0.1,0.1,13.9,13.87
15,Alshon Jeffery,PHI,WR,1,CHI,5.92,4,66.7,58,1,0,9.7,14.5,0,0,0,0,0,0,13.8,13.8
16,Brandin Cooks,LAR,WR,3,NO,7.15,5,71.4,75.3,0.3,0,10.7,15,0.6,4.3,4,0.1,0.1,0.1,12.7,12.66
17,T.Y. Hilton,IND,WR,2,KC,8.64,6,66.7,91,0,0,10.1,15.2,0,0,0,0,0,0,12.1,12.1
18,Mike Williams,LAC,WR,1,BAL,5.19,3,60,39,1,0,7.8,13,0,1,0,0,0,0,11.5,11.5
19,Keenan Allen,LAC,WR,2,NE,10.2,6,60,79,0,0,7.9,13.2,0,3,0,0,0,0,11.2,11.2
19,Robert Woods,LAR,WR,2,DAL,9.9,6,60,77,0,0,7.7,12.8,1,5,5,0,0,0,11.2,11.2
21,Keenan Allen,LAC,WR,1,BAL,10.2,6,60,75,0,0,7.5,12.5,0,3,0,0,0,0,10.8,10.8
22,Brandin Cooks,LAR,WR,2,DAL,7.15,5,71.4,75,0,0,10.7,15,1,3,3,0,0,0,10.3,10.3
23,Julian Edelman,NE,WR,2,LAC,9.54,6,60,65,0,0,6.5,10.8,1,4,4,0,0,0,9.9,9.9
24,Amari Cooper,DAL,WR,2,LAR,6.95,5,71.4,70,0,0,10,14,0,1,0,0,0,0,9.6,9.6
25,Sammy Watkins,KC,WR,3,NE,5.36,4,80,51.9,0.3,0,10.4,13,0.5,5.2,0,0,0.1,0.1,9.3,9.31
26,Alshon Jeffery,PHI,WR,2,NO,7.4,5,71.4,68,0,0,9.7,13.6,0,0,0,0,0,0,9.3,9.3
27,Chris Hogan,NE,WR,4,LAR,6.95,4.9,71.4,54.7,0.2,0,7.9,11,0.1,0.4,0,0,0,0,9.2,9.16
28,Ted Ginn,NO,WR,3,LAR,5.71,3.4,50,41.8,0.4,0,7,14,0.6,5.2,5,0,0.2,0.2,8.4,8.4
29,Allen Robinson,CHI,WR,1,PHI,7.04,4,57.1,49,0,0,7,12.2,0,0,0,0,0,0,6.9,6.9
30,Nelson Agholor,PHI,WR,2,NO,6.28,4,66.7,46,0,0,7.7,11.5,0,1,0,0,0,0,6.7,6.7
31,Dontrelle Inman,IND,WR,2,KC,6.88,4,57.1,46,0,0,6.6,11.5,0,0,0,0,0,0,6.6,6.6
32,Josh Reynolds,LAR,WR,4,NE,6.23,3.8,66.7,28.2,0.3,0,4.7,7,0.1,0.5,0,0,0,0,6.6,6.57
33,Golden Tate,PHI,WR,2,NO,6.4,4,66.7,42,0,0,7,10.5,0,1,0,0,0,0,6.3,6.3
34,Taylor Gabriel,CHI,WR,1,PHI,7.04,4,57.1,39,0,0,5.6,9.8,1,3,3,0,0,0,6.2,6.2
34,Nelson Agholor,PHI,WR,1,CHI,6.28,4,66.7,41,0,0,6.8,10.2,0,1,0,0,0,0,6.2,6.2
36,Chester Rogers,IND,WR,2,KC,7.12,4,57.1,41,0,0,5.9,10.2,0,0,0,0,0,0,6.1,6.1
37,Josh Reynolds,LAR,WR,2,DAL,4.92,3,60,45,0,0,9,15,0,0,0,0,0,0,6,6
38,Dontrelle Inman,IND,WR,1,HOU,5.16,3,60,43,0,0,8.6,14.3,0,0,0,0,0,0,5.8,5.8
39,Chris Hogan,NE,WR,3,KC,3.12,2.2,66.7,33.3,0.2,0,11,16.5,0,0,0,0,0,0,5.6,5.63
40,Tre'Quan Smith,NO,WR,3,LAR,2.86,1.9,66.7,28.5,0.3,0,9.3,14,0,0,0,0,0,0,5.6,5.6
40,Mike Williams,LAC,WR,2,NE,5.19,3,60,40,0,0,8,13.3,0,1,0,0,0,0,5.6,5.6
42,Cordarrelle Patterson,NE,WR,4,LAR,2.6,1.7,66.7,16.8,0.2,0,5.7,8.5,2.97,14.3,4.7,0.1,0.1,0.1,5.6,5.56
43,Michael Gallup,DAL,WR,2,LAR,5.01,3,60,40,0,0,8,13.3,0,0,0,0,0,0,5.5,5.5
44,Cordarrelle Patterson,NE,WR,3,KC,2.14,1.4,50,16.5,0.2,0,8,16,2.8,15.2,5,0.1,0.1,0.1,5.5,5.47
45,Deandre Carter,HOU,WR,1,IND,6.88,4,57.1,34,0,0,4.9,8.5,0,0,0,0,0,0,5.4,5.4
45,Cole Beasley,DAL,WR,2,LAR,5.88,4,66.7,34,0,0,5.7,8.5,0,0,0,0,0,0,5.4,5.4
