Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,DeAndre Hopkins,HOU,WR,1,KC,13,8,61.5,122,1,0,9.4,15.2,0,0,0,0,0,0,22.2,22.2
2,Antonio Brown,PIT,WR,1,CIN,14,9,64.3,116,1,0,8.3,12.9,0,0,0,0,0,0,22.1,22.1
3,Antonio Brown,PIT,WR,2,DEN,14,8,57.1,111,1,0,7.9,13.9,0,0,0,0,0,0,21.1,21.1
4,Demaryius Thomas,DEN,WR,2,PIT,10,7,70,101,1,0,10.1,14.4,0,0,0,0,0,0,19.6,19.6
5,AJ Green,CIN,WR,1,PIT,11,7,63.6,99,1,0,9,14.1,0,0,0,0,0,0,19.4,19.4
6,Demaryius Thomas,DEN,WR,3,NE,10,7,70,95,1,0,9.5,13.6,0,0,0,0,0,0,19,19
6,Demaryius Thomas,DEN,WR,4,CAR,10,7,70,95,1,0,9.5,13.6,0,0,0,0,0,0,19,19
8,Martavis Bryant,PIT,WR,2,DEN,10,5,50,87,1,0,8.7,17.4,0,0,0,0,0,0,17.2,17.2
9,Larry Fitzgerald,ARI,WR,2,GB,11,6,54.5,81,1,0,7.4,13.5,0,0,0,0,0,0,17.1,17.1
10,Randall Cobb,GB,WR,1,WAS,8,5,62.5,71,1,0,8.9,14.2,0,0,0,0,0,0,15.6,15.6
11,Emmanuel Sanders,DEN,WR,2,PIT,8,5,62.5,69,1,0,8.6,13.8,0,0,0,0,0,0,15.4,15.4
12,Martavis Bryant,PIT,WR,1,CIN,8,4,50,68,1,0,8.5,17,0,0,0,0,0,0,14.8,14.8
13,Julian Edelman,NE,WR,2,KC,10,7,70,76,0,0,7.6,10.9,0,0,0,0,0,0,11.1,11.1
14,Jeremy Maclin,KC,WR,2,NE,10,6,60,79,0,0,7.9,13.2,0,0,0,0,0,0,10.9,10.9
15,Doug Baldwin,SEA,WR,1,MIN,9,6,66.7,75,0,0,8.3,12.5,0,0,0,0,0,0,10.5,10.5
16,Jeremy Maclin,KC,WR,1,HOU,10,6,60,73,0,0,7.3,12.2,0,0,0,0,0,0,10.3,10.3
16,James Jones,GB,WR,1,WAS,8,6,75,73,0,0,9.1,12.2,0,0,0,0,0,0,10.3,10.3
18,Larry Fitzgerald,ARI,WR,3,CAR,11,6,54.5,72,0,0,6.5,12,0,0,0,0,0,0,10.2,10.2
