Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,David Johnson,ARI,RB,10,SF,31,32,9400,25.42
2,Le'Veon Bell,PIT,RB,11,CLE,32,31,9100,24.1
3,Le'Veon Bell,PIT,RB,12,IND,29,23,9500,23.08
4,Le'Veon Bell,PIT,RB,15,CIN,17,20,9400,23.05
5,David Johnson,ARI,RB,13,WAS,20,24,9200,23.02
6,David Johnson,ARI,RB,15,NO,27,26,9800,22.93
7,David Johnson,ARI,RB,14,MIA,23,14,9700,22.68
8,Le'Veon Bell,PIT,RB,6,MIA,24,15,9300,22.57
9,David Johnson,ARI,RB,12,ATL,30,29,9500,21.49
10,David Johnson,ARI,RB,17,LAR,15,16,9300,21.47
11,Le'Veon Bell,PIT,RB,13,NYG,8,14,9300,21.38
12,Le'Veon Bell,PIT,RB,14,BUF,16,18,9000,21.22
13,Le'Veon Bell,PIT,RB,16,BAL,5,2,9500,20.91
14,Ezekiel Elliott,DAL,RB,9,CLE,32,30,9200,20.26
15,LeSean McCoy,BUF,RB,15,CLE,31,31,9000,20.09
16,DeAngelo Williams,PIT,RB,3,PHI,1,10,8800,19.62
17,David Johnson,ARI,RB,16,SEA,2,1,8700,19.5
18,Ezekiel Elliott,DAL,RB,12,WAS,19,20,8600,19.43
19,Le'Veon Bell,PIT,RB,10,DAL,8,2,8100,19.21
20,DeMarco Murray,TEN,RB,6,CLE,31,24,8800,19.19
21,Melvin Gordon,LAC,RB,10,MIA,18,12,8300,19.01
22,DeMarco Murray,TEN,RB,7,IND,26,31,8700,18.95
23,Ezekiel Elliott,DAL,RB,16,DET,16,7,8900,18.7
24,David Johnson,ARI,RB,11,MIN,2,7,8300,18.65
25,LeSean McCoy,BUF,RB,16,MIA,23,14,9100,18.55
26,Melvin Gordon,LAC,RB,13,TB,23,20,8000,18.54
27,Jay Ajayi,MIA,RB,12,SF,32,32,8400,18.37
28,David Johnson,ARI,RB,8,CAR,27,10,8700,18.36
29,Le'Veon Bell,PIT,RB,9,BAL,7,6,8700,18.28
30,Ezekiel Elliott,DAL,RB,15,TB,19,18,8500,18.24
30,David Johnson,ARI,RB,6,NYJ,25,10,9100,18.24
32,Le'Veon Bell,PIT,RB,5,NYJ,22,9,8600,18.11
33,DeMarco Murray,TEN,RB,8,JAX,17,13,8300,17.86
34,Melvin Gordon,LAC,RB,12,HOU,8,26,8200,17.72
35,Ezekiel Elliott,DAL,RB,13,MIN,2,7,8700,17.62
36,David Johnson,ARI,RB,4,LAR,12,20,8700,17.54
37,DeMarco Murray,TEN,RB,11,IND,29,25,8500,17.45
38,Le'Veon Bell,PIT,RB,7,NE,10,7,8600,17.39
39,Ezekiel Elliott,DAL,RB,14,NYG,9,13,8500,17.35
40,LeSean McCoy,BUF,RB,6,SF,22,28,8200,17.29
41,Le'Veon Bell,PIT,RB,4,KC,5,23,8300,17.23
42,Devonta Freeman,ATL,RB,15,SF,32,32,7700,17.22
43,Lamar Miller,HOU,RB,4,TEN,10,5,8200,17.16
44,Ezekiel Elliott,DAL,RB,8,PHI,4,16,8500,17.13
45,DeMarco Murray,TEN,RB,14,DEN,1,23,7900,17.12
45,David Johnson,ARI,RB,3,BUF,21,24,8400,17.12
47,Ezekiel Elliott,DAL,RB,10,PIT,15,29,8900,17.06
48,LeSean McCoy,BUF,RB,12,JAX,15,13,8100,17.03
48,Ezekiel Elliott,DAL,RB,11,BAL,3,1,8700,17.03
50,Spencer Ware,KC,RB,8,IND,25,29,7400,16.99
51,Todd Gurley,LAR,RB,6,DET,28,12,7900,16.95
51,David Johnson,ARI,RB,5,SF,22,21,9000,16.95
53,Devonta Freeman,ATL,RB,8,GB,11,1,6900,16.94
54,DeMarco Murray,TEN,RB,12,CHI,17,5,8300,16.92
55,LeSean McCoy,BUF,RB,13,OAK,27,25,8400,16.79
56,David Johnson,ARI,RB,7,SEA,3,4,8500,16.76
57,David Johnson,ARI,RB,2,TB,24,16,9000,16.72
58,Spencer Ware,KC,RB,11,TB,28,26,7700,16.69
59,LeSean McCoy,BUF,RB,11,CIN,24,21,7500,16.62
59,LeSean McCoy,BUF,RB,17,NYJ,26,20,9100,16.62
61,DeMarco Murray,TEN,RB,16,JAX,10,15,8400,16.54
62,Todd Gurley,LAR,RB,1,SF,25,31,8900,16.52
63,LeSean McCoy,BUF,RB,14,PIT,9,28,8300,16.45
64,Devonta Freeman,ATL,RB,9,TB,26,26,7600,16.4
65,Melvin Gordon,LAC,RB,14,CAR,28,11,8200,16.37
66,Devonta Freeman,ATL,RB,17,NO,30,30,8000,16.32
67,Melvin Gordon,LAC,RB,4,NO,29,32,7600,16.3
68,Charcandrick West,KC,RB,9,JAX,21,18,5600,16.2
69,Todd Gurley,LAR,RB,16,SF,32,32,7900,16.18
70,DeMarco Murray,TEN,RB,5,MIA,19,14,8400,16.17
71,DeMarco Murray,TEN,RB,10,GB,13,3,7400,16.11
72,Melvin Gordon,LAC,RB,5,OAK,31,28,7700,16.07
73,Jordan Howard,CHI,RB,13,SF,32,32,7400,16.06
74,Ezekiel Elliott,DAL,RB,4,SF,20,15,8100,16.03
75,Jordan Howard,CHI,RB,16,WAS,28,29,7200,15.96
76,Lamar Miller,HOU,RB,6,IND,25,30,7900,15.85
77,Devontae Booker,DEN,RB,9,OAK,26,24,7000,15.82
78,DeMarco Murray,TEN,RB,15,KC,15,16,7400,15.64
79,David Johnson,ARI,RB,1,NE,11,5,8800,15.57
80,Matt Forte,NYJ,RB,14,SF,32,32,7700,15.56
81,CJ Anderson,DEN,RB,5,ATL,32,27,8000,15.53
82,Lamar Miller,HOU,RB,1,CHI,17,23,7600,15.52
83,Matt Forte,NYJ,RB,8,CLE,32,28,7300,15.43
84,Todd Gurley,LAR,RB,9,CAR,27,8,7600,15.41
85,LeGarrette Blount,NE,RB,11,SF,31,32,7300,15.37
86,Matt Forte,NYJ,RB,9,MIA,19,9,7500,15.32
86,Jordan Howard,CHI,RB,6,JAX,19,8,7700,15.32
88,DeAngelo Williams,PIT,RB,2,CIN,15,22,7600,15.29
89,Melvin Gordon,LAC,RB,9,TEN,13,7,7800,15.23
90,Jeremy Hill,CIN,RB,14,CLE,31,31,6900,15.16
91,DeMarco Murray,TEN,RB,9,LAC,20,27,8100,15.1
92,Devonta Freeman,ATL,RB,7,LAC,22,27,7500,15.08
93,Christine Michael,SEA,RB,8,NO,30,31,7800,15.05
