Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
32,Todd Gurley,LAR,RB,11,BAL,28,10,9200,18
32,David Johnson,ARI,RB,16,GB,10,10,7300,18
32,DeMarco Murray,PHI,RB,11,TB,21,11,7600,18
32,Darren McFadden,DAL,RB,12,CAR,3,12,8100,18
32,Jamaal Charles,KC,RB,2,DEN,1,8,8800,18
32,Devonta Freeman,ATL,RB,16,CAR,3,11,8500,18
38,Adrian Peterson,MIN,RB,6,KC,32,14,8900,17.9
38,Mark Ingram,NO,RB,10,WAS,17,18,7500,17.9
40,Todd Gurley,LAR,RB,12,CIN,8,13,8800,17.8
40,David Johnson,ARI,RB,15,PHI,27,20,6500,17.8
42,Adrian Peterson,MIN,RB,10,OAK,30,19,8600,17.7
43,Doug Martin,TB,RB,14,NO,32,30,8000,17.6
43,Darren McFadden,DAL,RB,11,MIA,26,31,6800,17.6
43,DeAngelo Williams,PIT,RB,16,BAL,21,4,7400,17.6
43,LeSean McCoy,BUF,RB,13,HOU,10,19,7800,17.6
43,Lamar Miller,MIA,RB,11,DAL,14,29,7400,17.6
48,Adrian Peterson,MIN,RB,8,CHI,20,13,8900,17.5
48,DeMarco Murray,PHI,RB,10,MIA,26,30,7700,17.5
48,DeAngelo Williams,PIT,RB,14,CIN,4,10,7300,17.5
51,Marshawn Lynch,SEA,RB,3,CHI,27,16,8700,17.4
51,Jamaal Charles,KC,RB,1,HOU,null,null,8900,17.4
51,DeMarco Murray,PHI,RB,1,ATL,null,null,8500,17.4
51,Doug Martin,TB,RB,12,IND,27,25,7500,17.4
51,Devonta Freeman,ATL,RB,15,JAX,25,17,8400,17.4
56,Marshawn Lynch,SEA,RB,1,LAR,null,null,8600,17.3
56,Adrian Peterson,MIN,RB,1,SF,null,null,9200,17.3
56,David Johnson,ARI,RB,17,SEA,1,1,7700,17.3
56,Justin Forsett,BAL,RB,5,CLE,30,29,7200,17.3
56,DeMarco Murray,PHI,RB,2,DAL,12,17,8300,17.3
61,Adrian Peterson,MIN,RB,17,GB,12,15,8300,17.2
61,Adrian Peterson,MIN,RB,12,ATL,6,27,9000,17.2
61,Darren McFadden,DAL,RB,10,TB,22,11,7000,17.2
64,Adrian Peterson,MIN,RB,7,DET,30,26,8900,17.1
64,Matt Forte,CHI,RB,14,WAS,17,14,7800,17.1
64,Justin Forsett,BAL,RB,10,JAX,24,24,7100,17.1
67,David Johnson,ARI,RB,14,MIN,10,7,6500,17
67,Thomas Rawls,SEA,RB,14,BAL,21,4,7400,17
67,Adrian Peterson,MIN,RB,13,SEA,3,2,9100,17
67,Devonta Freeman,ATL,RB,5,WAS,7,1,7600,17
71,Marshawn Lynch,SEA,RB,2,GB,20,23,8500,16.9
71,Adrian Peterson,MIN,RB,9,LAR,3,10,8400,16.9
73,Doug Martin,TB,RB,16,CHI,15,20,8100,16.8
73,DeAngelo Williams,PIT,RB,13,IND,23,25,7200,16.8
73,Lamar Miller,MIA,RB,8,NE,16,6,7400,16.8
73,TJ Yeldon,JAX,RB,12,LAC,22,32,6500,16.8
73,Arian Foster,HOU,RB,5,IND,22,21,8200,16.8
73,Lamar Miller,MIA,RB,9,BUF,17,17,6900,16.8
73,DeMarco Murray,PHI,RB,9,DAL,13,28,7500,16.8
73,Mark Ingram,NO,RB,13,CAR,2,10,7200,16.8
81,Todd Gurley,LAR,RB,7,CLE,26,30,7400,16.7
81,Eddie Lacy,GB,RB,6,LAC,15,31,7300,16.7
81,Adrian Peterson,MIN,RB,14,ARI,5,8,8200,16.7
81,Jeremy Hill,CIN,RB,2,LAC,14,29,8400,16.7
81,Thomas Rawls,SEA,RB,13,MIN,6,5,7000,16.7
81,Lamar Miller,MIA,RB,1,WAS,null,null,7300,16.7
81,Doug Martin,TB,RB,10,DAL,14,31,6700,16.7
81,LeSean McCoy,BUF,RB,12,KC,10,6,7600,16.7
89,Adrian Peterson,MIN,RB,4,DEN,1,19,9000,16.6
89,LeSean McCoy,BUF,RB,7,JAX,25,28,7700,16.6
91,Chris Ivory,NYJ,RB,11,HOU,15,23,7200,16.5
91,Eddie Lacy,GB,RB,5,LAR,9,27,7600,16.5
91,Doug Martin,TB,RB,9,NYG,29,21,7100,16.5
91,Mark Ingram,NO,RB,8,NYG,17,21,8000,16.5
91,Latavius Murray,OAK,RB,7,LAC,15,32,7000,16.5
91,Mark Ingram,NO,RB,2,TB,29,22,8000,16.5
97,Eddie Lacy,GB,RB,4,SF,29,28,7800,16.4
97,Thomas Rawls,SEA,RB,12,PIT,18,2,6300,16.4
97,Eddie Lacy,GB,RB,2,SEA,17,8,8100,16.4
97,Denard Robinson,JAX,RB,16,NO,32,32,6400,16.4
97,Matt Forte,CHI,RB,16,TB,17,8,8100,16.4
102,Marshawn Lynch,SEA,RB,8,DAL,15,30,8300,16.3
102,Chris Ivory,NYJ,RB,7,NE,13,6,7800,16.3
102,Adrian Peterson,MIN,RB,16,NYG,31,22,8200,16.3
102,Mark Ingram,NO,RB,9,TEN,9,7,7700,16.3
102,LeSean McCoy,BUF,RB,9,MIA,22,23,7800,16.3
102,Latavius Murray,OAK,RB,11,DET,31,28,6800,16.3
102,Javorius Allen,BAL,RB,13,MIA,29,31,6800,16.3
109,Doug Martin,TB,RB,8,ATL,11,29,7500,16.2
109,Tim Hightower,NO,RB,17,ATL,9,28,7000,16.2
109,CJ Anderson,DEN,RB,1,BAL,null,null,8400,16.2
109,Jeremy Langford,CHI,RB,11,DEN,1,19,6700,16.2
109,James Starks,GB,RB,10,DET,31,29,6000,16.2
109,Mark Ingram,NO,RB,12,HOU,14,22,7400,16.2
109,Mark Ingram,NO,RB,7,IND,27,22,7600,16.2
116,Jonathan Stewart,CAR,RB,13,NO,32,29,7200,16.1
116,Doug Martin,TB,RB,13,ATL,7,30,7600,16.1
116,LeSean McCoy,BUF,RB,11,NE,14,3,7500,16.1
116,Lamar Miller,MIA,RB,10,PHI,12,3,7200,16.1
116,Lamar Miller,MIA,RB,7,HOU,19,23,6700,16.1
116,DeAngelo Williams,PIT,RB,15,DEN,1,14,7000,16.1
116,David Johnson,ARI,RB,13,LAR,4,17,5900,16.1
123,Jonathan Stewart,CAR,RB,14,ATL,6,28,7200,16
123,Chris Ivory,NYJ,RB,9,JAX,25,24,7500,16
123,DeMarco Murray,PHI,RB,6,NYG,19,20,7600,16
126,Jeremy Hill,CIN,RB,1,OAK,null,null,8600,15.9
126,DeAngelo Williams,PIT,RB,12,SEA,3,1,7100,15.9
126,Frank Gore,IND,RB,7,NO,32,27,7100,15.9
126,Lamar Miller,MIA,RB,15,LAC,20,28,6700,15.9
126,CJ Anderson,DEN,RB,2,KC,23,9,8000,15.9
126,Charcandrick West,KC,RB,13,OAK,28,24,6700,15.9
132,Jonathan Stewart,CAR,RB,11,WAS,19,16,7000,15.8
132,Marshawn Lynch,SEA,RB,7,SF,31,25,8200,15.8
132,Darren McFadden,DAL,RB,17,WAS,21,18,7200,15.8
132,Justin Forsett,BAL,RB,6,SF,31,26,7600,15.8
136,Latavius Murray,OAK,RB,16,LAC,16,28,6100,15.7
136,DeMarco Murray,PHI,RB,7,CAR,4,19,7600,15.7
138,Chris Johnson,ARI,RB,8,CLE,21,32,7300,15.6
138,Chris Ivory,NYJ,RB,8,OAK,26,18,7700,15.6
138,Latavius Murray,OAK,RB,12,TEN,13,4,6600,15.6
138,Doug Martin,TB,RB,15,LAR,9,22,8200,15.6
138,Todd Gurley,LAR,RB,13,ARI,8,11,8400,15.6
138,Frank Gore,IND,RB,12,TB,19,11,6400,15.6
138,Ameer Abdullah,DET,RB,2,MIN,13,31,6400,15.6
145,Eddie Lacy,GB,RB,15,OAK,24,16,6900,15.5
145,Todd Gurley,LAR,RB,5,GB,6,10,6700,15.5
145,Chris Ivory,NYJ,RB,13,NYG,30,23,7100,15.5
145,Jonathan Stewart,CAR,RB,9,GB,12,19,6600,15.5
145,Mark Ingram,NO,RB,6,ATL,16,31,7800,15.5
145,Ronnie Hillman,DEN,RB,9,IND,27,27,6400,15.5
145,Danny Woodhead,LAC,RB,11,KC,16,8,6400,15.5
152,Chris Ivory,NYJ,RB,10,BUF,17,20,7000,15.4
152,Matt Forte,CHI,RB,13,SF,27,28,7600,15.4
152,Latavius Murray,OAK,RB,9,PIT,15,3,7000,15.4
152,Mark Ingram,NO,RB,5,PHI,11,5,8000,15.4
152,Dion Lewis,NE,RB,5,DAL,18,30,6900,15.4
157,Doug Martin,TB,RB,11,PHI,12,6,6600,15.3
157,CJ Anderson,DEN,RB,13,LAC,25,32,6800,15.3
159,Jonathan Stewart,CAR,RB,12,DAL,13,26,7100,15.2
159,Chris Ivory,NYJ,RB,15,DAL,10,27,7200,15.2
159,Frank Gore,IND,RB,16,MIA,30,31,6000,15.2
159,Eddie Lacy,GB,RB,13,DET,23,25,6900,15.2
159,DeAngelo Williams,PIT,RB,9,OAK,24,15,6500,15.2
164,Joseph Randle,DAL,RB,4,NO,30,13,7400,15.1
164,Jonathan Stewart,CAR,RB,10,TEN,11,6,6600,15.1
164,Marshawn Lynch,SEA,RB,6,CAR,4,22,8300,15.1
164,Lamar Miller,MIA,RB,16,IND,27,22,6500,15.1
168,Jonathan Stewart,CAR,RB,8,IND,28,29,6600,15
168,Chris Johnson,ARI,RB,12,SF,28,30,6800,15
168,Frank Gore,IND,RB,6,NE,11,10,7000,15
168,Charcandrick West,KC,RB,8,DET,32,25,6600,15
168,Frank Gore,IND,RB,8,CAR,5,20,6700,15
168,Latavius Murray,OAK,RB,10,MIN,6,8,6700,15
168,Charcandrick West,KC,RB,16,CLE,28,25,6700,15
168,Matt Forte,CHI,RB,15,MIN,12,6,7900,15
168,Denard Robinson,JAX,RB,15,ATL,11,31,6300,15
168,Eddie Lacy,GB,RB,9,CAR,6,20,6700,15
168,James Starks,GB,RB,11,MIN,7,7,6200,15
179,LeGarrette Blount,NE,RB,10,NYG,28,21,6900,14.9
179,Chris Ivory,NYJ,RB,12,MIA,26,31,7000,14.9
179,Carlos Hyde,SF,RB,6,BAL,29,11,7000,14.9
179,Ronnie Hillman,DEN,RB,8,GB,9,11,6100,14.9
179,Giovani Bernard,CIN,RB,10,HOU,21,25,6300,14.9
179,Matt Forte,CHI,RB,2,ARI,18,19,8900,14.9
185,Todd Gurley,LAR,RB,14,DET,23,21,7900,14.8
185,Todd Gurley,LAR,RB,15,TB,18,9,8900,14.8
185,Jeremy Hill,CIN,RB,9,CLE,26,31,6800,14.8
185,Latavius Murray,OAK,RB,15,GB,9,13,5900,14.8
189,LeGarrette Blount,NE,RB,11,BUF,17,18,7300,14.7
189,Latavius Murray,OAK,RB,8,NYJ,2,1,6900,14.7
189,Tevin Coleman,ATL,RB,12,MIN,7,7,6200,14.7
189,Chris Ivory,NYJ,RB,17,BUF,17,17,6500,14.7
189,Charcandrick West,KC,RB,15,BAL,23,4,5900,14.7
189,Frank Gore,IND,RB,5,HOU,18,28,6900,14.7
189,TJ Yeldon,JAX,RB,5,TB,14,24,6600,14.7
196,Frank Gore,IND,RB,4,JAX,28,26,7300,14.6
196,Charcandrick West,KC,RB,14,LAC,22,29,5800,14.6
196,Tim Hightower,NO,RB,16,JAX,25,17,6300,14.6
196,Tim Hightower,NO,RB,15,DET,23,24,6300,14.6
200,Chris Ivory,NYJ,RB,6,WAS,8,3,7300,14.5
200,Ronnie Hillman,DEN,RB,12,NE,12,5,6300,14.5
200,DeMarco Murray,PHI,RB,5,NO,29,13,7400,14.5
203,Marshawn Lynch,SEA,RB,10,ARI,4,8,8000,14.4
203,Eddie Lacy,GB,RB,12,CHI,15,15,6500,14.4
203,Charcandrick West,KC,RB,17,OAK,23,16,6800,14.4
206,Chris Ivory,NYJ,RB,14,TEN,18,5,7100,14.3
206,Todd Gurley,LAR,RB,16,SEA,2,1,8300,14.3
206,Doug Martin,TB,RB,5,JAX,26,15,6400,14.3
206,Latavius Murray,OAK,RB,5,DEN,2,19,7000,14.3
206,Antonio Andrews,TEN,RB,9,NO,32,22,5700,14.3
206,Giovani Bernard,CIN,RB,11,ARI,6,8,6300,14.3
212,Carlos Hyde,SF,RB,2,PIT,30,12,7000,14.2
212,LeGarrette Blount,NE,RB,13,PHI,26,15,6900,14.2
212,Ronnie Hillman,DEN,RB,14,OAK,25,20,6400,14.2
212,Lamar Miller,MIA,RB,17,NE,10,7,6500,14.2
212,Chris Johnson,ARI,RB,5,DET,22,16,7000,14.2
212,Ronnie Hillman,DEN,RB,5,OAK,31,17,6600,14.2
218,LeGarrette Blount,NE,RB,12,DEN,1,18,7300,14
218,Karlos Williams,BUF,RB,16,DAL,12,27,5400,14
218,Karlos Williams,BUF,RB,17,NYJ,6,2,5800,14
218,Thomas Rawls,SEA,RB,5,CIN,13,14,6000,14
222,Jeremy Hill,CIN,RB,15,SF,26,32,6000,13.9
223,Jeremy Hill,CIN,RB,17,BAL,19,6,6400,13.8
223,Spencer Ware,KC,RB,12,BUF,17,18,6100,13.8
225,Matt Forte,CHI,RB,1,GB,null,null,8800,13.7
226,Eddie Lacy,GB,RB,14,DAL,8,24,6200,13.6
226,Eddie Lacy,GB,RB,17,MIN,11,10,5900,13.6
226,Eddie Lacy,GB,RB,8,DEN,1,17,6700,13.6
226,Joseph Randle,DAL,RB,5,NE,24,9,7400,13.6
226,Le'Veon Bell,PIT,RB,3,LAR,12,29,8800,13.6
231,Jeremy Hill,CIN,RB,4,KC,32,3,6700,13.5
231,Jonathan Stewart,CAR,RB,7,PHI,9,3,6700,13.5
233,Jeremy Hill,CIN,RB,10,HOU,21,25,6600,13.4
233,Tre Mason,LAR,RB,17,SF,25,31,4600,13.4
235,Ronnie Hillman,DEN,RB,11,CHI,13,14,6200,13.3
236,Alfred Morris,WAS,RB,7,TB,21,17,5600,13.2
236,Jeremy Hill,CIN,RB,14,PIT,19,3,6400,13.2
236,LeGarrette Blount,NE,RB,2,BUF,11,2,6400,13.2
236,Jeremy Langford,CHI,RB,13,SF,27,28,6400,13.2
240,Jeremy Hill,CIN,RB,13,CLE,31,27,6600,13.1
240,James White,NE,RB,17,MIA,29,32,6400,13.1
242,Ronnie Hillman,DEN,RB,13,LAC,25,32,6300,12.9
243,Chris Johnson,ARI,RB,7,BAL,30,9,6900,12.8
243,Brandon Bolden,NE,RB,15,TEN,21,8,5500,12.8
243,Tevin Coleman,ATL,RB,1,PHI,null,null,6700,12.8
243,Antonio Andrews,TEN,RB,8,HOU,27,28,5300,12.8
243,Matt Jones,WAS,RB,10,NO,32,23,5600,12.8
248,LeGarrette Blount,NE,RB,14,HOU,12,19,6300,12.7
248,LeGarrette Blount,NE,RB,9,WAS,16,11,6400,12.7
248,Matt Forte,CHI,RB,4,OAK,31,20,8300,12.7
251,LeGarrette Blount,NE,RB,8,MIA,17,21,6200,12.6
252,Le'Veon Bell,PIT,RB,4,BAL,27,5,8900,12.4
252,Jamaal Charles,KC,RB,4,CIN,9,18,8700,12.4
254,Matt Forte,CHI,RB,3,SEA,23,3,8400,12.3
255,LeGarrette Blount,NE,RB,6,IND,25,17,6500,12.2
255,Jeremy Hill,CIN,RB,8,PIT,16,4,6300,12.2
255,Matt Forte,CHI,RB,5,KC,32,18,8400,12.2
258,Jeremy Hill,CIN,RB,12,LAR,4,17,6500,12.1
258,Ryan Mathews,PHI,RB,17,NYG,31,25,5600,12.1
260,Jeremy Hill,CIN,RB,16,DEN,2,13,6100,12
260,Jamaal Charles,KC,RB,3,GB,14,19,8700,12
262,LeGarrette Blount,NE,RB,3,JAX,9,6,5900,11.9
263,Jeremy Hill,CIN,RB,6,BUF,18,10,6400,11.7
264,Jeremy Hill,CIN,RB,5,SEA,3,2,6800,11.5
265,Alfred Morris,WAS,RB,5,ATL,20,32,6300,11.4
265,Ryan Mathews,PHI,RB,10,MIA,26,30,5600,11.4
267,LeGarrette Blount,NE,RB,7,NYJ,1,1,6800,11.3
267,Spencer Ware,KC,RB,14,LAC,22,29,5800,11.3
269,Justin Forsett,BAL,RB,3,CIN,5,26,7200,11.2
270,Matt Jones,WAS,RB,5,ATL,20,32,6000,11.1
270,Darren McFadden,DAL,RB,13,WAS,21,15,7300,11.1
270,Matt Forte,CHI,RB,12,GB,16,9,7800,11.1
273,LeGarrette Blount,NE,RB,5,DAL,18,30,6200,11
273,Ryan Mathews,PHI,RB,2,DAL,12,17,5700,11
275,Latavius Murray,OAK,RB,4,CHI,24,12,7500,10.9
275,Lamar Miller,MIA,RB,14,NYG,31,22,6600,10.9
275,DeAngelo Williams,PIT,RB,2,SF,2,9,7400,10.9
278,Latavius Murray,OAK,RB,3,CLE,17,28,7000,10.8
278,Darren McFadden,DAL,RB,9,PHI,8,4,6500,10.8
278,Dion Lewis,NE,RB,9,WAS,16,11,7400,10.8
281,Antonio Andrews,TEN,RB,6,MIA,25,23,5400,10.7
281,Spencer Ware,KC,RB,16,CLE,28,25,5400,10.7
281,Justin Forsett,BAL,RB,1,DEN,null,null,7800,10.7
281,Shaun Draughn,SF,RB,14,CLE,31,27,6500,10.7
285,Spencer Ware,KC,RB,13,OAK,28,24,6500,10.6
285,Jonathan Stewart,CAR,RB,3,NO,26,22,6500,10.6
285,Adrian Peterson,MIN,RB,2,DET,32,24,9000,10.6
285,Shaun Draughn,SF,RB,13,CHI,13,16,5900,10.6
289,Justin Forsett,BAL,RB,7,ARI,6,5,7100,10.5
290,Doug Martin,TB,RB,7,WAS,11,7,7200,10.4
291,LeSean McCoy,BUF,RB,3,MIA,10,9,7500,10.3
291,Justin Forsett,BAL,RB,2,OAK,28,28,7800,10.3
291,Devonta Freeman,ATL,RB,3,DAL,3,10,6500,10.3
294,Lamar Miller,MIA,RB,2,JAX,6,7,7300,10.2
294,Frank Gore,IND,RB,11,ATL,9,25,6600,10.2
294,Justin Forsett,BAL,RB,11,LAR,3,18,6900,10.2
294,Javorius Allen,BAL,RB,12,CLE,31,27,6300,10.2
294,TJ Yeldon,JAX,RB,14,IND,29,25,6400,10.2
294,Benjamin Cunningham,LAR,RB,1,SEA,null,null,5100,10.2
294,Darren McFadden,DAL,RB,8,SEA,3,2,6400,10.2
301,LeSean McCoy,BUF,RB,1,IND,null,null,8400,10.1
301,Javorius Allen,BAL,RB,15,KC,8,5,6600,10.1
303,Giovani Bernard,CIN,RB,6,BUF,18,10,6700,10
303,Javorius Allen,BAL,RB,14,SEA,2,1,7000,10
303,Lamar Miller,MIA,RB,13,BAL,22,6,6700,10
306,Darren McFadden,DAL,RB,16,BUF,22,19,7000,9.9
306,Danny Woodhead,LAC,RB,8,BAL,31,14,6100,9.9
308,LeSean McCoy,BUF,RB,6,CIN,13,20,7000,9.8
308,CJ Anderson,DEN,RB,3,DET,29,29,7300,9.8
308,TJ Yeldon,JAX,RB,11,TEN,12,6,6400,9.8
308,Dion Lewis,NE,RB,6,IND,25,17,7200,9.8
312,Devonta Freeman,ATL,RB,4,HOU,14,9,7200,9.7
312,Lamar Miller,MIA,RB,12,NYJ,5,3,7200,9.7
312,TJ Yeldon,JAX,RB,13,TEN,15,4,6100,9.7
315,TJ Yeldon,JAX,RB,3,NE,29,23,6600,9.6
315,Danny Woodhead,LAC,RB,6,GB,3,12,6000,9.6
317,Frank Gore,IND,RB,3,TEN,7,12,7000,9.5
317,Carlos Hyde,SF,RB,3,ARI,16,20,7800,9.5
317,Eddie Lacy,GB,RB,3,KC,24,1,7700,9.5
317,Lamar Miller,MIA,RB,3,BUF,31,8,6600,9.5
317,Jeremy Langford,CHI,RB,10,LAR,3,11,6200,9.5
317,TJ Yeldon,JAX,RB,10,BAL,29,10,6500,9.5
317,Darren McFadden,DAL,RB,14,GB,15,11,6700,9.5
324,Karlos Williams,BUF,RB,4,NYG,25,23,6300,9.4
324,DeMarco Murray,PHI,RB,13,NE,14,13,7400,9.4
324,Ameer Abdullah,DET,RB,3,DEN,1,12,6000,9.4
324,Giovani Bernard,CIN,RB,12,LAR,4,17,6300,9.4
328,Mark Ingram,NO,RB,4,DAL,11,26,8100,9.3
328,Mark Ingram,NO,RB,1,ARI,null,null,7800,9.3
328,Lamar Miller,MIA,RB,6,TEN,6,6,6400,9.3
328,Frank Gore,IND,RB,13,PIT,22,2,6200,9.3
328,Justin Forsett,BAL,RB,4,PIT,15,2,6700,9.3
333,Doug Martin,TB,RB,17,CAR,4,11,7600,9.2
333,Giovani Bernard,CIN,RB,4,KC,32,3,6700,9.2
335,Spencer Ware,KC,RB,17,OAK,23,16,5300,9.1
335,Latavius Murray,OAK,RB,1,CIN,null,null,7400,9.1
335,Rashad Jennings,NYG,RB,17,PHI,30,26,5800,9.1
335,Jeremy Langford,CHI,RB,9,LAC,21,32,6400,9.1
335,Andre Ellington,ARI,RB,1,NO,null,null,7900,9.1
335,Giovani Bernard,CIN,RB,8,PIT,16,4,6700,9.1
335,Frank Gore,IND,RB,14,JAX,28,18,6100,9.1
335,Latavius Murray,OAK,RB,2,BAL,5,5,6800,9.1
343,Melvin Gordon,LAC,RB,4,CLE,22,30,6800,9
343,Melvin Gordon,LAC,RB,3,MIN,8,18,6700,9
343,Frank Gore,IND,RB,17,TEN,22,9,6600,9
343,Charcandrick West,KC,RB,10,DEN,1,13,6400,9
343,Melvin Gordon,LAC,RB,2,CIN,7,27,6500,9
343,Giovani Bernard,CIN,RB,13,CLE,31,27,6200,9
343,Dion Lewis,NE,RB,3,JAX,9,6,6700,9
343,Dion Lewis,NE,RB,8,MIA,17,21,7000,9
351,Alfred Blue,HOU,RB,12,NO,32,29,5900,8.9
351,Lamar Miller,MIA,RB,4,NYJ,2,7,6400,8.9
351,Javorius Allen,BAL,RB,17,CIN,5,13,6000,8.9
351,Danny Woodhead,LAC,RB,7,OAK,24,10,6000,8.9
355,Chris Johnson,ARI,RB,6,PIT,16,5,7200,8.8
355,Frank Gore,IND,RB,15,HOU,14,19,6100,8.8
355,TJ Yeldon,JAX,RB,4,IND,23,25,6400,8.8
355,Javorius Allen,BAL,RB,16,PIT,18,2,5800,8.8
359,Spencer Ware,KC,RB,15,BAL,23,4,5900,8.7
359,Latavius Murray,OAK,RB,17,KC,8,4,6100,8.7
359,Latavius Murray,OAK,RB,14,DEN,1,15,6200,8.7
359,Shaun Draughn,SF,RB,15,CIN,4,12,6100,8.7
363,Chris Johnson,ARI,RB,11,CIN,5,14,6800,8.6
363,Carlos Hyde,SF,RB,4,GB,16,22,7400,8.6
363,Frank Gore,IND,RB,9,DEN,1,13,6700,8.6
363,Rashad Jennings,NYG,RB,1,DAL,null,null,6600,8.6
363,TJ Yeldon,JAX,RB,9,NYJ,4,1,6400,8.6
363,Danny Woodhead,LAC,RB,3,MIN,8,18,6400,8.6
363,Danny Woodhead,LAC,RB,16,OAK,23,15,5900,8.6
370,Chris Ivory,NYJ,RB,1,CLE,null,null,6400,8.5
370,Joseph Randle,DAL,RB,3,ATL,19,32,6500,8.5
370,Jeremy Hill,CIN,RB,3,BAL,18,11,7600,8.5
370,LeSean McCoy,BUF,RB,2,NE,26,18,8100,8.5
370,Danny Woodhead,LAC,RB,9,CHI,18,10,6000,8.5
370,James White,NE,RB,16,NYJ,6,3,6600,8.5
376,Arian Foster,HOU,RB,4,ATL,17,32,8000,8.4
376,Darren McFadden,DAL,RB,15,NYJ,7,2,6800,8.4
376,Carlos Hyde,SF,RB,5,NYG,19,20,7000,8.4
376,Latavius Murray,OAK,RB,13,KC,12,7,6400,8.4
376,Danny Woodhead,LAC,RB,12,JAX,21,20,6100,8.4
376,Duke Johnson,CLE,RB,8,ARI,6,7,5800,8.4
382,Isaiah Crowell,CLE,RB,3,OAK,32,31,6600,8.3
382,Jonathan Stewart,CAR,RB,4,TB,18,29,6300,8.3
382,Charcandrick West,KC,RB,6,MIN,9,15,6200,8.3
382,Ameer Abdullah,DET,RB,6,CHI,12,13,5900,8.3
382,Jonathan Stewart,CAR,RB,1,JAX,null,null,7100,8.3
382,TJ Yeldon,JAX,RB,1,CAR,null,null,7000,8.3
382,Joique Bell,DET,RB,1,LAC,null,null,6500,8.3
382,Doug Martin,TB,RB,3,HOU,21,14,6600,8.3
382,Jonathan Stewart,CAR,RB,2,HOU,24,20,6800,8.3
382,Doug Martin,TB,RB,2,NO,31,26,6700,8.3
382,Frank Gore,IND,RB,2,NYJ,2,1,7000,8.3
382,Shaun Draughn,SF,RB,12,ARI,9,12,5600,8.3
382,Giovani Bernard,CIN,RB,17,BAL,19,6,5500,8.3
395,Alfred Morris,WAS,RB,2,LAR,15,13,7300,8.2
395,Melvin Gordon,LAC,RB,1,DET,null,null,7100,8.2
395,Jeremy Langford,CHI,RB,17,DET,24,20,4900,8.2
395,Melvin Gordon,LAC,RB,9,CHI,18,10,6100,8.2
395,Danny Woodhead,LAC,RB,17,DEN,2,10,5700,8.2
400,Antonio Andrews,TEN,RB,10,CAR,10,19,6000,8.1
400,Antonio Andrews,TEN,RB,12,OAK,29,24,5700,8.1
400,Ameer Abdullah,DET,RB,5,ARI,4,8,6100,8.1
400,James Starks,GB,RB,15,OAK,24,16,5800,8.1
400,Danny Woodhead,LAC,RB,14,KC,11,6,5400,8.1
400,Theo Riddick,DET,RB,17,CHI,15,23,5500,8.1
406,Alfred Blue,HOU,RB,1,KC,null,null,5800,8
406,Chris Johnson,ARI,RB,3,SF,22,20,6200,8
406,Rashad Jennings,NYG,RB,16,MIN,12,8,5700,8
406,Melvin Gordon,LAC,RB,15,MIA,29,29,5200,8
406,Ameer Abdullah,DET,RB,4,SEA,3,2,6100,8
