Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,Todd Gurley,LAR,RB,1,ATL,10,7,10000,22
2,Le'Veon Bell,PIT,RB,2,JAX,2,11,9400,20.2
3,Leonard Fournette,JAX,RB,3,NE,20,14,8500,19.3
4,Kareem Hunt,KC,RB,1,TEN,19,8,8200,18.6
5,Alvin Kamara,NO,RB,1,CAR,15,3,9100,18.3
6,Leonard Fournette,JAX,RB,1,BUF,16,32,8100,17.8
7,Alvin Kamara,NO,RB,2,MIN,1,1,8600,17.7
8,Mark Ingram,NO,RB,1,CAR,15,3,8000,17.6
9,Leonard Fournette,JAX,RB,2,PIT,6,18,7500,17.3
10,Devonta Freeman,ATL,RB,1,LAR,14,31,7000,16
11,Mark Ingram,NO,RB,2,MIN,1,1,7900,15.8
12,Dion Lewis,NE,RB,3,JAX,2,11,7700,14.8
13,Jay Ajayi,PHI,RB,4,NE,20,14,7400,14.3
14,Latavius Murray,MIN,RB,2,NO,13,16,6500,13.8
14,Dion Lewis,NE,RB,4,PHI,5,2,7100,13.8
16,Dion Lewis,NE,RB,2,TEN,19,8,7600,13.4
17,Latavius Murray,MIN,RB,3,PHI,5,2,6900,13.2
18,Rex Burkhead,NE,RB,4,PHI,5,2,6300,12.6
19,LeSean McCoy,BUF,RB,1,JAX,2,11,7900,11.9
20,Derrick Henry,TEN,RB,2,NE,20,14,6700,9.9
21,Devonta Freeman,ATL,RB,2,PHI,5,2,7400,9.5
22,Christian McCaffrey,CAR,RB,1,NO,13,16,6800,9.3
23,Jerick McKinnon,MIN,RB,2,NO,13,16,6100,8.5
24,Jay Ajayi,PHI,RB,3,MIN,1,1,7200,8.3
25,Jerick McKinnon,MIN,RB,3,PHI,5,2,6800,8.2
26,Jay Ajayi,PHI,RB,2,ATL,10,7,6600,7.8
27,DeMarco Murray,TEN,RB,1,KC,21,12,5500,7.7
28,Tevin Coleman,ATL,RB,1,LAR,14,31,5700,7.2
29,Rex Burkhead,NE,RB,2,TEN,19,8,6400,7
30,Tevin Coleman,ATL,RB,2,PHI,5,2,5700,6.4
31,James White,NE,RB,4,PHI,5,2,6500,6.3
32,TJ Yeldon,JAX,RB,1,BUF,16,32,4800,6.2
33,Derrick Henry,TEN,RB,1,KC,21,12,6500,6.1
34,Marcus Murphy,BUF,RB,1,JAX,2,11,5400,5.8
35,LeGarrette Blount,PHI,RB,4,NE,20,14,5900,5.6
36,Rex Burkhead,NE,RB,3,JAX,2,11,6000,5.5
37,Jonathan Stewart,CAR,RB,1,NO,13,16,5600,5.4
38,James White,NE,RB,3,JAX,2,11,4800,5.3
39,Chris Ivory,JAX,RB,1,BUF,16,32,4900,5
40,DeMarco Murray,TEN,RB,2,NE,20,14,5400,4.7
41,LeGarrette Blount,PHI,RB,2,ATL,10,7,5600,4.4
42,LeGarrette Blount,PHI,RB,3,MIN,1,1,5700,4
43,TJ Yeldon,JAX,RB,3,NE,20,14,5200,3.7
44,Mike Tolbert,BUF,FB,1,JAX,2,11,5100,3.3
44,Corey Clement,PHI,RB,2,ATL,10,7,4800,3.3
44,Corey Clement,PHI,RB,4,NE,20,14,5000,3.3
44,James White,NE,RB,2,TEN,19,8,4800,3.3
48,Malcolm Brown,LAR,RB,1,ATL,10,7,4500,3.2
49,Corey Clement,PHI,RB,3,MIN,1,1,5000,3.1
50,Charcandrick West,KC,RB,1,TEN,19,8,5200,2.8
51,Chris Ivory,JAX,RB,3,NE,20,14,4500,2.7
52,Chris Ivory,JAX,RB,2,PIT,6,18,4900,2
53,Corey Grant,JAX,RB,1,BUF,16,32,4500,1.9
54,Stevan Ridley,PIT,RB,2,JAX,2,11,4500,1.8
55,Corey Grant,JAX,RB,2,PIT,6,18,4500,1.7
55,Mike Gillislee,NE,RB,2,TEN,19,8,5400,1.7
57,Mike Gillislee,NE,RB,3,JAX,2,11,5500,1.6
58,TJ Yeldon,JAX,RB,2,PIT,6,18,4700,1.4
59,Lance Dunbar,LAR,RB,1,ATL,10,7,4500,1.3
60,Terron Ward,ATL,RB,1,LAR,14,31,4500,1
61,Mike Gillislee,NE,RB,4,PHI,5,2,5200,0.8
62,Cameron Artis-Payne,CAR,RB,1,NO,13,16,4500,0.7
63,Anthony Sherman,KC,FB,1,TEN,19,8,4500,0.6
63,Fozzy Whittaker,CAR,RB,1,NO,13,16,4500,0.6
65,Akeem Hunt,KC,RB,1,TEN,19,8,4500,0.4
66,Tommy Bohanon,JAX,FB,1,BUF,16,32,4500,0.3
66,Zach Line,NO,FB,1,CAR,15,3,4500,0.3
68,Derrick Coleman,ATL,FB,1,LAR,14,31,4500,0.2
68,Patrick DiMarco,BUF,FB,1,JAX,2,11,4500,0.2
70,David Fluellen,TEN,RB,1,KC,21,12,4500,0.1
71,CJ Spiller,KC,RB,1,TEN,19,8,4500,0
71,Spencer Ware,KC,RB,1,TEN,19,8,null,0
71,George Atkinson,KC,RB,1,TEN,19,8,null,0
71,Khalfani Muhammad,TEN,RB,1,KC,21,12,null,0
71,Sam Rogers,LAR,FB,1,ATL,10,7,null,0
71,Justin Davis,LAR,RB,1,ATL,10,7,4500,0
71,Lenard Tillery,LAR,RB,1,ATL,10,7,4500,0
71,Taniela Tupou,ATL,FB,1,LAR,14,31,null,0
71,Zach Laskey,LAR,RB,1,ATL,10,7,null,0
71,Terrence Magee,ATL,RB,1,LAR,14,31,4500,0
71,Taiwan Jones,BUF,RB,1,JAX,2,11,4500,0
71,Travaris Cadet,BUF,RB,1,JAX,2,11,4500,0
71,Tyler Gaffney,JAX,RB,1,BUF,16,32,null,0
71,Aaron Green,BUF,RB,1,JAX,2,11,null,0
71,Brandon Wilds,JAX,RB,1,BUF,16,32,null,0
71,Tim Cook,JAX,RB,1,BUF,16,32,null,0
71,I'Tavius Mathers,JAX,RB,1,BUF,16,32,null,0
71,Trey Edmunds,NO,RB,1,CAR,15,3,4500,0
71,Alex Armah,CAR,RB,1,NO,13,16,4500,0
71,Daniel Lasco,NO,RB,1,CAR,15,3,4500,0
71,Jonathan Williams,NO,RB,1,CAR,15,3,4500,0
71,John Kuhn,NO,FB,1,CAR,15,3,4500,0
71,Darren Sproles,PHI,RB,2,ATL,10,7,null,0
71,Kenjon Barner,PHI,RB,2,ATL,10,7,4500,0
71,Derrick Coleman,ATL,FB,2,PHI,5,2,4500,0
71,Terrence Magee,ATL,RB,2,PHI,5,2,4500,0
71,Terron Ward,ATL,RB,2,PHI,5,2,4500,0
71,Wendell Smallwood,PHI,RB,2,ATL,10,7,4500,0
71,Taniela Tupou,ATL,FB,2,PHI,5,2,null,0
71,Donnel Pumphrey,PHI,RB,2,ATL,10,7,4500,0
71,Tim Cook,JAX,RB,2,PIT,6,18,null,0
71,I'Tavius Mathers,JAX,RB,2,PIT,6,18,null,0
71,James Conner,PIT,RB,2,JAX,2,11,4500,0
71,Brandon Wilds,JAX,RB,2,PIT,6,18,null,0
71,Terrell Watson,PIT,RB,2,JAX,2,11,4500,0
71,Fitzgerald Toussaint,PIT,RB,2,JAX,2,11,4500,0
71,Roosevelt Nix,PIT,RB,2,JAX,2,11,4500,0
71,Tyler Gaffney,JAX,RB,2,PIT,6,18,null,0
71,Tommy Bohanon,JAX,FB,2,PIT,6,18,4500,0
71,Brandon Bolden,NE,RB,2,TEN,19,8,4500,0
71,James Develin,NE,RB,2,TEN,19,8,4500,0
71,David Fluellen,TEN,RB,2,NE,20,14,4500,0
71,Khalfani Muhammad,TEN,RB,2,NE,20,14,null,0
71,Trey Edmunds,NO,RB,2,MIN,1,1,4500,0
71,Dalvin Cook,MIN,RB,2,NO,13,16,null,0
71,CJ Ham,MIN,RB,2,NO,13,16,4500,0
71,Daniel Lasco,NO,RB,2,MIN,1,1,4500,0
71,Jonathan Williams,NO,RB,2,MIN,1,1,4500,0
71,Mack Brown,MIN,RB,2,NO,13,16,4500,0
71,Bishop Sankey,MIN,RB,2,NO,13,16,4500,0
71,Zach Line,NO,FB,2,MIN,1,1,4500,0
71,John Kuhn,NO,FB,2,MIN,1,1,4500,0
71,Brandon Bolden,NE,RB,3,JAX,2,11,4500,0
71,James Develin,NE,RB,3,JAX,2,11,4500,0
71,Tommy Bohanon,JAX,FB,3,NE,20,14,4600,0
71,Tyler Gaffney,JAX,RB,3,NE,20,14,null,0
71,Corey Grant,JAX,RB,3,NE,20,14,4500,0
71,Brandon Wilds,JAX,RB,3,NE,20,14,4500,0
71,Tim Cook,JAX,RB,3,NE,20,14,null,0
71,I'Tavius Mathers,JAX,RB,3,NE,20,14,null,0
71,Dalvin Cook,MIN,RB,3,PHI,5,2,null,0
71,Donnel Pumphrey,PHI,RB,3,MIN,1,1,4500,0
71,CJ Ham,MIN,RB,3,PHI,5,2,4500,0
71,Wendell Smallwood,PHI,RB,3,MIN,1,1,4500,0
71,Mack Brown,MIN,RB,3,PHI,5,2,4500,0
71,Bishop Sankey,MIN,RB,3,PHI,5,2,4500,0
71,Kenjon Barner,PHI,RB,3,MIN,1,1,4500,0
71,Darren Sproles,PHI,RB,3,MIN,1,1,null,0
71,Darren Sproles,PHI,RB,4,NE,20,14,null,0
71,Brandon Bolden,NE,RB,4,PHI,5,2,4700,0
71,James Develin,NE,RB,4,PHI,5,2,4600,0
71,Kenjon Barner,PHI,RB,4,NE,20,14,4800,0
71,Wendell Smallwood,PHI,RB,4,NE,20,14,4700,0
71,Donnel Pumphrey,PHI,RB,4,NE,20,14,null,0
