Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,David Johnson,ARI,RB,2,GB,null,null,8500,22.5
2,David Johnson,ARI,RB,3,CAR,null,null,8000,21.4
3,Marshawn Lynch,SEA,RB,2,CAR,null,null,7800,21
4,DeAngelo Williams,PIT,RB,2,DEN,null,null,7800,15.7
5,Jonathan Stewart,CAR,RB,3,ARI,null,null,7000,15.4
5,Jonathan Stewart,CAR,RB,4,DEN,null,null,null,15.4
7,Jonathan Stewart,CAR,RB,2,SEA,null,null,6300,15.2
8,Marshawn Lynch,SEA,RB,1,MIN,null,null,7800,14.6
9,CJ Anderson,DEN,RB,3,NE,null,null,6300,13.8
9,CJ Anderson,DEN,RB,4,CAR,null,null,null,13.8
11,Eddie Lacy,GB,RB,1,WAS,null,null,6000,13.7
12,Adrian Peterson,MIN,RB,1,SEA,null,null,8400,13.3
13,Fitzgerald Toussaint,PIT,RB,2,DEN,null,null,6200,12.5
13,Eddie Lacy,GB,RB,2,ARI,null,null,6200,12.5
15,Christine Michael,SEA,RB,2,CAR,null,null,6500,12.3
16,Cameron Artis-Payne,CAR,RB,2,SEA,null,null,5600,11.8
17,CJ Anderson,DEN,RB,2,PIT,null,null,5900,11.5
18,Ronnie Hillman,DEN,RB,2,PIT,null,null,5900,11.3
19,Brandon Bolden,NE,RB,2,KC,null,null,5600,10.5
19,Charcandrick West,KC,RB,2,NE,null,null,6300,10.5
21,Brandon Bolden,NE,RB,3,DEN,null,null,5000,10.4
22,Spencer Ware,KC,RB,2,NE,null,null,6100,10.2
23,DeAngelo Williams,PIT,RB,1,CIN,null,null,8100,10
24,James Starks,GB,RB,2,ARI,null,null,5800,9.8
25,Knile Davis,KC,RB,2,NE,null,null,4500,9.4
26,Jeremy Hill,CIN,RB,1,PIT,null,null,6700,8.2
27,Knile Davis,KC,RB,1,HOU,null,null,4500,7.5
27,Alfred Morris,WAS,RB,1,GB,null,null,5500,7.5
29,Charcandrick West,KC,RB,1,HOU,null,null,6400,7.3
29,James Starks,GB,RB,1,WAS,null,null,5800,7.3
31,Alfred Blue,HOU,RB,1,KC,null,null,5700,7.2
31,Fitzgerald Toussaint,PIT,RB,1,CIN,null,null,5700,7.2
33,Spencer Ware,KC,RB,1,HOU,null,null,5400,7
33,Matt Jones,WAS,RB,1,GB,null,null,5400,7
35,Ronnie Hillman,DEN,RB,3,NE,null,null,5700,6.4
35,Ronnie Hillman,DEN,RB,4,CAR,null,null,null,6.4
37,Christine Michael,SEA,RB,1,MIN,null,null,6500,6
38,Andre Ellington,ARI,RB,2,GB,null,null,5200,4.5
39,James White,NE,RB,2,KC,null,null,6500,3.8
39,James White,NE,RB,3,DEN,null,null,6400,3.8
41,Giovani Bernard,CIN,RB,1,PIT,null,null,5600,2.8
42,Andre Ellington,ARI,RB,3,CAR,null,null,5000,2.7
43,Cameron Artis-Payne,CAR,RB,3,ARI,null,null,4900,2.2
43,Cameron Artis-Payne,CAR,RB,4,DEN,null,null,null,2.2
45,Fred Jackson,SEA,RB,1,MIN,null,null,4800,1.8
46,Fred Jackson,SEA,RB,2,CAR,null,null,4800,1.7
47,Jerick McKinnon,MIN,RB,1,SEA,null,null,5500,1.4
48,Chris Polk,HOU,RB,1,KC,null,null,4700,1.3
49,Jonathan Grimes,HOU,RB,1,KC,null,null,4500,1.2
50,Dri Archer,PIT,RB,1,CIN,null,null,4500,1.1
50,Mike Tolbert,CAR,FB,3,ARI,null,null,4600,1.1
50,Mike Tolbert,CAR,FB,4,DEN,null,null,null,1.1
53,Dri Archer,PIT,RB,2,DEN,null,null,4500,1
53,Mike Tolbert,CAR,FB,2,SEA,null,null,4600,1
53,Juwan Thompson,DEN,RB,3,NE,null,null,4600,1
53,Juwan Thompson,DEN,RB,4,CAR,null,null,null,1
57,Juwan Thompson,DEN,RB,2,PIT,null,null,4600,0.9
57,John Kuhn,GB,FB,2,ARI,null,null,4500,0.9
59,Rex Burkhead,CIN,RB,1,PIT,null,null,4500,0.8
59,John Kuhn,GB,FB,1,WAS,null,null,4500,0.8
61,Jamaal Charles,KC,RB,1,HOU,null,null,null,0
61,Arian Foster,HOU,RB,1,KC,null,null,null,0
61,Anthony Sherman,KC,FB,1,HOU,null,null,null,0
