Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
85,Arian Foster,MIA,RB,1,PIT,9,26,null,0
85,Storm Johnson,MIA,RB,1,PIT,9,26,null,0
85,Roosevelt Nix,PIT,RB,1,MIA,27,17,4500,0
85,Senorise Perry,MIA,RB,1,PIT,9,26,null,0
85,Karlos Williams,PIT,RB,1,MIA,27,17,null,0
85,Dreamius Smith,PIT,RB,1,MIA,27,17,4500,0
85,Brandon Brown-Dukes,PIT,RB,1,MIA,27,17,null,0
85,Joe Kerridge,GB,FB,1,NYG,5,6,null,0
85,Don Jackson,GB,RB,1,NYG,5,6,4500,0
85,John Crockett,GB,RB,1,NYG,5,6,4500,0
85,Nikita Whitlock,NYG,RB,1,GB,23,7,4500,0
85,Orleans Darkwa,NYG,RB,1,GB,23,7,4500,0
85,Eddie Lacy,GB,RB,1,NYG,5,6,4500,0
85,George Winn,NYG,RB,1,GB,23,7,null,0
85,Will Johnson,NYG,FB,1,GB,23,7,4500,0
85,Shane Vereen,NYG,RB,1,GB,23,7,4500,0
85,Will Tukuafu,SEA,FB,2,ATL,29,25,4500,0
85,Malcolm Johnson,SEA,FB,2,ATL,29,25,4500,0
85,Terrence Magee,SEA,RB,2,ATL,29,25,4500,0
85,Brandon Cottom,SEA,RB,2,ATL,29,25,4500,0
85,Kelvin Taylor,SEA,RB,2,ATL,29,25,null,0
85,Jhurell Pressley,ATL,RB,2,SEA,4,5,4500,0
85,Tre Madden,SEA,RB,2,ATL,29,25,4500,0
85,JD McKissic,SEA,RB,2,ATL,29,19,4500,0
85,Troymaine Pope,SEA,RB,2,ATL,29,25,4500,0
85,Glenn Gronkowski,NE,FB,2,HOU,3,15,4500,0
85,DJ Foster,NE,RB,2,HOU,3,5,4500,0
85,Tyler Ervin,HOU,RB,2,NE,2,3,4500,0
85,Kenny Hilliard,HOU,RB,2,NE,2,3,null,0
85,Tyler Gaffney,NE,RB,2,HOU,3,15,null,0
85,Alfred Blue,HOU,RB,2,NE,2,3,5200,0
85,Jamaal Charles,KC,RB,2,PIT,9,26,4500,0
85,David Johnson,PIT,RB,2,KC,11,5,4500,0
85,Darrin Reaves,KC,RB,2,PIT,9,26,null,0
85,Trey Millard,KC,RB,2,PIT,9,26,null,0
85,Karlos Williams,PIT,RB,2,KC,11,20,null,0
85,Dreamius Smith,PIT,RB,2,KC,11,20,4500,0
85,Gus Johnson,PIT,RB,2,KC,11,20,null,0
85,Will Ratelle,KC,FB,2,PIT,9,26,null,0
85,Brandon Brown-Dukes,PIT,RB,2,KC,11,20,null,0
85,Joe Kerridge,GB,FB,2,DAL,14,1,null,0
85,Don Jackson,GB,RB,2,DAL,14,1,4500,0
85,Rod Smith,DAL,RB,2,GB,23,7,4500,0
85,John Crockett,GB,RB,2,DAL,14,1,4500,0
85,Eddie Lacy,GB,RB,2,DAL,14,1,4500,0
85,James Starks,GB,RB,2,DAL,14,1,4500,0
85,Eddie Lacy,GB,RB,3,ATL,29,25,4500,0
85,John Crockett,GB,RB,3,ATL,29,25,4500,0
85,Jhurell Pressley,ATL,RB,3,GB,23,7,4500,0
85,Joe Kerridge,GB,FB,3,ATL,29,25,null,0
85,Don Jackson,GB,RB,3,ATL,29,25,4500,0
85,Brandon Brown-Dukes,PIT,RB,3,NE,2,3,null,0
85,Glenn Gronkowski,NE,FB,3,PIT,9,26,4500,0
85,DJ Foster,NE,RB,3,PIT,9,4,4500,0
85,Dreamius Smith,PIT,RB,3,NE,2,3,4500,0
85,Gus Johnson,PIT,RB,3,NE,2,3,4500,0
85,Karlos Williams,PIT,RB,3,NE,2,3,null,0
85,Roosevelt Nix,PIT,RB,3,NE,2,3,4500,0
85,Tyler Gaffney,NE,RB,3,PIT,9,26,null,0
85,James Develin,NE,RB,3,PIT,9,26,4500,0
85,James Develin,NE,RB,4,ATL,29,25,4500,0
85,Tyler Gaffney,NE,RB,4,ATL,29,25,null,0
85,Jhurell Pressley,ATL,RB,4,NE,2,3,4500,0
85,DJ Foster,NE,RB,4,ATL,29,19,4500,0
85,Glenn Gronkowski,NE,FB,4,ATL,29,25,4500,0
