Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
67,Ezekiel Elliott,DAL,RB,3,SEA,20,19,8200,17.37
68,Saquon Barkley,NYG,RB,4,NO,31,4,8000,17.33
69,James Conner,PIT,RB,11,JAX,6,7,8200,17.27
70,Melvin Gordon,LAC,RB,4,SF,28,14,8700,17.22
71,Alvin Kamara,NO,RB,15,CAR,25,5,8000,17.13
72,Saquon Barkley,NYG,RB,6,PHI,12,2,8200,17.05
73,Ezekiel Elliott,DAL,RB,5,HOU,25,18,8400,17
74,James Conner,PIT,RB,5,ATL,28,28,7800,16.95
74,David Johnson,ARI,RB,2,LAR,12,20,8400,16.95
76,James Conner,PIT,RB,13,LAC,5,14,7900,16.86
77,James Conner,PIT,RB,6,CIN,24,23,8200,16.8
78,Alvin Kamara,NO,RB,16,PIT,14,9,8100,16.79
79,Christian McCaffrey,CAR,RB,9,TB,32,23,7900,16.76
79,Christian McCaffrey,CAR,RB,6,WAS,6,17,8400,16.76
81,Saquon Barkley,NYG,RB,5,CAR,10,12,7900,16.59
82,Joe Mixon,CIN,RB,7,KC,31,31,7700,16.58
83,Ezekiel Elliott,DAL,RB,1,CAR,15,3,8300,16.51
84,Ezekiel Elliott,DAL,RB,9,TEN,5,5,8400,16.45
85,James Conner,PIT,RB,9,BAL,1,1,8000,16.44
86,Melvin Gordon,LAC,RB,9,SEA,3,12,8600,16.39
87,Kareem Hunt,KC,RB,7,CIN,25,23,7800,16.38
87,Ezekiel Elliott,DAL,RB,6,JAX,1,6,8100,16.38
89,James White,NE,RB,9,GB,16,18,7800,16.26
90,James Conner,PIT,RB,2,KC,30,31,7000,16.2
90,Melvin Gordon,LAC,RB,1,KC,21,12,8100,16.2
90,David Johnson,ARI,RB,5,SF,26,23,7600,16.2
93,Christian McCaffrey,CAR,RB,10,PIT,21,3,8000,16.17
94,Christian McCaffrey,CAR,RB,3,CIN,25,12,7900,16.12
95,Alvin Kamara,NO,RB,8,MIN,13,9,8000,16.08
96,Joe Mixon,CIN,RB,15,OAK,29,27,7800,16.06
97,Nick Chubb,CLE,RB,16,CIN,32,32,7900,16.05
97,David Johnson,ARI,RB,12,LAC,9,19,7900,16.05
99,Aaron Jones,GB,RB,13,ARI,16,31,7600,16.03
100,Melvin Gordon,LAC,RB,16,BAL,1,2,8600,15.93
101,Joe Mixon,CIN,RB,8,TB,32,21,7800,15.84
101,Saquon Barkley,NYG,RB,2,DAL,3,17,7900,15.84
103,Melvin Gordon,LAC,RB,3,LAR,1,10,8400,15.83
104,Aaron Jones,GB,RB,14,ATL,28,29,7500,15.58
105,James Conner,PIT,RB,4,BAL,3,4,7500,15.57
106,Melvin Gordon,LAC,RB,17,DEN,16,18,8100,15.53
107,James White,NE,RB,8,BUF,10,22,7800,15.51
108,James Conner,PIT,RB,3,TB,30,30,7500,15.46
109,Leonard Fournette,JAX,RB,1,NYG,32,21,8000,15.41
110,Saquon Barkley,NYG,RB,3,HOU,10,18,8000,15.4
111,Leonard Fournette,JAX,RB,15,WAS,16,16,8200,15.38
111,Leonard Fournette,JAX,RB,14,TEN,8,6,8500,15.38
113,Nick Chubb,CLE,RB,15,DEN,20,15,8000,15.34
114,Christian McCaffrey,CAR,RB,2,ATL,3,27,7400,15.31
115,Christian McCaffrey,CAR,RB,7,PHI,9,3,8000,15.26
116,David Johnson,ARI,RB,7,DEN,24,29,7500,15.25
117,Nick Chubb,CLE,RB,12,CIN,32,32,7500,15.22
118,Joe Mixon,CIN,RB,16,CLE,24,24,8200,15.19
119,Ezekiel Elliott,DAL,RB,10,PHI,12,1,8400,15.18
120,Alvin Kamara,NO,RB,7,BAL,1,1,8200,15.13
121,Kareem Hunt,KC,RB,1,LAC,3,19,8000,15.12
122,Leonard Fournette,JAX,RB,12,BUF,3,21,8100,15.11
123,Joe Mixon,CIN,RB,6,PIT,29,4,7500,15.07
124,Christian McCaffrey,CAR,RB,1,DAL,12,5,7500,14.94
125,Nick Chubb,CLE,RB,14,CAR,24,6,7700,14.93
126,David Johnson,ARI,RB,8,SF,28,23,7300,14.92
127,TJ Yeldon,JAX,RB,5,KC,31,31,6500,14.91
128,David Johnson,ARI,RB,10,KC,27,32,6900,14.86
129,Phillip Lindsay,DEN,RB,16,OAK,30,27,7600,14.84
130,Kareem Hunt,KC,RB,6,NE,16,11,7800,14.82
131,Joe Mixon,CIN,RB,10,NO,28,5,8000,14.77
132,Joe Mixon,CIN,RB,12,CLE,27,26,7300,14.72
133,David Johnson,ARI,RB,14,DET,22,23,7000,14.67
134,Jamaal Williams,GB,RB,17,DET,18,22,6800,14.64
135,TJ Yeldon,JAX,RB,6,DAL,5,8,7100,14.59
136,David Johnson,ARI,RB,4,SEA,15,10,7600,14.52
137,David Johnson,ARI,RB,13,GB,15,17,7500,14.47
138,David Johnson,ARI,RB,15,ATL,28,28,7400,14.45
139,Tevin Coleman,ATL,RB,4,CIN,23,22,7200,14.42
140,Kareem Hunt,KC,RB,3,SF,23,7,7900,14.38
140,Kareem Hunt,KC,RB,2,PIT,15,13,7800,14.38
142,Saquon Barkley,NYG,RB,1,JAX,2,11,7600,14.34
143,Spencer Ware,KC,RB,13,OAK,28,28,5200,14.33
143,Dalvin Cook,MIN,RB,2,GB,7,10,6500,14.33
145,Leonard Fournette,JAX,RB,11,PIT,15,6,7600,14.32
146,Tevin Coleman,ATL,RB,3,NO,29,3,7300,14.31
147,Chris Carson,SEA,RB,16,KC,31,30,6400,14.24
148,Nick Chubb,CLE,RB,13,HOU,8,8,7700,14.22
148,Phillip Lindsay,DEN,RB,13,CIN,32,32,7000,14.22
150,Sony Michel,NE,RB,6,KC,31,31,7100,14.2
151,Phillip Lindsay,DEN,RB,15,CLE,26,27,8200,14.17
152,Dalvin Cook,MIN,RB,16,DET,16,22,7100,14.14
153,Christian McCaffrey,CAR,RB,17,NO,13,2,9400,14.12
154,David Johnson,ARI,RB,3,CHI,15,1,8200,14.04
155,Adrian Peterson,WAS,RB,9,ATL,30,25,7500,14.01
155,Phillip Lindsay,DEN,RB,14,SF,26,18,7900,14.01
157,Chris Carson,SEA,RB,17,ARI,19,32,6400,14
158,Tevin Coleman,ATL,RB,6,TB,32,26,6300,13.95
158,Giovani Bernard,CIN,RB,4,ATL,27,29,6400,13.95
160,James Conner,PIT,RB,17,CIN,32,31,8000,13.9
161,Kareem Hunt,KC,RB,5,JAX,1,5,7800,13.87
161,Dalvin Cook,MIN,RB,1,SF,28,24,7300,13.87
163,TJ Yeldon,JAX,RB,2,NE,14,21,6200,13.85
164,Aaron Jones,GB,RB,11,SEA,9,13,6700,13.83
165,David Johnson,ARI,RB,6,MIN,25,9,7500,13.82
166,Aaron Jones,GB,RB,12,MIN,6,6,7300,13.79
167,Tevin Coleman,ATL,RB,2,CAR,2,9,5900,13.76
168,Derrick Henry,TEN,RB,16,WAS,12,13,8500,13.74
168,Marlon Mack,IND,RB,12,MIA,22,29,7000,13.74
170,Joe Mixon,CIN,RB,13,DEN,20,20,7400,13.68
171,Justin Jackson,LAC,RB,15,KC,30,31,4500,13.67
171,Christian McCaffrey,CAR,RB,8,BAL,1,1,7300,13.67
173,James White,NE,RB,10,TEN,3,4,7800,13.56
174,Austin Ekeler,LAC,RB,13,PIT,12,10,5400,13.54
175,Nick Chubb,CLE,RB,10,ATL,29,24,6700,13.53
176,Matt Breida,SF,RB,12,TB,31,25,6400,13.51
177,Joe Mixon,CIN,RB,11,BAL,2,2,7300,13.48
178,Phillip Lindsay,DEN,RB,8,KC,29,31,6500,13.47
179,Mark Ingram,NO,RB,12,ATL,30,29,7400,13.46
180,Austin Ekeler,LAC,RB,7,TEN,4,7,6100,13.41
181,Kareem Hunt,KC,RB,4,DEN,19,18,7900,13.4
182,Joe Mixon,CIN,RB,5,MIA,15,29,7100,13.37
183,Jordan Howard,CHI,RB,4,TB,29,27,7200,13.36
184,Aaron Jones,GB,RB,15,CHI,1,1,7500,13.31
185,Jordan Howard,CHI,RB,2,SEA,31,27,7400,13.29
186,James White,NE,RB,14,MIA,25,24,7200,13.27
187,Joe Mixon,CIN,RB,17,PIT,15,10,7500,13.24
188,Damien Williams,KC,RB,16,SEA,11,15,6700,13.18
189,David Johnson,ARI,RB,16,LAR,20,17,7200,13.15
190,Jordan Howard,CHI,RB,3,ARI,27,32,7400,13.13
190,Tevin Coleman,ATL,RB,10,CLE,26,30,7300,13.13
192,Sony Michel,NE,RB,5,IND,18,15,6600,13.12
193,Marlon Mack,IND,RB,16,NYG,17,25,7000,13.1
194,James White,NE,RB,12,NYJ,16,20,7400,13.09
195,Phillip Lindsay,DEN,RB,9,HOU,9,14,6700,13.06
196,Joe Mixon,CIN,RB,14,LAC,7,16,7000,13.05
197,Latavius Murray,MIN,RB,3,BUF,31,30,5200,13.04
197,Aaron Jones,GB,RB,10,MIA,23,26,6500,13.04
197,Jamaal Williams,GB,RB,16,NYJ,23,12,5800,13.04
200,Derrick Henry,TEN,RB,17,IND,9,12,7200,13.03
200,Dalvin Cook,MIN,RB,15,MIA,27,26,6200,13.03
202,James White,NE,RB,6,KC,31,31,7100,13.02
203,Devonta Freeman,ATL,RB,1,PHI,5,2,7100,12.98
204,Phillip Lindsay,DEN,RB,12,PIT,12,9,6800,12.97
205,Kerryon Johnson,DET,RB,11,CAR,24,10,6200,12.94
205,TJ Yeldon,JAX,RB,7,HOU,12,12,6800,12.94
207,Jaylen Samuels,PIT,RB,16,NO,13,3,6700,12.93
208,Kerryon Johnson,DET,RB,8,SEA,4,13,6900,12.92
209,Lamar Miller,HOU,RB,3,NYG,4,15,6700,12.87
210,Leonard Fournette,JAX,RB,4,NYJ,5,17,7700,12.85
211,LeSean McCoy,BUF,RB,7,IND,24,19,6200,12.8
212,Austin Ekeler,LAC,RB,14,CIN,32,32,6700,12.79
213,Sony Michel,NE,RB,14,MIA,25,24,6900,12.77
214,James Conner,PIT,RB,1,CLE,24,15,5000,12.76
215,Nick Chubb,CLE,RB,9,KC,28,31,6600,12.72
215,Carlos Hyde,CLE,RB,4,OAK,21,13,6800,12.72
215,Marshawn Lynch,OAK,RB,5,LAC,22,16,6500,12.72
218,Matt Breida,SF,RB,13,SEA,11,19,6400,12.66
219,Marlon Mack,IND,RB,10,JAX,5,8,7400,12.62
220,Sony Michel,NE,RB,7,CHI,10,2,7300,12.58
221,Chris Carson,SEA,RB,15,SF,25,20,6500,12.57
222,Dalvin Cook,MIN,RB,14,SEA,12,21,6200,12.56
223,Dalvin Cook,MIN,RB,17,CHI,2,1,6700,12.54
224,Carlos Hyde,CLE,RB,6,LAC,19,12,6600,12.53
225,CJ Anderson,LAR,RB,17,SF,24,21,6200,12.48
226,Tevin Coleman,ATL,RB,11,DAL,4,9,6800,12.42
226,Kenyan Drake,MIA,RB,3,OAK,16,27,6800,12.42
228,Adrian Peterson,WAS,RB,10,TB,32,27,6800,12.4
228,Leonard Fournette,JAX,RB,10,IND,17,16,7000,12.4
228,Dalvin Cook,MIN,RB,12,GB,15,18,6300,12.4
231,Elijah McGuire,NYJ,RB,16,GB,18,19,5700,12.39
232,Lamar Miller,HOU,RB,8,MIA,22,30,6000,12.38
232,Jaylen Samuels,PIT,RB,15,NE,21,18,5500,12.38
234,Giovani Bernard,CIN,RB,3,CAR,12,14,6400,12.37
235,Alex Collins,BAL,RB,1,BUF,16,32,6700,12.36
235,Joe Mixon,CIN,RB,1,IND,29,20,6900,12.36
237,Joe Mixon,CIN,RB,2,BAL,1,1,7100,12.35
237,LeSean McCoy,BUF,RB,1,BAL,4,23,7300,12.35
239,David Johnson,ARI,RB,17,SEA,14,19,7100,12.32
240,Chris Carson,SEA,RB,6,OAK,28,28,6400,12.31
241,Mark Ingram,NO,RB,14,TB,31,28,6600,12.29
242,Lamar Miller,HOU,RB,2,TEN,16,8,6800,12.25
243,Tevin Coleman,ATL,RB,12,NO,18,3,6500,12.2
244,Nick Chubb,CLE,RB,17,BAL,1,2,7400,12.19
245,Marlon Mack,IND,RB,8,OAK,27,26,6700,12.18
246,Dion Lewis,TEN,RB,11,IND,20,19,5900,12.16
246,Tarik Cohen,CHI,RB,15,GB,15,17,6800,12.16
248,Jaylen Samuels,PIT,RB,14,OAK,29,27,4600,12.14
249,Lamar Miller,HOU,RB,9,DEN,19,24,6500,12.12
249,Lamar Miller,HOU,RB,4,IND,11,23,6500,12.12
251,Alex Collins,BAL,RB,4,PIT,30,5,6500,12.07
252,Lamar Miller,HOU,RB,13,CLE,27,26,6300,12.05
252,Lamar Miller,HOU,RB,1,NE,20,14,6500,12.05
254,Nick Chubb,CLE,RB,7,TB,32,24,4800,12.04
255,Lamar Miller,HOU,RB,12,TEN,6,5,6400,12.03
256,Tevin Coleman,ATL,RB,16,CAR,22,8,6400,12.01
257,Kenyan Drake,MIA,RB,1,TEN,19,8,6600,11.95
258,Lamar Miller,HOU,RB,14,IND,10,15,6500,11.94
258,Jordan Howard,CHI,RB,1,GB,30,22,7400,11.94
260,Marshawn Lynch,OAK,RB,6,SEA,10,16,6500,11.93
260,Mark Ingram,NO,RB,13,DAL,6,6,7000,11.93
260,James White,NE,RB,7,CHI,10,2,7300,11.93
263,Tarik Cohen,CHI,RB,9,BUF,10,22,7200,11.89
264,Kenyan Drake,MIA,RB,2,NYJ,4,1,6600,11.87
265,Marlon Mack,IND,RB,11,TEN,1,1,7000,11.85
265,Mark Ingram,NO,RB,7,BAL,1,1,7400,11.85
265,Tarik Cohen,CHI,RB,8,NYJ,20,18,7100,11.85
268,Marshawn Lynch,OAK,RB,4,CLE,7,26,6400,11.84
268,LeSean McCoy,BUF,RB,2,LAC,27,16,6800,11.84
270,Dion Lewis,TEN,RB,10,NE,22,15,5800,11.82
270,Dalvin Cook,MIN,RB,13,NE,17,12,6200,11.82
272,James White,NE,RB,13,MIN,6,6,6800,11.8
273,Jordan Howard,CHI,RB,6,MIA,12,27,6200,11.79
273,Tevin Coleman,ATL,RB,7,NYG,18,20,6300,11.79
275,Sony Michel,NE,RB,17,NYJ,27,13,7200,11.76
276,Mark Ingram,NO,RB,9,LAR,7,9,7400,11.75
276,Chris Thompson,WAS,RB,3,GB,22,8,6500,11.75
278,Corey Clement,PHI,RB,3,IND,11,22,5800,11.74
279,Chris Carson,SEA,RB,13,SF,23,16,6300,11.73
280,Dalvin Cook,MIN,RB,11,CHI,3,3,6100,11.7
281,Phillip Lindsay,DEN,RB,11,LAC,9,13,6400,11.67
282,Damien Williams,KC,RB,17,OAK,29,27,6900,11.62
282,Tarik Cohen,CHI,RB,16,SF,26,21,6900,11.62
284,Marlon Mack,IND,RB,17,TEN,6,3,6500,11.59
284,Lamar Miller,HOU,RB,15,NYJ,21,19,7200,11.59
286,Jay Ajayi,PHI,RB,2,TB,31,30,6800,11.58
286,Leonard Fournette,JAX,RB,16,MIA,28,28,7300,11.58
286,Kenyan Drake,MIA,RB,4,NE,24,21,6300,11.58
289,Devonta Freeman,ATL,RB,5,PIT,30,7,6800,11.57
289,Damien Williams,KC,RB,15,LAC,8,21,5500,11.57
289,Kerryon Johnson,DET,RB,7,MIA,16,28,6500,11.57
292,Adrian Peterson,WAS,RB,2,IND,19,22,6700,11.53
293,James White,NE,RB,5,IND,18,15,6600,11.52
294,Mark Ingram,NO,RB,11,PHI,12,5,7100,11.51
295,Jeffery Wilson,SF,RB,14,DEN,19,17,5600,11.5
296,Alex Collins,BAL,RB,11,CIN,32,31,6000,11.49
296,LeSean McCoy,BUF,RB,6,HOU,20,14,6200,11.49
298,Mark Ingram,NO,RB,10,CIN,31,25,6800,11.48
299,Sony Michel,NE,RB,12,NYJ,16,20,6600,11.44
300,Latavius Murray,MIN,RB,9,DET,24,28,6700,11.42
300,Mark Ingram,NO,RB,15,CAR,25,5,6600,11.42
300,Sony Michel,NE,RB,4,MIA,10,25,5900,11.42
303,Chris Carson,SEA,RB,9,LAC,15,16,6500,11.41
303,Kerryon Johnson,DET,RB,9,MIN,11,13,6400,11.41
305,Nick Chubb,CLE,RB,8,PIT,26,5,6400,11.4
305,Tarik Cohen,CHI,RB,14,LAR,23,13,6500,11.4
307,Tarik Cohen,CHI,RB,10,DET,21,28,6400,11.39
308,Sony Michel,NE,RB,16,BUF,4,23,6800,11.38
308,Jamaal Williams,GB,RB,1,CHI,7,9,6100,11.38
308,Matt Breida,SF,RB,5,ARI,14,32,6200,11.38
311,Kenyan Drake,MIA,RB,9,NYJ,20,20,6900,11.37
312,Jordan Howard,CHI,RB,10,DET,21,28,6500,11.35
312,Lamar Miller,HOU,RB,11,WAS,11,11,6400,11.35
314,Matt Breida,SF,RB,16,CHI,2,1,6000,11.34
315,Spencer Ware,KC,RB,14,BAL,1,1,6400,11.33
315,Mark Ingram,NO,RB,5,WAS,1,13,6100,11.33
317,Adrian Peterson,WAS,RB,8,NYG,19,20,7000,11.32
317,Rex Burkhead,NE,RB,1,HOU,31,13,6300,11.32
319,Sony Michel,NE,RB,13,MIN,6,6,7000,11.29
319,Marlon Mack,IND,RB,13,JAX,7,3,6900,11.29
319,Elijah McGuire,NYJ,RB,17,NE,17,14,6300,11.29
322,Jeffery Wilson,SF,RB,17,LAR,17,15,5800,11.27
323,Sony Michel,NE,RB,10,TEN,3,4,7300,11.25
324,Josh Adams,PHI,RB,12,NYG,19,23,5700,11.24
325,Chris Thompson,WAS,RB,5,NO,30,5,6100,11.21
326,Derrick Henry,TEN,RB,1,MIA,22,25,6800,11.2
327,Chris Carson,SEA,RB,14,MIN,8,10,6300,11.17
328,Alex Collins,BAL,RB,3,DEN,18,9,6300,11.15
329,Peyton Barber,TB,RB,17,ATL,28,28,5500,11.1
330,Royce Freeman,DEN,RB,1,SEA,8,10,6000,11.09
331,Aaron Jones,GB,RB,9,NE,21,17,5800,11.08
331,Doug Martin,OAK,RB,15,CIN,32,32,6300,11.08
331,Tarik Cohen,CHI,RB,7,NE,23,18,6600,11.08
334,Matt Breida,SF,RB,3,KC,32,28,6200,11.06
334,James White,NE,RB,15,PIT,13,8,6900,11.06
336,Adrian Peterson,WAS,RB,13,PHI,23,14,6500,11.05
336,Tevin Coleman,ATL,RB,9,WAS,6,7,6600,11.05
338,Gus Edwards,BAL,RB,14,KC,30,30,6400,11.04
339,Alex Collins,BAL,RB,7,NO,27,5,6400,11.02
339,Kerryon Johnson,DET,RB,5,GB,8,9,6100,11.02
341,Latavius Murray,MIN,RB,8,NO,25,3,6800,11
341,LeSean McCoy,BUF,RB,4,GB,22,18,6500,11
343,Jay Ajayi,PHI,RB,5,MIN,24,10,6300,10.99
343,LeSean McCoy,BUF,RB,14,NYJ,21,21,5700,10.99
345,Dalvin Cook,MIN,RB,4,LAR,1,11,6500,10.96
346,Carlos Hyde,CLE,RB,3,NYJ,4,7,6500,10.94
346,Tarik Cohen,CHI,RB,11,MIN,7,8,6000,10.94
348,Mike Davis,SEA,RB,10,LAR,15,14,5800,10.9
349,Chris Carson,SEA,RB,12,CAR,20,8,6400,10.89
350,Kerryon Johnson,DET,RB,10,CHI,4,1,5900,10.88
351,Jamaal Williams,GB,RB,2,MIN,11,7,6100,10.85
352,Jordan Howard,CHI,RB,12,DET,25,24,6100,10.84
352,Adrian Peterson,WAS,RB,11,HOU,8,12,6300,10.84
354,Dion Lewis,TEN,RB,2,HOU,24,24,6500,10.83
355,Adrian Peterson,WAS,RB,12,DAL,4,7,6700,10.82
355,Alex Collins,BAL,RB,2,CIN,21,7,6000,10.82
357,Matt Breida,SF,RB,10,NYG,18,21,5900,10.79
357,Marshawn Lynch,OAK,RB,3,MIA,5,23,6400,10.79
357,James White,NE,RB,4,MIA,10,25,6100,10.79
360,Dion Lewis,TEN,RB,13,NYJ,18,21,5500,10.78
361,Corey Clement,PHI,RB,7,CAR,14,14,6000,10.77
362,Matt Breida,SF,RB,7,LAR,8,10,6200,10.76
362,Dion Lewis,TEN,RB,12,HOU,9,11,5600,10.76
364,Tevin Coleman,ATL,RB,13,BAL,1,1,6200,10.75
365,Tevin Coleman,ATL,RB,14,GB,14,20,6100,10.74
366,Mark Ingram,NO,RB,8,MIN,13,9,7400,10.72
367,Chris Carson,SEA,RB,11,GB,14,17,6200,10.7
368,Matt Breida,SF,RB,4,LAC,26,24,6400,10.69
369,Sony Michel,NE,RB,15,PIT,13,8,6700,10.68
369,Carlos Hyde,CLE,RB,5,BAL,3,3,6700,10.68
369,Chris Thompson,WAS,RB,2,IND,19,22,6200,10.68
372,Adrian Peterson,WAS,RB,14,NYG,20,25,6500,10.67
372,Tarik Cohen,CHI,RB,12,DET,25,24,6000,10.67
374,Marlon Mack,IND,RB,14,HOU,9,7,6500,10.65
375,Josh Adams,PHI,RB,13,WAS,11,11,6100,10.64
376,Phillip Lindsay,DEN,RB,7,ARI,15,32,6100,10.63
377,Marlon Mack,IND,RB,15,DAL,4,4,6300,10.62
378,Kenyan Drake,MIA,RB,14,NE,15,11,6300,10.61
379,Duke Johnson,CLE,RB,7,TB,32,24,5100,10.6
380,Adrian Peterson,WAS,RB,5,NO,30,5,6900,10.58
380,Latavius Murray,MIN,RB,7,NYJ,19,17,6500,10.58
382,Phillip Lindsay,DEN,RB,6,LAR,8,10,6100,10.54
383,Dion Lewis,TEN,RB,5,BUF,20,25,5700,10.52
384,Matt Breida,SF,RB,15,SEA,11,19,6300,10.5
385,Chris Carson,SEA,RB,8,DET,22,29,6300,10.48
385,LeSean McCoy,BUF,RB,5,TEN,9,4,6300,10.48
385,Dion Lewis,TEN,RB,3,JAX,8,20,5700,10.48
388,Kerryon Johnson,DET,RB,4,DAL,4,14,5700,10.47
389,Bilal Powell,NYJ,RB,6,IND,22,20,5800,10.45
390,Gus Edwards,BAL,RB,13,ATL,30,29,6400,10.43
391,Mark Ingram,NO,RB,16,PIT,14,9,6600,10.42
392,Carlos Hyde,CLE,RB,2,NO,32,3,6300,10.41
393,Jay Ajayi,PHI,RB,1,ATL,10,7,6400,10.4
393,TJ Yeldon,JAX,RB,3,TEN,17,5,6100,10.4
395,Jordan Howard,CHI,RB,9,BUF,10,22,6200,10.39
395,LeSean McCoy,BUF,RB,13,MIA,25,27,5700,10.39
397,Adrian Peterson,WAS,RB,17,PHI,25,14,6300,10.38
397,Alex Collins,BAL,RB,8,CAR,15,10,6100,10.38
399,Isaiah Crowell,NYJ,RB,8,CHI,12,4,6000,10.35
400,Adrian Peterson,WAS,RB,7,DAL,2,6,6900,10.34
401,Aaron Jones,GB,RB,5,DET,17,30,6100,10.33
401,Rex Burkhead,NE,RB,2,JAX,8,19,6300,10.33
403,Phillip Lindsay,DEN,RB,5,NYJ,11,17,6100,10.29
404,Jay Ajayi,PHI,RB,4,TEN,6,3,6600,10.27
405,Lamar Miller,HOU,RB,17,JAX,3,5,6400,10.26
406,TJ Yeldon,JAX,RB,8,PHI,11,2,6300,10.25
407,LeSean McCoy,BUF,RB,12,JAX,7,5,6000,10.24
408,Gus Edwards,BAL,RB,12,OAK,28,27,5300,10.23
409,Gus Edwards,BAL,RB,15,TB,31,29,6300,10.2
409,Jordan Howard,CHI,RB,16,SF,26,21,6000,10.2
