Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,DeAndre Hopkins,HOU,WR,13,TEN,9,9,100,238,2,58,26.4,26.4,0,0,0,0,0,0,40.3,40.3
2,Demaryius Thomas,DEN,WR,5,ARI,16,8,50,226,2,86,14.1,28.2,0,0,0,0,0,0,38.6,38.6
3,Julio Jones,ATL,WR,14,GB,17,11,64.7,259,1,79,15.2,23.5,0,0,0,0,0,0,37.4,37.4
4,Jeremy Maclin,PHI,WR,8,ARI,16,12,75,187,2,54,11.7,15.6,0,0,0,0,0,0,36.7,36.7
5,Mike Evans,TB,WR,11,WAS,9,7,77.8,209,2,56,23.2,29.9,0,0,0,0,0,0,36.4,36.4
6,Odell Beckham Jr,NYG,WR,15,WAS,15,12,80,143,3,35,9.5,11.9,1,0,0,0,1,1,36.3,36.3
7,Emmanuel Sanders,DEN,WR,8,LAC,9,9,100,120,3,38,13.3,13.3,1,6,6,0,1,0,35.1,35.1
8,AJ Green,CIN,WR,14,PIT,15,11,73.3,224,1,81,14.9,20.4,0,0,0,0,0,0,33.9,33.9
9,Demaryius Thomas,DEN,WR,7,SF,9,8,88.9,171,2,49,19,21.4,0,0,0,0,0,0,33.1,33.1
9,Eric Decker,NYJ,WR,17,MIA,11,10,90.9,221,1,74,20.1,22.1,0,0,0,0,0,0,33.1,33.1
11,T.Y. Hilton,IND,WR,6,HOU,9,9,100,223,1,49,24.8,24.8,0,0,0,0,0,0,32.8,32.8
12,Julio Jones,ATL,WR,3,TB,11,9,81.8,161,2,40,14.6,17.9,0,0,0,0,0,0,32.6,32.6
13,Dez Bryant,DAL,WR,15,PHI,7,6,85.7,114,3,26,16.3,19,0,0,0,0,0,0,32.4,32.4
14,Calvin Johnson,DET,WR,13,CHI,16,11,68.8,146,2,25,9.1,13.3,0,0,0,0,0,0,32.1,32.1
15,Calvin Johnson,DET,WR,1,NYG,11,7,63.6,164,2,67,14.9,23.4,0,0,0,0,0,0,31.9,31.9
16,Demaryius Thomas,DEN,WR,12,MIA,13,10,76.9,87,3,21,6.7,8.7,0,0,0,0,0,0,31.7,31.7
17,Jordy Nelson,GB,WR,2,NYJ,16,9,56.2,209,1,80,13.1,23.2,0,0,0,0,0,0,31.4,31.4
17,Odell Beckham Jr,NYG,WR,12,DAL,11,10,90.9,146,2,43,13.3,14.6,1,-2,-2,0,0,0,31.4,31.4
19,Michael Floyd,ARI,WR,17,SF,12,8,66.7,153,2,41,12.8,19.1,0,0,0,0,0,0,31.3,31.3
20,Jeremy Maclin,PHI,WR,9,HOU,7,6,85.7,158,2,59,22.6,26.3,0,0,0,0,0,0,30.8,30.8
20,Dez Bryant,DAL,WR,10,JAX,8,6,75,158,2,68,19.8,26.3,0,0,0,0,0,0,30.8,30.8
20,Odell Beckham Jr,NYG,WR,16,LAR,12,8,66.7,148,2,80,12.3,18.5,1,0,0,0,0,0,30.8,30.8
20,Antonio Brown,PIT,WR,8,IND,13,10,76.9,133,2,47,10.2,13.3,1,5,5,0,0,0,30.8,30.8
24,Jordy Nelson,GB,WR,14,ATL,10,8,80,146,2,60,14.6,18.2,0,0,0,0,0,0,30.6,30.6
25,Odell Beckham Jr,NYG,WR,17,PHI,21,12,57.1,185,1,63,8.8,15.4,0,0,0,0,0,0,30.5,30.5
26,Jordy Nelson,GB,WR,10,CHI,6,6,100,152,2,73,25.3,25.3,0,0,0,0,0,0,30.2,30.2
27,T.Y. Hilton,IND,WR,14,CLE,19,10,52.6,150,2,42,7.9,15,0,0,0,0,1,1,30,30
28,Julio Jones,ATL,WR,13,ARI,12,10,83.3,189,1,41,15.8,18.9,0,0,0,0,0,0,29.9,29.9
29,Keenan Allen,LAC,WR,13,BAL,15,11,73.3,121,2,23,8.1,11,0,0,0,0,0,0,29.6,29.6
30,Steve Smith,BAL,WR,4,CAR,10,7,70,139,2,61,13.9,19.9,0,0,0,0,0,0,29.4,29.4
31,Jordan Matthews,PHI,WR,10,CAR,9,7,77.8,138,2,33,15.3,19.7,0,0,0,0,0,0,29.3,29.3
32,Antonio Brown,PIT,WR,4,TB,11,7,63.6,131,2,27,11.9,18.7,0,0,0,0,0,0,29.3,29.28
