Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,T.Y. Hilton,IND,WR,1,KC,18,13,72.2,224,2,64,12.4,17.2,0,0,0,0,0,0,40.9,40.9
2,Keenan Allen,LAC,WR,2,DEN,9,6,66.7,142,2,49,15.8,23.7,0,0,0,0,0,0,29.2,29.2
3,Marques Colston,NO,WR,2,SEA,16,11,68.8,139,1,25,8.7,12.6,0,0,0,0,0,0,25.4,25.4
4,Dwayne Bowe,KC,WR,1,IND,13,8,61.5,150,1,63,11.5,18.8,0,0,0,0,0,0,25,25
5,Demaryius Thomas,DEN,WR,3,NE,10,7,70,134,1,30,13.4,19.1,0,0,0,0,0,0,22.9,22.9
6,Demaryius Thomas,DEN,WR,4,SEA,18,13,72.2,118,1,23,6.6,9.1,0,0,0,0,1,1,22.3,22.3
7,LaVon Brazill,IND,WR,2,NE,7,2,28.6,73,2,38,10.4,36.5,0,0,0,0,0,0,20.3,20.3
8,Julian Edelman,NE,WR,3,DEN,15,10,66.7,89,1,18,5.9,8.9,0,0,0,0,0,0,19.9,19.9
9,Anquan Boldin,SF,WR,2,CAR,12,8,66.7,136,0,45,11.3,17,0,0,0,0,0,0,17.6,17.6
10,Marvin Jones,CIN,WR,1,LAC,12,8,66.7,130,0,49,10.8,16.2,0,0,0,0,0,0,17,17
11,Michael Crabtree,SF,WR,1,GB,13,8,61.5,125,0,31,9.6,15.6,0,0,0,0,1,0,16.5,16.5
12,Riley Cooper,PHI,WR,1,NO,8,6,75,68,1,22,8.5,11.3,0,0,0,0,0,0,15.8,15.8
13,Jordy Nelson,GB,WR,1,SF,8,7,87.5,62,1,19,7.8,8.9,0,0,0,0,0,0,15.7,15.7
14,Steve Smith,CAR,WR,2,SF,5,4,80,74,1,31,14.8,18.5,0,0,0,0,0,0,15.4,15.4
14,Demaryius Thomas,DEN,WR,2,LAC,10,8,80,54,1,9,5.4,6.8,0,0,0,0,0,0,15.4,15.4
16,Doug Baldwin,SEA,WR,4,DEN,5,5,100,66,1,37,13.2,13.2,0,0,0,0,0,0,15.1,15.1
17,Jermaine Kearse,SEA,WR,4,DEN,5,4,80,65,1,24,13,16.2,0,0,0,0,0,0,14.5,14.5
18,Donnie Avery,KC,WR,1,IND,3,1,33.3,79,1,79,26.3,79,0,0,0,0,0,0,14.4,14.4
18,Wes Welker,DEN,WR,4,SEA,10,8,80,84,0,22,8.4,10.5,0,0,0,0,0,0,14.4,14.4
20,Anquan Boldin,SF,WR,3,SEA,9,5,55.6,53,1,26,5.9,10.6,0,0,0,0,0,0,13.8,13.8
21,Doug Baldwin,SEA,WR,3,SF,7,6,85.7,106,0,51,15.1,17.7,0,0,0,0,0,0,13.6,13.6
22,Wes Welker,DEN,WR,2,LAC,9,6,66.7,38,1,8,4.2,6.3,0,0,0,0,0,0,12.8,12.8
23,Ted Ginn,CAR,WR,2,SF,6,4,66.7,104,0,59,17.3,26,0,0,0,0,0,0,12.4,12.4
24,T.Y. Hilton,IND,WR,2,NE,6,4,66.7,103,0,46,17.2,25.8,0,0,0,0,0,0,12.3,12.3
25,Percy Harvin,SEA,WR,4,DEN,2,1,50,5,0,5,2.5,5,2,45,22.5,0,0,0,11.5,11.5
26,Jermaine Kearse,SEA,WR,3,SF,5,2,40,44,1,35,8.8,22,0,0,0,0,1,0,11.4,11.4
26,Julian Edelman,NE,WR,2,IND,9,6,66.7,84,0,27,9.3,14,0,0,0,0,0,0,11.4,11.4
28,Lance Moore,NO,WR,1,PHI,4,2,50,31,1,24,7.8,15.5,0,0,0,0,0,0,10.1,10.1
29,Eric Decker,DEN,WR,3,NE,8,5,62.5,73,0,21,9.1,14.6,0,0,0,0,0,0,9.8,9.8
30,Danny Amendola,NE,WR,2,IND,5,3,60,77,0,53,15.4,25.7,0,0,0,0,0,0,9.2,9.2
30,Griff Whalen,IND,WR,2,NE,7,5,71.4,67,0,22,9.6,13.4,0,0,0,0,0,0,9.2,9.2
32,Robert Meachem,NO,WR,2,SEA,2,2,100,69,0,52,34.5,34.5,0,0,0,0,0,0,7.9,7.9
33,Austin Collie,NE,WR,3,DEN,6,4,66.7,57,0,20,9.5,14.2,0,0,0,0,0,0,7.7,7.7
34,LaVon Brazill,IND,WR,1,KC,6,4,66.7,54,0,30,9,13.5,0,0,0,0,0,0,7.4,7.4
35,Michael Crabtree,SF,WR,3,SEA,8,4,50,52,0,22,6.5,13,0,0,0,0,0,0,7.2,7.2
36,DeSean Jackson,PHI,WR,1,NO,6,3,50,53,0,40,8.8,17.7,0,0,0,0,0,0,6.8,6.8
37,Randall Cobb,GB,WR,1,SF,2,2,100,51,0,26,25.5,25.5,1,1,1,0,0,0,6.2,6.2
38,Brandon LaFell,CAR,WR,2,SF,7,4,57.1,34,0,13,4.9,8.5,1,6,6,0,0,0,6,6
39,Wes Welker,DEN,WR,3,NE,5,4,80,38,0,16,7.6,9.5,0,0,0,0,0,0,5.8,5.8
40,Anquan Boldin,SF,WR,1,GB,6,3,50,38,0,17,6.3,12.7,0,0,0,0,0,0,5.3,5.3
