Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Andre Johnson,HOU,WR,11,JAX,19,14,73.7,273,1,48,14.4,19.5,0,0,0,0,0,0,40.3,40.3
2,Dez Bryant,DAL,WR,16,NO,12,9,75,224,2,58,18.7,24.9,0,0,0,0,0,0,38.9,38.9
3,Brian Hartline,MIA,WR,4,ARI,19,12,63.2,253,1,80,13.3,21.1,0,0,0,0,0,0,37.3,37.3
4,Marques Colston,NO,WR,5,LAC,18,9,50,131,3,40,7.3,14.6,0,0,0,0,0,0,35.6,35.6
5,Brandon Marshall,CHI,WR,9,TEN,10,9,90,122,3,39,12.2,13.6,0,0,0,0,0,0,34.7,34.7
6,Jordy Nelson,GB,WR,6,HOU,12,9,75,121,3,41,10.1,13.4,0,0,0,0,0,0,34.6,34.6
7,Reggie Wayne,IND,WR,5,GB,20,13,65,212,1,30,10.6,16.3,0,0,0,0,0,0,33.7,33.7
8,Michael Crabtree,SF,WR,17,ARI,13,8,61.5,172,2,49,13.2,21.5,0,0,0,0,0,0,33.2,33.2
9,Justin Blackmon,JAX,WR,11,HOU,13,7,53.8,236,1,81,18.2,33.7,0,0,0,0,0,0,33.1,33.1
10,Roddy White,ATL,WR,4,CAR,12,8,66.7,169,2,59,14.1,21.1,0,0,0,0,0,0,32.9,32.9
11,Roddy White,ATL,WR,16,DET,10,8,80,153,2,44,15.3,19.1,0,0,0,0,0,0,31.3,31.3
12,Vincent Jackson,TB,WR,7,NO,14,7,50,216,1,95,15.4,30.9,0,0,0,0,0,0,31.1,31.1
13,Hakeem Nicks,NYG,WR,2,TB,15,10,66.7,199,1,50,13.3,19.9,0,0,0,0,0,0,30.9,30.9
14,Calvin Johnson,DET,WR,10,MIN,13,12,92.3,207,1,50,15.9,17.2,0,0,0,0,1,1,30.7,30.7
15,AJ Green,CIN,WR,3,WAS,11,9,81.8,183,1,73,16.6,20.3,1,11,11,0,0,0,29.9,29.9
16,Calvin Johnson,DET,WR,13,IND,20,13,65,171,1,46,8.6,13.2,0,0,0,0,0,0,29.6,29.6
17,Victor Cruz,NYG,WR,2,TB,17,11,64.7,179,1,80,10.5,16.3,0,0,0,0,0,0,29.4,29.4
18,Dez Bryant,DAL,WR,12,WAS,11,8,72.7,145,2,85,13.2,18.1,1,6,6,0,1,1,29.1,29.1
19,AJ Green,CIN,WR,6,CLE,11,7,63.6,135,2,57,12.3,19.3,0,0,0,0,0,0,29,29
20,Greg Jennings,GB,WR,17,MIN,12,8,66.7,120,2,45,10,15,0,0,0,0,0,0,28,28
20,Dez Bryant,DAL,WR,6,BAL,15,13,86.7,95,2,18,6.3,7.3,0,0,0,0,0,0,28,28
22,Torrey Smith,BAL,WR,3,NE,10,6,60,127,2,38,12.7,21.2,0,0,0,0,0,0,27.7,27.7
23,Percy Harvin,MIN,WR,5,TEN,10,8,80,108,1,45,10.8,13.5,2,8,4,1,0,0,27.6,27.6
24,Danny Amendola,LAR,WR,2,WAS,16,15,93.8,160,1,56,10,10.7,0,0,0,0,1,1,27.5,27.5
25,Kevin Ogletree,DAL,WR,1,NYG,11,8,72.7,114,2,40,10.4,14.2,0,0,0,0,0,0,27.4,27.4
25,Calvin Johnson,DET,WR,3,TEN,12,10,83.3,164,1,28,13.7,16.4,0,0,0,0,0,0,27.4,27.4
27,Brandon Marshall,CHI,WR,14,MIN,20,10,50,160,1,39,8,16,0,0,0,0,0,0,27,27
28,Andre Roberts,ARI,WR,4,MIA,9,6,66.7,118,2,46,13.1,19.7,0,0,0,0,0,0,26.8,26.8
28,Randall Cobb,GB,WR,7,LAR,8,8,100,89,2,39,11.1,11.1,1,19,19,0,0,0,26.8,26.8
30,Mike Wallace,PIT,WR,14,LAC,11,7,63.6,112,2,40,10.2,16,1,0,0,0,0,0,26.7,26.7
31,Andre Johnson,HOU,WR,15,IND,13,11,84.6,151,1,52,11.6,13.7,0,0,0,0,0,0,26.6,26.6
