Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Jeff Janis,GB,WR,2,ARI,11,7,63.6,145,2,60,13.2,20.7,0,0,0,0,0,0,30,30
2,Jermaine Kearse,SEA,WR,2,CAR,15,11,73.3,110,2,17,7.3,10,0,0,0,0,0,0,28.5,28.5
3,Larry Fitzgerald,ARI,WR,2,GB,12,8,66.7,176,1,75,14.7,22,0,0,0,0,0,0,27.6,27.6
4,Martavis Bryant,PIT,WR,2,DEN,15,9,60,154,0,52,10.3,17.1,2,40,20,0,0,0,23.9,23.9
5,Corey Brown,CAR,WR,3,ARI,7,4,57.1,113,1,86,16.1,28.2,0,0,0,0,0,0,19.3,19.3
6,Michael Floyd,ARI,WR,2,GB,7,3,42.9,26,2,9,3.7,8.7,0,0,0,0,0,0,16.1,16.1
6,Julian Edelman,NE,WR,2,KC,16,10,62.5,100,0,14,6.2,10,1,11,11,0,0,0,16.1,16.1
8,Martavis Bryant,PIT,WR,1,CIN,6,5,83.3,29,1,10,4.8,5.8,1,44,44,0,0,0,15.8,15.8
9,AJ Green,CIN,WR,1,PIT,8,5,62.5,71,1,25,8.9,14.2,0,0,0,0,0,0,15.6,15.6
10,Antonio Brown,PIT,WR,1,CIN,12,7,58.3,119,0,60,9.9,17,0,0,0,0,0,0,15.4,15.4
11,Tyler Lockett,SEA,WR,2,CAR,4,3,75,75,1,33,18.8,25,0,0,0,0,0,0,15,15
12,Ted Ginn,CAR,WR,3,ARI,2,2,100,52,0,39,26,26,1,22,22,1,0,0,14.4,14.4
13,Albert Wilson,KC,WR,2,NE,11,5,45.5,57,1,19,5.2,11.4,0,0,0,0,0,0,14.2,14.2
14,Randall Cobb,GB,WR,1,WAS,8,3,37.5,38,1,15,4.8,12.7,5,24,4.8,0,0,0,13.7,13.7
15,Davante Adams,GB,WR,1,WAS,4,4,100,48,1,20,12,12,0,0,0,0,0,0,12.8,12.8
16,Doug Baldwin,SEA,WR,1,MIN,7,5,71.4,42,1,22,6,8.4,0,0,0,0,0,0,12.7,12.7
17,Doug Baldwin,SEA,WR,2,CAR,12,8,66.7,82,0,20,6.8,10.2,0,0,0,0,0,0,12.2,12.2
18,James Jones,GB,WR,1,WAS,11,7,63.6,81,0,34,7.4,11.6,0,0,0,0,0,0,11.6,11.6
19,Emmanuel Sanders,DEN,WR,4,CAR,8,6,75,83,0,25,10.4,13.8,0,0,0,0,0,0,11.3,11.3
20,Emmanuel Sanders,DEN,WR,2,PIT,8,5,62.5,85,0,34,10.6,17,0,0,0,0,0,0,11,11
21,John Brown,ARI,WR,2,GB,9,5,55.6,82,0,21,9.1,16.4,1,2,2,0,0,0,10.9,10.9
22,Corey Brown,CAR,WR,4,DEN,7,4,57.1,80,0,42,11.4,20,0,0,0,0,0,0,10,10
23,DeAndre Hopkins,HOU,WR,1,KC,11,6,54.5,69,0,17,6.3,11.5,0,0,0,0,0,0,9.9,9.9
24,Pierre Garcon,WAS,WR,1,GB,8,5,62.5,70,0,21,8.8,14,0,0,0,0,0,0,9.5,9.5
25,Ted Ginn,CAR,WR,4,DEN,10,4,40,74,0,45,7.4,18.5,0,0,0,0,0,0,9.4,9.4
26,Devin Funchess,CAR,WR,3,ARI,3,2,66.7,21,1,16,7,10.5,0,0,0,0,0,0,9.1,9.1
27,Jason Avant,KC,WR,2,NE,5,4,80,69,0,26,13.8,17.2,0,0,0,0,0,0,8.9,8.9
28,Julian Edelman,NE,WR,3,DEN,13,7,53.8,53,0,19,4.1,7.6,0,0,0,0,0,0,8.8,8.8
29,Emmanuel Sanders,DEN,WR,3,NE,8,5,62.5,62,0,34,7.8,12.4,0,0,0,0,0,0,8.7,8.7
30,Demaryius Thomas,DEN,WR,2,PIT,8,4,50,40,0,15,5,10,0,0,0,0,0,0,8,8
31,Jared Abbrederis,GB,WR,2,ARI,12,4,33.3,55,0,18,4.6,13.8,0,0,0,0,0,0,7.5,7.5
32,Chris Conley,KC,WR,1,HOU,1,1,100,9,1,9,9,9,0,0,0,0,0,0,7.4,7.4
32,Darrius Heyward-Bey,PIT,WR,2,DEN,2,2,100,64,0,58,32,32,0,0,0,0,0,0,7.4,7.4
34,Sammie Coates,PIT,WR,2,DEN,3,2,66.7,61,0,37,20.3,30.5,0,0,0,0,0,0,7.1,7.1
35,Keshawn Martin,NE,WR,2,KC,4,2,50,57,0,42,14.2,28.5,0,0,0,0,0,0,6.7,6.7
36,Danny Amendola,NE,WR,3,DEN,8,5,62.5,39,0,10,4.9,7.8,0,0,0,0,0,0,6.4,6.4
