Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Julio Jones,ATL,WR,3,GB,12,9,75,180,2,73,15,20,0,0,0,0,0,0,34.5,34.5
1,Chris Hogan,NE,WR,3,PIT,12,9,75,180,2,39,15,20,0,0,0,0,0,0,34.5,34.5
3,Randall Cobb,GB,WR,1,NYG,7,5,71.4,116,3,42,16.6,23.2,0,0,0,0,0,0,32.1,32.1
4,Dez Bryant,DAL,WR,2,GB,12,9,75,132,2,40,11,14.7,0,0,0,0,0,0,29.7,29.7
5,Antonio Brown,PIT,WR,1,MIA,9,5,55.6,124,2,62,13.8,24.8,0,0,0,0,0,0,26.9,26.9
6,Davante Adams,GB,WR,1,NYG,12,8,66.7,125,1,31,10.4,15.6,0,0,0,0,0,0,22.5,22.5
6,Doug Baldwin,SEA,WR,1,DET,12,11,91.7,104,1,42,8.7,9.5,1,6,6,0,0,0,22.5,22.5
8,Julian Edelman,NE,WR,3,PIT,10,8,80,118,1,41,11.8,14.8,0,0,0,0,0,0,21.8,21.8
9,Danny Amendola,NE,WR,4,ATL,11,8,72.7,78,1,20,7.1,9.8,0,0,0,0,0,0,19.8,19.8
10,Julian Edelman,NE,WR,2,HOU,13,8,61.5,137,0,48,10.5,17.1,1,12,12,0,0,0,18.9,18.9
11,Doug Baldwin,SEA,WR,2,ATL,9,5,55.6,80,1,31,8.9,16,1,1,1,0,0,0,16.6,16.6
12,Jordy Nelson,GB,WR,3,ATL,9,6,66.7,67,1,27,7.4,11.2,0,0,0,0,0,0,15.7,15.7
12,Julio Jones,ATL,WR,2,SEA,8,6,75,67,1,20,8.4,11.2,0,0,0,0,0,0,15.7,15.7
12,Jarvis Landry,MIA,WR,1,PIT,14,11,78.6,102,0,17,7.3,9.3,0,0,0,0,0,0,15.7,15.7
15,DeAndre Hopkins,HOU,WR,1,OAK,9,5,55.6,67,1,38,7.4,13.4,0,0,0,0,0,0,15.2,15.2
16,Tavarres King,NYG,WR,1,GB,6,3,50,73,1,41,12.2,24.3,0,0,0,0,0,0,14.8,14.8
17,Mohamed Sanu,ATL,WR,3,GB,7,5,71.4,52,1,16,7.4,10.4,1,7,7,0,0,0,14.4,14.4
18,Antonio Brown,PIT,WR,2,KC,11,6,54.5,108,0,52,9.8,18,0,0,0,0,0,0,13.8,13.8
19,Andre Holmes,OAK,WR,1,HOU,5,4,80,50,1,20,10,12.5,0,0,0,0,0,0,13,13
20,Mohamed Sanu,ATL,WR,2,SEA,5,4,80,44,1,22,8.8,11,0,0,0,0,0,0,12.4,12.4
21,Paul Richardson,SEA,WR,1,DET,4,3,75,48,1,27,12,16,0,0,0,0,0,0,12.3,12.3
22,Chris Hogan,NE,WR,2,HOU,4,4,100,95,0,45,23.8,23.8,0,0,0,0,0,0,11.5,11.5
23,Julian Edelman,NE,WR,4,ATL,13,5,38.5,87,0,27,6.7,17.4,1,2,2,0,0,0,11.4,11.4
24,Randall Cobb,GB,WR,3,ATL,9,6,66.7,82,0,34,9.1,13.7,0,0,0,0,0,0,11.2,11.2
24,Antonio Brown,PIT,WR,3,NE,9,7,77.8,77,0,18,8.6,11,0,0,0,0,0,0,11.2,11.2
26,Cobi Hamilton,PIT,WR,3,NE,5,2,40,37,1,30,7.4,18.5,0,0,0,0,0,0,10.7,10.7
26,Julio Jones,ATL,WR,4,NE,4,4,100,87,0,27,21.8,21.8,0,0,0,0,0,0,10.7,10.7
26,Kenny Stills,MIA,WR,1,PIT,5,5,100,82,0,36,16.4,16.4,0,0,0,0,0,0,10.7,10.7
29,Paul Richardson,SEA,WR,2,ATL,5,4,80,83,0,40,16.6,20.8,0,0,0,0,0,0,10.3,10.3
30,Marvin Jones,DET,WR,1,SEA,7,4,57.1,81,0,30,11.6,20.2,0,0,0,0,0,0,10.1,10.1
30,Davante Adams,GB,WR,2,DAL,10,5,50,76,0,32,7.6,15.2,0,0,0,0,0,0,10.1,10.1
32,Malcolm Mitchell,NE,WR,4,ATL,7,6,85.7,70,0,18,10,11.7,0,0,0,0,0,0,10,10
33,Randall Cobb,GB,WR,2,DAL,8,7,87.5,62,0,25,7.8,8.9,0,0,0,0,0,0,9.7,9.7
34,DeAndre Hopkins,HOU,WR,2,NE,9,6,66.7,65,0,19,7.2,10.8,0,0,0,0,0,0,9.5,9.5
35,Davante Adams,GB,WR,3,ATL,3,3,100,16,1,8,5.3,5.3,0,0,0,0,0,0,9.1,9.1
35,Taylor Gabriel,ATL,WR,4,NE,5,3,60,76,0,35,15.2,25.3,0,0,0,0,0,0,9.1,9.1
35,Taylor Gabriel,ATL,WR,2,SEA,6,4,66.7,71,0,37,11.8,17.8,0,0,0,0,0,0,9.1,9.1
38,Terrance Williams,DAL,WR,2,GB,6,4,66.7,68,0,24,11.3,17,0,0,0,0,0,0,8.8,8.8
39,Sterling Shepard,NYG,WR,1,GB,9,4,44.4,63,0,26,7,15.8,0,0,0,0,0,0,8.3,8.3
40,Eli Rogers,PIT,WR,3,NE,10,7,70,66,0,19,6.6,9.4,0,0,0,0,1,1,8.1,8.1
41,Chris Hogan,NE,WR,4,ATL,7,4,57.1,57,0,18,8.1,14.2,0,0,0,0,0,0,7.7,7.7
