Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Kelvin Benjamin,CAR,WR,2,SEA,10,7,70,75,2,28,7.5,10.7,0,0,0,0,0,0,23,23
2,Terrance Williams,DAL,WR,1,DET,6,3,50,92,2,76,15.3,30.7,0,0,0,0,0,0,22.7,22.7
3,Danny Amendola,NE,WR,2,BAL,6,5,83.3,81,2,51,13.5,16.2,0,0,0,0,1,0,22.6,22.6
4,Julian Edelman,NE,WR,4,SEA,12,9,75,109,1,23,9.1,12.1,1,7,7,0,0,0,22.1,22.1
5,Davante Adams,GB,WR,2,DAL,11,7,63.6,117,1,46,10.6,16.7,0,0,0,0,0,0,21.2,21.2
6,Jermaine Kearse,SEA,WR,2,CAR,3,3,100,129,1,63,43,43,0,0,0,0,0,0,20.4,20.4
7,Chris Matthews,SEA,WR,4,NE,5,4,80,109,1,45,21.8,27.2,0,0,0,0,0,0,18.9,18.9
8,Golden Tate,DET,WR,1,DAL,9,6,66.7,89,1,51,9.9,14.8,0,0,0,0,0,0,17.9,17.9
9,Julian Edelman,NE,WR,2,BAL,14,8,57.1,74,0,13,5.3,9.2,0,0,0,0,1,0,17.4,17.44
10,Antonio Brown,PIT,WR,1,BAL,14,9,64.3,117,0,44,8.4,13,0,0,0,0,0,0,16.2,16.2
11,Randall Cobb,GB,WR,3,SEA,10,7,70,62,1,15,6.2,8.9,1,3,3,0,0,0,16,16
12,Randall Cobb,GB,WR,2,DAL,11,8,72.7,116,0,31,10.5,14.5,1,2,2,0,1,0,15.8,15.8
13,Julian Edelman,NE,WR,3,IND,11,9,81.8,98,0,23,8.9,10.9,1,12,12,0,1,0,15.5,15.5
14,Martavis Bryant,PIT,WR,1,BAL,9,5,55.6,61,1,22,6.8,12.2,1,6,6,0,0,0,15.2,15.2
15,Brandon LaFell,NE,WR,2,BAL,7,5,71.4,62,1,23,8.9,12.4,0,0,0,0,0,0,14.7,14.7
16,Demaryius Thomas,DEN,WR,2,IND,12,5,41.7,59,1,24,4.9,11.8,0,0,0,0,0,0,14.4,14.4
17,Danny Amendola,NE,WR,4,SEA,7,5,71.4,48,1,17,6.9,9.6,0,0,0,0,0,0,13.3,13.3
17,T.Y. Hilton,IND,WR,1,CIN,14,6,42.9,103,0,30,7.4,17.2,0,0,0,0,0,0,13.3,13.3
19,Donte Moncrief,IND,WR,1,CIN,3,3,100,54,1,36,18,18,0,0,0,0,0,0,12.9,12.9
20,Steve Smith,BAL,WR,1,PIT,7,5,71.4,101,0,40,14.4,20.2,0,0,0,0,0,0,12.6,12.6
