Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Calvin Johnson,DET,WR,1,NO,15,12,80,211,2,42,14.1,17.6,0,0,0,0,0,0,39.1,39.1
2,Hakeem Nicks,NYG,WR,2,GB,9,7,77.8,165,2,66,18.3,23.6,0,0,0,0,0,0,32,32
3,Demaryius Thomas,DEN,WR,1,PIT,7,4,57.1,204,1,80,29.1,51,0,0,0,0,0,0,28.4,28.4
4,Hakeem Nicks,NYG,WR,1,ATL,9,6,66.7,115,2,72,12.8,19.2,0,0,0,0,0,0,26.5,26.5
5,Marques Colston,NO,WR,2,SF,12,9,75,136,1,31,11.3,15.1,0,0,0,0,0,0,24.1,24.1
6,Victor Cruz,NYG,WR,3,SF,17,10,58.8,142,0,36,8.4,14.2,0,0,0,0,0,0,19.2,19.2
7,Robert Meachem,NO,WR,1,DET,8,4,50,111,1,56,13.9,27.8,0,0,0,0,0,0,19.1,19.1
8,Andre Johnson,HOU,WR,1,CIN,9,5,55.6,90,1,40,10,18,0,0,0,0,0,0,17.5,17.5
9,Deion Branch,NE,WR,2,DEN,4,3,75,85,1,61,21.2,28.3,0,0,0,0,0,0,16,16
10,Hakeem Nicks,NYG,WR,4,NE,13,10,76.9,109,0,19,8.4,10.9,0,0,0,0,1,0,15.9,15.9
11,Torrey Smith,BAL,WR,3,NE,5,3,60,82,1,42,16.4,27.3,0,0,0,0,0,0,15.7,15.7
12,Anquan Boldin,BAL,WR,2,HOU,8,4,50,73,1,28,9.1,18.2,0,0,0,0,0,0,15.3,15.3
13,Andre Johnson,HOU,WR,2,BAL,15,8,53.3,111,0,19,7.4,13.9,0,0,0,0,0,0,15.1,15.1
14,Mario Manningham,NYG,WR,1,ATL,5,4,80,68,1,27,13.6,17,0,0,0,0,0,0,14.8,14.8
15,Wes Welker,NE,WR,2,DEN,7,6,85.7,55,1,17,7.9,9.2,0,0,0,0,0,0,14.5,14.5
16,Devery Henderson,NO,WR,1,DET,2,2,100,64,1,41,32,32,1,4,4,0,0,0,13.8,13.8
17,Marques Colston,NO,WR,1,DET,7,7,100,120,0,40,17.1,17.1,0,0,0,0,1,1,13.5,13.5
18,Anquan Boldin,BAL,WR,3,NE,8,6,75,101,0,37,12.6,16.8,0,0,0,0,1,0,13.1,13.1
19,Eddie Royal,DEN,WR,1,PIT,7,3,42.9,49,1,30,7,16.3,0,0,0,0,0,0,12.4,12.4
20,Demaryius Thomas,DEN,WR,2,NE,10,6,60,93,0,41,9.3,15.5,0,0,0,0,0,0,12.3,12.3
21,Donald Driver,GB,WR,2,NYG,3,3,100,45,1,16,15,15,0,0,0,0,0,0,12,12
22,Wes Welker,NE,WR,4,NYG,8,7,87.5,60,0,19,7.5,8.6,2,21,10.5,0,0,0,11.6,11.6
23,Antonio Brown,PIT,WR,1,DEN,7,5,71.4,70,0,25,10,14,1,18,18,0,0,0,11.3,11.3
24,Julio Jones,ATL,WR,1,NYG,8,7,87.5,64,0,20,8,9.1,1,13,13,0,0,0,11.2,11.2
25,Emmanuel Sanders,PIT,WR,1,DEN,8,6,75,81,0,18,10.1,13.5,0,0,0,0,0,0,11.1,11.1
26,Mario Manningham,NYG,WR,2,GB,3,3,100,31,1,19,10.3,10.3,0,0,0,0,0,0,10.6,10.6
27,Michael Crabtree,SF,WR,2,NO,10,4,40,25,1,9,2.5,6.2,0,0,0,0,0,0,10.5,10.5
27,Victor Cruz,NYG,WR,4,NE,4,4,100,25,1,8,6.2,6.2,0,0,0,0,0,0,10.5,10.5
29,Mike Wallace,PIT,WR,1,DEN,10,3,30,26,0,17,2.6,8.7,1,1,1,1,0,0,10.2,10.2
30,Victor Cruz,NYG,WR,2,GB,5,5,100,74,0,18,14.8,14.8,0,0,0,0,0,0,9.9,9.9
31,Mario Manningham,NYG,WR,4,NE,9,5,55.6,73,0,38,8.1,14.6,0,0,0,0,0,0,9.8,9.8
32,Jerricho Cotchery,PIT,WR,1,DEN,2,1,50,31,1,31,15.5,31,0,0,0,0,0,0,9.6,9.6
33,Wes Welker,NE,WR,3,BAL,8,6,75,53,0,14,6.6,8.8,0,0,0,0,1,0,8.3,8.3
34,Mario Manningham,NYG,WR,3,SF,5,1,20,17,1,17,3.4,17,0,0,0,0,0,0,8.2,8.2
35,Hakeem Nicks,NYG,WR,3,SF,12,5,41.7,55,0,15,4.6,11,0,0,0,0,0,0,8,8
36,Roddy White,ATL,WR,1,NYG,12,5,41.7,52,0,21,4.3,10.4,0,0,0,0,0,0,7.7,7.7
37,Nate Burleson,DET,WR,1,NO,5,4,80,50,0,21,10,12.5,1,2,2,0,0,0,7.2,7.2
37,AJ Green,CIN,WR,1,HOU,12,5,41.7,47,0,21,3.9,9.4,0,0,0,0,0,0,7.2,7.2
39,Devery Henderson,NO,WR,2,SF,8,4,50,49,0,19,6.1,12.2,0,0,0,0,0,0,6.9,6.9
40,Titus Young,DET,WR,1,NO,10,4,40,33,0,15,3.3,8.2,1,8,8,0,0,0,6.1,6.1
41,Deion Branch,NE,WR,4,NYG,6,3,50,45,0,19,7.5,15,0,0,0,0,0,0,6,6
41,Greg Jennings,GB,WR,2,NYG,7,4,57.1,40,0,14,5.7,10,0,0,0,0,0,0,6,6
43,Jordy Nelson,GB,WR,2,NYG,7,3,42.9,39,0,17,5.6,13,0,0,0,0,0,0,5.4,5.4
43,Lee Evans,BAL,WR,3,NE,4,3,75,39,0,20,9.8,13,0,0,0,0,0,0,5.4,5.4
45,Randall Cobb,GB,WR,2,NYG,3,3,100,38,0,21,12.7,12.7,0,0,0,0,0,0,5.3,5.3
46,Jerome Simpson,CIN,WR,1,HOU,6,3,50,33,0,16,5.5,11,0,0,0,0,0,0,4.8,4.8
47,Victor Cruz,NYG,WR,1,ATL,5,2,40,28,0,22,5.6,14,0,0,0,0,0,0,3.8,3.8
48,Eddie Royal,DEN,WR,2,NE,8,2,25,25,0,15,3.1,12.5,1,1,1,0,0,0,3.6,3.6
49,Lee Evans,BAL,WR,2,HOU,1,1,100,30,0,30,30,30,0,0,0,0,0,0,3.5,3.5
49,Kevin Walter,HOU,WR,2,BAL,8,2,25,25,0,19,3.1,12.5,0,0,0,0,0,0,3.5,3.5
51,Ryan Whalen,CIN,WR,1,HOU,2,2,100,24,0,20,12,12,0,0,0,0,0,0,3.4,3.4
