Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Michael Thomas,NO,WR,2,PHI,16,12,75,171,1,42,10.7,14.2,0,0,0,0,0,0,29.1,29.1
2,Allen Robinson,CHI,WR,1,PHI,13,10,76.9,143,1,45,11,14.3,0,0,0,0,0,0,25.3,25.3
3,Keke Coutee,HOU,WR,1,IND,14,11,78.6,110,1,20,7.9,10,0,0,0,0,0,0,22.5,22.5
4,Tyreek Hill,KC,WR,2,IND,13,8,61.5,72,0,17,5.5,9,1,36,36,1,1,0,20.8,20.8
5,Julian Edelman,NE,WR,2,LAC,13,9,69.2,151,0,35,11.6,16.8,1,7,7,0,0,0,20.3,20.3
6,Julian Edelman,NE,WR,4,LAR,12,10,83.3,141,0,27,11.8,14.1,1,8,8,0,0,0,19.9,19.9
7,Amari Cooper,DAL,WR,2,LAR,9,6,66.7,65,1,29,7.2,10.8,0,0,0,0,1,0,17.5,17.5
8,Michael Crabtree,BAL,WR,1,LAC,4,2,50,38,2,31,9.5,19,0,0,0,0,0,0,16.8,16.8
9,Keenan Allen,LAC,WR,2,NE,6,2,33.3,75,1,43,12.5,37.5,0,0,0,0,0,0,16.5,16.5
10,Brandin Cooks,LAR,WR,4,NE,13,8,61.5,120,0,24,9.2,15,0,0,0,0,0,0,16,16
11,Michael Gallup,DAL,WR,2,LAR,9,6,66.7,119,0,44,13.2,19.8,0,0,0,0,0,0,14.9,14.9
12,Brandin Cooks,LAR,WR,3,NO,8,7,87.5,107,0,36,13.4,15.3,0,0,0,0,0,0,14.2,14.2
13,Amari Cooper,DAL,WR,1,SEA,9,7,77.8,106,0,34,11.8,15.1,0,0,0,0,0,0,14.1,14.1
