Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Amari Cooper,DAL,WR,14,PHI,13,10,76.9,217,3,75,16.7,21.7,0,0,0,0,0,0,44.7,44.7
2,Tyreek Hill,KC,WR,1,LAC,8,7,87.5,169,2,58,21.1,24.1,2,4,2,0,0,0,38.8,38.8
3,Tyreek Hill,KC,WR,11,LAR,14,10,71.4,215,2,73,15.4,21.5,0,0,0,0,0,0,38.5,38.5
4,Antonio Brown,PIT,WR,16,NO,19,14,73.7,185,2,28,9.7,13.2,0,0,0,0,0,0,37.5,37.5
5,Calvin Ridley,ATL,WR,3,NO,8,7,87.5,146,3,75,18.2,20.9,1,9,9,0,0,0,37,37
6,Tyreek Hill,KC,WR,6,NE,12,7,58.3,142,3,75,11.8,20.3,1,0,0,0,0,0,35.7,35.7
7,Amari Cooper,DAL,WR,12,WAS,9,8,88.9,180,2,90,20,22.5,0,0,0,0,0,0,34,34
7,DeAndre Hopkins,HOU,WR,15,NYJ,11,10,90.9,170,2,45,15.5,17,0,0,0,0,0,0,34,34
9,Michael Thomas,NO,WR,9,LAR,15,12,80,211,1,72,14.1,17.6,0,0,0,0,0,0,33.1,33.1
10,Mike Williams,LAC,WR,15,KC,9,7,77.8,76,2,38,8.4,10.9,1,19,19,1,0,0,33,33
11,Cooper Kupp,LAR,WR,4,MIN,11,9,81.8,162,2,70,14.7,18,0,0,0,0,0,0,32.7,32.7
12,T.Y. Hilton,IND,WR,11,TEN,9,9,100,155,2,68,17.2,17.2,0,0,0,0,0,0,32,32
13,Stefon Diggs,MIN,WR,2,GB,13,9,69.2,128,2,75,9.8,14.2,1,1,1,0,0,0,31.4,31.4
13,JuJu Smith-Schuster,PIT,WR,12,DEN,17,13,76.5,189,1,97,11.1,14.5,0,0,0,0,0,0,31.4,31.4
15,Davante Adams,GB,WR,6,SF,16,10,62.5,132,2,38,8.2,13.2,0,0,0,0,0,0,30.2,30.2
16,Albert Wilson,MIA,WR,6,CHI,9,6,66.7,155,2,75,17.2,25.8,1,-5,-5,0,0,0,30,30
16,Michael Thomas,NO,WR,1,TB,17,16,94.1,180,1,35,10.6,11.2,0,0,0,0,1,1,30,30
