season,week,team,totalDvoa,offDvoa,offRank,defDvoa,defRank,stDvoa,stRank,
2007,11,BUF,-5.30%,-8.20%,23,3.40%,18,6.20%,4,
2007,11,KC,-9.10%,-19.70%,29,-14.00%,5,-3.30%,25,
2007,11,HOU,-9.40%,-0.80%,19,10.60%,23,2.00%,12,
2007,11,DET,-12.20%,-4.10%,22,1.50%,15,-6.50%,31,
2007,11,BAL,-12.60%,-22.40%,31,-13.80%,6,-3.90%,27,
2007,11,NO,-17.80%,3.70%,14,17.60%,31,-3.90%,26,
2007,11,MIA,-18.30%,-0.60%,18,15.40%,28,-2.20%,19,
2007,11,CHI,-18.50%,-20.90%,30,3.70%,20,6.20%,5,
2007,11,NYJ,-20.10%,-3.40%,21,23.10%,32,6.40%,3,
2007,11,ATL,-23.00%,-14.60%,26,6.00%,22,-2.40%,20,
2007,11,CAR,-24.50%,-11.50%,24,5.50%,21,-7.50%,32,
2007,11,STL,-34.20%,-19.00%,28,12.00%,25,-3.20%,24,
2007,11,OAK,-34.30%,-18.60%,27,13.20%,26,-2.50%,21,
2007,11,SF,-51.60%,-39.90%,32,16.30%,30,4.60%,8,
2007,12,NE,71.30%,49.90%,1,-15.90%,2,5.50%,4,
2007,12,DAL,39.30%,29.00%,2,-10.50%,6,-0.20%,15,
2007,12,IND,33.60%,25.20%,3,-14.10%,3,-5.70%,31,
2007,12,GB,29.50%,22.70%,4,-4.40%,12,2.50%,11,
2007,12,PIT,24.50%,3.30%,14,-23.70%,1,-2.50%,20,
2007,12,TB,19.50%,13.00%,8,-8.10%,8,-1.60%,16,
2007,12,SD,15.40%,5.70%,11,-2.00%,14,7.60%,3,
2007,12,JAC,14.00%,12.50%,9,2.80%,18,4.40%,9,
2007,12,SEA,13.30%,0.90%,16,-6.90%,10,5.40%,6,
2007,12,MIN,9.60%,3.60%,13,-3.40%,13,2.60%,10,
2007,12,NYG,7.60%,2.50%,15,-7.20%,9,-2.10%,19,
2007,12,PHI,7.50%,14.90%,6,2.30%,16,-5.10%,29,
2007,12,CLE,6.20%,13.80%,7,15.40%,30,7.90%,2,
2007,12,WAS,6.20%,-2.00%,21,-6.40%,11,1.80%,12,
2007,12,CIN,3.50%,16.00%,5,12.30%,27,-0.20%,14,
2007,12,DEN,-3.70%,8.50%,10,8.80%,23,-3.40%,25,
2007,12,TEN,-5.80%,-12.90%,24,-11.30%,5,-4.20%,28,
2007,12,ARI,-7.40%,-1.60%,19,2.40%,17,-3.40%,24,
2007,12,BUF,-7.80%,-7.50%,23,5.50%,19,5.20%,8,
2007,12,HOU,-10.80%,-1.50%,18,10.70%,25,1.50%,13,
2007,12,NO,-11.30%,5.20%,12,12.90%,29,-3.60%,26,
2007,12,DET,-12.00%,-1.20%,17,5.70%,20,-5.10%,30,
2007,12,KC,-12.20%,-18.80%,28,-9.90%,7,-3.30%,22,
2007,12,BAL,-13.00%,-21.10%,29,-11.60%,4,-3.40%,23,
2007,12,CHI,-13.20%,-21.80%,30,1.00%,15,9.60%,1,
2007,12,MIA,-16.20%,-1.70%,20,11.90%,26,-2.60%,21,
2007,12,NYJ,-22.00%,-6.00%,22,21.40%,32,5.40%,5,
2007,12,ATL,-22.50%,-14.20%,25,6.50%,21,-1.80%,18,
2007,12,OAK,-28.70%,-14.50%,26,12.60%,28,-1.60%,17,
2007,12,CAR,-31.50%,-17.30%,27,7.20%,22,-7.00%,32,
2007,12,STL,-36.60%,-22.80%,31,10.10%,24,-3.70%,27,
2007,12,SF,-42.50%,-31.30%,32,16.60%,31,5.40%,7,
2007,13,NE,61.40%,47.00%,1,-9.70%,8,4.70%,7,
2007,13,DAL,41.90%,31.00%,2,-10.00%,7,0.90%,14,
2007,13,IND,31.10%,25.60%,3,-10.60%,6,-5.10%,30,
2007,13,PIT,25.10%,3.30%,14,-24.10%,1,-2.20%,21,
2007,13,GB,24.90%,21.70%,4,-0.60%,15,2.50%,11,
2007,13,TB,19.40%,13.10%,8,-8.10%,9,-1.80%,18,
2007,13,SD,16.40%,5.40%,13,-4.80%,10,6.20%,3,
2007,13,JAC,15.80%,15.30%,6,3.30%,19,3.70%,9,
2007,13,MIN,15.20%,7.60%,10,-3.90%,12,3.80%,8,
2007,13,SEA,15.10%,1.20%,15,-11.10%,4,2.80%,10,
2007,13,CLE,7.10%,13.50%,7,13.70%,30,7.30%,2,
2007,13,CIN,5.60%,16.40%,5,10.10%,25,-0.70%,15,
2007,13,PHI,3.40%,9.60%,9,2.60%,17,-3.60%,27,
2007,13,WAS,1.10%,-4.20%,20,-3.30%,13,2.00%,12,
2007,13,NYG,1.00%,-0.70%,16,-4.00%,11,-2.30%,22,
2007,13,TEN,-2.80%,-10.40%,24,-11.50%,3,-3.90%,28,
2007,13,BAL,-3.30%,-15.00%,27,-14.40%,2,-2.70%,23,
2007,13,BUF,-4.30%,-5.30%,21,4.30%,20,5.30%,5,
2007,13,ARI,-6.40%,-2.10%,18,1.20%,16,-3.10%,24,
2007,13,DEN,-7.90%,5.50%,12,10.00%,24,-3.40%,26,
2007,13,CHI,-8.90%,-19.40%,30,-1.50%,14,9.00%,1,
2007,13,NO,-10.10%,5.80%,11,12.70%,27,-3.20%,25,
2007,13,KC,-11.70%,-20.60%,31,-10.80%,5,-1.90%,19,
2007,13,HOU,-12.70%,-1.10%,17,13.20%,28,1.60%,13,
2007,13,NYJ,-16.40%,-6.30%,22,15.30%,32,5.30%,6,
2007,13,DET,-17.20%,-2.50%,19,9.10%,21,-5.60%,31,
2007,13,OAK,-23.90%,-12.70%,25,9.80%,23,-1.40%,17,
2007,13,ATL,-24.70%,-14.10%,26,9.60%,22,-1.00%,16,
2007,13,MIA,-25.10%,-9.60%,23,13.50%,29,-2.00%,20,
2007,13,CAR,-27.70%,-17.80%,28,2.80%,18,-7.20%,32,
2007,13,STL,-32.30%,-18.10%,29,10.20%,26,-3.90%,29,
2007,13,SF,-44.70%,-34.80%,32,15.30%,31,5.40%,4,
2007,14,NE,60.50%,48.20%,1,-7.90%,7,4.40%,7,
2007,14,DAL,38.00%,30.30%,2,-7.00%,8,0.80%,13,
2007,14,IND,36.00%,29.20%,3,-13.10%,3,-6.20%,31,
2007,14,GB,27.30%,21.80%,4,-1.90%,15,3.60%,10,
2007,14,PIT,24.10%,4.80%,13,-21.30%,1,-2.10%,20,
2007,14,JAC,20.40%,16.50%,5,-0.20%,16,3.70%,8,
2007,14,TB,17.50%,12.20%,8,-7.90%,6,-2.60%,22,
2007,14,SD,16.40%,4.20%,14,-6.30%,9,5.90%,3,
2007,14,SEA,16.20%,3.70%,15,-10.00%,5,2.50%,12,
2007,14,MIN,14.70%,6.30%,12,-4.80%,10,3.60%,9,
2007,14,CLE,7.30%,12.50%,7,12.30%,27,7.10%,2,
2007,14,CIN,5.90%,13.40%,6,8.20%,22,0.70%,14,
2007,14,PHI,3.40%,9.40%,10,2.30%,17,-3.70%,28,
2007,14,DEN,2.40%,11.50%,9,5.90%,21,-3.20%,24,
2007,14,WAS,0.40%,-4.00%,21,-3.70%,12,0.70%,15,
2007,14,NYG,0.10%,-1.80%,19,-3.40%,13,-1.50%,17,
2007,14,BUF,0.00%,-2.60%,20,2.50%,18,5.10%,6,
2007,14,TEN,-0.30%,-9.80%,23,-13.10%,2,-3.70%,27,
2007,14,NO,-6.40%,9.00%,11,12.40%,28,-2.90%,23,
2007,14,BAL,-8.00%,-16.50%,27,-10.20%,4,-1.70%,18,
2007,14,CHI,-9.10%,-19.20%,28,-2.00%,14,8.10%,1,
2007,14,ARI,-9.40%,-1.80%,18,4.20%,20,-3.50%,25,
2007,14,HOU,-9.50%,0.00%,17,12.00%,26,2.50%,11,
2007,14,DET,-13.10%,1.60%,16,8.90%,23,-5.80%,30,
2007,14,NYJ,-19.20%,-8.80%,22,15.50%,31,5.10%,5,
2007,14,KC,-19.70%,-22.60%,31,-4.70%,11,-1.80%,19,
2007,14,ATL,-26.40%,-13.90%,26,12.60%,29,0.10%,16,
2007,14,OAK,-27.10%,-13.00%,25,10.50%,25,-3.60%,26,
2007,14,CAR,-29.70%,-20.30%,29,3.00%,19,-6.40%,32,
2007,14,MIA,-31.70%,-12.60%,24,16.70%,32,-2.50%,21,
2007,14,STL,-34.50%,-20.50%,30,9.60%,24,-4.40%,29,
2007,14,SF,-44.80%,-35.80%,32,14.90%,30,5.90%,4,
2007,15,NE,56.00%,44.20%,1,-8.80%,5,2.90%,8,
2007,15,IND,35.40%,27.20%,2,-13.20%,2,-5.00%,29,
2007,15,DAL,31.10%,23.70%,3,-6.50%,9,0.90%,13,
2007,15,GB,26.90%,20.40%,4,-1.10%,17,5.40%,5,
2007,15,JAC,23.20%,18.60%,5,-2.00%,14,2.70%,10,
2007,15,TB,22.70%,11.00%,9,-12.00%,3,-0.40%,16,
2007,15,SD,21.00%,6.20%,12,-8.60%,7,6.20%,2,
2007,15,PIT,20.10%,3.30%,15,-18.50%,1,-1.70%,17,
2007,15,SEA,14.80%,3.90%,14,-8.70%,6,2.20%,12,
2007,15,MIN,12.20%,4.80%,13,-4.60%,10,2.70%,9,
2007,15,PHI,7.70%,8.60%,11,-3.40%,12,-4.40%,28,
2007,15,CLE,6.80%,11.60%,8,11.00%,26,6.20%,3,
2007,15,TEN,2.60%,-5.90%,22,-11.10%,4,-2.50%,22,
2007,15,WAS,1.60%,-2.70%,18,-3.90%,11,0.40%,14,
2007,15,CIN,0.40%,12.50%,6,12.20%,29,0.00%,15,
2007,15,DEN,-1.20%,10.00%,10,8.00%,22,-3.10%,25,
2007,15,NO,-2.50%,12.40%,7,11.40%,28,-3.50%,26,
2007,15,NYG,-3.40%,-2.90%,20,-1.40%,16,-1.90%,18,
2007,15,BUF,-4.10%,-5.10%,21,3.20%,19,4.10%,6,
2007,15,HOU,-4.40%,2.90%,16,9.80%,24,2.50%,11,
2007,15,CHI,-10.10%,-20.10%,31,-2.30%,13,7.70%,1,
2007,15,BAL,-11.50%,-15.60%,26,-6.80%,8,-2.70%,23,
2007,15,ARI,-11.60%,-2.80%,19,6.00%,20,-2.80%,24,
2007,15,DET,-17.50%,-0.10%,17,11.10%,27,-6.30%,31,
2007,15,KC,-19.80%,-19.30%,29,-1.90%,15,-2.40%,21,
2007,15,NYJ,-20.20%,-11.20%,24,12.40%,30,3.40%,7,
2007,15,OAK,-24.00%,-13.10%,25,6.60%,21,-4.30%,27,
2007,15,CAR,-25.50%,-17.70%,28,1.60%,18,-6.20%,30,
2007,15,ATL,-28.10%,-16.30%,27,9.80%,25,-1.90%,19,
2007,15,MIA,-31.40%,-9.90%,23,19.30%,32,-2.20%,20,
2007,15,STL,-34.80%,-20.00%,30,8.20%,23,-6.60%,32,
2007,15,SF,-39.90%,-30.60%,32,14.90%,31,5.60%,4,
2007,16,NE,54.30%,41.80%,1,-8.90%,7,3.50%,7,
2007,16,IND,36.80%,29.20%,2,-12.40%,2,-4.90%,30,
2007,16,DAL,29.30%,22.90%,3,-6.40%,8,0.00%,15,
2007,16,JAC,29.20%,20.20%,4,-5.40%,11,3.60%,5,
2007,16,SD,22.70%,5.60%,13,-11.10%,5,6.00%,3,
2007,16,TB,20.20%,8.30%,9,-12.40%,3,-0.50%,16,
2007,16,PIT,19.20%,6.50%,12,-14.50%,1,-1.80%,19,
2007,16,GB,18.20%,16.00%,5,0.10%,17,2.40%,11,
2007,16,SEA,16.50%,4.30%,15,-9.40%,6,2.90%,8,
2007,16,PHI,9.00%,10.30%,7,-3.10%,14,-4.50%,28,
2007,16,MIN,8.00%,4.90%,14,-0.90%,16,2.20%,12,
2007,16,CLE,4.80%,7.80%,10,8.70%,22,5.70%,4,
2007,16,TEN,4.10%,-6.20%,21,-12.30%,4,-2.00%,20,
2007,16,WAS,3.80%,0.30%,17,-3.50%,13,0.10%,14,
2007,16,CIN,1.20%,10.20%,8,9.00%,23,0.10%,13,
2007,16,NYG,-1.90%,-4.60%,20,-4.30%,12,-1.60%,18,
2007,16,NO,-3.10%,12.70%,6,13.10%,31,-2.70%,23,
2007,16,DEN,-4.00%,6.60%,11,7.70%,21,-2.90%,25,
2007,16,BUF,-4.50%,-6.90%,22,1.10%,19,3.50%,6,
2007,16,CHI,-6.00%,-19.10%,31,-5.60%,10,7.50%,1,
2007,16,HOU,-6.10%,3.90%,16,12.70%,30,2.70%,10,
2007,16,BAL,-11.10%,-14.70%,26,-6.30%,9,-2.80%,24,
2007,16,ARI,-11.20%,-1.10%,18,7.60%,20,-2.60%,22,
2007,16,DET,-18.50%,-1.20%,19,12.50%,29,-4.80%,29,
2007,16,KC,-19.50%,-17.80%,29,-1.40%,15,-3.00%,26,
2007,16,NYJ,-20.40%,-11.60%,24,11.60%,27,2.80%,9,
2007,16,CAR,-24.00%,-17.80%,30,0.90%,18,-5.20%,31,
2007,16,ATL,-26.90%,-14.20%,25,11.30%,26,-1.30%,17,
2007,16,MIA,-28.80%,-10.00%,23,16.40%,32,-2.50%,21,
2007,16,OAK,-30.10%,-16.50%,27,9.30%,24,-4.30%,27,
2007,16,STL,-33.20%,-16.60%,28,10.90%,25,-5.60%,32,
2007,16,SF,-35.80%,-29.80%,32,12.10%,28,6.10%,2,
2007,17,NE,51.80%,42.80%,1,-6.10%,8,2.90%,7,
2007,17,IND,33.00%,28.30%,2,-10.80%,3,-6.10%,32,
2007,17,DAL,23.90%,19.00%,4,-5.80%,10,-0.90%,18,
2007,17,JAC,23.70%,20.80%,3,-3.30%,12,-0.40%,15,
2007,17,GB,21.00%,17.30%,5,-1.30%,15,2.40%,8,
2007,17,SD,18.90%,4.80%,15,-9.80%,5,4.20%,4,
2007,17,TB,17.80%,7.70%,10,-10.20%,4,-0.10%,12,
2007,17,PIT,17.50%,6.80%,12,-12.30%,2,-1.70%,21,
2007,17,SEA,11.70%,5.60%,14,-5.40%,11,0.70%,11,
2007,17,TEN,8.80%,-4.00%,21,-13.50%,1,-0.60%,17,
2007,17,PHI,7.70%,10.20%,8,-3.20%,13,-5.70%,31,
2007,17,WAS,7.70%,1.00%,17,-7.20%,6,-0.50%,16,
2007,17,CLE,5.80%,6.90%,11,7.60%,22,6.60%,2,
2007,17,MIN,4.90%,3.40%,16,0.20%,18,1.70%,9,
2007,17,CIN,-0.10%,11.00%,6,10.10%,24,-0.90%,19,
2007,17,NYG,-0.60%,-2.50%,19,-2.90%,14,-1.00%,20,
2007,17,HOU,-2.10%,5.70%,13,13.30%,30,5.50%,3,
2007,17,DEN,-3.20%,7.80%,9,6.30%,21,-4.80%,28,
2007,17,BUF,-3.80%,-7.60%,22,0.10%,17,3.90%,6,
2007,17,CHI,-4.40%,-20.40%,31,-6.90%,7,9.10%,1,
2007,17,NO,-5.10%,10.30%,7,11.40%,27,-3.90%,26,
2007,17,BAL,-7.00%,-12.80%,26,-6.10%,9,-0.30%,13,
2007,17,ARI,-10.10%,-0.80%,18,5.40%,20,-3.90%,25,
2007,17,DET,-19.90%,-2.70%,20,13.90%,31,-3.30%,23,
2007,17,NYJ,-20.80%,-10.80%,25,10.90%,25,0.90%,10,
2007,17,KC,-21.20%,-18.00%,29,-0.50%,16,-3.70%,24,
2007,17,CAR,-21.30%,-15.20%,27,0.70%,19,-5.40%,30,
2007,17,ATL,-23.10%,-10.70%,24,12.10%,29,-0.40%,14,
2007,17,MIA,-28.10%,-8.80%,23,16.70%,32,-2.70%,22,
2007,17,OAK,-28.70%,-15.40%,28,8.30%,23,-5.00%,29,
2007,17,STL,-33.90%,-18.70%,30,11.00%,26,-4.30%,27,
2007,17,SF,-38.00%,-30.50%,32,11.50%,28,4.10%,5,
2007,18,NE,40.40%,39.50%,1,0.90%,18,1.80%,11,
2007,18,JAC,32.00%,24.70%,2,-8.70%,3,-1.40%,18,
2007,18,SD,27.90%,8.20%,11,-14.50%,1,5.30%,4,
2007,18,IND,21.20%,20.00%,3,-7.70%,6,-6.50%,31,
2007,18,GB,17.50%,17.70%,4,2.60%,20,2.40%,8,
2007,18,CLE,15.40%,7.70%,14,-0.80%,17,6.90%,2,
2007,18,DAL,14.50%,10.90%,6,-4.40%,11,-0.90%,16,
2007,18,SEA,14.20%,8.60%,10,-7.70%,5,-2.10%,21,
2007,18,CHI,10.20%,-12.80%,25,-12.00%,2,11.00%,1,
2007,18,WAS,9.30%,4.00%,15,-6.10%,8,-0.90%,15,
2007,18,PHI,8.20%,10.00%,8,-5.20%,10,-7.00%,32,
2007,18,MIN,7.80%,7.70%,13,1.20%,19,1.30%,12,
2007,18,TB,7.60%,1.90%,16,-6.90%,7,-1.30%,17,
2007,18,PIT,5.80%,1.30%,17,-8.30%,4,-3.70%,27,
2007,18,NO,4.60%,16.30%,5,9.20%,26,-2.60%,22,
2007,18,HOU,2.60%,10.90%,7,13.60%,30,5.30%,3,
2007,18,CIN,2.50%,9.60%,9,10.40%,28,3.30%,6,
2007,18,TEN,2.20%,-4.10%,19,-5.30%,9,1.00%,13,
2007,18,DEN,1.70%,7.80%,12,4.20%,21,-1.90%,20,
2007,18,BUF,1.30%,-4.50%,20,-3.90%,12,1.90%,10,
2007,18,NYG,0.70%,-5.60%,22,-3.60%,13,2.70%,7,
2007,18,NYJ,-11.70%,-13.60%,26,-1.90%,15,-0.10%,14,
2007,18,ARI,-12.00%,-1.40%,18,5.90%,22,-4.60%,29,
2007,18,BAL,-14.40%,-12.00%,23,-1.00%,16,-3.30%,25,
2007,18,CAR,-21.30%,-19.30%,31,-2.20%,14,-4.20%,28,
2007,18,ATL,-25.00%,-12.30%,24,14.70%,31,2.00%,9,
2007,18,OAK,-26.10%,-16.20%,28,6.20%,23,-3.70%,26,
2007,18,DET,-26.30%,-4.60%,21,19.00%,32,-2.80%,23,
2007,18,KC,-27.50%,-19.00%,30,6.60%,24,-1.80%,19,
2007,18,SF,-30.20%,-25.80%,32,9.60%,27,5.20%,5,
2007,18,MIA,-30.40%,-15.80%,27,11.80%,29,-2.90%,24,
2007,18,STL,-31.50%,-17.30%,29,8.20%,25,-6.00%,30,
2007,19,NE,48.40%,40.10%,1,-6.40%,8,2.00%,11,
2007,19,GB,27.30%,22.40%,3,-2.40%,15,2.60%,8,
2007,19,JAC,26.90%,25.20%,2,-3.30%,12,-1.60%,18,
2007,19,SD,25.40%,11.10%,8,-9.90%,3,4.40%,5,
2007,19,IND,23.40%,21.30%,4,-7.90%,4,-5.80%,30,
2007,19,DAL,15.10%,12.30%,6,-4.10%,10,-1.20%,16,
2007,19,WAS,11.10%,4.50%,15,-7.60%,6,-1.00%,15,
2007,19,PIT,10.40%,0.80%,16,-13.60%,1,-4.00%,26,
2007,19,TEN,10.10%,-3.50%,20,-12.50%,2,1.10%,13,
2007,19,MIN,10.00%,8.80%,11,0.20%,18,1.50%,12,
2007,19,SEA,9.00%,7.80%,13,-3.30%,11,-2.10%,21,
2007,19,CLE,8.30%,8.10%,12,7.60%,22,7.70%,2,
2007,19,TB,6.90%,0.70%,17,-7.60%,5,-1.40%,17,
2007,19,HOU,4.90%,12.30%,7,13.30%,30,6.00%,3,
2007,19,PHI,4.60%,9.30%,10,-3.20%,13,-7.80%,32,
2007,19,NO,4.10%,18.40%,5,11.40%,27,-2.80%,22,
2007,19,CHI,3.70%,-15.60%,27,-6.90%,7,12.30%,1,
2007,19,NYG,3.40%,-3.20%,19,-2.80%,14,3.80%,6,
2007,19,CIN,3.20%,9.70%,9,10.10%,24,3.60%,7,
2007,19,BUF,-1.90%,-3.90%,21,0.10%,17,2.10%,10,
2007,19,DEN,-1.90%,6.40%,14,6.30%,21,-2.00%,20,
2007,19,BAL,-9.70%,-12.20%,24,-6.10%,9,-3.60%,25,
2007,19,ARI,-10.80%,-0.50%,18,5.40%,20,-4.90%,29,
2007,19,ATL,-19.80%,-9.90%,23,12.10%,29,2.20%,9,
2007,19,KC,-21.40%,-20.00%,31,-0.50%,16,-1.90%,19,
2007,19,DET,-22.30%,-5.40%,22,13.90%,31,-3.00%,23,
2007,19,CAR,-24.80%,-19.40%,30,0.70%,19,-4.60%,28,
2007,19,NYJ,-25.60%,-14.60%,25,10.90%,25,-0.10%,14,
2007,19,OAK,-27.90%,-15.60%,26,8.30%,23,-4.10%,27,
2007,19,SF,-31.00%,-25.10%,32,11.50%,28,5.60%,4,
2007,19,STL,-33.50%,-15.90%,28,11.00%,26,-6.70%,31,
2007,19,MIA,-38.30%,-18.30%,29,16.70%,32,-3.20%,24,
2008,0,NE,40.00%,39.80%,1,4.20%,20,4.40%,3,
2008,0,PHI,32.30%,24.80%,3,-9.00%,5,-1.50%,24,
2008,0,GB,31.50%,11.60%,8,-17.50%,2,2.40%,6,
2008,0,SD,25.50%,20.20%,4,-2.60%,13,2.60%,5,
2008,0,MIN,22.50%,11.60%,7,-8.60%,7,2.30%,7,
2008,0,IND,21.70%,28.90%,2,2.50%,18,-4.60%,32,
2008,0,SEA,19.30%,16.10%,6,-3.00%,12,0.20%,17,
2008,0,TB,18.80%,6.70%,11,-9.90%,4,2.20%,8,
2008,0,JAC,16.00%,19.40%,5,5.40%,22,2.10%,9,
2008,0,DAL,10.70%,4.60%,12,-6.20%,8,-0.10%,19,
2008,0,PIT,5.60%,-9.40%,24,-13.70%,3,1.30%,12,
2008,0,NYG,5.20%,11.40%,9,6.60%,24,0.40%,16,
2008,0,BAL,3.10%,-25.50%,31,-24.10%,1,4.60%,2,
2008,0,CAR,2.90%,0.40%,16,-5.50%,9,-3.00%,29,
2008,0,HOU,1.20%,-0.30%,17,0.20%,15,1.70%,10,
2008,0,DEN,1.10%,0.80%,13,-3.30%,11,-3.10%,30,
2008,0,NO,-0.40%,0.80%,14,-0.50%,14,-1.70%,26,
2008,0,ARI,-2.20%,-9.70%,25,-8.80%,6,-1.30%,22,
2008,0,CHI,-3.00%,-9.90%,26,1.60%,16,8.50%,1,
2008,0,CIN,-3.00%,8.50%,10,12.10%,27,0.60%,15,
2008,0,TEN,-3.80%,0.60%,15,3.00%,19,-1.40%,23,
2008,0,NYJ,-5.90%,-4.50%,20,2.20%,17,0.80%,14,
2008,0,WAS,-10.30%,-15.00%,29,-4.60%,10,0.10%,18,
2008,0,CLE,-14.20%,-8.00%,22,4.60%,21,-1.60%,25,
2008,0,BUF,-15.60%,-9.40%,23,10.60%,26,4.30%,4,
2008,0,KC,-17.60%,-10.50%,27,5.80%,23,-1.30%,21,
2008,0,MIA,-22.30%,-3.70%,19,16.60%,30,-1.90%,28,
2008,0,DET,-22.70%,-7.40%,21,13.40%,28,-1.90%,27,
2008,0,OAK,-24.80%,-2.50%,18,17.90%,32,-4.30%,31,
2008,0,STL,-28.40%,-18.00%,30,9.50%,25,-0.90%,20,
2008,0,SF,-28.80%,-13.50%,28,16.80%,31,1.40%,11,
2008,0,ATL,-41.70%,-27.70%,32,15.20%,29,1.20%,13,
2008,1,PHI,110.10%,62.60%,4,-36.00%,4,11.40%,3,
2008,1,ATL,81.50%,96.90%,1,19.80%,25,4.50%,13,
2008,1,DEN,81.00%,72.60%,2,-12.00%,12,-3.50%,23,
2008,1,DAL,72.80%,65.10%,3,-13.90%,11,-6.20%,26,
2008,1,BUF,71.00%,15.10%,14,-39.20%,3,16.70%,2,
2008,1,BAL,69.60%,13.60%,15,-58.00%,1,-2.00%,21,
2008,1,PIT,59.00%,32.20%,5,-22.10%,6,4.80%,12,
2008,1,NE,40.80%,16.90%,11,-19.90%,7,3.90%,14,
2008,1,NYG,32.30%,16.40%,13,-16.20%,10,-0.30%,17,
2008,1,ARI,31.00%,4.80%,20,-25.80%,5,0.40%,16,
2008,1,GB,29.10%,17.30%,10,6.10%,14,17.90%,1,
2008,1,CHI,16.40%,16.80%,12,6.30%,16,6.00%,9,
2008,1,SD,13.00%,24.70%,6,18.20%,24,6.40%,6,
2008,1,NYJ,12.20%,6.10%,18,-16.60%,9,-10.50%,29,
2008,1,TEN,10.30%,-17.50%,25,-45.50%,2,-17.70%,30,
2008,1,NO,8.40%,23.10%,7,7.90%,17,-6.80%,27,
2008,1,CAR,-0.10%,18.20%,9,24.70%,27,6.40%,7,
2008,1,TB,-8.20%,7.90%,16,23.10%,26,7.00%,5,
2008,1,IND,-15.30%,6.30%,17,16.80%,21,-4.80%,24,
2008,1,JAC,-22.30%,-45.50%,31,-17.50%,8,5.70%,10,
2008,1,SF,-24.40%,-25.80%,28,4.80%,13,6.20%,8,
2008,1,MIN,-29.70%,6.10%,19,17.30%,23,-18.50%,31,
2008,1,MIA,-32.80%,-16.60%,24,6.10%,15,-10.10%,28,
2008,1,WAS,-33.20%,-16.20%,23,16.40%,20,-0.60%,19,
2008,1,KC,-37.20%,-19.90%,26,16.90%,22,-0.40%,18,
2008,1,HOU,-59.60%,-22.10%,27,32.20%,28,-5.30%,25,
2008,1,CIN,-71.00%,-58.00%,32,13.60%,18,0.60%,15,
2008,1,CLE,-73.80%,-13.90%,22,65.10%,30,5.20%,11,
2008,1,SEA,-74.80%,-39.20%,30,15.10%,19,-20.50%,32,
2008,1,OAK,-76.70%,-12.00%,21,72.60%,31,7.90%,4,
2008,1,DET,-78.40%,19.80%,8,96.90%,32,-1.30%,20,
2008,1,STL,-101.70%,-36.00%,29,62.60%,29,-3.10%,22,
2008,2,NYG,70.00%,36.70%,4,-27.40%,3,5.90%,8,
2008,2,BAL,69.60%,13.60%,12,-58.00%,1,-2.00%,22,
2008,2,BUF,56.10%,19.80%,7,-26.30%,5,10.00%,3,
2008,2,DAL,50.40%,48.90%,2,3.30%,16,4.80%,10,
2008,2,PIT,47.40%,18.80%,8,-26.60%,4,2.00%,14,
2008,2,GB,43.30%,28.30%,6,-7.10%,9,7.90%,6,
2008,2,ARI,42.60%,18.40%,9,-22.00%,6,2.20%,13,
2008,2,PHI,40.10%,40.00%,3,0.10%,14,0.20%,17,
2008,2,NE,37.70%,15.70%,10,-13.80%,8,8.20%,5,
2008,2,TB,34.40%,10.00%,14,-20.30%,7,4.10%,12,
2008,2,TEN,31.30%,-2.70%,22,-47.50%,2,-13.50%,31,
2008,2,DEN,30.40%,51.50%,1,10.80%,22,-10.30%,29,
2008,2,SD,15.70%,31.00%,5,28.10%,28,12.80%,1,
2008,2,CHI,8.50%,0.70%,17,-6.30%,10,1.50%,15,
2008,2,WAS,1.60%,15.40%,11,-0.30%,13,-14.10%,32,
2008,2,OAK,-0.60%,-0.30%,20,10.00%,21,9.70%,4,
2008,2,ATL,-1.70%,10.40%,13,16.40%,25,4.30%,11,
2008,2,MIN,-1.70%,0.40%,18,-5.80%,11,-7.90%,28,
2008,2,CAR,-2.00%,1.40%,15,3.40%,17,0.00%,18,
2008,2,NYJ,-8.70%,1.00%,16,-1.60%,12,-11.20%,30,
2008,2,SF,-13.80%,-12.70%,24,0.50%,15,-0.60%,19,
2008,2,IND,-17.50%,-7.40%,23,5.10%,19,-5.00%,23,
2008,2,NO,-18.00%,0.30%,19,25.40%,27,7.20%,7,
2008,2,JAC,-27.30%,-28.80%,29,3.40%,18,5.00%,9,
2008,2,SEA,-32.70%,-19.60%,26,5.70%,20,-7.50%,27,
2008,2,MIA,-45.30%,-18.00%,25,21.30%,26,-6.10%,26,
2008,2,CLE,-48.30%,-23.50%,28,37.20%,30,12.40%,2,
2008,2,KC,-52.50%,-37.30%,30,14.00%,24,-1.30%,21,
2008,2,HOU,-59.60%,-22.10%,27,32.20%,29,-5.30%,24,
2008,2,DET,-64.10%,-2.60%,21,63.00%,32,1.50%,16,
2008,2,CIN,-70.80%,-53.20%,32,11.60%,23,-5.90%,25,
2008,2,STL,-101.60%,-37.90%,31,62.80%,31,-0.90%,20,
2008,3,BAL,73.50%,10.90%,13,-64.30%,1,-1.80%,23,
2008,3,NYG,52.70%,35.20%,2,-12.90%,6,4.60%,7,
2008,3,PHI,45.40%,21.40%,7,-20.60%,5,3.40%,10,
2008,3,TEN,44.20%,4.50%,15,-48.50%,2,-8.70%,31,
