season,week,team,totalDvoa,offDvoa,offRank,defDvoa,defRank,stDvoa,stRank,
2007,0,NE,31.90%,25.70%,1,-5.10%,9,1.10%,7,
2007,0,PHI,26.00%,22.20%,3,-3.90%,12,-0.10%,18,
2007,0,JAC,24.70%,8.20%,6,-16.60%,1,-0.10%,19,
2007,0,BAL,12.00%,6.00%,11,-6.50%,7,-0.50%,22,
2007,0,WAS,11.20%,-1.80%,15,-11.50%,4,1.50%,3,
2007,0,TB,10.50%,2.90%,14,-7.50%,5,0.10%,17,
2007,0,CAR,10.50%,-2.80%,17,-12.00%,3,1.30%,5,
2007,0,PIT,10.20%,-3.50%,19,-14.90%,2,-1.20%,26,
2007,0,SD,8.80%,18.40%,4,10.80%,29,1.20%,6,
2007,0,NYJ,7.80%,7.80%,7,0.40%,19,0.40%,12,
2007,0,IND,7.00%,22.80%,2,15.20%,32,-0.60%,23,
2007,0,GB,5.70%,5.00%,12,-5.90%,8,-5.20%,32,
2007,0,CHI,3.80%,-5.60%,20,-6.60%,6,2.80%,2,
2007,0,DEN,0.20%,6.50%,9,5.90%,24,-0.40%,21,
2007,0,ATL,0.20%,-2.20%,16,-3.90%,11,-1.50%,28,
2007,0,SEA,0.10%,3.00%,13,3.00%,22,0.10%,16,
2007,0,SF,-1.50%,-6.20%,22,-4.40%,10,0.20%,14,
2007,0,CIN,-3.50%,6.90%,8,10.00%,27,-0.40%,20,
2007,0,NYG,-3.50%,6.20%,10,7.70%,25,-2.00%,29,
2007,0,NO,-4.50%,9.10%,5,13.60%,31,0.10%,15,
2007,0,BUF,-4.70%,-6.30%,23,2.00%,21,3.70%,1,
2007,0,TEN,-6.60%,-3.50%,18,4.00%,23,0.80%,9,
2007,0,MIN,-9.00%,-9.00%,25,-1.10%,16,-1.10%,25,
2007,0,DET,-9.50%,-12.90%,28,-2.80%,13,0.50%,11,
2007,0,CLE,-9.70%,-10.70%,27,-0.40%,17,0.60%,10,
2007,0,DAL,-9.80%,-9.10%,26,-0.10%,18,-0.80%,24,
2007,0,OAK,-12.20%,-14.40%,29,-1.30%,15,1.00%,8,
2007,0,MIA,-14.30%,-17.10%,32,-1.50%,14,1.30%,4,
2007,0,HOU,-17.30%,-5.70%,21,10.30%,28,-1.20%,27,
2007,0,ARI,-18.60%,-17.00%,31,1.80%,20,0.20%,13,
2007,0,STL,-24.30%,-7.40%,24,13.20%,30,-3.80%,31,
2007,0,KC,-25.60%,-15.20%,30,8.10%,26,-2.30%,30,
2007,1,PIT,92.40%,14.90%,8,-69.60%,1,7.80%,8,
2007,1,NE,88.70%,61.80%,2,-10.10%,14,16.90%,4,
2007,1,IND,78.70%,49.40%,3,-28.60%,8,0.60%,17,
2007,1,MIN,59.60%,10.90%,9,-41.20%,4,7.50%,9,
2007,1,DAL,58.70%,83.80%,1,29.50%,29,4.40%,11,
2007,1,DET,44.00%,24.50%,5,-7.20%,17,12.30%,5,
2007,1,SEA,40.60%,9.30%,10,-25.00%,10,6.40%,10,
2007,1,HOU,39.20%,3.60%,12,-34.10%,7,1.50%,15,
2007,1,SD,32.50%,-9.50%,17,-48.80%,2,-6.80%,24,
2007,1,DEN,19.70%,16.50%,7,-36.70%,6,-33.50%,31,
2007,1,CAR,18.50%,20.70%,6,-9.70%,15,-11.80%,27,
2007,1,TEN,8.90%,9.10%,11,-3.50%,19,-3.70%,20,
2007,1,WAS,6.40%,-3.10%,13,-5.90%,18,3.60%,12,
2007,1,ARI,4.00%,-12.70%,21,-25.30%,9,-8.60%,25,
2007,1,CIN,3.00%,-11.40%,20,-48.20%,3,-33.70%,32,
2007,1,GB,-0.50%,-38.30%,28,-19.00%,11,18.70%,3,
2007,1,PHI,-0.70%,-19.00%,22,-38.30%,5,-20.00%,30,
2007,1,MIA,-0.80%,-5.90%,15,-3.10%,20,2.00%,13,
2007,1,SF,-4.10%,-25.30%,24,-12.70%,12,8.50%,7,
2007,1,BAL,-6.70%,-48.20%,30,-11.40%,13,30.00%,1,
2007,1,JAC,-11.60%,-3.50%,14,9.10%,22,1.10%,16,
2007,1,STL,-19.70%,-9.70%,18,20.70%,27,10.60%,6,
2007,1,BUF,-32.30%,-36.70%,27,16.50%,26,20.90%,2,
2007,1,TB,-36.30%,-25.00%,23,9.30%,23,-2.10%,19,
2007,1,CHI,-39.40%,-48.80%,31,-9.50%,16,-0.10%,18,
2007,1,KC,-48.40%,-34.10%,26,3.60%,21,-10.70%,26,
2007,1,OAK,-48.60%,-7.20%,16,24.50%,28,-16.90%,28,
2007,1,NYG,-52.70%,29.50%,4,83.80%,32,1.50%,14,
2007,1,ATL,-57.10%,-41.20%,29,10.90%,24,-4.90%,23,
2007,1,NO,-82.00%,-28.60%,25,49.40%,30,-4.00%,21,
2007,1,CLE,-89.10%,-69.60%,32,14.90%,25,-4.60%,22,
2007,1,NYJ,-91.70%,-10.10%,19,61.80%,31,-19.90%,29,
2007,2,NE,88.30%,57.60%,1,-28.70%,3,2.00%,14,
2007,2,PIT,82.30%,28.60%,4,-50.00%,1,3.60%,10,
2007,2,DAL,48.50%,50.20%,2,7.00%,20,5.30%,7,
2007,2,HOU,46.00%,15.20%,7,-19.80%,5,11.00%,4,
2007,2,IND,41.40%,35.50%,3,-10.20%,11,-4.30%,23,
2007,2,DEN,35.50%,15.60%,6,-39.20%,2,-19.20%,30,
2007,2,BAL,26.80%,-15.60%,23,-26.40%,4,16.00%,1,
2007,2,DET,25.30%,10.80%,11,-13.00%,10,1.50%,15,
2007,2,GB,23.50%,3.00%,16,-14.00%,9,6.40%,6,
2007,2,MIN,16.60%,-6.50%,19,-18.20%,7,4.90%,8,
2007,2,ARI,16.20%,13.00%,9,-5.20%,15,-2.00%,20,
2007,2,TB,13.00%,5.10%,15,-5.30%,14,2.60%,13,
2007,2,WAS,8.20%,6.50%,13,-1.40%,17,0.30%,18,
2007,2,SEA,7.20%,11.10%,10,8.10%,22,4.30%,9,
2007,2,CIN,4.10%,23.20%,5,-2.10%,16,-21.20%,31,
2007,2,JAC,-1.30%,2.30%,17,4.30%,19,0.80%,17,
2007,2,STL,-2.20%,-4.40%,18,-0.90%,18,1.40%,16,
2007,2,CHI,-5.00%,-36.90%,32,-18.90%,6,13.00%,3,
2007,2,PHI,-6.20%,-8.10%,21,-9.70%,12,-7.80%,24,
2007,2,TEN,-8.10%,6.90%,12,12.00%,26,-3.00%,22,
2007,2,SF,-14.10%,-28.00%,29,-6.20%,13,7.70%,5,
2007,2,CAR,-15.50%,6.40%,14,7.20%,21,-14.70%,29,
2007,2,MIA,-21.90%,-13.40%,22,11.30%,25,2.80%,12,
2007,2,SD,-35.40%,-26.20%,28,8.80%,23,-0.40%,19,
2007,2,CLE,-36.50%,-7.20%,20,32.10%,29,2.90%,11,
2007,2,ATL,-38.60%,-20.00%,24,9.20%,24,-9.50%,27,
2007,2,KC,-38.60%,-31.40%,30,-14.40%,8,-21.70%,32,
2007,2,NYG,-45.70%,13.10%,8,56.70%,32,-2.20%,21,
2007,2,BUF,-47.60%,-32.40%,31,28.80%,28,13.60%,2,
2007,2,OAK,-50.10%,-22.40%,25,19.10%,27,-8.60%,26,
2007,2,NYJ,-78.10%,-25.80%,27,39.90%,30,-12.40%,28,
2007,2,NO,-78.20%,-23.00%,26,47.30%,31,-7.90%,25,
2007,3,NE,85.50%,53.50%,1,-28.00%,2,4.10%,10,
2007,3,PIT,79.90%,31.50%,4,-38.10%,1,10.30%,3,
2007,3,DAL,60.10%,46.70%,2,-9.30%,9,4.10%,11,
2007,3,IND,42.90%,35.00%,3,-18.40%,5,-10.50%,28,
2007,3,TB,42.30%,18.00%,7,-20.40%,3,3.90%,12,
2007,3,PHI,24.90%,19.90%,5,-9.20%,10,-4.20%,21,
2007,3,GB,24.30%,14.50%,10,-2.70%,13,7.10%,6,
2007,3,BAL,22.10%,-4.10%,21,-10.00%,8,16.20%,1,
2007,3,DEN,15.40%,11.30%,11,-19.50%,4,-15.40%,31,
2007,3,MIN,13.60%,-8.20%,24,-17.20%,6,4.60%,9,
2007,3,TEN,12.80%,7.00%,14,-8.00%,11,-2.10%,19,
2007,3,HOU,12.60%,-3.90%,20,-1.10%,15,15.40%,2,
2007,3,ARI,7.10%,16.90%,9,3.90%,18,-5.90%,23,
2007,3,SEA,6.50%,8.40%,12,9.60%,20,7.70%,5,
2007,3,JAC,3.80%,3.70%,17,2.60%,17,2.70%,13,
2007,3,CIN,2.00%,19.50%,6,-0.40%,16,-17.90%,32,
2007,3,WAS,0.30%,-3.90%,19,-3.00%,12,1.20%,15,
2007,3,CAR,-7.30%,17.40%,8,15.80%,23,-9.00%,27,
2007,3,DET,-11.40%,4.90%,16,15.80%,24,-0.50%,17,
2007,3,MIA,-16.00%,7.00%,13,17.50%,25,-5.50%,22,
2007,3,CLE,-20.00%,-6.50%,22,22.40%,28,8.90%,4,
2007,3,KC,-23.60%,-25.90%,29,-13.60%,7,-11.30%,29,
2007,3,NYG,-26.20%,6.40%,15,28.70%,29,-3.90%,20,
2007,3,SF,-27.60%,-22.80%,28,6.10%,19,1.30%,14,
2007,3,SD,-28.90%,-11.20%,25,18.80%,26,1.10%,16,
2007,3,ATL,-29.50%,-2.20%,18,20.60%,27,-6.70%,25,
2007,3,CHI,-34.20%,-40.30%,32,-1.40%,14,4.70%,8,
2007,3,OAK,-38.00%,-13.40%,26,12.20%,21,-12.40%,30,
2007,3,STL,-41.40%,-20.70%,27,14.10%,22,-6.50%,24,
2007,3,NYJ,-49.10%,-7.00%,23,41.00%,32,-1.00%,18,
2007,3,BUF,-58.50%,-30.20%,31,35.10%,31,6.80%,7,
2007,3,NO,-68.60%,-28.80%,30,32.80%,30,-7.10%,26,
2007,4,NE,72.40%,46.70%,1,-20.90%,2,4.70%,9,
2007,4,DAL,52.10%,44.70%,3,-8.80%,10,-1.40%,18,
2007,4,IND,48.40%,46.10%,2,-8.90%,9,-6.70%,25,
2007,4,TB,38.60%,14.80%,6,-19.50%,3,4.30%,10,
2007,4,PIT,34.00%,8.90%,9,-22.80%,1,2.30%,14,
2007,4,SEA,27.30%,10.00%,8,-11.20%,5,6.00%,7,
2007,4,ARI,22.80%,17.00%,5,-5.40%,12,0.40%,16,
2007,4,GB,21.90%,12.30%,7,-2.60%,14,7.00%,5,
2007,4,BAL,14.10%,-3.70%,23,-10.40%,7,7.50%,4,
2007,4,TEN,14.10%,5.00%,13,-11.20%,6,-2.10%,19,
2007,4,PHI,11.00%,3.60%,15,-9.60%,8,-2.20%,21,
2007,4,MIN,9.00%,-8.10%,25,-11.30%,4,5.80%,8,
2007,4,HOU,5.50%,-2.80%,20,2.30%,17,10.60%,1,
2007,4,JAC,4.50%,2.90%,16,1.10%,16,2.70%,12,
2007,4,WAS,-1.30%,-5.50%,24,-3.10%,13,1.20%,15,
2007,4,NYG,-1.60%,7.60%,11,5.40%,20,-3.80%,23,
2007,4,CIN,-2.60%,17.30%,4,7.20%,22,-12.80%,32,
2007,4,DET,-4.70%,6.60%,12,4.40%,18,-6.90%,26,
2007,4,DEN,-9.10%,8.10%,10,4.80%,19,-12.40%,31,
2007,4,CLE,-10.90%,-1.10%,19,19.60%,27,9.70%,2,
2007,4,ATL,-16.50%,4.00%,14,15.60%,25,-4.90%,24,
2007,4,KC,-18.30%,-17.30%,28,-7.90%,11,-9.00%,29,
2007,4,SD,-19.90%,-8.50%,26,14.30%,24,2.90%,11,
2007,4,OAK,-20.70%,-3.00%,21,7.60%,23,-10.10%,30,
2007,4,CAR,-23.80%,2.70%,17,18.10%,26,-8.30%,28,
2007,4,MIA,-23.80%,1.30%,18,22.40%,29,-2.70%,22,
2007,4,CHI,-30.10%,-41.70%,32,-2.50%,15,9.20%,3,
2007,4,BUF,-33.30%,-15.00%,27,24.50%,30,6.20%,6,
2007,4,NYJ,-39.70%,-3.50%,22,34.00%,32,-2.10%,20,
2007,4,SF,-40.60%,-36.80%,31,6.20%,21,2.50%,13,
2007,4,STL,-45.20%,-23.50%,30,21.90%,28,0.30%,17,
2007,4,NO,-53.80%,-21.90%,29,24.90%,31,-7.10%,27,
2007,5,NE,67.70%,42.50%,2,-22.30%,3,2.90%,14,
2007,5,IND,51.70%,50.10%,1,-7.40%,10,-5.80%,24,
2007,5,PIT,39.40%,12.40%,7,-26.70%,2,0.20%,16,
2007,5,DAL,36.40%,26.00%,3,-12.80%,6,-2.40%,21,
2007,5,TB,24.40%,13.00%,6,-8.10%,9,3.30%,12,
2007,5,GB,21.20%,14.80%,5,-1.40%,14,5.10%,8,
2007,5,WAS,17.60%,-0.10%,16,-17.80%,4,-0.10%,18,
2007,5,BAL,16.50%,-3.40%,19,-13.50%,5,6.50%,5,
2007,5,TEN,16.40%,-4.50%,21,-27.60%,1,-6.60%,26,
2007,5,JAC,14.80%,11.50%,8,0.10%,16,3.40%,10,
2007,5,PHI,13.20%,5.40%,11,-10.00%,7,-2.20%,20,
2007,5,SEA,12.00%,1.10%,15,-4.70%,11,6.20%,6,
2007,5,ARI,9.40%,10.50%,9,-0.20%,15,-1.30%,19,
2007,5,MIN,6.30%,-8.40%,25,-8.90%,8,5.80%,7,
2007,5,NYG,4.60%,8.30%,10,-3.20%,13,-6.90%,27,
2007,5,HOU,3.30%,-4.30%,20,3.30%,18,10.90%,1,
2007,5,SD,-0.80%,2.80%,14,7.50%,21,3.80%,9,
2007,5,CIN,-2.50%,17.10%,4,6.80%,20,-12.80%,32,
2007,5,CLE,-12.60%,-3.00%,18,17.50%,30,7.90%,3,
2007,5,MIA,-14.60%,3.40%,13,18.10%,31,0.20%,17,
2007,5,ATL,-17.60%,-8.60%,26,4.80%,19,-4.20%,22,
2007,5,DET,-19.10%,-6.60%,23,8.10%,23,-4.40%,23,
2007,5,BUF,-20.20%,-19.90%,30,9.60%,25,9.30%,2,
2007,5,DEN,-22.20%,4.10%,12,14.20%,27,-12.10%,31,
2007,5,KC,-22.90%,-18.00%,28,-3.50%,12,-8.30%,29,
2007,5,CAR,-24.60%,-2.80%,17,15.90%,28,-5.90%,25,
2007,5,OAK,-24.80%,-5.20%,22,9.40%,24,-10.10%,30,
2007,5,CHI,-31.40%,-36.80%,31,1.90%,17,7.30%,4,
2007,5,STL,-33.20%,-17.60%,27,17.40%,29,1.90%,15,
2007,5,NYJ,-33.90%,-7.70%,24,29.10%,32,3.00%,13,
2007,5,NO,-40.60%,-19.60%,29,13.10%,26,-7.90%,28,
2007,5,SF,-43.00%,-38.50%,32,8.00%,22,3.40%,11,
2007,6,NE,62.80%,40.50%,2,-19.30%,4,3.00%,9,
2007,6,IND,53.00%,50.20%,1,-8.60%,8,-5.80%,28,
2007,6,PIT,36.90%,10.80%,8,-25.90%,1,0.20%,18,
2007,6,DAL,34.90%,26.30%,3,-9.50%,7,-1.00%,20,
2007,6,TB,28.70%,18.10%,4,-7.50%,11,3.10%,8,
2007,6,GB,19.10%,9.30%,9,-9.60%,6,0.20%,17,
2007,6,JAC,17.90%,17.40%,5,0.60%,14,1.10%,14,
2007,6,BAL,15.80%,-10.30%,25,-18.30%,5,7.80%,4,
2007,6,WAS,15.80%,-8.50%,24,-22.70%,3,1.50%,13,
2007,6,TEN,14.30%,-3.50%,20,-23.50%,2,-5.80%,27,
2007,6,PHI,11.60%,7.90%,11,-8.60%,9,-4.90%,23,
2007,6,NYG,10.80%,14.10%,6,-2.20%,13,-5.50%,26,
2007,6,SD,7.80%,7.90%,10,2.00%,16,1.90%,12,
2007,6,SEA,4.10%,2.20%,15,0.90%,15,2.90%,10,
2007,6,MIN,3.70%,-2.70%,18,-4.10%,12,2.40%,11,
2007,6,HOU,-0.90%,-3.40%,19,7.10%,20,9.70%,1,
2007,6,ARI,-3.40%,0.60%,16,4.60%,18,0.60%,15,
2007,6,CLE,-4.20%,5.40%,12,16.90%,30,7.40%,5,
2007,6,CIN,-6.50%,11.30%,7,7.70%,21,-10.10%,30,
2007,6,CAR,-10.70%,-0.70%,17,4.80%,19,-5.20%,25,
2007,6,KC,-12.10%,-14.70%,28,-7.60%,10,-5.00%,24,
2007,6,BUF,-19.20%,-19.90%,29,8.70%,22,9.30%,2,
2007,6,DET,-20.80%,-7.10%,21,9.30%,24,-4.40%,22,
2007,6,DEN,-21.30%,3.80%,13,12.90%,28,-12.10%,32,
2007,6,ATL,-21.60%,-8.50%,23,9.20%,23,-3.90%,21,
2007,6,MIA,-22.00%,2.60%,14,24.80%,31,0.20%,19,
2007,6,CHI,-24.00%,-29.80%,31,2.50%,17,8.30%,3,
2007,6,NO,-31.10%,-12.40%,26,12.20%,27,-6.50%,29,
2007,6,STL,-31.80%,-22.30%,30,10.00%,25,0.50%,16,
2007,6,NYJ,-33.80%,-8.50%,22,28.60%,32,3.20%,7,
2007,6,OAK,-37.70%,-13.50%,27,14.10%,29,-10.10%,31,
2007,6,SF,-45.70%,-38.20%,32,10.90%,26,3.40%,6,
2007,7,NE,63.00%,43.40%,2,-14.40%,5,5.20%,7,
2007,7,IND,56.40%,44.00%,1,-13.50%,6,-1.00%,16,
2007,7,DAL,35.40%,24.10%,3,-11.70%,7,-0.30%,13,
2007,7,PIT,30.60%,10.40%,8,-21.40%,3,-1.20%,17,
2007,7,TB,18.90%,19.00%,4,-1.80%,13,-2.00%,19,
2007,7,TEN,17.00%,-1.20%,17,-24.10%,2,-5.90%,30,
2007,7,GB,16.70%,8.60%,10,-9.10%,8,-1.00%,15,
2007,7,JAC,16.60%,11.70%,6,-1.70%,14,3.20%,9,
2007,7,SD,13.80%,8.00%,11,0.60%,16,6.50%,5,
2007,7,SEA,13.80%,-0.90%,16,-5.30%,10,9.40%,1,
2007,7,WAS,13.50%,-13.00%,26,-24.30%,1,2.20%,12,
2007,7,NYG,9.80%,11.70%,7,-3.70%,12,-5.60%,28,
2007,7,PHI,8.60%,10.10%,9,-1.20%,15,-2.70%,22,
2007,7,BAL,3.00%,-11.20%,25,-15.80%,4,-1.60%,18,
2007,7,MIN,2.70%,-4.10%,20,-4.30%,11,2.50%,10,
2007,7,CIN,-2.10%,13.40%,5,9.00%,22,-6.50%,31,
2007,7,ARI,-3.40%,-1.30%,18,1.70%,17,-0.40%,14,
2007,7,CLE,-5.10%,3.70%,14,15.80%,30,7.00%,4,
2007,7,HOU,-7.60%,-4.90%,21,9.80%,25,7.10%,3,
2007,7,KC,-9.20%,-16.00%,28,-9.00%,9,-2.20%,20,
2007,7,DEN,-10.20%,7.10%,12,12.80%,29,-4.50%,27,
2007,7,CAR,-11.70%,-2.60%,19,5.30%,19,-3.70%,23,
2007,7,BUF,-13.60%,-17.00%,29,6.00%,20,9.30%,2,
2007,7,DET,-14.90%,-0.10%,15,9.00%,23,-5.80%,29,
2007,7,CHI,-21.70%,-22.70%,30,3.70%,18,4.70%,8,
2007,7,NO,-22.60%,-8.20%,23,10.10%,26,-4.20%,25,
2007,7,ATL,-25.30%,-9.40%,24,12.00%,28,-3.90%,24,
2007,7,MIA,-25.50%,6.30%,13,29.30%,32,-2.50%,21,
2007,7,NYJ,-29.30%,-7.20%,22,28.40%,31,6.30%,6,
2007,7,OAK,-33.90%,-15.80%,27,9.60%,24,-8.40%,32,
2007,7,STL,-38.90%,-27.20%,31,7.40%,21,-4.30%,26,
2007,7,SF,-45.20%,-36.70%,32,10.80%,27,2.30%,11,
2007,8,NE,70.60%,49.00%,1,-16.40%,3,5.20%,5,
2007,8,IND,57.00%,42.80%,2,-13.40%,6,0.80%,13,
2007,8,DAL,35.20%,24.90%,3,-10.60%,7,-0.30%,14,
2007,8,PIT,29.90%,13.30%,7,-18.20%,2,-1.60%,19,
2007,8,SD,20.00%,11.10%,9,-2.30%,14,6.70%,4,
2007,8,TB,18.60%,15.90%,4,-3.90%,13,-1.20%,16,
2007,8,GB,17.30%,11.70%,8,-7.10%,9,-1.40%,17,
2007,8,TEN,17.10%,-3.30%,19,-25.90%,1,-5.40%,29,
2007,8,JAC,17.00%,8.20%,12,-6.00%,10,2.80%,10,
2007,8,SEA,12.40%,-2.50%,18,-5.60%,11,9.40%,2,
2007,8,PHI,10.60%,14.10%,6,1.10%,17,-2.30%,21,
2007,8,NYG,6.70%,7.00%,13,-5.30%,12,-5.60%,31,
2007,8,WAS,4.10%,-12.20%,25,-14.30%,5,2.00%,12,
2007,8,BAL,0.50%,-13.00%,26,-15.10%,4,-1.60%,18,
2007,8,CLE,0.00%,10.30%,11,17.90%,29,7.60%,3,
2007,8,MIN,-2.00%,-4.20%,20,0.40%,16,2.60%,11,
2007,8,CIN,-2.10%,14.60%,5,12.00%,24,-4.70%,27,
2007,8,BUF,-5.80%,-15.10%,28,0.30%,15,9.50%,1,
2007,8,ARI,-6.10%,-2.30%,17,3.40%,18,-0.40%,15,
2007,8,DEN,-7.80%,10.80%,10,15.60%,28,-3.00%,22,
2007,8,KC,-9.30%,-15.10%,27,-8.00%,8,-2.20%,20,
2007,8,DET,-12.90%,0.80%,15,7.00%,22,-6.60%,32,
2007,8,NO,-14.00%,0.00%,16,10.70%,23,-3.30%,23,
2007,8,HOU,-14.70%,-4.60%,22,13.10%,25,3.00%,8,
2007,8,CAR,-14.70%,-4.20%,21,5.20%,20,-5.30%,28,
2007,8,CHI,-23.80%,-24.60%,31,4.00%,19,4.70%,6,
2007,8,MIA,-25.10%,2.90%,14,24.60%,31,-3.50%,24,
2007,8,ATL,-25.60%,-8.60%,24,13.10%,26,-3.90%,25,
2007,8,OAK,-30.00%,-17.70%,29,6.60%,21,-5.60%,30,
2007,8,NYJ,-31.20%,-8.60%,23,27.00%,32,4.40%,7,
2007,8,STL,-40.40%,-22.40%,30,13.70%,27,-4.40%,26,
2007,8,SF,-50.00%,-34.10%,32,18.80%,30,3.00%,9,
2007,9,NE,70.90%,47.00%,1,-17.60%,3,6.30%,4,
2007,9,IND,53.90%,40.50%,2,-14.10%,4,-0.80%,17,
2007,9,DAL,44.00%,29.90%,3,-13.80%,5,0.40%,13,
2007,9,PIT,36.10%,13.60%,6,-23.00%,2,-0.50%,16,
2007,9,TEN,20.90%,-6.50%,22,-30.70%,1,-3.30%,26,
2007,9,TB,19.00%,15.80%,4,-5.10%,10,-2.00%,18,
2007,9,GB,16.10%,11.10%,9,-4.70%,12,0.30%,14,
2007,9,MIN,13.70%,4.40%,14,-5.20%,9,4.10%,9,
2007,9,JAC,10.40%,8.60%,11,3.00%,17,4.80%,6,
2007,9,SEA,10.10%,-2.80%,19,-3.10%,13,9.90%,1,
2007,9,NYG,6.30%,6.70%,12,-5.00%,11,-5.40%,29,
2007,9,PHI,5.00%,12.70%,8,5.30%,20,-2.40%,22,
2007,9,SD,4.80%,3.60%,15,5.10%,19,6.30%,3,
2007,9,WAS,0.60%,-10.30%,26,-9.90%,7,0.90%,12,
2007,9,CLE,-0.90%,13.10%,7,18.50%,30,4.50%,8,
2007,9,BUF,-2.10%,-7.10%,23,1.40%,14,6.40%,2,
2007,9,CIN,-3.80%,15.70%,5,17.40%,29,-2.10%,20,
2007,9,DET,-7.00%,1.50%,17,2.80%,16,-5.60%,30,
2007,9,NO,-7.80%,9.20%,10,11.00%,23,-6.00%,31,
2007,9,BAL,-8.30%,-19.90%,29,-13.70%,6,-2.10%,19,
2007,9,ARI,-9.50%,-3.50%,20,5.90%,21,-0.10%,15,
2007,9,KC,-13.00%,-17.30%,27,-6.60%,8,-2.30%,21,
2007,9,HOU,-13.60%,-2.70%,18,12.70%,25,1.80%,11,
2007,9,DEN,-14.10%,4.70%,13,16.40%,27,-2.40%,23,
2007,9,CAR,-15.70%,-7.50%,24,1.70%,15,-6.50%,32,
2007,9,ATL,-20.60%,-8.40%,25,9.40%,22,-2.80%,24,
2007,9,CHI,-22.30%,-23.40%,31,3.60%,18,4.70%,7,
2007,9,MIA,-23.20%,2.80%,16,23.00%,31,-3.10%,25,
2007,9,NYJ,-25.70%,-5.10%,21,26.40%,32,5.80%,5,
2007,9,OAK,-35.10%,-17.80%,28,12.50%,24,-4.70%,28,
2007,9,STL,-41.10%,-22.30%,30,14.50%,26,-4.40%,27,
2007,9,SF,-50.40%,-36.20%,32,17.30%,28,3.10%,10,
2007,10,NE,73.20%,48.50%,1,-18.50%,3,6.30%,5,
2007,10,IND,42.10%,30.60%,2,-17.40%,4,-6.00%,31,
2007,10,DAL,41.60%,28.30%,3,-12.80%,6,0.50%,14,
2007,10,PIT,32.80%,12.60%,9,-23.80%,2,-3.60%,25,
2007,10,GB,23.70%,17.00%,4,-6.40%,9,0.20%,15,
2007,10,TB,18.10%,15.50%,6,-4.50%,12,-2.00%,18,
2007,10,SD,14.70%,0.30%,16,-5.10%,11,9.30%,1,
2007,10,JAC,13.80%,10.60%,10,0.50%,15,3.70%,9,
2007,10,SEA,12.10%,-1.10%,18,-5.50%,10,7.70%,2,
2007,10,TEN,11.20%,-11.00%,25,-25.60%,1,-3.50%,24,
2007,10,NYG,6.70%,7.60%,12,-3.80%,13,-4.70%,29,
2007,10,CLE,5.30%,13.30%,8,15.30%,27,7.30%,3,
2007,10,PHI,4.90%,15.90%,5,8.10%,22,-2.90%,22,
2007,10,WAS,3.30%,-4.90%,22,-7.40%,8,0.90%,13,
2007,10,MIN,2.60%,2.50%,15,1.60%,16,1.70%,11,
2007,10,CIN,-0.30%,15.50%,7,14.90%,26,-0.90%,16,
2007,10,BUF,-2.40%,-9.10%,23,0.00%,14,6.70%,4,
2007,10,ARI,-3.30%,-2.80%,19,1.80%,17,1.40%,12,
2007,10,DEN,-6.00%,6.30%,13,11.10%,23,-1.20%,17,
2007,10,BAL,-9.80%,-22.60%,29,-15.40%,5,-2.60%,21,
2007,10,NO,-12.40%,8.70%,11,16.60%,29,-4.60%,28,
2007,10,DET,-13.80%,-4.00%,20,3.50%,20,-6.20%,32,
2007,10,HOU,-14.40%,-0.80%,17,15.30%,28,1.80%,10,
2007,10,KC,-16.40%,-22.60%,30,-8.20%,7,-2.00%,19,
2007,10,ATL,-17.60%,-10.10%,24,5.10%,21,-2.40%,20,
2007,10,MIA,-19.80%,2.50%,14,18.60%,31,-3.70%,26,
2007,10,CAR,-20.40%,-12.90%,26,2.10%,18,-5.40%,30,
2007,10,CHI,-20.70%,-24.00%,31,2.10%,19,5.40%,7,
2007,10,NYJ,-25.60%,-4.80%,21,26.90%,32,6.20%,6,
2007,10,STL,-34.00%,-16.70%,27,13.40%,25,-4.00%,27,
2007,10,OAK,-35.30%,-19.10%,28,13.10%,24,-3.10%,23,
2007,10,SF,-51.60%,-38.00%,32,17.80%,30,4.20%,8,
2007,11,NE,73.70%,51.30%,1,-16.90%,3,5.50%,7,
2007,11,DAL,39.00%,30.30%,2,-9.20%,7,-0.50%,16,
2007,11,IND,34.90%,25.70%,3,-15.70%,4,-6.50%,30,
2007,11,GB,28.40%,18.70%,4,-7.10%,9,2.50%,10,
2007,11,PIT,25.40%,7.40%,11,-21.10%,1,-3.10%,23,
2007,11,TB,20.60%,15.40%,5,-7.20%,8,-2.00%,18,
2007,11,SD,14.40%,2.70%,15,-4.00%,12,7.80%,2,
2007,11,JAC,13.50%,12.10%,9,2.70%,17,4.10%,9,
2007,11,NYG,9.90%,7.00%,12,-5.80%,10,-2.80%,22,
2007,11,SEA,9.40%,1.80%,16,-1.80%,14,5.80%,6,
2007,11,WAS,7.50%,0.90%,17,-5.00%,11,1.60%,13,
2007,11,PHI,5.90%,13.90%,6,3.60%,19,-4.40%,29,
2007,11,CLE,5.40%,12.60%,7,15.90%,29,8.70%,1,
2007,11,MIN,4.00%,3.80%,13,1.80%,16,2.00%,11,
2007,11,TEN,2.70%,-11.50%,25,-18.50%,2,-4.30%,28,
2007,11,DEN,1.80%,11.50%,10,10.90%,24,1.30%,14,
2007,11,ARI,-1.10%,-2.20%,20,-2.60%,13,-1.50%,17,
2007,11,CIN,-2.30%,12.30%,8,14.70%,27,0.10%,15,
