Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Rob Gronkowski,NE,TE,17,NYJ,9.23,5.4,55.6,79.1,0.7,0,8.8,15.8,0,0,0,0,0,0,14.8,14.81
2,Rob Gronkowski,NE,TE,16,BUF,9.06,5.3,55.6,79,0.7,0,8.8,15.8,0,0,0,0,0,0,14.8,14.75
3,Rob Gronkowski,NE,TE,2,NO,8.55,5,55.6,79.4,0.7,0,8.8,15.8,0,0,0,0,0.1,0.1,14.4,14.44
4,Rob Gronkowski,NE,TE,11,OAK,8.55,5,55.6,74.5,0.7,0,8.2,14.8,0,0,0,0,0,0,14.2,14.15
5,Rob Gronkowski,NE,TE,10,DEN,8.72,5.1,55.6,73.7,0.7,0,8.2,14.8,0,0,0,0,0,0,14.1,14.12
6,Rob Gronkowski,NE,TE,13,BUF,8.55,5,55.6,72.6,0.7,0,8.1,14.6,0,0,0,0,0,0,14,13.96
7,Rob Gronkowski,NE,TE,12,MIA,7.86,4.6,62.5,69.9,0.7,0,8.8,14,0,0,0,0,0,0,13.5,13.49
8,Rob Gronkowski,NE,TE,4,CAR,8.37,4.9,62.5,67.6,0.7,0,8.5,13.6,0,0,0,0,0,0,13.4,13.41
9,Rob Gronkowski,NE,TE,15,PIT,8.55,5,55.6,71.4,0.6,0,7.9,14.2,0,0,0,0,0,0,13.2,13.24
10,Rob Gronkowski,NE,TE,1,KC,7.86,4.6,62.5,66.1,0.7,0,8.2,13.2,0,0,0,0,0,0,13.1,13.11
11,Rob Gronkowski,NE,TE,7,ATL,8.37,4.9,62.5,69.7,0.6,0,8.8,14,0,0,0,0,0,0,13,13.02
12,Travis Kelce,KC,TE,14,OAK,7.5,5.4,62.5,71.9,0.5,0,9,14.4,0.1,0.3,0,0,0,0,12.9,12.92
13,Zach Ertz,PHI,TE,7,WAS,10.38,6,60,69.9,0.5,0,7,11.7,0,0,0,0,0.1,0.1,12.8,12.79
14,Rob Gronkowski,NE,TE,8,LAC,8.03,4.7,62.5,68.2,0.6,0,8.5,13.6,0,0,0,0,0,0,12.8,12.77
15,Travis Kelce,KC,TE,11,NYG,7.78,5.6,75,70.2,0.5,0,8.8,11.7,0.1,0.5,0,0,0.1,0.1,12.7,12.67
16,Travis Kelce,KC,TE,15,LAC,7.64,5.5,75,68.4,0.5,0,8.5,11.3,0.1,0.4,0,0,0,0,12.6,12.63
17,Rob Gronkowski,NE,TE,6,NYJ,7.86,4.6,62.5,67,0.6,0,8.4,13.4,0,0,0,0,0,0,12.6,12.6
18,Travis Kelce,KC,TE,16,MIA,7.36,5.3,71.4,68.8,0.5,0,9.9,13.8,0.1,0.4,0,0,0,0,12.6,12.57
19,Zach Ertz,PHI,TE,11,DAL,9.86,5.7,60,68.2,0.5,0,6.8,11.3,0,0,0,0,0.1,0.1,12.5,12.47
20,Travis Kelce,KC,TE,12,BUF,7.78,5.6,75,72.1,0.4,0,9,12,0.1,0.5,0,0,0.1,0.1,12.3,12.26
21,Rob Gronkowski,NE,TE,3,HOU,7.69,4.5,50,63.4,0.6,0,7.9,15.8,0,0,0,0,0,0,12.2,12.19
22,Evan Engram,NYG,TE,11,KC,9.23,5.4,55.6,63.7,0.5,0,7.1,12.8,0,0,0,0,0,0,12.1,12.07
23,Zach Ertz,PHI,TE,8,SF,9.34,5.4,55.6,65.1,0.5,0,7.2,13,0,0,0,0,0.1,0.1,12,12.01
24,Travis Kelce,KC,TE,13,NYJ,7.78,5.6,75,69.5,0.4,0,8.8,11.7,0.1,0.5,0,0,0.1,0.1,12,12
25,Evan Engram,NYG,TE,12,WAS,9.23,5.4,55.6,60.9,0.5,0,6.8,12.2,0,0,0,0,0,0,11.8,11.79
26,Evan Engram,NYG,TE,10,SF,8.89,5.2,55.6,60.9,0.5,0,6.8,12.2,0,0,0,0,0,0,11.7,11.69
27,Travis Kelce,KC,TE,1,NE,7.5,5.4,62.5,65.8,0.4,0,8.2,13.2,0,0,0,0,0,0,11.7,11.68
27,Zach Ertz,PHI,TE,13,SEA,9.51,5.5,60,61.3,0.5,0,6.1,10.2,0,0,0,0,0.1,0.1,11.7,11.68
