Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Travis Kelce,KC,TE,2,PIT,8.34,6,75,68,1,0,8.5,11.3,0,0,0,0,0,0,15.8,15.8
2,Martellus Bennett,NE,TE,2,HOU,6.6,4,57.1,48,1,0,6.9,12,0,0,0,0,0,0,12.8,12.8
3,Jimmy Graham,SEA,TE,2,ATL,7.35,5,71.4,53,0,0,7.6,10.6,0,0,0,0,0,0,7.8,7.8
4,Jimmy Graham,SEA,TE,1,DET,5.88,4,66.7,53,0,0,8.8,13.2,0,0,0,0,0,0,7.3,7.3
5,Jared Cook,GB,TE,3,ATL,6.75,5,71.4,45,0,0,6.4,9,0,0,0,0,0,0,7,7
6,Eric Ebron,DET,TE,1,SEA,5.48,4,80,46,0,0,9.2,11.5,0,0,0,0,0,0,6.6,6.6
7,CJ Fiedorowicz,HOU,TE,1,OAK,5.2,4,80,41,0,0,8.2,10.2,0,0,0,0,0,0,6.1,6.1
8,CJ Fiedorowicz,HOU,TE,2,NE,3.9,3,75,39,0,0,9.8,13,0,0,0,0,0,0,5.4,5.4
8,Jason Witten,DAL,TE,2,GB,7,4,57.1,34,0,0,4.9,8.5,0,0,0,0,0,0,5.4,5.4
10,Ladarius Green,PIT,TE,1,MIA,4.5,3,75,37,0,0,9.2,12.3,0,0,0,0,0,0,5.2,5.2
11,Ladarius Green,PIT,TE,2,KC,4.5,3,75,36,0,0,9,12,0,0,0,0,0,0,5.1,5.1
12,Jared Cook,GB,TE,2,DAL,4.05,3,75,34,0,0,8.5,11.3,0,0,0,0,0,0,4.9,4.9
13,Jared Cook,GB,TE,1,NYG,4.05,3,75,33,0,0,8.2,11,0,0,0,0,0,0,4.8,4.8
13,Martellus Bennett,NE,TE,3,PIT,6.6,4,57.1,28,0,0,4,7,0,0,0,0,0,0,4.8,4.8
15,Austin Hooper,ATL,TE,3,GB,5.28,4,80,26,0,0,5.2,6.5,0,0,0,0,0,0,4.6,4.6
16,Jesse James,PIT,TE,3,NE,4.14,3,75,29,0,0,7.2,9.7,0,0,0,0,0,0,4.4,4.4
17,Will Tye,NYG,TE,1,GB,5.19,3,60,26,0,0,5.2,8.7,0,0,0,0,0,0,4.1,4.1
17,Martellus Bennett,NE,TE,4,ATL,6.6,4,57.1,21,0,0,3,5.2,0,0,0,0,0,0,4.1,4.1
19,Richard Rodgers,GB,TE,3,ATL,3.96,3,75,24,0,0,6,8,0,0,0,0,0,0,3.9,3.9
20,Clive Walford,OAK,TE,1,HOU,3.22,2,66.7,23,0,0,7.7,11.5,0,0,0,0,0,0,3.3,3.3
21,Dion Sims,MIA,TE,1,PIT,2.92,2,66.7,22,0,0,7.3,11,0,0,0,0,0,0,3.2,3.2
22,Ryan Griffin,HOU,TE,1,OAK,2.86,2,66.7,21,0,0,7,10.5,0,0,0,0,0,0,3.1,3.1
22,Austin Hooper,ATL,TE,4,NE,2.64,2,66.7,21,0,0,7,10.5,0,0,0,0,0,0,3.1,3.1
24,Ryan Griffin,HOU,TE,2,NE,2.86,2,66.7,20,0,0,6.7,10,0,0,0,0,0,0,3,3
24,Ladarius Green,PIT,TE,3,NE,3,2,66.7,20,0,0,6.7,10,0,0,0,0,0,0,3,3
26,Austin Hooper,ATL,TE,2,SEA,2.64,2,66.7,19,0,0,6.3,9.5,0,0,0,0,0,0,2.9,2.9
27,Dominique Jones,MIA,TE,1,PIT,3.06,2,66.7,18,0,0,6,9,0,0,0,0,0,0,2.8,2.8
27,Luke Willson,SEA,TE,2,ATL,3.1,2,66.7,18,0,0,6,9,0,0,0,0,0,0,2.8,2.8
29,Jesse James,PIT,TE,1,MIA,2.76,2,66.7,17,0,0,5.7,8.5,0,0,0,0,0,0,2.7,2.7
29,Richard Rodgers,GB,TE,2,DAL,2.64,2,66.7,17,0,0,5.7,8.5,0,0,0,0,0,0,2.7,2.7
31,Luke Willson,SEA,TE,1,DET,3.1,2,66.7,16,0,0,5.3,8,0,0,0,0,0,0,2.6,2.6
32,Richard Rodgers,GB,TE,1,NYG,2.64,2,66.7,14,0,0,4.7,7,0,0,0,0,0,0,2.4,2.4
33,Mychal Rivera,OAK,TE,1,HOU,1.66,1,50,14,0,0,7,14,0,0,0,0,0,0,1.9,1.9
34,MarQueis Gray,MIA,TE,1,PIT,1.76,1,50,13,0,0,6.5,13,0,0,0,0,0,0,1.8,1.8
35,Jerell Adams,NYG,TE,1,GB,1.37,1,100,12,0,0,12,12,0,0,0,0,0,0,1.7,1.7
35,Levine Toilolo,ATL,TE,2,SEA,1.59,1,50,12,0,0,6,12,0,0,0,0,0,0,1.7,1.7
35,Jesse James,PIT,TE,2,KC,1.38,1,100,12,0,0,12,12,0,0,0,0,0,0,1.7,1.7
38,Demetrius Harris,KC,TE,2,PIT,1.52,1,50,11,0,0,5.5,11,0,0,0,0,0,0,1.6,1.6
38,Levine Toilolo,ATL,TE,3,GB,1.59,1,50,11,0,0,5.5,11,0,0,0,0,0,0,1.6,1.6
40,Levine Toilolo,ATL,TE,4,NE,1.59,1,50,8,0,0,4,8,0,0,0,0,0,0,1.3,1.3
41,Stephen Anderson,HOU,TE,1,OAK,1.42,1,100,7,0,0,7,7,0,0,0,0,0,0,1.2,1.2
42,Larry Donnell,NYG,TE,1,GB,1.62,1,50,6,0,0,3,6,0,0,0,0,0,0,1.1,1.1
42,Gavin Escobar,DAL,TE,2,GB,1.77,1,50,6,0,0,3,6,0,0,0,0,0,0,1.1,1.1
42,Stephen Anderson,HOU,TE,2,NE,1.42,1,100,6,0,0,6,6,0,0,0,0,0,0,1.1,1.1
45,DJ Tialavea,ATL,TE,4,NE,1.3,1,100,5,0,0,5,5,0,0,0,0,0,0,1,1
45,Xavier Grimble,PIT,TE,3,NE,1.74,1,50,5,0,0,2.5,5,0,0,0,0,0,0,1,1
47,Matt Lengel,NE,TE,4,ATL,1.33,1,100,4,0,0,4,4,0,0,0,0,0,0,0.9,0.9
47,DJ Tialavea,ATL,TE,3,GB,1.3,1,100,4,0,0,4,4,0,0,0,0,0,0,0.9,0.9
49,Joshua Perkins,ATL,TE,4,NE,1.73,1,50,3,0,0,1.5,3,0,0,0,0,0,0,0.8,0.8
49,Matt Lengel,NE,TE,3,PIT,1.33,1,100,3,0,0,3,3,0,0,0,0,0,0,0.8,0.8
51,Joshua Perkins,ATL,TE,3,GB,1.73,1,50,2,0,0,1,2,0,0,0,0,0,0,0.7,0.7
52,Matthew Mulligan,DET,TE,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Clay Harbor,DET,TE,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Lee Smith,OAK,TE,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Jordan Cameron,MIA,TE,1,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Chris Pantale,MIA,TE,1,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Tim Wright,DET,TE,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Brandon Williams,SEA,TE,1,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Cooper Helfet,OAK,TE,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Keavon Milton,PIT,TE,1,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Xavier Grimble,PIT,TE,1,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Rashaun Allen,HOU,TE,1,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Kennard Backman,DET,TE,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Khari Lee,DET,TE,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
