Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Jimmy Graham,NO,TE,4,MIA,13,8,61.5,115,1,52,8.8,14.4,0,0,0,0,0,0,21.5,21.5
2,Jimmy Graham,NO,TE,6,NE,10,7,70,115,1,51,11.5,16.4,0,0,0,0,0,0,21,21
3,Jimmy Graham,NO,TE,10,DAL,9,7,77.8,104,1,46,11.6,14.9,0,0,0,0,0,0,19.9,19.9
4,Jimmy Graham,NO,TE,5,CHI,11,7,63.6,103,1,46,9.4,14.7,0,0,0,0,0,0,19.8,19.8
5,Jimmy Graham,NO,TE,12,ATL,9,8,88.9,97,1,43,10.8,12.1,0,0,0,0,0,0,19.7,19.7
6,Jimmy Graham,NO,TE,15,LAR,10,7,70,87,1,39,8.7,12.4,0,0,0,0,0,0,18.2,18.2
6,Antonio Gates,LAC,TE,11,MIA,16,13,81.2,117,0,52,7.3,9,0,0,0,0,0,0,18.2,18.2
8,Jimmy Graham,NO,TE,1,ATL,14,10,71.4,123,0,55,8.8,12.3,0,0,0,0,0,0,17.3,17.3
9,Jimmy Graham,NO,TE,11,SF,6,6,100,81,1,36,13.5,13.5,0,0,0,0,0,0,17.1,17.1
10,Jimmy Graham,NO,TE,13,SEA,8,6,75,80,1,36,10,13.3,0,0,0,0,0,0,17,17
11,Jimmy Graham,NO,TE,3,ARI,13,9,69.2,124,0,56,9.5,13.8,0,0,0,0,0,0,16.9,16.9
12,Rob Gronkowski,NE,TE,8,MIA,8,5,62.5,82,1,36,10.2,16.4,0,0,0,0,0,0,16.7,16.7
12,Jimmy Graham,NO,TE,16,CAR,10,6,60,77,1,34,7.7,12.8,0,0,0,0,0,0,16.7,16.7
14,Tony Gonzalez,ATL,TE,8,ARI,13,11,84.6,110,0,49,8.5,10,0,0,0,0,0,0,16.5,16.5
15,Julius Thomas,DEN,TE,5,DAL,7,6,85.7,74,1,33,10.6,12.3,0,0,0,0,0,0,16.4,16.4
15,Antonio Gates,LAC,TE,10,DEN,13,11,84.6,109,0,49,8.4,9.9,0,0,0,0,0,0,16.4,16.4
17,Jimmy Graham,NO,TE,17,TB,9,5,55.6,75,1,34,8.3,15,0,0,0,0,0,0,16,16
18,Greg Olsen,CAR,TE,17,ATL,13,10,76.9,107,0,48,8.2,10.7,0,0,0,0,0,0,15.7,15.7
19,Jordan Reed,WAS,TE,10,MIN,11,9,81.8,106,0,47,9.6,11.8,0,5,0,0,0,0,15.6,15.6
20,Jason Witten,DAL,TE,7,PHI,12,9,75,110,0,49,9.2,12.2,0,0,0,0,0,0,15.5,15.5
21,Julius Thomas,DEN,TE,15,LAC,6,5,83.3,65,1,29,10.8,13,0,0,0,0,0,0,15,15
21,Tony Gonzalez,ATL,TE,17,CAR,8,6,75,60,1,27,7.5,10,0,0,0,0,0,0,15,15
23,Antonio Gates,LAC,TE,7,JAX,11,9,81.8,104,0,47,9.5,11.6,0,0,0,0,0,0,14.9,14.9
23,Tony Gonzalez,ATL,TE,7,TB,12,10,83.3,99,0,44,8.2,9.9,0,0,0,0,0,0,14.9,14.9
23,Antonio Gates,LAC,TE,17,KC,12,10,83.3,99,0,44,8.2,9.9,0,0,0,0,0,0,14.9,14.9
