Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Rob Gronkowski,NE,TE,4,PHI,8.55,5,55.6,77,1,0,8.6,15.4,0,0,0,0,0,0,16.2,16.2
2,Rob Gronkowski,NE,TE,2,TEN,8.55,5,55.6,75,1,0,8.3,15,0,0,0,0,0,0,16,16
2,Rob Gronkowski,NE,TE,3,JAX,10.26,6,60,70,1,0,7,11.7,0,0,0,0,0,0,16,16
4,Travis Kelce,KC,TE,1,TEN,8.34,6,75,69,1,0,8.6,11.5,0,0,0,0,0,0,15.9,15.9
5,Zach Ertz,PHI,TE,4,NE,8.65,5,55.6,59,1,0,6.6,11.8,0,0,0,0,0,0,14.4,14.4
6,Zach Ertz,PHI,TE,3,MIN,6.92,4,57.1,56,1,0,8,14,0,0,0,0,0,0,13.6,13.6
7,Kyle Rudolph,MIN,TE,3,PHI,7.04,4,57.1,38,1,0,5.4,9.5,0,0,0,0,0,0,11.8,11.8
8,Zach Ertz,PHI,TE,2,ATL,8.65,5,55.6,62,0,0,6.9,12.4,0,0,0,0,0,0,8.7,8.7
9,Delanie Walker,TEN,TE,1,KC,6.8,5,71.4,50,0,0,7.1,10,0,0,0,0,0,0,7.5,7.5
10,Delanie Walker,TEN,TE,2,NE,5.44,4,80,51,0,0,10.2,12.8,0,0,0,0,0,0,7.1,7.1
11,Charles Clay,BUF,TE,1,JAX,5.52,4,66.7,43,0,0,7.2,10.8,0,0,0,0,0,0,6.3,6.3
12,Kyle Rudolph,MIN,TE,2,NO,7.04,4,57.1,42,0,0,6,10.5,0,0,0,0,0,0,6.2,6.2
13,Austin Hooper,ATL,TE,1,LAR,3.96,3,75,33,0,0,8.2,11,0,0,0,0,0,0,4.8,4.8
14,Marcedes Lewis,JAX,TE,2,PIT,3.46,2,66.7,34,0,0,11.3,17,0,0,0,0,0,0,4.4,4.4
