Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Jimmy Graham,NO,TE,3,MIN,12,8,66.7,92,1,0,7.7,11.5,0,0,0,0,0,0,19.2,19.2
2,Jimmy Graham,NO,TE,5,TB,10,7,70,89,1,0,8.9,12.7,0,0,0,0,0,0,18.4,18.4
2,Jimmy Graham,NO,TE,11,CIN,10,7,70,89,1,0,8.9,12.7,0,0,0,0,0,0,18.4,18.4
4,Jimmy Graham,NO,TE,12,BAL,9,6,66.7,88,1,0,9.8,14.7,0,0,0,0,0,0,17.8,17.8
5,Rob Gronkowski,NE,TE,11,IND,10,6,60,86,1,0,8.6,14.3,0,0,0,0,0,0,17.6,17.6
5,Jimmy Graham,NO,TE,10,SF,10,7,70,81,1,0,8.1,11.6,0,0,0,0,0,0,17.6,17.6
7,Jimmy Graham,NO,TE,13,PIT,9,6,66.7,84,1,0,9.3,14,0,0,0,0,0,0,17.4,17.4
7,Jimmy Graham,NO,TE,14,CAR,10,7,70,79,1,0,7.9,11.3,0,0,0,0,0,0,17.4,17.4
9,Jimmy Graham,NO,TE,15,CHI,9,6,66.7,83,1,0,9.2,13.8,0,0,0,0,0,0,17.3,17.3
10,Jimmy Graham,NO,TE,4,DAL,10,7,70,75,1,0,7.5,10.7,0,0,0,0,0,0,17,17
11,Rob Gronkowski,NE,TE,9,DEN,10,6,60,79,1,0,7.9,13.2,0,0,0,0,0,0,16.9,16.9
12,Delanie Walker,TEN,TE,3,CIN,8,6,75,78,1,0,9.8,13,0,0,0,0,0,0,16.8,16.8
12,Martellus Bennett,CHI,TE,5,CAR,12,7,58.3,73,1,0,6.1,10.4,0,0,0,0,0,0,16.8,16.8
14,Rob Gronkowski,NE,TE,16,NYJ,10,6,60,77,1,0,7.7,12.8,0,0,0,0,0,0,16.7,16.7
15,Rob Gronkowski,NE,TE,13,GB,10,6,60,76,1,0,7.6,12.7,0,0,0,0,0,0,16.6,16.6
15,Rob Gronkowski,NE,TE,14,LAC,10,6,60,76,1,0,7.6,12.7,0,0,0,0,0,0,16.6,16.6
15,Martellus Bennett,CHI,TE,8,NE,12,7,58.3,71,1,0,5.9,10.1,0,0,0,0,0,0,16.6,16.6
18,Rob Gronkowski,NE,TE,7,NYJ,10,6,60,75,1,0,7.5,12.5,0,0,0,0,0,0,16.5,16.5
19,Martellus Bennett,CHI,TE,6,ATL,10,6,60,73,1,0,7.3,12.2,0,0,0,0,0,0,16.3,16.3
19,Rob Gronkowski,NE,TE,6,BUF,10,6,60,73,1,0,7.3,12.2,0,0,0,0,0,0,16.3,16.3
19,Rob Gronkowski,NE,TE,15,MIA,10,6,60,73,1,0,7.3,12.2,0,0,0,0,0,0,16.3,16.3
22,Martellus Bennett,CHI,TE,7,MIA,10,6,60,71,1,0,7.1,11.8,0,0,0,0,0,0,16.1,16.1
22,Julius Thomas,DEN,TE,9,NE,9,6,66.7,71,1,0,7.9,11.8,0,0,0,0,0,0,16.1,16.1
22,Julius Thomas,DEN,TE,15,LAC,9,6,66.7,71,1,0,7.9,11.8,0,0,0,0,0,0,16.1,16.1
25,Greg Olsen,CAR,TE,11,ATL,9,5,55.6,75,1,0,8.3,15,0,0,0,0,0,0,16,16
25,Rob Gronkowski,NE,TE,5,CIN,10,6,60,70,1,0,7,11.7,0,0,0,0,0,0,16,16
25,Jordan Reed,WAS,TE,9,MIN,9,6,66.7,70,1,0,7.8,11.7,0,0,0,0,0,0,16,16
25,Rob Gronkowski,NE,TE,12,DET,10,6,60,70,1,0,7,11.7,0,0,0,0,0,0,16,16
25,Rob Gronkowski,NE,TE,8,CHI,10,6,60,70,1,0,7,11.7,0,0,0,0,0,0,16,16
30,Niles Paul,WAS,TE,3,PHI,8,6,75,68,1,0,8.5,11.3,0,0,0,0,0,0,15.8,15.8
30,Larry Donnell,NYG,TE,5,ATL,10,6,60,68,1,0,6.8,11.3,0,0,0,0,0,0,15.8,15.8
30,Martellus Bennett,CHI,TE,11,MIN,10,6,60,68,1,0,6.8,11.3,0,0,0,0,0,0,15.8,15.8
33,Jordan Cameron,CLE,TE,7,JAX,8,5,62.5,72,1,0,9,14.4,0,0,0,0,0,0,15.7,15.7
33,Martellus Bennett,CHI,TE,10,GB,10,6,60,67,1,0,6.7,11.2,0,0,0,0,0,0,15.7,15.7
