Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Rob Gronkowski,NE,TE,1,PIT,10,6,60,77,1,0,7.7,12.8,0,0,0,0,0,0,16.7,16.7
2,Rob Gronkowski,NE,TE,6,IND,10,6,60,74,1,0,7.4,12.3,0,0,0,0,0,0,16.4,16.4
2,Rob Gronkowski,NE,TE,16,NYJ,10,6,60,74,1,0,7.4,12.3,0,0,0,0,0,0,16.4,16.4
4,Rob Gronkowski,NE,TE,10,NYG,10,6,60,72,1,0,7.2,12,0,0,0,0,0,0,16.2,16.2
5,Rob Gronkowski,NE,TE,5,DAL,10,6,60,71,1,0,7.1,11.8,0,0,0,0,0,0,16.1,16.1
6,Greg Olsen,CAR,TE,7,PHI,10,6,60,69,1,0,6.9,11.5,0,0,0,0,0,0,15.9,15.9
6,Greg Olsen,CAR,TE,16,ATL,10,6,60,69,1,0,6.9,11.5,0,0,0,0,0,0,15.9,15.9
8,Rob Gronkowski,NE,TE,12,DEN,10,6,60,68,1,0,6.8,11.3,0,0,0,0,0,0,15.8,15.8
8,Greg Olsen,CAR,TE,14,ATL,10,6,60,68,1,0,6.8,11.3,0,0,0,0,0,0,15.8,15.8
10,Jimmy Graham,SEA,TE,1,LAR,9,6,66.7,67,1,0,7.4,11.2,0,0,0,0,0,0,15.7,15.7
11,Greg Olsen,CAR,TE,9,GB,10,6,60,66,1,0,6.6,11,0,0,0,0,0,0,15.6,15.6
12,Rob Gronkowski,NE,TE,2,BUF,9,5,55.6,68,1,0,7.6,13.6,0,0,0,0,0,0,15.3,15.3
12,Rob Gronkowski,NE,TE,3,JAX,9,5,55.6,68,1,0,7.6,13.6,0,0,0,0,0,0,15.3,15.3
12,Delanie Walker,TEN,TE,14,NYJ,8,6,75,63,1,0,7.9,10.5,0,0,0,0,0,0,15.3,15.3
12,Delanie Walker,TEN,TE,17,IND,8,6,75,63,1,0,7.9,10.5,0,0,0,0,0,0,15.3,15.3
16,Rob Gronkowski,NE,TE,7,NYJ,9,5,55.6,67,1,0,7.4,13.4,0,0,0,0,0,0,15.2,15.2
16,Greg Olsen,CAR,TE,12,DAL,9,5,55.6,67,1,0,7.4,13.4,0,0,0,0,0,0,15.2,15.2
16,Greg Olsen,CAR,TE,15,NYG,9,5,55.6,67,1,0,7.4,13.4,0,0,0,0,0,0,15.2,15.2
19,Rob Gronkowski,NE,TE,8,MIA,9,5,55.6,66,1,0,7.3,13.2,0,0,0,0,0,0,15.1,15.1
19,Rob Gronkowski,NE,TE,9,WAS,9,5,55.6,66,1,0,7.3,13.2,0,0,0,0,0,0,15.1,15.1
19,Greg Olsen,CAR,TE,13,NO,9,5,55.6,66,1,0,7.3,13.2,0,0,0,0,0,0,15.1,15.1
22,Rob Gronkowski,NE,TE,17,MIA,9,5,55.6,65,1,0,7.2,13,0,0,0,0,0,0,15,15
22,Gary Barnidge,CLE,TE,13,CIN,9,5,55.6,65,1,0,7.2,13,0,0,0,0,0,0,15,15
22,Martellus Bennett,CHI,TE,5,KC,10,6,60,60,1,0,6,10,0,0,0,0,0,0,15,15
22,Jordan Reed,WAS,TE,16,PHI,9,6,66.7,60,1,0,6.7,10,0,0,0,0,0,0,15,15
26,Greg Olsen,CAR,TE,17,TB,9,5,55.6,64,1,0,7.1,12.8,0,0,0,0,0,0,14.9,14.9
26,Gary Barnidge,CLE,TE,17,PIT,9,5,55.6,64,1,0,7.1,12.8,0,0,0,0,0,0,14.9,14.9
26,Rob Gronkowski,NE,TE,11,BUF,9,5,55.6,64,1,0,7.1,12.8,0,0,0,0,0,0,14.9,14.9
26,Travis Kelce,KC,TE,13,OAK,8,6,75,59,1,0,7.4,9.8,0,0,0,0,0,0,14.9,14.9
30,Tyler Eifert,CIN,TE,3,BAL,7,5,71.4,63,1,0,9,12.6,0,0,0,0,0,0,14.8,14.8
30,Gary Barnidge,CLE,TE,15,SEA,9,5,55.6,63,1,0,7,12.6,0,0,0,0,0,0,14.8,14.8
30,Rob Gronkowski,NE,TE,15,TEN,9,5,55.6,63,1,0,7,12.6,0,0,0,0,0,0,14.8,14.8
30,Jordan Reed,WAS,TE,15,BUF,9,6,66.7,58,1,0,6.4,9.7,0,0,0,0,0,0,14.8,14.8
34,Jimmy Graham,SEA,TE,2,GB,7,5,71.4,62,1,0,8.9,12.4,0,0,0,0,0,0,14.7,14.7
34,Greg Olsen,CAR,TE,11,WAS,9,5,55.6,62,1,0,6.9,12.4,0,0,0,0,0,0,14.7,14.7
36,Jason Witten,DAL,TE,2,PHI,9,5,55.6,61,1,0,6.8,12.2,0,0,0,0,0,0,14.6,14.6
36,Jimmy Graham,SEA,TE,3,CHI,7,5,71.4,61,1,0,8.7,12.2,0,0,0,0,0,0,14.6,14.6
36,Delanie Walker,TEN,TE,13,JAX,7,5,71.4,61,1,0,8.7,12.2,0,0,0,0,0,0,14.6,14.6
39,Tyler Eifert,CIN,TE,2,LAC,7,5,71.4,60,1,0,8.6,12,0,0,0,0,0,0,14.5,14.5
39,Greg Olsen,CAR,TE,8,IND,9,5,55.6,60,1,0,6.7,12,0,0,0,0,0,0,14.5,14.5
39,Jason Witten,DAL,TE,12,CAR,9,5,55.6,60,1,0,6.7,12,0,0,0,0,0,0,14.5,14.5
39,Gary Barnidge,CLE,TE,12,BAL,9,5,55.6,60,1,0,6.7,12,0,0,0,0,0,0,14.5,14.5
43,Greg Olsen,CAR,TE,10,TEN,9,5,55.6,59,1,0,6.6,11.8,0,0,0,0,0,0,14.4,14.4
44,Jason Witten,DAL,TE,5,NE,9,5,55.6,58,1,0,6.4,11.6,0,0,0,0,0,0,14.3,14.3
44,Tyler Eifert,CIN,TE,8,PIT,7,5,71.4,58,1,0,8.3,11.6,0,0,0,0,0,0,14.3,14.3
44,Gary Barnidge,CLE,TE,9,CIN,9,5,55.6,58,1,0,6.4,11.6,0,0,0,0,0,0,14.3,14.3
47,Tyler Eifert,CIN,TE,6,BUF,7,5,71.4,57,1,0,8.1,11.4,0,0,0,0,0,0,14.2,14.2
47,Delanie Walker,TEN,TE,8,HOU,7,5,71.4,57,1,0,8.1,11.4,0,0,0,0,0,0,14.2,14.2
47,Tyler Eifert,CIN,TE,12,LAR,7,5,71.4,57,1,0,8.1,11.4,0,0,0,0,0,0,14.2,14.2
47,Julius Thomas,JAX,TE,16,NO,7,5,71.4,57,1,0,8.1,11.4,0,0,0,0,0,0,14.2,14.2
47,Jimmy Graham,SEA,TE,11,SF,7,5,71.4,57,1,0,8.1,11.4,0,0,0,0,0,0,14.2,14.2
47,Tyler Eifert,CIN,TE,11,ARI,7,5,71.4,57,1,0,8.1,11.4,0,0,0,0,0,0,14.2,14.2
53,Antonio Gates,LAC,TE,16,OAK,8,5,62.5,56,1,0,7,11.2,0,0,0,0,0,0,14.1,14.1
53,Benjamin Watson,NO,TE,17,ATL,7,5,71.4,56,1,0,8,11.2,0,0,0,0,0,0,14.1,14.1
53,Antonio Gates,LAC,TE,15,MIA,8,5,62.5,56,1,0,7,11.2,0,0,0,0,0,0,14.1,14.1
56,Antonio Gates,LAC,TE,9,CHI,8,5,62.5,55,1,0,6.9,11,0,0,0,0,0,0,14,14
57,Travis Kelce,KC,TE,2,DEN,7,5,71.4,54,1,0,7.7,10.8,0,0,0,0,0,0,13.9,13.9
57,Travis Kelce,KC,TE,5,CHI,7,5,71.4,54,1,0,7.7,10.8,0,0,0,0,0,0,13.9,13.9
57,Travis Kelce,KC,TE,8,DET,7,5,71.4,54,1,0,7.7,10.8,0,0,0,0,0,0,13.9,13.9
57,Travis Kelce,KC,TE,3,GB,7,5,71.4,54,1,0,7.7,10.8,0,0,0,0,0,0,13.9,13.9
57,Jimmy Graham,SEA,TE,10,ARI,7,5,71.4,54,1,0,7.7,10.8,0,0,0,0,0,0,13.9,13.9
57,Jordan Reed,WAS,TE,10,NO,7,5,71.4,54,1,0,7.7,10.8,0,0,0,0,0,0,13.9,13.9
57,Travis Kelce,KC,TE,12,BUF,7,5,71.4,54,1,0,7.7,10.8,0,0,0,0,0,0,13.9,13.9
57,Benjamin Watson,NO,TE,16,JAX,7,5,71.4,54,1,0,7.7,10.8,0,0,0,0,0,0,13.9,13.9
57,Antonio Gates,LAC,TE,13,DEN,8,5,62.5,54,1,0,6.8,10.8,0,0,0,0,0,0,13.9,13.9
57,Travis Kelce,KC,TE,11,LAC,7,5,71.4,54,1,0,7.7,10.8,0,0,0,0,0,0,13.9,13.9
67,Martellus Bennett,CHI,TE,6,DET,8,5,62.5,53,1,0,6.6,10.6,0,0,0,0,0,0,13.8,13.8
67,Delanie Walker,TEN,TE,12,OAK,7,5,71.4,53,1,0,7.6,10.6,0,0,0,0,0,0,13.8,13.8
67,Jason Witten,DAL,TE,11,MIA,9,5,55.6,53,1,0,5.9,10.6,0,0,0,0,0,0,13.8,13.8
67,Antonio Gates,LAC,TE,11,KC,8,5,62.5,53,1,0,6.6,10.6,0,0,0,0,0,0,13.8,13.8
71,Antonio Gates,LAC,TE,14,KC,8,5,62.5,52,1,0,6.5,10.4,0,0,0,0,0,0,13.7,13.7
71,Travis Kelce,KC,TE,14,LAC,7,5,71.4,52,1,0,7.4,10.4,0,0,0,0,0,0,13.7,13.7
71,Jordan Reed,WAS,TE,14,CHI,7,5,71.4,52,1,0,7.4,10.4,0,0,0,0,0,0,13.7,13.7
71,Jordan Reed,WAS,TE,11,CAR,7,5,71.4,52,1,0,7.4,10.4,0,0,0,0,0,0,13.7,13.7
75,Gary Barnidge,CLE,TE,10,PIT,7,4,57.1,56,1,0,8,14,0,0,0,0,0,0,13.6,13.6
75,Martellus Bennett,CHI,TE,1,GB,8,5,62.5,51,1,0,6.4,10.2,0,0,0,0,0,0,13.6,13.6
75,Julius Thomas,JAX,TE,13,TEN,7,5,71.4,51,1,0,7.3,10.2,0,0,0,0,0,0,13.6,13.6
78,Delanie Walker,TEN,TE,3,IND,5,4,80,55,1,0,11,13.8,0,0,0,0,0,0,13.5,13.5
78,Jimmy Graham,SEA,TE,12,PIT,6,4,66.7,55,1,0,9.2,13.8,0,0,0,0,0,0,13.5,13.5
78,Jordan Reed,WAS,TE,12,NYG,7,5,71.4,50,1,0,7.1,10,0,0,0,0,0,0,13.5,13.5
78,Travis Kelce,KC,TE,17,OAK,7,5,71.4,50,1,0,7.1,10,0,0,0,0,0,0,13.5,13.5
78,Jordan Reed,WAS,TE,13,DAL,7,5,71.4,50,1,0,7.1,10,0,0,0,0,0,0,13.5,13.5
83,Gary Barnidge,CLE,TE,16,KC,7,4,57.1,54,1,0,7.7,13.5,0,0,0,0,0,0,13.4,13.4
