Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
46,Tyler Lockett,SEA,WR,1,MIN,null,null,6200,5.3
47,DeSean Jackson,WAS,WR,1,GB,null,null,7000,5.2
47,Markus Wheaton,PIT,WR,1,CIN,null,null,5900,5.2
49,Brandon LaFell,NE,WR,3,DEN,null,null,6100,5.1
50,Cecil Shorts,HOU,WR,1,KC,null,null,5200,4.9
50,Brandon LaFell,NE,WR,2,KC,null,null,6300,4.9
52,Mike Wallace,MIN,WR,1,SEA,null,null,4700,4.5
52,Cody Latimer,DEN,WR,2,PIT,null,null,4700,4.5
54,Charles Johnson,MIN,WR,1,SEA,null,null,4600,4.4
54,Cody Latimer,DEN,WR,3,NE,null,null,4700,4.4
54,Cody Latimer,DEN,WR,4,CAR,null,null,null,4.4
57,Chris Conley,KC,WR,2,NE,null,null,4800,4
58,Jeff Janis,GB,WR,1,WAS,null,null,4700,3.8
59,Jarius Wright,MIN,WR,1,SEA,null,null,4600,3.7
59,Jeff Janis,GB,WR,2,ARI,null,null,4600,3.7
61,Chris Conley,KC,WR,1,HOU,null,null,4700,3.4
62,Jaelen Strong,HOU,WR,1,KC,null,null,5000,3.3
63,Jerricho Cotchery,CAR,WR,3,ARI,null,null,5200,3.2
63,Jerricho Cotchery,CAR,WR,4,DEN,null,null,null,3.2
65,Jerricho Cotchery,CAR,WR,2,SEA,null,null,5300,3.1
66,Devin Funchess,CAR,WR,2,SEA,null,null,5300,2.4
66,Devin Funchess,CAR,WR,3,ARI,null,null,5100,2.4
66,Devin Funchess,CAR,WR,4,DEN,null,null,null,2.4
69,Albert Wilson,KC,WR,1,HOU,null,null,4900,2.3
69,Albert Wilson,KC,WR,2,NE,null,null,5400,2.3
71,Cordarrelle Patterson,MIN,WR,1,SEA,null,null,4600,2.1
72,Jason Avant,KC,WR,2,NE,null,null,4500,1.6
73,Jason Avant,KC,WR,1,HOU,null,null,4500,1.4
74,Jaron Brown,ARI,WR,2,GB,null,null,4500,1.3
75,Jaron Brown,ARI,WR,3,CAR,null,null,4500,1.2
76,Jordy Nelson,GB,WR,1,WAS,null,null,null,0
76,Brandon Tate,CIN,WR,1,PIT,null,null,4800,0
76,Darrius Heyward-Bey,PIT,WR,1,CIN,null,null,4500,0
76,David Nelson,PIT,WR,1,CIN,null,null,null,0
76,Andre Roberts,WAS,WR,1,GB,null,null,null,0
76,Greg Little,CIN,WR,1,PIT,null,null,4500,0
76,Ricardo Lockette,SEA,WR,1,MIN,null,null,null,0
76,Junior Hemingway,KC,WR,1,HOU,null,null,4500,0
76,Frankie Hammond,KC,WR,1,HOU,null,null,4500,0
76,Adam Thielen,MIN,WR,1,SEA,null,null,4500,0
76,Rashad Ross,WAS,WR,1,GB,null,null,4600,0
76,James Wright,CIN,WR,1,PIT,null,null,null,0
76,De'Anthony Thomas,KC,WR,1,HOU,null,null,4500,0
76,Ryan Grant,WAS,WR,1,GB,null,null,4600,0
76,Jared Abbrederis,GB,WR,1,WAS,null,null,4700,0
76,Paul Richardson,SEA,WR,1,MIN,null,null,null,0
76,Kevin Smith,SEA,WR,1,MIN,null,null,4500,0
76,Sammie Coates,PIT,WR,1,CIN,null,null,null,0
76,Keith Mumphery,HOU,WR,1,KC,null,null,4500,0
76,Mario Alford,CIN,WR,1,PIT,null,null,null,0
76,Kasen Williams,SEA,WR,1,MIN,null,null,null,0
76,Chandler Worthy,HOU,WR,1,KC,null,null,4500,0
76,Eli Rogers,PIT,WR,1,CIN,null,null,null,0
76,Jamel Johnson,GB,WR,1,WAS,null,null,4500,0
76,Andre Caldwell,DEN,WR,2,PIT,null,null,4500,0
76,Jordy Nelson,GB,WR,2,ARI,null,null,null,0
76,Matthew Slater,NE,WR,2,KC,null,null,4500,0
76,Darrius Heyward-Bey,PIT,WR,2,DEN,null,null,4500,0
76,Brandon Gibson,NE,WR,2,KC,null,null,null,0
76,David Nelson,PIT,WR,2,DEN,null,null,null,0
76,Kyle Williams,DEN,WR,2,PIT,null,null,null,0
76,Jordan Norwood,DEN,WR,2,PIT,null,null,4500,0
76,Ricardo Lockette,SEA,WR,2,CAR,null,null,null,0
76,Stephen Hill,CAR,WR,2,SEA,null,null,null,0
76,Keshawn Martin,NE,WR,2,KC,null,null,5600,0
76,Junior Hemingway,KC,WR,2,NE,null,null,4500,0
76,Ifeanyi Momah,ARI,WR,2,GB,null,null,null,0
76,Josh Boyce,NE,WR,2,KC,null,null,null,0
76,Aaron Dobson,NE,WR,2,KC,null,null,null,0
76,Frankie Hammond,KC,WR,2,NE,null,null,4700,0
76,Brian Tyms,NE,WR,2,KC,null,null,null,0
76,Brenton Bersin,CAR,WR,2,SEA,null,null,null,0
76,Brittan Golden,ARI,WR,2,GB,null,null,null,0
76,Bennie Fowler,DEN,WR,2,PIT,null,null,4600,0
76,De'Anthony Thomas,KC,WR,2,NE,null,null,4500,0
76,Jared Abbrederis,GB,WR,2,ARI,null,null,4900,0
76,Kelvin Benjamin,CAR,WR,2,SEA,null,null,null,0
76,Corey Brown,CAR,WR,2,SEA,null,null,5400,0
76,Solomon Patton,DEN,WR,2,PIT,null,null,4500,0
76,Kevin Norwood,CAR,WR,2,SEA,null,null,null,0
76,Paul Richardson,SEA,WR,2,CAR,null,null,null,0
76,Kevin Smith,SEA,WR,2,CAR,null,null,4500,0
76,Sammie Coates,PIT,WR,2,DEN,null,null,null,0
76,JJ Nelson,ARI,WR,2,GB,null,null,5000,0
76,Kasen Williams,SEA,WR,2,CAR,null,null,null,0
76,Chris Harper,NE,WR,2,KC,null,null,4500,0
76,Eli Rogers,PIT,WR,2,DEN,null,null,null,0
76,Jamel Johnson,GB,WR,2,ARI,null,null,4500,0
76,Andre Caldwell,DEN,WR,3,NE,null,null,4500,0
76,Matthew Slater,NE,WR,3,DEN,null,null,4500,0
76,Brandon Gibson,NE,WR,3,DEN,null,null,null,0
76,Kyle Williams,DEN,WR,3,NE,null,null,null,0
76,Jordan Norwood,DEN,WR,3,NE,null,null,4500,0
76,Stephen Hill,CAR,WR,3,ARI,null,null,null,0
76,Keshawn Martin,NE,WR,3,DEN,null,null,5100,0
76,Ifeanyi Momah,ARI,WR,3,CAR,null,null,null,0
76,Josh Boyce,NE,WR,3,DEN,null,null,null,0
76,Aaron Dobson,NE,WR,3,DEN,null,null,null,0
76,Brian Tyms,NE,WR,3,DEN,null,null,null,0
76,Brenton Bersin,CAR,WR,3,ARI,null,null,null,0
76,Brittan Golden,ARI,WR,3,CAR,null,null,null,0
76,Bennie Fowler,DEN,WR,3,NE,null,null,4600,0
76,Kelvin Benjamin,CAR,WR,3,ARI,null,null,null,0
76,Corey Brown,CAR,WR,3,ARI,null,null,5300,0
76,Solomon Patton,DEN,WR,3,NE,null,null,4500,0
76,Kevin Norwood,CAR,WR,3,ARI,null,null,null,0
76,JJ Nelson,ARI,WR,3,CAR,null,null,4800,0
76,Chris Harper,NE,WR,3,DEN,null,null,4500,0
76,Andre Caldwell,DEN,WR,4,CAR,null,null,null,0
76,Jordan Norwood,DEN,WR,4,CAR,null,null,null,0
76,Brenton Bersin,CAR,WR,4,DEN,null,null,null,0
76,Bennie Fowler,DEN,WR,4,CAR,null,null,null,0
76,Corey Brown,CAR,WR,4,DEN,null,null,null,0
76,Kevin Norwood,CAR,WR,4,DEN,null,null,null,0
