Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,DeAndre Hopkins,HOU,WR,1,IND,9,3,8800,20.7
2,Tyreek Hill,KC,WR,2,IND,9,3,8400,18.7
3,Tyreek Hill,KC,WR,3,NE,15,12,8400,18.28
4,T.Y. Hilton,IND,WR,1,HOU,10,8,7700,18.1
5,Julian Edelman,NE,WR,4,LAR,19,22,null,17.72
6,Michael Thomas,NO,WR,2,PHI,20,27,8400,17.1
7,Michael Thomas,NO,WR,3,LAR,19,22,8800,16.08
8,Amari Cooper,DAL,WR,1,SEA,11,19,6700,15.3
9,Brandin Cooks,LAR,WR,4,NE,15,12,null,14.66
10,Tyler Lockett,SEA,WR,1,DAL,8,6,7000,14.4
11,Robert Woods,LAR,WR,4,NE,15,12,null,14.36
12,Doug Baldwin,SEA,WR,1,DAL,8,6,7200,14.3
12,Robert Woods,LAR,WR,3,NO,18,32,7100,14.3
14,Julian Edelman,NE,WR,3,KC,30,18,7900,13.87
15,Alshon Jeffery,PHI,WR,1,CHI,1,10,7400,13.8
16,Brandin Cooks,LAR,WR,3,NO,18,32,6900,12.66
17,T.Y. Hilton,IND,WR,2,KC,30,18,7900,12.1
18,Mike Williams,LAC,WR,1,BAL,2,7,6800,11.5
19,Robert Woods,LAR,WR,2,DAL,8,6,7500,11.2
19,Keenan Allen,LAC,WR,2,NE,15,12,7100,11.2
21,Keenan Allen,LAC,WR,1,BAL,2,7,7600,10.8
22,Brandin Cooks,LAR,WR,2,DAL,8,6,7400,10.3
23,Julian Edelman,NE,WR,2,LAC,7,5,7600,9.9
24,Amari Cooper,DAL,WR,2,LAR,19,22,6800,9.6
25,Sammy Watkins,KC,WR,3,NE,15,12,5600,9.31
26,Alshon Jeffery,PHI,WR,2,NO,18,32,7300,9.3
27,Chris Hogan,NE,WR,4,LAR,19,22,null,9.16
28,Ted Ginn,NO,WR,3,LAR,19,22,5300,8.4
29,Allen Robinson,CHI,WR,1,PHI,20,27,6500,6.9
30,Nelson Agholor,PHI,WR,2,NO,18,32,6200,6.7
31,Dontrelle Inman,IND,WR,2,KC,30,18,6200,6.6
32,Josh Reynolds,LAR,WR,4,NE,15,12,null,6.57
33,Golden Tate,PHI,WR,2,NO,18,32,5900,6.3
34,Taylor Gabriel,CHI,WR,1,PHI,20,27,5000,6.2
34,Nelson Agholor,PHI,WR,1,CHI,1,10,6400,6.2
36,Chester Rogers,IND,WR,2,KC,30,18,5100,6.1
37,Josh Reynolds,LAR,WR,2,DAL,8,6,5600,6
38,Dontrelle Inman,IND,WR,1,HOU,10,8,5500,5.8
39,Chris Hogan,NE,WR,3,KC,30,18,5200,5.63
40,Tre'Quan Smith,NO,WR,3,LAR,19,22,5000,5.6
40,Mike Williams,LAC,WR,2,NE,15,12,6600,5.6
42,Cordarrelle Patterson,NE,WR,4,LAR,19,22,null,5.56
43,Michael Gallup,DAL,WR,2,LAR,19,22,5700,5.5
44,Cordarrelle Patterson,NE,WR,3,KC,30,18,4800,5.47
45,Deandre Carter,HOU,WR,1,IND,9,3,5200,5.4
45,Cole Beasley,DAL,WR,2,LAR,19,22,5400,5.4
47,Ted Ginn,NO,WR,2,PHI,20,27,4500,5.3
48,Josh Reynolds,LAR,WR,3,NO,18,32,5400,5.26
49,Keith Kirkwood,NO,WR,3,LAR,19,22,5100,5.21
50,Tyrell Williams,LAC,WR,2,NE,15,12,4900,5
51,Sammy Watkins,KC,WR,2,IND,9,3,6000,4.9
52,Chris Hogan,NE,WR,2,LAC,7,5,5500,4.7
52,Golden Tate,PHI,WR,1,CHI,1,10,5100,4.7
52,Cole Beasley,DAL,WR,1,SEA,11,19,5400,4.7
52,Willie Snead,BAL,WR,1,LAC,7,5,5000,4.7
56,Chris Conley,KC,WR,3,NE,15,12,4700,4.69
57,Tyrell Williams,LAC,WR,1,BAL,2,7,5200,4.6
57,Michael Crabtree,BAL,WR,1,LAC,7,5,4700,4.6
59,Chester Rogers,IND,WR,1,HOU,10,8,5100,4.5
60,Demarcus Robinson,KC,WR,3,NE,15,12,4700,4.3
60,Cordarrelle Patterson,NE,WR,2,LAC,7,5,5200,4.3
62,Phillip Dorsett,NE,WR,3,KC,30,18,5500,4.19
63,Michael Gallup,DAL,WR,1,SEA,11,19,5700,4.1
64,John Brown,BAL,WR,1,LAC,7,5,4700,3.9
64,Vyncint Smith,HOU,WR,1,IND,9,3,4600,3.9
66,David Moore,SEA,WR,1,DAL,8,6,4800,3.7
66,Tavon Austin,DAL,WR,2,LAR,19,22,4500,3.7
68,Anthony Miller,CHI,WR,1,PHI,20,27,4800,3.6
69,Phillip Dorsett,NE,WR,4,LAR,19,22,null,3.4
70,Keke Coutee,HOU,WR,1,IND,9,3,5600,3.3
70,Phillip Dorsett,NE,WR,2,LAC,7,5,4600,3.3
70,Chris Conley,KC,WR,2,IND,9,3,4700,3.3
70,Demarcus Robinson,KC,WR,2,IND,9,3,5200,3.3
74,Kevin White,CHI,WR,1,PHI,20,27,4500,3.1
75,Travis Benjamin,LAC,WR,2,NE,15,12,4600,2.7
75,Zach Pascal,IND,WR,1,HOU,10,8,4700,2.7
75,Javon Wims,CHI,WR,1,PHI,20,27,4500,2.7
78,Tre'Quan Smith,NO,WR,2,PHI,20,27,5300,2.6
78,Keith Kirkwood,NO,WR,2,PHI,20,27,4900,2.6
80,Zach Pascal,IND,WR,2,KC,30,18,4700,2.5
81,Allen Hurns,DAL,WR,1,SEA,11,19,4500,2.2
81,Jordan Matthews,PHI,WR,2,NO,18,32,4600,2.2
83,Travis Benjamin,LAC,WR,1,BAL,2,7,4600,2.1
83,Jordan Matthews,PHI,WR,1,CHI,1,10,4600,2.1
85,Ryan Grant,IND,WR,1,HOU,10,8,4500,1.9
86,Josh Bellamy,CHI,WR,1,PHI,20,27,4500,1.8
86,Chris Moore,BAL,WR,1,LAC,7,5,4500,1.8
88,Tavon Austin,DAL,WR,1,SEA,11,19,4500,1.7
88,Jaron Brown,SEA,WR,1,DAL,8,6,4800,1.7
88,Ryan Grant,IND,WR,2,KC,30,18,4500,1.7
91,Tommylee Lewis,NO,WR,3,LAR,19,22,4600,1.6
91,Kelvin Benjamin,KC,WR,2,IND,9,3,4800,1.6
93,Austin Carr,NO,WR,3,LAR,19,22,4700,1.59
94,Mike Wallace,PHI,WR,2,NO,18,32,4500,1.4
