Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,Antonio Brown,PIT,WR,16,BAL,21,32,9300,20.9
2,Julio Jones,ATL,WR,11,IND,25,25,9100,20.7
3,Julio Jones,ATL,WR,17,NO,32,29,9300,20.6
4,Antonio Brown,PIT,WR,1,NE,null,null,9300,20.5
5,Julio Jones,ATL,WR,5,WAS,7,23,9200,20.4
5,Antonio Brown,PIT,WR,17,CLE,27,27,9100,20.4
7,Julio Jones,ATL,WR,9,SF,26,30,9200,20.2
7,Julio Jones,ATL,WR,12,MIN,7,9,9300,20.2
7,Antonio Brown,PIT,WR,13,IND,23,21,9000,20.2
7,Antonio Brown,PIT,WR,14,CIN,4,9,9300,20.2
11,Julio Jones,ATL,WR,4,HOU,14,8,9400,20.1
11,Julio Jones,ATL,WR,13,TB,18,20,9200,20.1
13,Antonio Brown,PIT,WR,3,LAR,12,3,9300,20
14,DeAndre Hopkins,HOU,WR,12,NO,32,24,9400,19.9
15,Julio Jones,ATL,WR,1,PHI,null,null,9000,19.5
15,DeAndre Hopkins,HOU,WR,7,MIA,17,20,9200,19.5
15,Odell Beckham Jr,NYG,WR,17,PHI,30,32,8900,19.5
18,Julio Jones,ATL,WR,3,DAL,3,4,9000,19.3
18,Julio Jones,ATL,WR,8,TB,22,29,9200,19.3
18,Antonio Brown,PIT,WR,9,OAK,24,12,8700,19.3
18,Antonio Brown,PIT,WR,2,SF,2,9,9200,19.3
22,Odell Beckham Jr,NYG,WR,3,WAS,3,12,9100,19.2
22,DeAndre Hopkins,HOU,WR,8,TEN,8,13,9000,19.2
22,Julio Jones,ATL,WR,15,JAX,25,15,8600,19.2
25,Antonio Brown,PIT,WR,8,CIN,13,15,8400,19.1
26,DeAndre Hopkins,HOU,WR,6,JAX,26,8,8500,18.9
26,Julio Jones,ATL,WR,7,TEN,10,14,9100,18.9
26,Odell Beckham Jr,NYG,WR,12,WAS,20,27,9100,18.9
26,DeAndre Hopkins,HOU,WR,17,JAX,28,16,9000,18.9
30,Odell Beckham Jr,NYG,WR,1,DAL,null,null,8900,18.8
30,DeAndre Hopkins,HOU,WR,10,CIN,7,7,8900,18.8
30,Antonio Brown,PIT,WR,12,SEA,3,4,9000,18.8
33,Demaryius Thomas,DEN,WR,3,DET,29,17,8400,18.7
33,Demaryius Thomas,DEN,WR,5,OAK,31,9,8600,18.7
33,Odell Beckham Jr,NYG,WR,13,NYJ,9,25,9400,18.7
33,Odell Beckham Jr,NYG,WR,14,MIA,28,24,9300,18.7
37,Demaryius Thomas,DEN,WR,4,MIN,8,15,8500,18.6
38,Odell Beckham Jr,NYG,WR,9,TB,23,29,9000,18.4
38,DeAndre Hopkins,HOU,WR,14,NE,10,18,8700,18.4
40,Mike Evans,TB,WR,11,PHI,12,30,8000,18.3
40,Demaryius Thomas,DEN,WR,10,KC,19,32,7900,18.3
42,Demaryius Thomas,DEN,WR,1,BAL,null,null,8800,18.2
43,Randall Cobb,GB,WR,1,CHI,null,null,8400,18.1
43,Keenan Allen,LAC,WR,8,BAL,31,31,8000,18.1
43,Larry Fitzgerald,ARI,WR,12,SF,28,28,7400,18.1
43,Antonio Brown,PIT,WR,15,DEN,1,1,8800,18.1
47,Odell Beckham Jr,NYG,WR,5,SF,26,27,9000,18
47,DeAndre Hopkins,HOU,WR,13,BUF,17,19,8900,18
49,DeAndre Hopkins,HOU,WR,16,TEN,23,20,8500,17.9
49,Julian Edelman,NE,WR,6,IND,25,29,7900,17.9
49,Julio Jones,ATL,WR,16,CAR,3,7,8600,17.9
52,Odell Beckham Jr,NYG,WR,4,BUF,27,30,9100,17.8
52,AJ Green,CIN,WR,14,PIT,19,27,8500,17.8
52,DeAndre Hopkins,HOU,WR,15,IND,31,29,8700,17.8
52,Keenan Allen,LAC,WR,5,PIT,14,21,7700,17.8
52,Julio Jones,ATL,WR,14,CAR,3,7,8800,17.8
57,Dez Bryant,DAL,WR,1,NYG,null,null,8700,17.7
57,Antonio Brown,PIT,WR,4,BAL,27,31,8900,17.7
57,Odell Beckham Jr,NYG,WR,7,DAL,22,11,9000,17.7
57,Antonio Brown,PIT,WR,10,CLE,27,17,8700,17.7
57,Demaryius Thomas,DEN,WR,9,IND,27,25,8400,17.7
57,Alshon Jeffery,CHI,WR,15,MIN,12,16,7900,17.7
57,Julian Edelman,NE,WR,9,WAS,16,22,8000,17.7
57,Julian Edelman,NE,WR,5,DAL,18,12,7700,17.7
65,AJ Green,CIN,WR,4,KC,32,32,8400,17.6
65,Randall Cobb,GB,WR,4,SF,29,29,8200,17.6
65,Brandon Marshall,NYJ,WR,8,OAK,26,10,8300,17.6
65,Odell Beckham Jr,NYG,WR,10,NE,8,24,8800,17.6
65,DeAndre Hopkins,HOU,WR,11,NYJ,5,17,8900,17.6
65,Calvin Johnson,DET,WR,12,PHI,20,31,8200,17.6
65,Odell Beckham Jr,NYG,WR,2,ATL,19,18,8700,17.6
72,Odell Beckham Jr,NYG,WR,6,PHI,12,30,9100,17.5
72,AJ Green,CIN,WR,6,BUF,18,26,8100,17.5
72,Alshon Jeffery,CHI,WR,9,LAC,21,9,7900,17.5
72,Julian Edelman,NE,WR,10,NYG,28,19,8000,17.5
72,Larry Fitzgerald,ARI,WR,15,PHI,27,31,7200,17.5
77,Calvin Johnson,DET,WR,1,LAC,null,null,8500,17.4
77,AJ Green,CIN,WR,1,OAK,null,null,8300,17.4
77,Odell Beckham Jr,NYG,WR,8,NO,30,18,8700,17.4
77,DeAndre Hopkins,HOU,WR,5,IND,22,27,8000,17.4
77,Alshon Jeffery,CHI,WR,13,SF,27,24,7700,17.4
77,Odell Beckham Jr,NYG,WR,15,CAR,3,7,9100,17.4
77,Julian Edelman,NE,WR,8,MIA,17,21,7600,17.4
84,Larry Fitzgerald,ARI,WR,7,BAL,30,31,7800,17.3
84,Calvin Johnson,DET,WR,8,KC,23,32,8600,17.3
84,Amari Cooper,OAK,WR,11,DET,31,20,7200,17.3
84,Alshon Jeffery,CHI,WR,14,WAS,17,25,7500,17.3
88,Julio Jones,ATL,WR,6,NO,31,14,9200,17.2
88,AJ Green,CIN,WR,10,HOU,21,15,8300,17.2
88,AJ Green,CIN,WR,9,CLE,26,18,8500,17.2
88,Dez Bryant,DAL,WR,11,MIA,26,18,8400,17.2
88,Larry Fitzgerald,ARI,WR,11,CIN,5,7,7400,17.2
88,Randall Cobb,GB,WR,5,LAR,9,5,8200,17.2
88,Calvin Johnson,DET,WR,13,GB,15,9,8500,17.2
88,AJ Green,CIN,WR,13,CLE,31,27,8400,17.2
88,Allen Robinson,JAX,WR,13,TEN,15,17,8000,17.2
88,Mike Evans,TB,WR,16,CHI,15,11,8200,17.2
98,AJ Green,CIN,WR,8,PIT,16,19,8200,17.1
98,Mike Evans,TB,WR,10,DAL,14,5,7700,17.1
