Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,Antonio Brown,PIT,WR,15,NE,21,27,9300,18.25
2,Antonio Brown,PIT,WR,1,CLE,31,25,9100,17.17
3,Antonio Brown,PIT,WR,14,BAL,2,2,9000,17.03
4,Antonio Brown,PIT,WR,2,MIN,5,3,9400,16.69
5,AJ Green,CIN,WR,4,CLE,16,15,8000,16.5
6,Antonio Brown,PIT,WR,3,CHI,24,16,9000,16.46
7,Antonio Brown,PIT,WR,4,BAL,7,5,9200,16.27
8,Julio Jones,ATL,WR,2,GB,28,32,8800,16.15
9,Antonio Brown,PIT,WR,10,IND,29,31,9300,16.06
10,Julio Jones,ATL,WR,1,CHI,20,27,9000,15.88
11,Antonio Brown,PIT,WR,12,GB,16,26,9600,15.76
12,Keenan Allen,LAC,WR,15,KC,25,31,8800,15.65
13,DeAndre Hopkins,HOU,WR,14,SF,28,17,8600,15.48
14,Mike Evans,TB,WR,5,NE,32,29,8900,15.45
15,Antonio Brown,PIT,WR,11,TEN,16,25,9000,15.43
15,Keenan Allen,LAC,WR,14,WAS,22,6,8400,15.43
17,Julio Jones,ATL,WR,4,BUF,1,6,8400,15.21
18,AJ Green,CIN,WR,8,IND,32,30,8500,15.17
18,Mike Evans,TB,WR,2,CHI,20,27,8500,15.17
20,Odell Beckham Jr,NYG,WR,4,TB,29,32,9100,15.11
21,AJ Green,CIN,WR,3,GB,12,17,7500,15.07
22,Jordy Nelson,GB,WR,5,DAL,26,22,8600,15.06
23,Julio Jones,ATL,WR,3,DET,8,11,9300,15.05
24,Julio Jones,ATL,WR,15,TB,29,32,9000,15.04
25,Antonio Brown,PIT,WR,5,JAX,4,1,8800,15
26,Keenan Allen,LAC,WR,16,NYJ,27,23,8300,14.88
27,Keenan Allen,LAC,WR,13,CLE,20,9,8100,14.81
28,Odell Beckham Jr,NYG,WR,5,LAC,25,21,8900,14.79
29,Julio Jones,ATL,WR,6,MIA,6,10,8400,14.75
29,Antonio Brown,PIT,WR,8,DET,16,18,9200,14.75
31,Jordy Nelson,GB,WR,2,ATL,29,19,8100,14.71
32,Michael Thomas,NO,WR,4,MIA,14,16,7900,14.67
33,Julio Jones,ATL,WR,17,CAR,14,28,8400,14.65
34,DeAndre Hopkins,HOU,WR,16,PIT,5,11,8200,14.56
34,Michael Thomas,NO,WR,15,NYJ,23,26,8100,14.56
36,Keenan Allen,LAC,WR,17,OAK,20,11,8600,14.53
37,Jordy Nelson,GB,WR,1,SEA,4,17,7700,14.48
38,DeAndre Hopkins,HOU,WR,6,CLE,21,13,8000,14.47
39,Antonio Brown,PIT,WR,7,CIN,3,5,9300,14.46
40,Julio Jones,ATL,WR,14,NO,12,16,8500,14.44
40,Julio Jones,ATL,WR,7,NE,32,28,8800,14.44
42,Michael Thomas,NO,WR,16,ATL,14,12,8200,14.36
43,DeAndre Hopkins,HOU,WR,13,TEN,18,25,8000,14.35
44,Jordy Nelson,GB,WR,4,CHI,12,14,8400,14.28
44,Antonio Brown,PIT,WR,6,KC,25,31,9200,14.28
