Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
42,Odell Beckham Jr,NYG,WR,15,DET,18,8,8600,15.81
43,AJ Green,CIN,WR,10,NYG,12,20,8700,15.8
43,Antonio Brown,PIT,WR,9,BAL,7,26,8700,15.8
45,Odell Beckham Jr,NYG,WR,13,PIT,12,4,9000,15.78
46,Julio Jones,ATL,WR,4,CAR,7,2,8500,15.74
47,Julio Jones,ATL,WR,9,TB,26,27,9000,15.64
48,DeAndre Hopkins,HOU,WR,4,TEN,10,14,8600,15.54
48,Jordy Nelson,GB,WR,17,DET,19,18,8200,15.54
48,Larry Fitzgerald,ARI,WR,3,BUF,21,29,7600,15.54
51,Amari Cooper,OAK,WR,8,TB,20,16,7500,15.49
52,Allen Robinson,JAX,WR,4,IND,23,7,8300,15.48
53,Mike Evans,TB,WR,11,KC,10,23,8000,15.44
54,Larry Fitzgerald,ARI,WR,8,CAR,27,24,7000,15.42
55,Odell Beckham Jr,NYG,WR,16,PHI,12,31,8800,15.39
56,Odell Beckham Jr,NYG,WR,10,CIN,24,6,9000,15.38
57,AJ Green,CIN,WR,5,DAL,14,8,8700,15.28
58,DeAndre Hopkins,HOU,WR,2,KC,21,10,8300,15.23
59,AJ Green,CIN,WR,2,PIT,10,14,8900,15.2
60,AJ Green,CIN,WR,3,DEN,9,3,8300,15.13
60,Julio Jones,ATL,WR,12,ARI,1,5,8700,15.13
62,Amari Cooper,OAK,WR,12,CAR,23,24,7800,15.12
63,Julio Jones,ATL,WR,17,NO,30,16,8300,15.05
64,Odell Beckham Jr,NYG,WR,7,LAR,15,26,8600,15
65,Stefon Diggs,MIN,WR,10,WAS,16,9,6700,14.97
66,T.Y. Hilton,IND,WR,7,TEN,9,9,7800,14.92
67,Julio Jones,ATL,WR,5,DEN,3,1,8900,14.89
68,Mike Evans,TB,WR,9,ATL,31,26,8300,14.88
69,Odell Beckham Jr,NYG,WR,4,MIN,5,3,8700,14.87
70,Jordy Nelson,GB,WR,6,DAL,12,9,8300,14.76
71,Antonio Brown,PIT,WR,7,NE,10,8,9000,14.75
72,T.Y. Hilton,IND,WR,8,KC,16,31,7800,14.73
73,Brandin Cooks,NO,WR,4,LAC,25,16,8200,14.71
74,Allen Robinson,JAX,WR,11,DET,25,17,7300,14.7
75,Allen Robinson,JAX,WR,6,CHI,18,20,8600,14.66
75,Odell Beckham Jr,NYG,WR,5,GB,23,30,8500,14.66
75,DeAndre Hopkins,HOU,WR,8,DET,28,23,7600,14.66
78,Dez Bryant,DAL,WR,11,BAL,3,24,7400,14.6
79,Mike Evans,TB,WR,12,SEA,6,8,7900,14.54
80,Julio Jones,ATL,WR,6,SEA,2,3,8500,14.53
81,Jordy Nelson,GB,WR,15,CHI,11,24,7700,14.52
82,T.Y. Hilton,IND,WR,17,JAX,10,6,7800,14.46
82,Brandin Cooks,NO,WR,2,NYG,12,5,8400,14.46
82,Mike Evans,TB,WR,7,SF,24,17,8000,14.46
85,Amari Cooper,OAK,WR,1,NO,32,27,7100,14.42
86,Jordy Nelson,GB,WR,11,WAS,17,13,7800,14.4
87,T.Y. Hilton,IND,WR,4,JAX,16,23,7600,14.26
88,Demaryius Thomas,DEN,WR,4,TB,27,30,7900,14.24
89,Alshon Jeffery,CHI,WR,4,DET,31,22,8200,14.18
90,Larry Fitzgerald,ARI,WR,12,ATL,30,28,7200,14.17
91,T.Y. Hilton,IND,WR,9,GB,14,22,7600,14.15
92,Amari Cooper,OAK,WR,7,JAX,17,25,7900,14.11
92,Larry Fitzgerald,ARI,WR,13,WAS,20,13,7000,14.11
94,Allen Robinson,JAX,WR,7,OAK,30,30,8400,14.1
94,Larry Fitzgerald,ARI,WR,4,LAR,12,11,7500,14.1
96,Stefon Diggs,MIN,WR,13,DAL,15,17,6500,14.08
97,Jordy Nelson,GB,WR,10,TEN,19,10,7700,14.07
98,Larry Fitzgerald,ARI,WR,15,NO,27,15,7200,14.05
99,Odell Beckham Jr,NYG,WR,6,BAL,4,17,8300,14.04
100,Larry Fitzgerald,ARI,WR,11,MIN,2,2,7000,14.03
101,Dez Bryant,DAL,WR,12,WAS,19,14,8000,14.02
102,Kelvin Benjamin,CAR,WR,11,NO,28,18,7100,14.01
103,Odell Beckham Jr,NYG,WR,9,PHI,5,7,8900,14
104,Julian Edelman,NE,WR,11,SF,31,29,6100,13.98
105,Jordy Nelson,GB,WR,5,NYG,14,15,8400,13.97
106,Amari Cooper,OAK,WR,11,HOU,6,3,7700,13.96
107,Larry Fitzgerald,ARI,WR,10,SF,31,27,7200,13.95
108,Demaryius Thomas,DEN,WR,5,ATL,32,26,7700,13.92
109,Marvin Jones,DET,WR,7,WAS,16,11,7700,13.9
110,Larry Fitzgerald,ARI,WR,14,MIA,23,18,6800,13.89
111,Brandin Cooks,NO,WR,7,KC,13,22,7700,13.86
111,Doug Baldwin,SEA,WR,13,CAR,25,26,6900,13.86
113,Amari Cooper,OAK,WR,13,BUF,11,11,7800,13.82
114,T.Y. Hilton,IND,WR,16,OAK,24,17,7600,13.81
114,T.Y. Hilton,IND,WR,15,MIN,2,2,7300,13.81
116,Mike Evans,TB,WR,2,ARI,17,22,8100,13.75
117,AJ Green,CIN,WR,6,NE,9,7,8400,13.74
118,Dez Bryant,DAL,WR,9,CLE,32,27,7800,13.73
118,Jordy Nelson,GB,WR,16,MIN,3,2,7800,13.73
120,T.Y. Hilton,IND,WR,6,HOU,5,3,7900,13.7
120,Julio Jones,ATL,WR,16,CAR,27,26,8500,13.7
122,T.Y. Hilton,IND,WR,13,NYJ,18,25,7600,13.69
123,Amari Cooper,OAK,WR,6,KC,17,26,7100,13.68
123,Jordy Nelson,GB,WR,3,DET,29,14,8300,13.68
123,Amari Cooper,OAK,WR,9,DEN,2,1,7700,13.68
126,Doug Baldwin,SEA,WR,11,PHI,5,19,6700,13.67
127,Larry Fitzgerald,ARI,WR,5,SF,22,18,7200,13.64
127,Julian Edelman,NE,WR,17,MIA,24,25,6800,13.64
129,Larry Fitzgerald,ARI,WR,2,TB,24,23,7400,13.62
130,Mike Wallace,BAL,WR,10,CLE,32,25,6900,13.6
131,Jordy Nelson,GB,WR,7,CHI,14,19,8200,13.59
132,Terrelle Pryor,CLE,WR,11,PIT,20,4,7200,13.57
133,Allen Robinson,JAX,WR,1,GB,9,13,8500,13.56
134,Jarvis Landry,MIA,WR,3,CLE,23,25,7000,13.55
135,Kelvin Benjamin,CAR,WR,5,TB,27,32,7500,13.54
136,Mike Evans,TB,WR,5,CAR,21,12,7900,13.53
137,Jordy Nelson,GB,WR,8,ATL,31,17,7500,13.51
138,Allen Robinson,JAX,WR,2,LAC,27,16,8200,13.5
139,Jordy Nelson,GB,WR,12,PHI,6,19,8000,13.46
140,Doug Baldwin,SEA,WR,4,NYJ,15,25,7400,13.45
141,Amari Cooper,OAK,WR,2,ATL,26,15,7900,13.44
141,T.Y. Hilton,IND,WR,14,HOU,6,4,7600,13.44
143,Brandon Marshall,NYJ,WR,1,CIN,5,12,7700,13.42
144,Allen Robinson,JAX,WR,12,BUF,13,12,7400,13.41
145,AJ Green,CIN,WR,1,NYJ,6,17,8200,13.39
146,Kelvin Benjamin,CAR,WR,2,SF,1,4,7500,13.38
147,Brandon Marshall,NYJ,WR,6,ARI,5,10,7500,13.37
147,DeAndre Hopkins,HOU,WR,10,JAX,20,20,7400,13.37
147,Doug Baldwin,SEA,WR,17,SF,32,27,7100,13.37
150,Doug Baldwin,SEA,WR,2,LAR,13,6,7000,13.36
151,Brandin Cooks,NO,WR,11,CAR,21,22,7400,13.35
152,Dez Bryant,DAL,WR,1,NYG,31,20,8000,13.33
153,Kelvin Benjamin,CAR,WR,4,ATL,32,20,7700,13.32
153,Brandin Cooks,NO,WR,12,LAR,4,13,7300,13.32
155,Alshon Jeffery,CHI,WR,3,DAL,19,20,7900,13.3
156,Julian Edelman,NE,WR,16,NYJ,26,20,6700,13.29
157,Allen Robinson,JAX,WR,3,BAL,3,8,7900,13.28
158,Jarvis Landry,MIA,WR,5,TEN,9,10,7500,13.25
159,Marvin Jones,DET,WR,4,CHI,22,20,7600,13.22
160,Dez Bryant,DAL,WR,14,NYG,9,11,7800,13.2
161,Alshon Jeffery,CHI,WR,10,TB,29,30,7200,13.17
162,Marvin Jones,DET,WR,8,HOU,6,4,7400,13.16
162,Jordy Nelson,GB,WR,2,MIN,9,8,8200,13.16
164,Brandin Cooks,NO,WR,13,DET,19,10,6800,13.13
164,Brandin Cooks,NO,WR,3,ATL,32,19,8100,13.13
166,T.Y. Hilton,IND,WR,1,DET,23,16,6800,13.12
167,Doug Baldwin,SEA,WR,12,TB,27,27,6800,13.1
168,Julian Edelman,NE,WR,2,MIA,8,17,7100,13.09
169,Jordy Nelson,GB,WR,13,HOU,6,3,7400,13.03
170,Jordy Nelson,GB,WR,9,IND,28,8,8200,13.02
171,Dez Bryant,DAL,WR,16,DET,16,11,7600,13.01
171,Jordan Matthews,PHI,WR,6,WAS,21,16,6700,13.01
173,DeAndre Hopkins,HOU,WR,11,OAK,25,25,7100,13
173,Amari Cooper,OAK,WR,15,LAC,22,9,7400,13
175,Marvin Jones,DET,WR,6,LAR,11,14,7700,12.99
175,Jarvis Landry,MIA,WR,4,CIN,24,25,7200,12.99
177,Michael Crabtree,OAK,WR,16,IND,25,12,6200,12.98
178,Jarvis Landry,MIA,WR,11,LAR,6,8,6900,12.96
179,Dez Bryant,DAL,WR,10,PIT,15,4,7500,12.95
179,Dez Bryant,DAL,WR,13,MIN,2,2,7700,12.95
181,Kelvin Benjamin,CAR,WR,6,NO,29,25,7800,12.92
181,Jordy Nelson,GB,WR,1,JAX,29,15,8400,12.92
181,Julian Edelman,NE,WR,14,BAL,3,25,6600,12.92
181,Larry Fitzgerald,ARI,WR,17,LAR,15,26,6600,12.92
185,Doug Baldwin,SEA,WR,6,ATL,30,23,7600,12.91
186,Doug Baldwin,SEA,WR,16,ARI,8,21,7000,12.9
187,T.Y. Hilton,IND,WR,5,CHI,12,14,7700,12.89
188,Allen Robinson,JAX,WR,8,TEN,12,10,7100,12.88
188,Amari Cooper,OAK,WR,16,IND,25,12,7200,12.88
190,Doug Baldwin,SEA,WR,8,NO,30,19,7200,12.87
190,Emmanuel Sanders,DEN,WR,7,HOU,6,3,6700,12.87
192,Brandon Marshall,NYJ,WR,9,MIA,19,25,7500,12.86
192,Michael Crabtree,OAK,WR,11,HOU,6,3,6600,12.86
192,Doug Baldwin,SEA,WR,14,GB,17,22,7000,12.86
192,Larry Fitzgerald,ARI,WR,6,NYJ,25,32,7400,12.86
196,Mike Evans,TB,WR,4,DEN,9,3,8000,12.85
196,Golden Tate,DET,WR,11,JAX,17,9,6600,12.85
196,Brandon Marshall,NYJ,WR,5,PIT,17,7,7600,12.85
199,Emmanuel Sanders,DEN,WR,10,NO,27,12,6900,12.84
199,Jordan Matthews,PHI,WR,2,CHI,16,24,6900,12.84
201,Jarvis Landry,MIA,WR,2,NE,20,26,6500,12.82
202,Mike Evans,TB,WR,1,ATL,10,2,7900,12.81
203,Randall Cobb,GB,WR,10,TEN,19,10,6600,12.79
203,Demaryius Thomas,DEN,WR,9,OAK,26,26,7400,12.79
205,Allen Robinson,JAX,WR,10,HOU,5,3,7000,12.77
206,Brandin Cooks,NO,WR,1,OAK,20,11,7600,12.76
207,Michael Thomas,NO,WR,13,DET,19,10,6900,12.75
207,Keenan Allen,LAC,WR,1,KC,7,24,7400,12.75
209,Brandon Marshall,NYJ,WR,7,BAL,7,29,7400,12.74
210,Brandin Cooks,NO,WR,17,ATL,29,20,7100,12.73
210,Julian Edelman,NE,WR,13,LAR,10,18,6600,12.73
212,Jordy Nelson,GB,WR,14,SEA,5,8,7100,12.72
212,Kelvin Benjamin,CAR,WR,3,MIN,6,7,7800,12.72
214,Sammy Watkins,BUF,WR,1,BAL,19,28,7300,12.69
214,Larry Fitzgerald,ARI,WR,7,SEA,3,7,7100,12.69
216,Brandon Marshall,NYJ,WR,8,CLE,32,30,7400,12.66
217,Amari Cooper,OAK,WR,14,KC,18,32,7400,12.65
217,Demaryius Thomas,DEN,WR,16,KC,14,25,6500,12.65
219,Alshon Jeffery,CHI,WR,2,PHI,2,2,7800,12.64
219,Amari Cooper,OAK,WR,5,LAC,25,12,7200,12.64
219,Brandon Marshall,NYJ,WR,10,LAR,10,18,7100,12.64
222,Emmanuel Sanders,DEN,WR,9,OAK,26,26,6800,12.63
223,Dez Bryant,DAL,WR,8,PHI,4,5,7300,12.62
224,Demaryius Thomas,DEN,WR,6,LAC,27,21,7300,12.61
224,Stefon Diggs,MIN,WR,14,JAX,10,5,6600,12.61
226,Michael Thomas,NO,WR,11,CAR,21,22,6500,12.6
226,Randall Cobb,GB,WR,3,DET,29,14,7100,12.6
228,Terrelle Pryor,CLE,WR,10,BAL,7,29,7100,12.59
228,Terrelle Pryor,CLE,WR,9,DAL,10,14,7000,12.59
228,Demaryius Thomas,DEN,WR,10,NO,27,12,7500,12.59
228,T.Y. Hilton,IND,WR,12,PIT,15,4,8100,12.59
232,Brandon Marshall,NYJ,WR,13,IND,29,21,7200,12.58
233,Michael Crabtree,OAK,WR,13,BUF,11,11,6400,12.56
234,Julian Edelman,NE,WR,8,BUF,9,12,6500,12.55
235,DeAndre Hopkins,HOU,WR,12,LAC,24,17,7000,12.54
236,Doug Baldwin,SEA,WR,15,LAR,14,25,6800,12.53
236,Golden Tate,DET,WR,17,GB,22,32,5700,12.53
238,Emmanuel Sanders,DEN,WR,14,TEN,22,30,5900,12.52
239,Stefon Diggs,MIN,WR,15,IND,29,14,6300,12.51
240,Kelvin Benjamin,CAR,WR,12,OAK,25,22,7000,12.5
241,Larry Fitzgerald,ARI,WR,16,SEA,2,18,6700,12.48
242,Brandin Cooks,NO,WR,9,SF,29,20,7600,12.47
242,DeAndre Hopkins,HOU,WR,14,IND,29,17,7100,12.47
244,Golden Tate,DET,WR,16,DAL,12,15,6000,12.46
245,Stefon Diggs,MIN,WR,3,CAR,11,2,6400,12.45
246,T.Y. Hilton,IND,WR,3,LAC,24,15,7400,12.42
247,Kelvin Benjamin,CAR,WR,9,LAR,9,19,7400,12.4
248,Tyrell Williams,LAC,WR,10,MIA,18,26,5900,12.39
249,Doug Baldwin,SEA,WR,10,NE,9,6,6900,12.36
250,Randall Cobb,GB,WR,1,JAX,29,15,7200,12.35
250,Jordan Matthews,PHI,WR,12,GB,29,32,5600,12.35
250,Demaryius Thomas,DEN,WR,2,IND,31,9,7000,12.35
253,DeAndre Hopkins,HOU,WR,5,MIN,4,2,8200,12.34
254,Terrelle Pryor,CLE,WR,14,CIN,19,6,6700,12.32
254,Jeremy Maclin,KC,WR,3,NYJ,25,31,7000,12.32
256,Dez Bryant,DAL,WR,15,TB,19,18,7500,12.31
256,Dez Bryant,DAL,WR,2,WAS,29,31,7700,12.31
256,Brandin Cooks,NO,WR,16,TB,21,16,7100,12.31
256,Alshon Jeffery,CHI,WR,5,IND,23,6,8000,12.31
256,Jordan Matthews,PHI,WR,11,SEA,8,6,5800,12.31
261,Brandon Marshall,NYJ,WR,4,SEA,2,1,7500,12.27
262,Stefon Diggs,MIN,WR,4,NYG,13,18,7100,12.26
263,Brandon Marshall,NYJ,WR,12,NE,10,7,7100,12.25
264,Alshon Jeffery,CHI,WR,6,JAX,19,28,7600,12.24
265,Eric Decker,NYJ,WR,1,CIN,5,12,6900,12.23
266,Alshon Jeffery,CHI,WR,1,HOU,4,6,7500,12.22
266,Michael Crabtree,OAK,WR,15,LAC,22,9,6000,12.22
268,Jordan Matthews,PHI,WR,10,ATL,30,31,5900,12.21
269,Emmanuel Sanders,DEN,WR,5,ATL,32,26,7100,12.2
269,Demaryius Thomas,DEN,WR,14,TEN,22,30,6900,12.2
271,Tyrell Williams,LAC,WR,16,CLE,31,24,6800,12.19
272,Jordan Matthews,PHI,WR,5,DET,30,27,7000,12.18
272,Stefon Diggs,MIN,WR,11,ARI,1,5,6800,12.18
274,Willie Snead,NO,WR,4,LAC,25,16,7500,12.17
274,Julian Edelman,NE,WR,6,CIN,14,21,7200,12.17
274,Brandin Cooks,NO,WR,8,SEA,5,9,7200,12.17
274,Randall Cobb,GB,WR,6,DAL,12,9,7000,12.17
278,Alshon Jeffery,CHI,WR,7,GB,20,32,7300,12.16
278,Emmanuel Sanders,DEN,WR,8,LAC,24,14,6600,12.16
280,Donte Moncrief,IND,WR,1,DET,23,16,6200,12.15
281,DeAndre Hopkins,HOU,WR,16,CIN,17,4,6600,12.14
282,Alshon Jeffery,CHI,WR,16,WAS,28,11,7000,12.11
282,Doug Baldwin,SEA,WR,1,MIA,26,19,6700,12.11
284,Stefon Diggs,MIN,WR,9,DET,24,15,6500,12.09
285,Kelvin Benjamin,CAR,WR,10,KC,11,25,7000,12.07
285,Golden Tate,DET,WR,13,NO,26,15,5900,12.07
287,Tyrell Williams,LAC,WR,14,CAR,28,29,6800,12.06
287,Randall Cobb,GB,WR,2,MIN,9,8,7400,12.06
287,Terrelle Pryor,CLE,WR,12,NYG,9,11,6900,12.06
287,Marvin Jones,DET,WR,5,PHI,1,5,7800,12.06
287,Demaryius Thomas,DEN,WR,8,LAC,24,14,7000,12.06
287,Jarvis Landry,MIA,WR,10,LAC,22,17,6800,12.06
287,Jarvis Landry,MIA,WR,6,PIT,13,8,6900,12.06
294,Dez Bryant,DAL,WR,3,CHI,16,22,7900,12.03
294,Mike Evans,TB,WR,3,LAR,5,4,8000,12.03
294,Randall Cobb,GB,WR,11,WAS,17,13,6500,12.03
297,Jeremy Maclin,KC,WR,1,LAC,16,4,6800,12.02
298,Demaryius Thomas,DEN,WR,15,NE,8,10,6700,12.01
299,Michael Thomas,NO,WR,9,SF,29,20,5800,11.99
300,Cameron Meredith,CHI,WR,7,GB,20,32,5900,11.98
301,Emmanuel Sanders,DEN,WR,17,OAK,23,18,6500,11.96
302,Kenny Britt,LAR,WR,16,SF,32,31,6200,11.95
302,Jarvis Landry,MIA,WR,1,SEA,1,3,6600,11.95
304,Emmanuel Sanders,DEN,WR,6,LAC,27,21,6800,11.91
304,Stefon Diggs,MIN,WR,16,GB,19,28,6100,11.91
306,Davante Adams,GB,WR,11,WAS,17,13,7600,11.9
307,Rishard Matthews,TEN,WR,12,CHI,17,31,6200,11.87
307,Adam Thielen,MIN,WR,17,CHI,18,29,6500,11.87
309,Julian Edelman,NE,WR,12,NYJ,18,19,6400,11.86
310,Julian Edelman,NE,WR,5,CLE,27,20,7000,11.85
311,Brandin Cooks,NO,WR,14,TB,20,20,6300,11.84
311,Jordan Matthews,PHI,WR,8,DAL,10,14,6000,11.84
313,Marvin Jones,DET,WR,9,MIN,1,2,7200,11.82
314,DeAndre Hopkins,HOU,WR,13,GB,28,30,6700,11.8
314,Doug Baldwin,SEA,WR,9,BUF,15,18,7000,11.8
314,Michael Thomas,NO,WR,17,ATL,29,20,6700,11.8
317,Davante Adams,GB,WR,10,TEN,19,10,7200,11.78
317,Michael Crabtree,OAK,WR,12,CAR,23,24,6700,11.78
319,DeAndre Hopkins,HOU,WR,7,DEN,4,1,7900,11.77
319,Golden Tate,DET,WR,14,CHI,12,22,6300,11.77
321,Terrelle Pryor,CLE,WR,8,NYJ,22,28,6900,11.76
322,Brandin Cooks,NO,WR,6,CAR,20,11,7500,11.75
322,Jeremy Maclin,KC,WR,7,NO,32,24,6800,11.75
322,Jeremy Maclin,KC,WR,6,OAK,32,32,6900,11.75
322,Marvin Jones,DET,WR,3,GB,15,18,6900,11.75
326,Emmanuel Sanders,DEN,WR,4,TB,27,30,6900,11.74
326,Demaryius Thomas,DEN,WR,12,KC,12,27,7500,11.74
328,Michael Crabtree,OAK,WR,8,TB,20,16,7100,11.73
329,Allen Robinson,JAX,WR,9,KC,11,24,6700,11.7
330,Julian Edelman,NE,WR,4,BUF,17,27,7200,11.68
330,Jarvis Landry,MIA,WR,12,SF,32,30,7000,11.68
332,Allen Robinson,JAX,WR,17,IND,28,11,6100,11.67
332,Jordan Matthews,PHI,WR,3,PIT,13,11,6900,11.67
334,Golden Tate,DET,WR,15,NYG,7,7,6100,11.66
335,Emmanuel Sanders,DEN,WR,16,KC,14,25,6400,11.65
336,Kelvin Benjamin,CAR,WR,8,ARI,2,8,7300,11.64
336,Michael Crabtree,OAK,WR,14,KC,18,32,6200,11.64
338,Amari Cooper,OAK,WR,3,TEN,8,13,7700,11.63
339,Davante Adams,GB,WR,15,CHI,11,24,6900,11.62
340,Michael Crabtree,OAK,WR,1,NO,32,27,6100,11.61
341,Travis Benjamin,LAC,WR,3,IND,27,10,6900,11.6
342,Michael Crabtree,OAK,WR,9,DEN,2,1,7000,11.58
343,Rishard Matthews,TEN,WR,11,IND,29,16,6000,11.56
343,Travis Benjamin,LAC,WR,7,ATL,28,14,6100,11.56
343,Jamison Crowder,WAS,WR,14,PHI,11,27,6400,11.56
346,Jarvis Landry,MIA,WR,17,NE,2,7,6300,11.55
347,Randall Cobb,GB,WR,7,CHI,14,19,6700,11.53
348,Donte Moncrief,IND,WR,11,TEN,19,20,6500,11.52
348,Tajae Sharpe,TEN,WR,3,OAK,32,32,5800,11.52
350,Brandin Cooks,NO,WR,15,ARI,3,12,6300,11.51
351,Davante Adams,GB,WR,9,IND,28,8,7100,11.49
351,Emmanuel Sanders,DEN,WR,15,NE,8,10,6600,11.49
353,Alshon Jeffery,CHI,WR,15,GB,16,22,6700,11.48
354,Doug Baldwin,SEA,WR,7,ARI,2,9,7100,11.47
355,Jamison Crowder,WAS,WR,11,GB,25,29,6300,11.46
356,Jeremy Maclin,KC,WR,4,PIT,18,5,6900,11.45
357,Tyrell Williams,LAC,WR,15,OAK,25,18,6500,11.43
357,Emmanuel Sanders,DEN,WR,12,KC,12,27,6600,11.43
359,Davante Adams,GB,WR,8,ATL,31,17,6600,11.41
359,Julian Edelman,NE,WR,7,PIT,18,5,6900,11.41
359,Demaryius Thomas,DEN,WR,1,CAR,3,9,7200,11.41
362,Alshon Jeffery,CHI,WR,8,MIN,1,2,6800,11.39
362,Brandon Marshall,NYJ,WR,2,BUF,9,18,7600,11.39
362,Jarvis Landry,MIA,WR,16,BUF,13,9,6500,11.39
365,Demaryius Thomas,DEN,WR,13,JAX,13,6,7100,11.37
365,Jordan Matthews,PHI,WR,14,WAS,25,14,5900,11.37
367,Willie Snead,NO,WR,11,CAR,21,22,6700,11.36
367,Amari Cooper,OAK,WR,4,BAL,3,10,7600,11.36
369,Tyreek Hill,KC,WR,15,TEN,23,32,6400,11.35
370,Tyreek Hill,KC,WR,17,LAC,16,8,6500,11.34
371,Tyrell Williams,LAC,WR,17,KC,12,19,6400,11.32
372,Golden Tate,DET,WR,1,IND,27,26,6900,11.31
372,Jarvis Landry,MIA,WR,7,BUF,8,12,7000,11.31
374,Eric Decker,NYJ,WR,3,KC,17,16,7300,11.3
375,Jordan Matthews,PHI,WR,9,NYG,12,18,5800,11.28
376,Golden Tate,DET,WR,2,TEN,6,11,6700,11.27
377,Michael Crabtree,OAK,WR,5,LAC,25,12,6900,11.26
378,Steve Smith,BAL,WR,5,WAS,26,28,6300,11.23
378,Julian Edelman,NE,WR,10,SEA,6,9,6000,11.23
380,Julian Edelman,NE,WR,3,HOU,3,8,6700,11.22
380,Jarvis Landry,MIA,WR,9,NYJ,23,28,7600,11.22
382,DeSean Jackson,WAS,WR,1,PIT,18,30,6600,11.21
383,Davante Adams,GB,WR,17,DET,19,18,6800,11.17
383,Jarvis Landry,MIA,WR,14,ARI,3,10,6100,11.17
385,Stefon Diggs,MIN,WR,8,CHI,19,32,6700,11.16
386,Michael Floyd,ARI,WR,1,NE,11,22,6900,11.13
387,Steve Smith,BAL,WR,12,CIN,22,6,6300,11.11
388,Larry Fitzgerald,ARI,WR,1,NE,11,22,7200,11.1
388,Tyreek Hill,KC,WR,13,ATL,30,21,5800,11.1
390,Rishard Matthews,TEN,WR,10,GB,13,24,5800,11.09
390,Tyrell Williams,LAC,WR,13,TB,23,19,6600,11.09
390,Julian Edelman,NE,WR,15,DEN,1,1,6400,11.09
393,Sammy Watkins,BUF,WR,13,OAK,27,25,6300,11.07
393,Travis Benjamin,LAC,WR,4,NO,29,24,6600,11.07
393,Michael Thomas,NO,WR,16,TB,21,16,6900,11.07
396,Emmanuel Sanders,DEN,WR,13,JAX,13,6,6400,11.04
396,Willie Snead,NO,WR,2,NYG,12,5,7200,11.04
398,Michael Thomas,NO,WR,15,ARI,3,12,6400,11.03
399,Jamison Crowder,WAS,WR,13,ARI,1,8,6600,11.01
400,DeSean Jackson,WAS,WR,3,NYG,10,9,6800,10.98
401,DeSean Jackson,WAS,WR,2,DAL,14,20,6600,10.97
401,Kenny Britt,LAR,WR,14,ATL,30,25,6900,10.97
403,Quincy Enunwa,NYJ,WR,9,MIA,19,25,6400,10.96
