Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Vernon Davis,SF,TE,6,ARI,11,8,72.7,180,2,61,16.4,22.5,0,0,0,0,0,0,34,34
2,Tony Gonzalez,ATL,TE,4,NE,14,12,85.7,149,2,25,10.6,12.4,0,0,0,0,0,0,32.9,32.9
3,Jimmy Graham,NO,TE,3,ARI,15,9,60,134,2,29,8.9,14.9,0,0,0,0,0,0,29.9,29.9
4,Jimmy Graham,NO,TE,2,TB,16,10,62.5,179,1,56,11.2,17.9,0,0,0,0,0,0,28.9,28.9
5,Julius Thomas,DEN,TE,5,DAL,12,9,75,122,2,29,10.2,13.6,0,0,0,0,0,0,28.7,28.7
6,Jimmy Graham,NO,TE,9,NYJ,12,9,75,116,2,51,9.7,12.9,0,0,0,0,0,0,28.1,28.1
7,Jordan Cameron,CLE,TE,3,MIN,11,6,54.5,66,3,19,6,11,0,0,0,0,0,0,27.6,27.6
7,Jared Cook,LAR,TE,1,ARI,10,7,70,141,2,47,14.1,20.1,0,0,0,0,1,1,27.6,27.6
9,Julius Thomas,DEN,TE,1,BAL,7,5,71.4,110,2,44,15.7,22,0,0,0,0,0,0,25.5,25.5
10,Charles Clay,MIA,TE,14,PIT,10,7,70,97,2,40,9.7,13.9,0,0,0,0,0,0,25.2,25.2
11,Vernon Davis,SF,TE,1,GB,9,6,66.7,98,2,37,10.9,16.3,0,0,0,0,0,0,24.8,24.8
11,Rob Gronkowski,NE,TE,9,PIT,10,9,90,143,1,34,14.3,15.9,0,0,0,0,0,0,24.8,24.8
13,Antonio Gates,LAC,TE,4,DAL,10,10,100,136,1,56,13.6,13.6,0,0,0,0,0,0,24.6,24.6
14,Jimmy Graham,NO,TE,4,MIA,4,4,100,100,2,43,25,25,0,0,0,0,0,0,24,24
15,Jordan Reed,WAS,TE,7,CHI,9,9,100,134,1,38,14.9,14.9,0,0,0,0,0,0,23.9,23.9
16,Martellus Bennett,CHI,TE,2,MIN,9,7,77.8,76,2,23,8.4,10.9,0,0,0,0,0,0,23.1,23.1
