Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Marcedes Lewis,JAX,TE,3,BAL,5,4,80,62,3,30,12.4,15.5,0,0,0,0,0,0,26.2,26.2
2,OJ Howard,TB,TE,7,BUF,6,6,100,98,2,33,16.3,16.3,0,0,0,0,1,0,24.8,24.8
3,Jack Doyle,IND,TE,8,CIN,14,12,85.7,121,1,17,8.6,10.1,0,0,0,0,0,0,24.1,24.1
4,Travis Kelce,KC,TE,13,NYJ,8,4,50,94,2,36,11.8,23.5,0,0,0,0,0,0,23.4,23.4
5,Rob Gronkowski,NE,TE,6,NYJ,10,6,60,83,2,33,8.3,13.8,0,0,0,0,0,0,23.3,23.3
5,Rob Gronkowski,NE,TE,15,PIT,13,9,69.2,168,0,31,12.9,18.7,0,0,0,0,0,0,23.3,23.3
7,Travis Kelce,KC,TE,8,DEN,10,7,70,133,1,33,13.3,19,0,0,0,0,0,0,22.8,22.8
8,Rob Gronkowski,NE,TE,12,MIA,8,5,62.5,82,2,21,10.2,16.4,0,0,0,0,0,0,22.7,22.7
9,Jordan Reed,WAS,TE,7,PHI,10,8,80,64,2,20,6.4,8,0,0,0,0,0,0,22.4,22.4
10,Greg Olsen,CAR,TE,15,GB,12,9,75,116,1,30,9.7,12.9,0,0,0,0,0,0,22.1,22.1
11,Tyler Kroft,CIN,TE,4,CLE,7,6,85.7,68,2,21,9.7,11.3,0,0,0,0,0,0,21.8,21.8
12,Trey Burton,PHI,TE,14,LAR,6,5,83.3,71,2,20,11.8,14.2,0,0,0,0,0,0,21.6,21.6
13,Zach Ertz,PHI,TE,12,CHI,12,10,83.3,103,1,22,8.6,10.3,0,0,0,0,0,0,21.3,21.3
14,Travis Kelce,KC,TE,4,WAS,8,7,87.5,111,1,32,13.9,15.9,1,3,3,0,0,0,20.9,20.9
15,Jason Witten,DAL,TE,2,DEN,13,10,76.9,97,1,28,7.5,9.7,0,0,0,0,0,0,20.7,20.7
16,Rob Gronkowski,NE,TE,2,NO,9,6,66.7,116,1,53,12.9,19.3,0,0,0,0,0,0,20.6,20.6
