Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Rob Gronkowski,NE,TE,8,CHI,9,9,100,149,3,46,16.6,16.6,0,0,0,0,0,0,37.4,37.4
2,Julius Thomas,DEN,TE,1,IND,8,7,87.5,104,3,35,13,14.9,0,0,0,0,1,0,31.9,31.9
3,Antonio Gates,LAC,TE,2,SEA,7,7,100,96,3,21,13.7,13.7,0,0,0,0,0,0,31.1,31.1
4,Jimmy Graham,NO,TE,2,CLE,13,10,76.9,118,2,23,9.1,11.8,0,0,0,0,0,0,28.8,28.8
5,Luke Willson,SEA,TE,16,ARI,3,3,100,139,2,80,46.3,46.3,0,0,0,0,0,0,27.4,27.4
6,Larry Donnell,NYG,TE,4,WAS,8,7,87.5,54,3,14,6.8,7.7,0,0,0,0,0,0,26.9,26.9
7,Coby Fleener,IND,TE,13,WAS,7,4,57.1,127,2,73,18.1,31.8,0,0,0,0,0,0,26.7,26.7
8,Delanie Walker,TEN,TE,2,DAL,14,10,71.4,142,1,61,10.1,14.2,0,0,0,0,1,0,25.2,25.2
9,Antonio Gates,LAC,TE,16,SF,9,7,77.8,92,2,28,10.2,13.1,0,0,0,0,0,0,24.7,24.7
10,Jimmy Graham,NO,TE,10,SF,13,10,76.9,76,2,15,5.8,7.6,0,0,0,0,0,0,24.6,24.6
11,Greg Olsen,CAR,TE,5,CHI,9,6,66.7,72,2,19,8,12,0,0,0,0,0,0,22.2,22.2
12,Julius Thomas,DEN,TE,5,ARI,7,6,85.7,66,2,25,9.4,11,0,0,0,0,0,0,21.6,21.6
13,Julius Thomas,DEN,TE,10,OAK,7,6,85.7,63,2,32,9,10.5,0,0,0,0,0,0,21.3,21.3
14,Rob Gronkowski,NE,TE,9,DEN,10,9,90,105,1,20,10.5,11.7,0,0,0,0,0,0,21,21
15,Heath Miller,PIT,TE,8,IND,8,7,87.5,112,1,49,14,16,0,0,0,0,0,0,20.7,20.7
16,Mychal Rivera,OAK,TE,14,SF,7,7,100,109,1,27,15.6,15.6,0,0,0,0,0,0,20.4,20.4
16,Martellus Bennett,CHI,TE,14,DAL,15,12,80,84,1,16,5.6,7,0,0,0,0,0,0,20.4,20.4
18,Jared Cook,LAR,TE,14,WAS,5,4,80,61,2,35,12.2,15.2,0,0,0,0,0,0,20.1,20.1
18,Coby Fleener,IND,TE,17,TEN,7,5,71.4,56,2,20,8,11.2,0,0,0,0,0,0,20.1,20.1
