Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Zach Ertz,PHI,TE,17,DAL,16,13,81.2,139,2,20,8.7,10.7,0,0,0,0,0,0,32.4,32.4
2,Martellus Bennett,NE,TE,5,CLE,8,6,75,67,3,37,8.4,11.2,0,0,0,0,0,0,27.7,27.7
3,Travis Kelce,KC,TE,16,DEN,12,11,91.7,160,1,80,13.3,14.5,0,0,0,0,0,0,27.5,27.5
4,Dwayne Allen,IND,TE,13,NYJ,4,4,100,72,3,23,18,18,0,0,0,0,0,0,27.2,27.2
5,Jordan Reed,WAS,TE,12,DAL,12,10,83.3,95,2,33,7.9,9.5,0,0,0,0,0,0,26.5,26.5
6,Jimmy Graham,SEA,TE,9,BUF,8,8,100,103,2,18,12.9,12.9,0,0,0,0,0,0,26.3,26.3
7,Rob Gronkowski,NE,TE,6,CIN,9,7,77.8,162,1,38,18,23.1,0,0,0,0,0,0,25.7,25.7
8,Charles Clay,BUF,TE,16,MIA,10,8,80,85,2,18,8.5,10.6,0,0,0,0,0,0,24.5,24.5
9,Zach Miller,CHI,TE,3,DAL,9,8,88.9,78,2,26,8.7,9.8,0,0,0,0,0,0,23.8,23.8
9,Jordan Reed,WAS,TE,4,CLE,10,9,90,73,2,26,7.3,8.1,0,0,0,0,0,0,23.8,23.8
11,Dennis Pitta,BAL,TE,13,MIA,11,9,81.8,90,2,25,8.2,10,0,0,0,0,1,1,23.5,23.5
12,Jason Witten,DAL,TE,9,CLE,10,8,80,134,1,35,13.4,16.8,0,0,0,0,0,0,23.4,23.4
13,Kyle Rudolph,MIN,TE,17,CHI,15,11,73.3,117,1,22,7.8,10.6,0,0,0,0,0,0,23.2,23.2
14,Delanie Walker,TEN,TE,10,GB,11,9,81.8,124,1,41,11.3,13.8,0,0,0,0,0,0,22.9,22.9
15,Coby Fleener,NO,TE,6,CAR,7,6,85.7,74,1,50,10.6,12.3,1,2,2,1,0,0,22.6,22.6
15,Greg Olsen,CAR,TE,5,TB,13,9,69.2,181,0,34,13.9,20.1,0,0,0,0,0,0,22.6,22.6
17,Greg Olsen,CAR,TE,2,SF,8,5,62.5,122,1,78,15.2,24.4,0,0,0,0,0,0,20.7,20.7
17,Tyler Eifert,CIN,TE,8,WAS,12,9,75,102,1,22,8.5,11.3,0,0,0,0,0,0,20.7,20.7
