Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Rob Gronkowski,NE,TE,8,LAR,13,8,61.5,146,2,32,11.2,18.2,0,0,0,0,0,0,30.6,30.6
2,Jimmy Graham,NO,TE,10,ATL,8,7,87.5,146,2,46,18.2,20.9,0,0,0,0,0,0,30.1,30.1
3,Tony Gonzalez,ATL,TE,10,NO,15,11,73.3,122,2,19,8.1,11.1,0,0,0,0,0,0,29.7,29.7
4,Rob Gronkowski,NE,TE,11,IND,7,7,100,137,2,36,19.6,19.6,0,0,0,0,0,0,29.2,29.2
5,Dennis Pitta,BAL,TE,15,DEN,10,7,70,125,2,61,12.5,17.9,0,0,0,0,0,0,28,28
6,Greg Olsen,CAR,TE,10,DEN,10,9,90,102,2,26,10.2,11.3,0,0,0,0,0,0,26.7,26.7
7,Brandon Myers,OAK,TE,13,CLE,15,14,93.3,130,1,21,8.7,9.3,0,0,0,0,0,0,26,26
8,Jason Witten,DAL,TE,8,NYG,23,18,78.3,167,0,20,7.3,9.3,0,0,0,0,0,0,25.7,25.7
9,Dante Rosario,LAC,TE,2,TEN,4,4,100,48,3,18,12,12,0,0,0,0,0,0,24.8,24.8
9,Tony Gonzalez,ATL,TE,5,WAS,14,13,92.9,123,1,21,8.8,9.5,0,0,0,0,0,0,24.8,24.8
11,Garrett Graham,HOU,TE,11,JAX,9,8,88.9,82,2,30,9.1,10.2,0,0,0,0,0,0,24.2,24.2
12,Jason Witten,DAL,TE,4,CHI,14,13,92.9,112,1,21,8,8.6,0,0,0,0,0,0,23.7,23.7
13,Antonio Gates,LAC,TE,6,DEN,10,6,60,81,2,23,8.1,13.5,0,0,0,0,0,0,23.1,23.1
14,Rob Gronkowski,NE,TE,7,NYJ,9,6,66.7,78,2,19,8.7,13,0,0,0,0,0,0,22.8,22.8
15,Heath Miller,PIT,TE,3,OAK,10,8,80,60,2,16,6,7.5,0,0,0,0,0,0,22,22
15,Jimmy Graham,NO,TE,17,CAR,16,9,56.2,115,1,27,7.2,12.8,0,0,0,0,0,0,22,22
17,Brandon Myers,OAK,TE,9,TB,13,8,61.5,59,2,13,4.5,7.4,0,0,0,0,0,0,21.9,21.9
18,Vernon Davis,SF,TE,2,DET,7,5,71.4,73,2,23,10.4,14.6,0,0,0,0,0,0,21.8,21.8
18,Aaron Hernandez,NE,TE,14,HOU,11,8,72.7,58,2,13,5.3,7.2,0,0,0,0,0,0,21.8,21.8
20,Scott Chandler,BUF,TE,4,NE,8,4,50,62,2,24,7.8,15.5,0,0,0,0,0,0,20.2,20.2
20,Aaron Hernandez,NE,TE,15,SF,19,10,52.6,92,1,20,4.8,9.2,0,0,0,0,0,0,20.2,20.2
22,Lance Kendricks,LAR,TE,16,TB,5,4,80,119,1,80,23.8,29.8,0,0,0,0,0,0,19.9,19.9
23,Brent Celek,PHI,TE,2,BAL,11,8,72.7,157,0,28,14.3,19.6,0,0,0,0,0,0,19.7,19.7
24,Tony Gonzalez,ATL,TE,3,LAC,12,9,75,91,1,15,7.6,10.1,0,0,0,0,0,0,19.6,19.6
25,Dustin Keller,NYJ,TE,7,NE,7,7,100,93,1,23,13.3,13.3,0,0,0,0,0,0,18.8,18.8
26,Benjamin Watson,CLE,TE,11,DAL,8,4,50,47,2,17,5.9,11.8,0,0,0,0,0,0,18.7,18.7
26,Heath Miller,PIT,TE,15,DAL,7,7,100,92,1,30,13.1,13.1,0,0,0,0,0,0,18.7,18.7
28,Heath Miller,PIT,TE,13,BAL,6,5,83.3,97,1,43,16.2,19.4,0,0,0,0,0,0,18.2,18.2
29,Kyle Rudolph,MIN,TE,3,SF,7,5,71.4,36,2,16,5.1,7.2,0,0,0,0,0,0,18.1,18.1
30,Greg Olsen,CAR,TE,4,ATL,7,6,85.7,89,1,34,12.7,14.8,0,0,0,0,0,0,17.9,17.9
31,Marcedes Lewis,JAX,TE,11,HOU,4,3,75,40,2,26,10,13.3,0,0,0,0,0,0,17.5,17.5
31,Jimmy Graham,NO,TE,1,WAS,10,6,60,85,1,23,8.5,14.2,0,0,0,0,0,0,17.5,17.5
33,Charles Clay,MIA,TE,12,SEA,6,6,100,84,1,29,14,14,0,0,0,0,0,0,17.4,17.4
34,Vernon Davis,SF,TE,11,CHI,8,6,75,83,1,32,10.4,13.8,0,0,0,0,0,0,17.3,17.3
