Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Jermaine Gresham,CIN,TE,1,LAC,8,7,87.5,64,1,13,8,9.1,0,0,0,0,0,0,15.9,15.9
2,Coby Fleener,IND,TE,1,KC,7,5,71.4,46,1,18,6.6,9.2,0,0,0,0,0,0,13.1,13.1
3,Julius Thomas,DEN,TE,3,NE,11,8,72.7,85,0,37,7.7,10.6,0,0,0,0,0,0,12.5,12.5
4,Ladarius Green,LAC,TE,1,CIN,3,3,100,34,1,22,11.3,11.3,0,0,0,0,0,0,10.9,10.9
5,Vernon Davis,SF,TE,1,GB,7,2,28.6,37,1,28,5.3,18.5,0,0,0,0,0,0,10.7,10.7
6,Coby Fleener,IND,TE,2,NE,11,6,54.5,74,0,29,6.7,12.3,0,0,0,0,0,0,10.4,10.4
7,Zach Ertz,PHI,TE,1,NO,4,3,75,22,1,15,5.5,7.3,0,0,0,0,0,0,9.7,9.7
8,Jacob Tamme,DEN,TE,3,NE,2,2,100,24,1,23,12,12,0,0,0,0,0,0,9.4,9.4
9,Julius Thomas,DEN,TE,2,LAC,7,6,85.7,76,0,21,10.9,12.7,0,0,0,0,1,1,8.6,8.6
10,Greg Olsen,CAR,TE,2,SF,6,4,66.7,55,0,35,9.2,13.8,0,0,0,0,0,0,7.5,7.5
11,Vernon Davis,SF,TE,2,CAR,4,1,25,1,1,1,0.2,1,0,0,0,0,0,0,6.6,6.6
12,Jimmy Graham,NO,TE,1,PHI,4,3,75,44,0,21,11,14.7,0,0,0,0,0,0,5.9,5.9
13,Julius Thomas,DEN,TE,4,SEA,6,4,66.7,27,0,11,4.5,6.8,0,0,0,0,0,0,4.7,4.7
14,Michael Hoomanawanui,NE,TE,3,DEN,3,2,66.7,33,0,18,11,16.5,0,0,0,0,0,0,4.3,4.3
15,Zach Miller,SEA,TE,3,SF,3,3,100,25,0,15,8.3,8.3,0,0,0,0,0,0,4,4
16,Benjamin Watson,NO,TE,1,PHI,2,1,50,27,0,27,13.5,27,0,0,0,0,0,0,3.2,3.2
17,Josh Hill,NO,TE,2,SEA,2,1,50,23,0,23,11.5,23,0,0,0,0,0,0,2.8,2.8
