Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Travis Kelce,KC,TE,2,IND,10,7,70,108,0,30,10.8,15.4,0,0,0,0,0,0,14.3,14.3
2,Antonio Gates,LAC,TE,2,NE,8,5,62.5,41,1,14,5.1,8.2,0,0,0,0,0,0,12.6,12.6
3,Rob Gronkowski,NE,TE,4,LAR,7,6,85.7,87,0,29,12.4,14.5,0,0,0,0,0,0,11.7,11.7
4,Rob Gronkowski,NE,TE,3,KC,11,6,54.5,79,0,25,7.2,13.2,0,0,0,0,0,0,10.9,10.9
5,Tyler Higbee,LAR,TE,3,NO,4,4,100,25,1,12,6.2,6.2,0,0,0,0,0,0,10.5,10.5
6,Eric Ebron,IND,TE,1,HOU,6,3,50,26,1,15,4.3,8.7,0,0,0,0,0,0,10.1,10.1
7,Travis Kelce,KC,TE,3,NE,5,3,60,23,1,12,4.6,7.7,0,0,0,0,0,0,9.8,9.8
8,Dallas Goedert,PHI,TE,1,CHI,4,2,50,20,1,10,5,10,0,0,0,0,0,0,9,9
9,Garrett Griffin,NO,TE,3,LAR,2,2,100,12,1,7,6,6,0,0,0,0,0,0,8.2,8.2
10,Zach Ertz,PHI,TE,1,CHI,7,5,71.4,52,0,17,7.4,10.4,0,0,0,0,0,0,7.7,7.7
11,Eric Ebron,IND,TE,2,KC,9,5,55.6,51,0,21,5.7,10.2,0,0,0,0,0,0,7.6,7.6
12,Zach Ertz,PHI,TE,2,NO,8,5,62.5,50,0,17,6.2,10,0,0,0,0,0,0,7.5,7.5
13,Virgil Green,LAC,TE,2,NE,1,1,100,1,1,1,1,1,0,0,0,0,0,0,6.6,6.6
14,Ed Dickson,SEA,TE,1,DAL,5,4,80,42,0,26,8.4,10.5,0,0,0,0,0,0,6.2,6.2
15,Gerald Everett,LAR,TE,3,NO,4,2,50,50,0,39,12.5,25,0,0,0,0,0,0,6,6
16,Antonio Gates,LAC,TE,1,BAL,4,4,100,35,0,12,8.8,8.8,0,0,0,0,0,0,5.5,5.5
17,Mark Andrews,BAL,TE,1,LAC,7,3,42.9,31,0,13,4.4,10.3,0,0,0,0,0,0,4.6,4.6
18,Tyler Higbee,LAR,TE,2,DAL,4,2,50,30,0,19,7.5,15,0,0,0,0,0,0,4,4
19,Rob Gronkowski,NE,TE,2,LAC,1,1,100,25,0,25,25,25,0,0,0,0,0,0,3,3
19,Blake Jarwin,DAL,TE,1,SEA,3,3,100,15,0,7,5,5,0,0,0,0,0,0,3,3
