Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Rob Gronkowski,NE,TE,2,DEN,12,10,83.3,145,3,28,12.1,14.5,0,0,0,0,0,0,37.5,37.5
2,Vernon Davis,SF,TE,2,NO,10,7,70,180,2,49,18,25.7,0,0,0,0,0,0,33.5,33.5
3,Jimmy Graham,NO,TE,2,SF,8,5,62.5,103,2,66,12.9,20.6,0,0,0,0,0,0,24.8,24.8
4,Vernon Davis,SF,TE,3,NYG,5,3,60,112,2,73,22.4,37.3,0,0,0,0,0,0,24.7,24.7
5,Aaron Hernandez,NE,TE,2,DEN,6,4,66.7,55,1,20,9.2,13.8,5,61,12.2,0,0,0,19.6,19.6
6,Aaron Hernandez,NE,TE,4,NYG,14,8,57.1,67,1,12,4.8,8.4,0,0,0,0,0,0,16.7,16.7
7,Jimmy Graham,NO,TE,1,DET,11,7,63.6,55,1,14,5,7.9,0,0,0,0,0,0,15,15
8,Dennis Pitta,BAL,TE,3,NE,8,5,62.5,41,1,15,5.1,8.2,0,0,0,0,0,0,12.6,12.6
9,Rob Gronkowski,NE,TE,3,BAL,8,5,62.5,87,0,23,10.9,17.4,0,0,0,0,0,0,11.2,11.2
10,Aaron Hernandez,NE,TE,3,BAL,11,7,63.6,66,0,17,6,9.4,3,9,3,0,0,0,11,11
11,Heath Miller,PIT,TE,1,DEN,7,5,71.4,60,0,33,8.6,12,0,0,0,0,0,0,8.5,8.5
12,Will Heller,DET,TE,1,NO,1,1,100,10,1,10,10,10,0,0,0,0,0,0,7.5,7.5
13,Bear Pascoe,NYG,TE,3,SF,1,1,100,6,1,6,6,6,0,0,0,0,0,0,7.1,7.1
13,Jermaine Gresham,CIN,TE,1,HOU,6,5,83.3,46,0,16,7.7,9.2,0,0,0,0,0,0,7.1,7.1
15,Brandon Pettigrew,DET,TE,1,NO,5,4,80,49,0,22,9.8,12.2,0,0,0,0,0,0,6.9,6.9
16,Daniel Fells,DEN,TE,1,PIT,2,2,100,57,0,40,28.5,28.5,0,0,0,0,0,0,6.7,6.7
17,Kris Wilson,BAL,TE,2,HOU,1,1,100,1,1,1,1,1,0,0,0,0,0,0,6.6,6.6
18,Tony Gonzalez,ATL,TE,1,NYG,6,4,66.7,44,0,16,7.3,11,0,0,0,0,0,0,6.4,6.4
19,Jermichael Finley,GB,TE,2,NYG,9,4,44.4,37,0,19,4.1,9.2,0,0,0,0,0,0,5.7,5.7
20,Bear Pascoe,NYG,TE,4,NE,4,4,100,33,0,12,8.2,8.2,0,0,0,0,0,0,5.3,5.3
21,Delanie Walker,SF,TE,3,NYG,4,2,50,36,0,29,9,18,0,0,0,0,1,0,4.6,4.6
22,Donald Lee,CIN,TE,1,HOU,1,1,100,36,0,36,36,36,0,0,0,0,0,0,4.1,4.1
23,Owen Daniels,HOU,TE,1,CIN,6,2,33.3,29,0,21,4.8,14.5,0,0,0,0,0,0,3.9,3.9
23,Dennis Pitta,BAL,TE,2,HOU,4,2,50,29,0,16,7.2,14.5,0,0,0,0,0,0,3.9,3.9
25,Owen Daniels,HOU,TE,2,BAL,3,2,66.7,26,0,17,8.7,13,0,0,0,0,0,0,3.6,3.6
25,Rob Gronkowski,NE,TE,4,NYG,3,2,66.7,26,0,20,8.7,13,0,0,0,0,0,0,3.6,3.6
25,Travis Beckum,NYG,TE,3,SF,5,4,80,16,0,6,3.2,4,0,0,0,0,0,0,3.6,3.6
28,Ed Dickson,BAL,TE,3,NE,4,2,50,23,0,16,5.8,11.5,0,0,0,0,0,0,3.3,3.3
29,Travis Beckum,NYG,TE,2,GB,2,2,100,22,0,12,11,11,0,0,0,0,0,0,3.2,3.2
30,Jake Ballard,NYG,TE,1,ATL,3,2,66.7,16,0,13,5.3,8,0,0,0,0,0,0,2.6,2.6
31,Jake Ballard,NYG,TE,2,GB,8,1,12.5,17,0,17,2.1,17,0,0,0,0,0,0,2.2,2.2
32,Jake Ballard,NYG,TE,4,NE,3,2,66.7,10,0,9,3.3,5,0,0,0,0,0,0,2,2
33,Ed Dickson,BAL,TE,2,HOU,4,1,25,14,0,14,3.5,14,0,0,0,0,0,0,1.9,1.9
34,Mike Higgins,NO,TE,2,SF,2,1,50,10,0,10,5,10,0,0,0,0,0,0,1.5,1.5
35,Travis Beckum,NYG,TE,1,ATL,1,1,100,7,0,7,7,7,0,0,0,0,0,0,1.2,1.2
35,Tony Scheffler,DET,TE,1,NO,3,1,33.3,7,0,7,2.3,7,0,0,0,0,0,0,1.2,1.2
37,Justin Peelle,SF,TE,2,NO,1,1,100,4,0,4,4,4,0,0,0,0,0,0,0.9,0.9
38,Joel Dreessen,HOU,TE,1,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Dante Rosario,DEN,TE,1,PIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Reggie Kelly,ATL,TE,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,James Casey,HOU,TE,1,CIN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,Bear Pascoe,NYG,TE,1,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Michael Palmer,ATL,TE,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Colin Cochart,CIN,TE,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Weslye Saunders,PIT,TE,1,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Virgil Green,DEN,TE,1,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Mike Higgins,NO,TE,1,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Joel Dreessen,HOU,TE,2,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Dante Rosario,DEN,TE,2,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Daniel Fells,DEN,TE,2,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,James Casey,HOU,TE,2,BAL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Bear Pascoe,NYG,TE,2,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Tom Crabtree,GB,TE,2,NYG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Virgil Green,DEN,TE,2,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Ryan Taylor,GB,TE,2,NYG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Kris Wilson,BAL,TE,3,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Justin Peelle,SF,TE,3,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Jake Ballard,NYG,TE,3,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Travis Beckum,NYG,TE,4,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
