Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Zach Miller,SEA,TE,2,ATL,9,8,88.9,142,1,34,15.8,17.8,0,0,0,0,0,0,24.2,24.2
2,Vernon Davis,SF,TE,3,ATL,6,5,83.3,106,1,31,17.7,21.2,0,0,0,0,0,0,19.1,19.1
3,Tony Gonzalez,ATL,TE,3,SF,8,8,100,78,1,16,9.8,9.8,0,0,0,0,0,0,17.8,17.8
4,Tony Gonzalez,ATL,TE,2,SEA,7,6,85.7,51,1,19,7.3,8.5,0,0,0,0,0,0,14.1,14.1
5,Dennis Pitta,BAL,TE,3,NE,7,5,71.4,55,1,22,7.9,11,0,0,0,0,0,0,14,14
6,Owen Daniels,HOU,TE,1,CIN,11,9,81.8,91,0,19,8.3,10.1,0,0,0,0,0,0,13.6,13.6
7,Vernon Davis,SF,TE,4,BAL,8,6,75,104,0,29,13,17.3,0,0,0,0,0,0,13.4,13.4
7,Aaron Hernandez,NE,TE,3,BAL,14,9,64.3,83,0,17,5.9,9.2,1,6,6,0,0,0,13.4,13.4
9,Owen Daniels,HOU,TE,2,NE,15,9,60,81,0,24,5.4,9,0,0,0,0,0,0,12.6,12.6
10,Aaron Hernandez,NE,TE,2,HOU,9,6,66.7,85,0,40,9.4,14.2,0,0,0,0,0,0,11.5,11.5
11,Dennis Pitta,BAL,TE,4,SF,5,4,80,26,1,9,5.2,6.5,0,0,0,0,0,0,10.6,10.6
12,Dennis Pitta,BAL,TE,1,IND,2,2,100,27,1,20,13.5,13.5,0,0,0,0,0,0,9.7,9.7
13,Zach Miller,SEA,TE,1,WAS,6,4,66.7,48,0,22,8,12,0,0,0,0,0,0,8.8,8.8
14,Logan Paulsen,WAS,TE,1,SEA,4,2,50,15,1,11,3.8,7.5,0,0,0,0,0,0,8.5,8.5
15,Joel Dreessen,DEN,TE,2,BAL,8,6,75,46,0,11,5.8,7.7,0,0,0,0,0,0,7.6,7.6
16,Dwayne Allen,IND,TE,1,BAL,6,4,66.7,51,0,22,8.5,12.8,0,0,0,0,0,0,7.1,7.1
17,Dennis Pitta,BAL,TE,2,DEN,5,3,60,55,0,24,11,18.3,0,0,0,0,0,0,7,7
18,Delanie Walker,SF,TE,4,BAL,4,3,75,48,0,28,12,16,0,0,0,0,0,0,6.3,6.3
19,Jacob Tamme,DEN,TE,2,BAL,3,3,100,44,0,21,14.7,14.7,0,0,0,0,0,0,5.9,5.9
20,Kyle Rudolph,MIN,TE,1,GB,3,3,100,42,0,23,14,14,0,0,0,0,0,0,5.7,5.7
21,Jermichael Finley,GB,TE,2,SF,5,4,80,35,0,19,7,8.8,0,0,0,0,0,0,5.5,5.5
22,Vernon Davis,SF,TE,2,GB,5,1,20,44,0,44,8.8,44,0,0,0,0,0,0,4.9,4.9
23,Ed Dickson,BAL,TE,4,SF,2,2,100,37,0,23,18.5,18.5,0,0,0,0,0,0,4.7,4.7
24,Garrett Graham,HOU,TE,1,CIN,3,3,100,29,0,20,9.7,9.7,0,0,0,0,0,0,4.4,4.4
24,James Casey,HOU,TE,2,NE,6,3,50,29,0,15,4.8,9.7,0,0,0,0,0,0,4.4,4.4
24,Ed Dickson,BAL,TE,2,DEN,4,3,75,29,0,14,7.2,9.7,0,0,0,0,0,0,4.4,4.4
27,Coby Fleener,IND,TE,1,BAL,5,3,60,25,0,12,5,8.3,0,0,0,0,0,0,4,4
28,Ed Dickson,BAL,TE,1,IND,1,1,100,24,0,24,24,24,0,0,0,0,0,0,2.9,2.9
29,James Casey,HOU,TE,1,CIN,3,1,33.3,20,0,20,6.7,20,0,0,0,0,0,0,2.5,2.5
29,Delanie Walker,SF,TE,3,ATL,2,1,50,20,0,20,10,20,0,0,0,0,0,0,2.5,2.5
31,Garrett Graham,HOU,TE,2,NE,2,2,100,13,0,8,6.5,6.5,0,0,0,0,0,0,2.3,2.3
32,Delanie Walker,SF,TE,2,GB,5,1,20,17,0,17,3.4,17,0,0,0,0,0,0,2.2,2.2
33,Chase Coffman,ATL,TE,2,SEA,1,1,100,16,0,16,16,16,0,0,0,0,0,0,2.1,2.1
34,Jermaine Gresham,CIN,TE,1,HOU,7,2,28.6,7,0,6,1,3.5,0,0,0,0,0,0,1.7,1.7
35,Jermichael Finley,GB,TE,1,MIN,3,1,33.3,10,0,10,3.3,10,0,0,0,0,0,0,1.5,1.5
35,Tom Crabtree,GB,TE,1,MIN,1,1,100,10,0,10,10,10,0,0,0,0,0,0,1.5,1.5
37,Ryan Taylor,GB,TE,1,MIN,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
38,John Carlson,MIN,TE,1,GB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Chris Cooley,WAS,TE,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Billy Bajema,BAL,TE,1,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Anthony McCoy,SEA,TE,1,WAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Weslye Saunders,IND,TE,1,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Niles Paul,WAS,TE,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,DJ Williams,GB,TE,1,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Orson Charles,CIN,TE,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
