Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Jared Cook,GB,TE,2,DAL,11,6,54.5,104,1,36,9.5,17.3,0,0,0,0,0,0,19.4,19.4
2,Jared Cook,GB,TE,3,ATL,12,7,58.3,78,1,26,6.5,11.1,0,0,0,0,0,0,17.3,17.3
3,Jason Witten,DAL,TE,2,GB,9,6,66.7,59,1,15,6.6,9.8,0,0,0,0,0,0,14.9,14.9
4,CJ Fiedorowicz,HOU,TE,2,NE,5,3,60,36,1,17,7.2,12,0,0,0,0,0,0,11.1,11.1
5,Jesse James,PIT,TE,2,KC,6,5,83.3,83,0,26,13.8,16.6,0,0,0,0,0,0,10.8,10.8
6,Austin Hooper,ATL,TE,4,NE,6,3,50,32,1,19,5.3,10.7,0,0,0,0,0,0,10.7,10.7
7,Travis Kelce,KC,TE,2,PIT,7,5,71.4,77,0,24,11,15.4,0,0,0,0,0,0,10.2,10.2
8,Richard Rodgers,GB,TE,2,DAL,2,1,50,34,1,34,17,34,0,0,0,0,0,0,9.9,9.9
9,Jimmy Graham,SEA,TE,2,ATL,3,3,100,22,1,11,7.3,7.3,0,0,0,0,0,0,9.7,9.7
10,Martellus Bennett,NE,TE,4,ATL,6,5,83.3,62,0,25,10.3,12.4,0,0,0,0,0,0,8.7,8.7
11,Will Tye,NYG,TE,1,GB,7,4,57.1,66,0,51,9.4,16.5,0,0,0,0,0,0,8.6,8.6
12,Jared Cook,GB,TE,1,NYG,9,5,55.6,48,0,16,5.3,9.6,0,0,0,0,0,0,7.3,7.3
12,Jesse James,PIT,TE,3,NE,7,5,71.4,48,0,18,6.9,9.6,0,0,0,0,0,0,7.3,7.3
14,Dion Sims,MIA,TE,1,PIT,5,5,100,34,0,17,6.8,6.8,0,0,0,0,0,0,5.9,5.9
15,Martellus Bennett,NE,TE,3,PIT,5,5,100,32,0,12,6.4,6.4,0,0,0,0,0,0,5.7,5.7
16,Jimmy Graham,SEA,TE,1,DET,4,3,75,37,0,14,9.2,12.3,0,0,0,0,0,0,5.2,5.2
17,Mychal Rivera,OAK,TE,1,HOU,5,4,80,31,0,11,6.2,7.8,0,0,0,0,0,0,5.1,5.1
18,CJ Fiedorowicz,HOU,TE,1,OAK,4,2,50,35,0,18,8.8,17.5,0,0,0,0,0,0,4.5,4.5
19,Ryan Griffin,HOU,TE,1,OAK,4,3,75,29,0,13,7.2,9.7,0,0,0,0,0,0,4.4,4.4
20,Levine Toilolo,ATL,TE,2,SEA,4,2,50,26,0,18,6.5,13,0,0,0,0,0,0,3.6,3.6
21,Eric Ebron,DET,TE,1,SEA,6,2,33.3,23,0,12,3.8,11.5,0,0,0,0,0,0,3.3,3.3
21,Austin Hooper,ATL,TE,3,GB,2,2,100,23,0,15,11.5,11.5,0,0,0,0,0,0,3.3,3.3
23,Clive Walford,OAK,TE,1,HOU,2,2,100,16,0,9,8,8,0,0,0,0,0,0,2.6,2.6
24,Austin Hooper,ATL,TE,2,SEA,1,1,100,10,0,10,10,10,0,0,0,0,0,0,1.5,1.5
25,Jesse James,PIT,TE,1,MIA,2,1,50,6,0,6,3,6,0,0,0,0,0,0,1.1,1.1
26,Levine Toilolo,ATL,TE,3,GB,2,1,50,5,0,5,2.5,5,0,0,0,0,0,0,1,1
27,Luke Willson,SEA,TE,1,DET,1,1,100,4,0,4,4,4,0,0,0,0,0,0,0.9,0.9
27,Martellus Bennett,NE,TE,2,HOU,4,1,25,4,0,4,1,4,0,0,0,0,0,0,0.9,0.9
29,Matthew Mulligan,DET,TE,1,SEA,1,1,100,-2,0,-2,-2,-2,0,0,0,0,0,0,0.3,0.3
30,Clay Harbor,DET,TE,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Dominique Jones,MIA,TE,1,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Bradley Sowell,SEA,TE,1,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,MarQueis Gray,MIA,TE,1,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Brandon Williams,SEA,TE,1,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Larry Donnell,NYG,TE,1,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Xavier Grimble,PIT,TE,1,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Richard Rodgers,GB,TE,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Stephen Anderson,HOU,TE,1,OAK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Xavier Grimble,PIT,TE,3,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Richard Rodgers,GB,TE,3,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Matt Lengel,NE,TE,3,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Joshua Perkins,ATL,TE,3,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Ryan Griffin,HOU,TE,2,NE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Gavin Escobar,DAL,TE,2,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Luke Willson,SEA,TE,2,ATL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Demetrius Harris,KC,TE,2,PIT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Brandon Williams,SEA,TE,2,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Xavier Grimble,PIT,TE,2,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,James O'Shaughnessy,KC,TE,2,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Matt Lengel,NE,TE,2,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Stephen Anderson,HOU,TE,2,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
