Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Rob Gronkowski,NE,TE,4,PHI,15,9,60,116,2,25,7.7,12.9,0,0,0,0,0,0,28.1,28.1
2,Greg Olsen,CAR,TE,1,NO,12,8,66.7,107,1,24,8.9,13.4,0,0,0,0,0,0,20.7,20.7
3,Rob Gronkowski,NE,TE,2,TEN,9,6,66.7,81,1,27,9,13.5,0,0,0,0,0,0,17.1,17.1
4,Zach Ertz,PHI,TE,4,NE,8,7,87.5,67,1,19,8.4,9.6,0,0,0,0,0,0,16.2,16.2
4,Vance McDonald,PIT,TE,2,JAX,16,10,62.5,112,0,22,7,11.2,0,0,0,0,0,0,16.2,16.2
6,Travis Kelce,KC,TE,1,TEN,4,4,100,66,1,27,16.5,16.5,0,0,0,0,0,0,14.6,14.6
7,Zach Ertz,PHI,TE,3,MIN,8,8,100,93,0,36,11.6,11.6,0,0,0,0,0,0,13.3,13.3
8,Josh Hill,NO,TE,1,CAR,4,3,75,49,1,25,12.2,16.3,0,0,0,0,0,0,12.4,12.4
9,Delanie Walker,TEN,TE,1,KC,8,6,75,74,0,22,9.2,12.3,0,0,0,0,0,0,10.4,10.4
10,Kyle Rudolph,MIN,TE,3,PHI,4,1,25,25,1,25,6.2,25,0,0,0,0,0,0,9,9
11,Marcedes Lewis,JAX,TE,3,NE,3,1,33.3,4,1,4,1.3,4,0,0,0,0,0,0,6.9,6.9
11,Josh Hill,NO,TE,2,MIN,6,3,50,54,0,22,9,18,0,0,0,0,0,0,6.9,6.9
13,Ben Koyack,JAX,TE,1,BUF,1,1,100,1,1,1,1,1,0,0,0,0,0,0,6.6,6.6
14,Delanie Walker,TEN,TE,2,NE,6,3,50,49,0,36,8.2,16.3,0,0,0,0,0,0,6.4,6.4
15,Kyle Rudolph,MIN,TE,2,NO,8,5,62.5,28,0,8,3.5,5.6,0,0,0,0,0,0,5.3,5.3
16,Zach Ertz,PHI,TE,2,ATL,5,3,60,32,0,11,6.4,10.7,0,0,0,0,0,0,4.7,4.7
17,Trey Burton,PHI,TE,4,NE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.04
18,Demetrius Harris,KC,TE,1,TEN,3,2,66.7,22,0,13,7.3,11,0,0,0,0,0,0,3.2,3.2
18,Nick O'Leary,BUF,TE,1,JAX,6,2,33.3,22,0,13,3.7,11,0,0,0,0,0,0,3.2,3.2
18,Marcedes Lewis,JAX,TE,1,BUF,3,3,100,17,0,16,5.7,5.7,0,0,0,0,0,0,3.2,3.2
21,Charles Clay,BUF,TE,1,JAX,5,3,60,15,0,10,3,5,0,0,0,0,0,0,3,3
21,Austin Hooper,ATL,TE,1,LAR,5,3,60,15,0,5,3,5,0,0,0,0,0,0,3,3
23,Rob Gronkowski,NE,TE,3,JAX,3,1,33.3,21,0,21,7,21,0,0,0,0,0,0,2.6,2.6
23,Ben Koyack,JAX,TE,2,PIT,1,1,100,21,0,21,21,21,0,0,0,0,0,0,2.6,2.6
25,Jonnu Smith,TEN,TE,1,KC,4,2,50,15,0,10,3.8,7.5,0,0,0,0,0,0,2.5,2.5
26,James O'Shaughnessy,JAX,TE,2,PIT,2,1,50,19,0,19,9.5,19,0,0,0,0,0,0,2.4,2.4
27,Trey Burton,PHI,TE,3,MIN,2,1,50,12,0,12,6,12,0,0,0,0,0,0,1.7,1.7
27,Levine Toilolo,ATL,TE,2,PHI,2,1,50,12,0,12,6,12,0,0,0,0,0,0,1.7,1.7
27,Jesse James,PIT,TE,2,JAX,1,1,100,12,0,12,12,12,0,0,0,0,0,0,1.7,1.7
30,Tyler Higbee,LAR,TE,1,ATL,2,1,50,11,0,11,5.5,11,0,0,0,0,0,0,1.6,1.6
31,Brent Celek,PHI,TE,2,ATL,1,1,100,6,0,6,6,6,0,0,0,0,0,0,1.1,1.1
32,Logan Thomas,BUF,TE,1,JAX,2,1,50,5,0,5,2.5,5,0,0,0,0,0,0,1,1
33,Gerald Everett,LAR,TE,1,ATL,2,1,50,4,0,4,2,4,0,0,0,0,0,0,0.9,0.9
33,James O'Shaughnessy,JAX,TE,3,NE,1,1,100,4,0,4,4,4,0,0,0,0,0,0,0.9,0.9
33,Jonnu Smith,TEN,TE,2,NE,1,1,100,4,0,4,4,4,0,0,0,0,0,0,0.9,0.9
36,Ed Dickson,CAR,TE,1,NO,2,1,50,3,0,3,1.5,3,0,0,0,0,0,0,0.8,0.8
36,Austin Hooper,ATL,TE,2,PHI,1,1,100,3,0,3,3,3,0,0,0,0,0,0,0.8,0.8
38,Jacob Hollister,NE,TE,2,TEN,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
39,Michael Hoomanawanui,NO,TE,1,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Luke Stocker,TEN,TE,1,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Orson Charles,KC,TE,1,TEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Levine Toilolo,ATL,TE,1,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Derek Carrier,LAR,TE,1,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Phillip Supernaw,TEN,TE,1,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,James O'Shaughnessy,JAX,TE,1,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Brent Celek,PHI,TE,3,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Dwayne Allen,NE,TE,3,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ben Koyack,JAX,TE,3,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,David Morgan,MIN,TE,3,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Marcedes Lewis,JAX,TE,2,PIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Michael Hoomanawanui,NO,TE,2,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Luke Stocker,TEN,TE,2,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Dwayne Allen,NE,TE,2,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Phillip Supernaw,TEN,TE,2,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Trey Burton,PHI,TE,2,ATL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Xavier Grimble,PIT,TE,2,JAX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,David Morgan,MIN,TE,2,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Brent Celek,PHI,TE,4,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Dwayne Allen,NE,TE,4,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
