Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Zach Ertz,PHI,TE,10,DAL,16,14,87.5,145,2,23,9.1,10.4,0,0,0,0,0,0,33.5,33.5
2,Blake Jarwin,DAL,TE,17,NYG,8,7,87.5,119,3,39,14.9,17,0,0,0,0,0,0,33.4,33.4
3,Travis Kelce,KC,TE,13,OAK,13,12,92.3,168,2,28,12.9,14,0,0,0,0,1,1,32.8,32.8
4,George Kittle,SF,TE,14,DEN,9,7,77.8,210,1,85,23.3,30,0,0,0,0,0,0,30.5,30.5
5,Zach Ertz,PHI,TE,16,HOU,16,12,75,110,2,23,6.9,9.2,0,0,0,0,1,0,29,29
6,Kyle Rudolph,MIN,TE,16,DET,9,9,100,122,2,44,13.6,13.6,0,0,0,0,0,0,28.7,28.7
7,Jared Cook,OAK,TE,4,CLE,13,8,61.5,110,2,24,8.5,13.8,0,0,0,0,0,0,27,27
7,Eric Ebron,IND,TE,5,NE,15,9,60,105,2,28,7,11.7,0,0,0,0,0,0,27,27
9,Eric Ebron,IND,TE,10,JAX,3,3,100,69,2,53,23,23,1,2,2,1,0,0,26.6,26.6
10,Travis Kelce,KC,TE,2,PIT,10,7,70,109,2,31,10.9,15.6,0,0,0,0,0,0,26.4,26.4
11,Travis Kelce,KC,TE,9,CLE,9,7,77.8,99,2,21,11,14.1,0,0,0,0,0,0,25.4,25.4
11,George Kittle,SF,TE,17,LAR,14,9,64.3,149,1,43,10.6,16.6,0,0,0,0,0,0,25.4,25.4
13,Travis Kelce,KC,TE,11,LAR,15,10,66.7,127,1,37,8.5,12.7,0,0,0,0,0,0,23.7,23.7
14,Trey Burton,CHI,TE,7,NE,11,9,81.8,126,1,22,11.5,14,0,0,0,0,0,0,23.1,23.1
15,Jared Cook,OAK,TE,1,LAR,12,9,75,180,0,45,15,20,0,0,0,0,0,0,22.5,22.5
16,Jesse James,PIT,TE,2,KC,5,5,100,138,1,46,27.6,27.6,0,0,0,0,0,0,22.3,22.3
17,Zach Ertz,PHI,TE,5,MIN,11,10,90.9,110,1,23,10,11,0,0,0,0,0,0,22,22
18,George Kittle,SF,TE,4,LAC,8,6,75,125,1,82,15.6,20.8,0,0,0,0,0,0,21.5,21.5
19,Rob Gronkowski,NE,TE,14,MIA,8,8,100,107,1,17,13.4,13.4,0,0,0,0,0,0,20.7,20.7
20,Rob Gronkowski,NE,TE,1,HOU,8,7,87.5,123,1,30,15.4,17.6,0,0,0,0,1,1,19.8,19.8
21,Jared Cook,OAK,TE,13,KC,8,7,87.5,100,1,29,12.5,14.3,0,0,0,0,0,0,19.5,19.5
22,OJ Howard,TB,TE,9,CAR,6,4,66.7,53,2,31,8.8,13.2,0,0,0,0,0,0,19.3,19.3
22,Jeff Heuerman,DEN,TE,9,HOU,11,10,90.9,83,1,14,7.5,8.3,0,0,0,0,0,0,19.3,19.3
24,Vance McDonald,PIT,TE,3,TB,5,4,80,112,1,75,22.4,28,0,0,0,0,0,0,19.2,19.2
25,Eric Ebron,IND,TE,12,MIA,7,5,71.4,45,2,14,6.4,9,0,0,0,0,0,0,19,19
26,George Kittle,SF,TE,9,OAK,4,4,100,108,1,71,27,27,0,0,0,0,0,0,18.8,18.8
27,Evan Engram,NYG,TE,17,DAL,8,5,62.5,81,1,51,10.1,16.2,0,0,0,0,0,0,18.6,18.6
27,Zach Ertz,PHI,TE,12,NYG,8,7,87.5,91,1,24,11.4,13,0,0,0,0,0,0,18.6,18.6
29,Gerald Everett,LAR,TE,11,KC,4,3,75,49,2,40,12.2,16.3,0,0,0,0,0,0,18.4,18.4
30,Michael Roberts,DET,TE,7,MIA,3,3,100,48,2,29,16,16,0,0,0,0,0,0,18.3,18.3
30,George Kittle,SF,TE,7,LAR,8,5,62.5,98,1,35,12.2,19.6,0,0,0,0,0,0,18.3,18.3
30,Zach Ertz,PHI,TE,7,CAR,11,9,81.8,138,0,27,12.5,15.3,0,0,0,0,0,0,18.3,18.3
33,Will Dissly,SEA,TE,1,DEN,5,3,60,105,1,66,21,35,0,0,0,0,0,0,18,18
34,Austin Hooper,ATL,TE,6,TB,10,9,90,71,1,14,7.1,7.9,0,0,0,0,0,0,17.6,17.6
35,Travis Kelce,KC,TE,4,DEN,12,7,58.3,78,1,29,6.5,11.1,0,0,0,0,0,0,17.3,17.3
36,Chris Herndon IV,NYJ,TE,16,GB,7,6,85.7,82,1,26,11.7,13.7,0,0,0,0,1,0,17.2,17.2
36,Travis Kelce,KC,TE,14,BAL,9,7,77.8,77,1,17,8.6,11,0,0,0,0,0,0,17.2,17.2
38,OJ Howard,TB,TE,2,PHI,4,3,75,96,1,75,24,32,0,0,0,0,0,0,17.1,17.1
39,Jordan Thomas,HOU,TE,8,MIA,4,4,100,29,2,13,7.2,7.2,0,0,0,0,0,0,16.9,16.9
39,Travis Kelce,KC,TE,8,DEN,10,6,60,79,1,18,7.9,13.2,0,0,0,0,0,0,16.9,16.9
41,Dallas Goedert,PHI,TE,3,IND,7,7,100,73,1,19,10.4,10.4,0,0,0,0,0,0,16.8,16.8
42,Greg Olsen,CAR,TE,9,TB,6,6,100,76,1,23,12.7,12.7,0,0,0,0,0,0,16.6,16.6
42,Jordan Reed,WAS,TE,11,HOU,11,7,63.6,71,1,24,6.5,10.1,0,0,0,0,0,0,16.6,16.6
42,Austin Hooper,ATL,TE,10,CLE,11,10,90.9,56,1,10,5.1,5.6,0,0,0,0,0,0,16.6,16.6
45,Antonio Gates,LAC,TE,11,DEN,7,5,71.4,80,1,27,11.4,16,0,0,0,0,0,0,16.5,16.5
46,Evan Engram,NYG,TE,2,DAL,7,7,100,67,1,18,9.6,9.6,0,0,0,0,0,0,16.2,16.2
46,Zach Ertz,PHI,TE,4,TEN,14,10,71.4,112,0,24,8,11.2,0,0,0,0,0,0,16.2,16.2
48,Jack Doyle,IND,TE,8,OAK,7,6,85.7,70,1,17,10,11.7,0,0,0,0,0,0,16,16
49,Trey Burton,CHI,TE,4,TB,4,2,50,86,1,47,21.5,43,0,0,0,0,0,0,15.6,15.6
50,Jared Cook,OAK,TE,8,IND,5,4,80,74,1,30,14.8,18.5,0,0,0,0,0,0,15.4,15.4
50,Travis Kelce,KC,TE,3,SF,10,8,80,114,0,25,11.4,14.2,0,0,0,0,0,0,15.4,15.4
52,Mark Andrews,BAL,TE,16,LAC,2,2,100,83,1,68,41.5,41.5,0,0,0,0,0,0,15.3,15.3
53,Jared Cook,OAK,TE,14,PIT,10,7,70,116,0,30,11.6,16.6,0,0,0,0,0,0,15.1,15.1
54,Eric Ebron,IND,TE,6,NYJ,7,4,57.1,71,1,19,10.1,17.8,1,-1,-1,0,0,0,15,15
54,David Njoku,CLE,TE,6,LAC,12,7,58.3,55,1,22,4.6,7.9,0,0,0,0,0,0,15,15
