Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,Rob Gronkowski,NE,TE,1,PIT,null,null,8100,16.7
2,Rob Gronkowski,NE,TE,6,IND,25,5,8200,16.4
2,Rob Gronkowski,NE,TE,16,NYJ,6,3,8200,16.4
4,Rob Gronkowski,NE,TE,10,NYG,28,30,8000,16.2
5,Rob Gronkowski,NE,TE,5,DAL,18,8,8400,16.1
6,Greg Olsen,CAR,TE,7,PHI,9,2,6400,15.9
6,Greg Olsen,CAR,TE,16,ATL,11,28,6800,15.9
8,Greg Olsen,CAR,TE,14,ATL,6,22,6600,15.8
8,Rob Gronkowski,NE,TE,12,DEN,1,14,8400,15.8
10,Jimmy Graham,SEA,TE,1,LAR,null,null,6900,15.7
11,Greg Olsen,CAR,TE,9,GB,12,22,6400,15.6
12,Rob Gronkowski,NE,TE,2,BUF,11,19,8300,15.3
12,Rob Gronkowski,NE,TE,3,JAX,9,17,8400,15.3
12,Delanie Walker,TEN,TE,14,NYJ,7,2,6100,15.3
12,Delanie Walker,TEN,TE,17,IND,26,19,6500,15.3
16,Rob Gronkowski,NE,TE,7,NYJ,1,4,8100,15.2
16,Greg Olsen,CAR,TE,15,NYG,30,30,6800,15.2
16,Greg Olsen,CAR,TE,12,DAL,13,11,6400,15.2
19,Greg Olsen,CAR,TE,13,NO,32,32,6600,15.1
19,Rob Gronkowski,NE,TE,9,WAS,16,7,8500,15.1
19,Rob Gronkowski,NE,TE,8,MIA,17,11,8400,15.1
22,Gary Barnidge,CLE,TE,13,CIN,5,11,6100,15
22,Rob Gronkowski,NE,TE,17,MIA,29,10,8100,15
22,Martellus Bennett,CHI,TE,5,KC,32,11,5900,15
22,Jordan Reed,WAS,TE,16,PHI,28,2,6900,15
26,Rob Gronkowski,NE,TE,11,BUF,17,9,8400,14.9
26,Greg Olsen,CAR,TE,17,TB,18,17,6600,14.9
26,Gary Barnidge,CLE,TE,17,PIT,20,25,6300,14.9
26,Travis Kelce,KC,TE,13,OAK,28,31,6200,14.9
30,Tyler Eifert,CIN,TE,3,BAL,18,1,5900,14.8
30,Gary Barnidge,CLE,TE,15,SEA,2,24,6400,14.8
30,Rob Gronkowski,NE,TE,15,TEN,21,21,8500,14.8
30,Jordan Reed,WAS,TE,15,BUF,16,12,6300,14.8
34,Jimmy Graham,SEA,TE,2,GB,20,22,7100,14.7
34,Greg Olsen,CAR,TE,11,WAS,19,5,6400,14.7
36,Jason Witten,DAL,TE,2,PHI,23,7,6000,14.6
36,Jimmy Graham,SEA,TE,3,CHI,27,2,6300,14.6
36,Delanie Walker,TEN,TE,13,JAX,24,25,6000,14.6
39,Tyler Eifert,CIN,TE,2,LAC,14,21,5900,14.5
39,Greg Olsen,CAR,TE,8,IND,28,19,6400,14.5
39,Jason Witten,DAL,TE,12,CAR,3,14,5600,14.5
39,Gary Barnidge,CLE,TE,12,BAL,22,5,6500,14.5
43,Greg Olsen,CAR,TE,10,TEN,11,26,6300,14.4
44,Jason Witten,DAL,TE,5,NE,24,21,5700,14.3
44,Gary Barnidge,CLE,TE,9,CIN,11,10,6600,14.3
44,Tyler Eifert,CIN,TE,8,PIT,16,30,6000,14.3
47,Jimmy Graham,SEA,TE,11,SF,24,14,5800,14.2
47,Tyler Eifert,CIN,TE,11,ARI,6,2,6200,14.2
47,Tyler Eifert,CIN,TE,6,BUF,18,21,6000,14.2
47,Julius Thomas,JAX,TE,16,NO,32,32,6500,14.2
47,Delanie Walker,TEN,TE,8,HOU,27,14,5400,14.2
47,Tyler Eifert,CIN,TE,12,LAR,4,19,6200,14.2
53,Antonio Gates,LAC,TE,15,MIA,29,12,5800,14.1
53,Antonio Gates,LAC,TE,16,OAK,23,31,6200,14.1
53,Benjamin Watson,NO,TE,17,ATL,9,27,5300,14.1
56,Antonio Gates,LAC,TE,9,CHI,18,5,6000,14
57,Travis Kelce,KC,TE,2,DEN,1,9,6600,13.9
57,Travis Kelce,KC,TE,5,CHI,17,9,6500,13.9
57,Travis Kelce,KC,TE,3,GB,14,20,6400,13.9
57,Travis Kelce,KC,TE,11,LAC,23,24,5700,13.9
57,Antonio Gates,LAC,TE,13,DEN,1,19,5900,13.9
57,Benjamin Watson,NO,TE,16,JAX,25,27,5600,13.9
57,Travis Kelce,KC,TE,8,DET,32,24,5900,13.9
57,Jimmy Graham,SEA,TE,10,ARI,4,4,6000,13.9
57,Jordan Reed,WAS,TE,10,NO,32,31,5800,13.9
57,Travis Kelce,KC,TE,12,BUF,17,9,5800,13.9
67,Jason Witten,DAL,TE,11,MIA,26,18,5500,13.8
67,Antonio Gates,LAC,TE,11,KC,16,2,5900,13.8
67,Martellus Bennett,CHI,TE,6,DET,27,26,5800,13.8
67,Delanie Walker,TEN,TE,12,OAK,29,30,6100,13.8
71,Jordan Reed,WAS,TE,11,CAR,8,15,5800,13.7
71,Antonio Gates,LAC,TE,14,KC,11,1,5700,13.7
71,Travis Kelce,KC,TE,14,LAC,22,26,6000,13.7
71,Jordan Reed,WAS,TE,14,CHI,13,5,5900,13.7
75,Gary Barnidge,CLE,TE,10,PIT,18,28,6100,13.6
75,Martellus Bennett,CHI,TE,1,GB,null,null,6200,13.6
75,Julius Thomas,JAX,TE,13,TEN,15,24,5800,13.6
78,Delanie Walker,TEN,TE,3,IND,13,2,5200,13.5
78,Jimmy Graham,SEA,TE,12,PIT,18,28,5500,13.5
