Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
144,Austin Hooper,ATL,TE,11,DAL,4,20,6000,8.22
145,Eric Ebron,IND,TE,12,MIA,22,18,5500,8.18
145,OJ Howard,TB,TE,3,PIT,29,31,5600,8.18
147,Trey Burton,CHI,TE,7,NE,23,25,6000,8.16
148,Kyle Rudolph,MIN,TE,8,NO,25,4,5700,8.14
148,Kyle Rudolph,MIN,TE,17,CHI,2,10,6000,8.14
150,Jared Cook,OAK,TE,4,CLE,7,3,5400,8.12
150,Jordan Reed,WAS,TE,1,ARI,11,15,5800,8.12
152,Evan Engram,NYG,TE,11,TB,31,31,5800,8.09
153,Austin Hooper,ATL,TE,12,NO,18,3,5800,8.07
153,Jack Doyle,IND,TE,11,TEN,1,1,5400,8.07
155,Vance McDonald,PIT,TE,5,ATL,28,12,4600,8.06
156,Cameron Brate,TB,TE,12,SF,23,14,4400,8.03
157,Vance McDonald,PIT,TE,8,CLE,21,15,5300,7.98
157,Evan Engram,NYG,TE,7,ATL,31,24,5700,7.98
159,Chris Herndon IV,NYJ,TE,17,NE,17,21,5800,7.96
160,Cameron Brate,TB,TE,13,CAR,24,32,4900,7.95
161,Tyler Eifert,CIN,TE,1,IND,29,21,5500,7.94
161,Kyle Rudolph,MIN,TE,2,GB,7,9,5900,7.94
163,Kyle Rudolph,MIN,TE,5,PHI,13,6,6100,7.93
164,David Njoku,CLE,TE,9,KC,28,27,5200,7.92
165,Trey Burton,CHI,TE,6,MIA,12,5,5800,7.87
165,Greg Olsen,CAR,TE,8,BAL,1,10,5800,7.87
167,George Kittle,SF,TE,4,LAC,26,2,5700,7.84
168,Austin Hooper,ATL,TE,6,TB,32,32,5600,7.81
169,Evan Engram,NYG,TE,8,WAS,7,12,5800,7.8
170,David Njoku,CLE,TE,10,ATL,29,17,5400,7.78
171,Eric Ebron,IND,TE,10,JAX,5,10,5400,7.77
171,Vance McDonald,PIT,TE,11,JAX,6,27,5500,7.77
173,Vance McDonald,PIT,TE,14,OAK,29,32,5500,7.76
174,Vance McDonald,PIT,TE,12,DEN,18,26,5500,7.74
175,Jimmy Graham,GB,TE,11,SEA,9,7,6300,7.7
176,Evan Engram,NYG,TE,15,TEN,7,1,5200,7.68
177,Evan Engram,NYG,TE,10,SF,23,12,5800,7.67
177,Vance McDonald,PIT,TE,10,CAR,16,32,5300,7.67
179,Tyler Eifert,CIN,TE,4,ATL,27,10,4600,7.66
180,Austin Hooper,ATL,TE,10,CLE,26,23,5800,7.65
181,Austin Hooper,ATL,TE,16,CAR,22,30,5300,7.61
182,Vance McDonald,PIT,TE,4,BAL,3,3,4600,7.59
183,Evan Engram,NYG,TE,14,WAS,12,8,5000,7.58
184,Kyle Rudolph,MIN,TE,13,NE,17,28,5600,7.56
185,OJ Howard,TB,TE,7,CLE,21,14,5800,7.53
186,Austin Hooper,ATL,TE,15,ARI,12,7,5500,7.52
187,Jimmy Graham,GB,TE,14,ATL,28,11,5600,7.51
188,Austin Hooper,ATL,TE,13,BAL,1,18,5700,7.44
189,Austin Hooper,ATL,TE,17,TB,30,22,5200,7.4
190,Jimmy Graham,GB,TE,2,MIN,11,25,6000,7.38
190,Trey Burton,CHI,TE,4,TB,29,31,5600,7.38
190,Evan Engram,NYG,TE,12,PHI,25,3,5800,7.38
193,Benjamin Watson,NO,TE,8,MIN,13,26,5400,7.37
194,Trey Burton,CHI,TE,12,DET,25,17,6400,7.34
195,David Njoku,CLE,TE,13,HOU,8,27,5500,7.33
195,Benjamin Watson,NO,TE,2,CLE,18,22,5100,7.33
197,Kyle Rudolph,MIN,TE,11,CHI,3,11,5600,7.29
198,CJ Uzomah,CIN,TE,7,KC,31,30,5400,7.22
199,Cameron Brate,TB,TE,16,DAL,7,20,5200,7.21
200,David Njoku,CLE,TE,16,CIN,32,23,5300,7.2
201,Trey Burton,CHI,TE,13,NYG,19,16,5800,7.17
201,David Njoku,CLE,TE,5,BAL,3,5,5200,7.17
203,Cameron Brate,TB,TE,14,NO,17,2,5100,7.14
203,Austin Hooper,ATL,TE,9,WAS,6,13,5900,7.14
205,Kyle Rudolph,MIN,TE,14,SEA,12,3,5600,7.13
206,Jack Doyle,IND,TE,8,OAK,27,11,4900,7.12
207,Ricky Seals-Jones,ARI,TE,11,OAK,29,29,5200,7.07
207,Jimmy Graham,GB,TE,17,DET,18,16,5400,7.07
209,Jimmy Graham,GB,TE,12,MIN,6,16,6000,7.05
209,David Njoku,CLE,TE,12,CIN,32,27,5100,7.05
211,David Njoku,CLE,TE,4,OAK,21,5,5200,7.04
211,Jared Cook,OAK,TE,1,LAR,14,22,6000,7.04
213,Ricky Seals-Jones,ARI,TE,1,WAS,23,27,5100,6.98
214,Benjamin Watson,NO,TE,10,CIN,31,30,5900,6.97
215,David Njoku,CLE,TE,14,CAR,24,30,5300,6.96
216,Jimmy Graham,GB,TE,16,NYJ,23,9,5400,6.95
216,Trey Burton,CHI,TE,3,ARI,27,26,5700,6.95
216,David Njoku,CLE,TE,17,BAL,1,18,5600,6.95
219,Kyle Rudolph,MIN,TE,15,MIA,27,27,5600,6.94
220,Cameron Brate,TB,TE,15,BAL,2,23,5400,6.93
220,Vance McDonald,PIT,TE,9,BAL,1,17,5300,6.93
222,Vance McDonald,PIT,TE,16,NO,13,6,5500,6.91
222,CJ Uzomah,CIN,TE,8,TB,32,32,5400,6.91
224,George Kittle,SF,TE,1,MIN,1,1,5300,6.88
224,Eric Ebron,IND,TE,2,WAS,1,7,5500,6.88
226,Will Dissly,SEA,TE,3,DAL,3,21,4600,6.85
226,Vance McDonald,PIT,TE,15,NE,21,22,5500,6.85
228,Charles Clay,BUF,TE,1,BAL,4,25,5200,6.84
229,Kyle Rudolph,MIN,TE,12,GB,15,4,5600,6.82
230,CJ Uzomah,CIN,TE,6,PIT,29,31,5100,6.8
230,Vance McDonald,PIT,TE,17,CIN,32,29,5600,6.8
232,Austin Hooper,ATL,TE,4,CIN,23,28,5000,6.78
233,David Njoku,CLE,TE,1,PIT,6,4,5300,6.77
233,Austin Hooper,ATL,TE,5,PIT,30,31,5000,6.77
233,Benjamin Watson,NO,TE,4,NYG,12,8,5200,6.77
236,Jimmy Graham,GB,TE,13,ARI,16,7,5800,6.75
237,Austin Hooper,ATL,TE,3,NO,29,9,5200,6.73
237,Kyle Rudolph,MIN,TE,16,DET,16,14,5500,6.73
239,Greg Olsen,CAR,TE,6,WAS,6,15,5900,6.71
240,Jeff Heuerman,DEN,TE,11,LAC,9,15,5400,6.67
241,Tyler Eifert,CIN,TE,3,CAR,12,17,5100,6.66
241,Gerald Everett,LAR,TE,17,SF,24,8,4800,6.66
243,Trey Burton,CHI,TE,2,SEA,31,9,5700,6.61
244,Benjamin Watson,NO,TE,1,TB,27,2,4900,6.59
245,Trey Burton,CHI,TE,14,LAR,23,25,5500,6.58
246,Jeff Heuerman,DEN,TE,12,PIT,12,19,5400,6.55
247,CJ Uzomah,CIN,TE,10,NO,28,6,5400,6.54
248,David Njoku,CLE,TE,15,DEN,20,29,6000,6.53
249,Jimmy Graham,GB,TE,15,CHI,1,10,5500,6.52
250,Vance McDonald,PIT,TE,6,CIN,24,24,4600,6.51
251,Chris Herndon IV,NYJ,TE,12,NE,24,29,5300,6.5
252,Austin Seferian-Jenkins,JAX,TE,1,NYG,32,32,4600,6.48
253,Ian Thomas,CAR,TE,15,NO,17,4,5400,6.47
254,CJ Uzomah,CIN,TE,12,CLE,27,22,5200,6.45
254,Benjamin Watson,NO,TE,3,ATL,14,5,4900,6.45
256,CJ Uzomah,CIN,TE,11,BAL,2,14,5300,6.44
257,Cameron Brate,TB,TE,6,ATL,30,7,4500,6.43
258,Tyler Eifert,CIN,TE,2,BAL,1,16,5500,6.42
258,David Njoku,CLE,TE,2,NO,32,18,5300,6.42
258,Vernon Davis,WAS,TE,15,JAX,5,18,5300,6.42
261,Ricky Seals-Jones,ARI,TE,2,LAR,12,32,5200,6.41
262,Austin Seferian-Jenkins,JAX,TE,3,TEN,17,3,4600,6.34
263,Trey Burton,CHI,TE,16,SF,26,10,5900,6.33
264,Chris Herndon IV,NYJ,TE,15,HOU,9,26,5700,6.29
264,David Njoku,CLE,TE,3,NYJ,4,9,5200,6.29
266,Benjamin Watson,NO,TE,11,PHI,12,2,5600,6.26
267,Jesse James,PIT,TE,3,TB,30,26,4600,6.25
268,Chris Herndon IV,NYJ,TE,16,GB,18,5,5400,6.24
269,Ricky Seals-Jones,ARI,TE,7,DEN,24,22,5300,6.23
269,Austin Seferian-Jenkins,JAX,TE,5,KC,31,29,4600,6.23
269,CJ Uzomah,CIN,TE,15,OAK,29,32,5000,6.23
272,Charles Clay,BUF,TE,2,LAC,27,2,4800,6.2
273,Vance McDonald,PIT,TE,13,LAC,5,12,5500,6.16
274,Ricky Seals-Jones,ARI,TE,5,SF,26,28,5100,6.15
274,CJ Uzomah,CIN,TE,14,LAC,7,10,5200,6.15
276,Benjamin Watson,NO,TE,5,WAS,1,8,5200,6.14
277,Ian Thomas,CAR,TE,17,NO,13,5,5700,6.1
278,Trey Burton,CHI,TE,15,GB,15,2,5500,6.09
279,Antonio Gates,LAC,TE,5,OAK,25,15,4800,6.05
280,Cameron Brate,TB,TE,1,NO,13,5,5400,6.03
280,CJ Uzomah,CIN,TE,17,PIT,15,25,5500,6.03
282,OJ Howard,TB,TE,2,PHI,10,9,5400,6.02
283,Chris Herndon IV,NYJ,TE,13,TEN,9,1,5600,6
283,Chris Herndon IV,NYJ,TE,14,BUF,3,6,5500,6
285,Cameron Brate,TB,TE,17,ATL,28,12,4900,5.98
286,Anthony Firkser,TEN,TE,15,NYG,20,16,5100,5.97
287,OJ Howard,TB,TE,1,NO,13,5,5400,5.94
287,Nick Vannett,SEA,TE,12,CAR,20,32,5000,5.94
289,Mike Gesicki,MIA,TE,1,TEN,19,17,4700,5.93
290,Chris Herndon IV,NYJ,TE,10,BUF,9,12,5500,5.9
290,Will Dissly,SEA,TE,4,ARI,18,22,5300,5.9
290,Gerald Everett,LAR,TE,15,PHI,26,4,4800,5.9
290,Benjamin Watson,NO,TE,7,BAL,1,8,5200,5.9
294,Jake Butt,DEN,TE,4,KC,31,30,4500,5.87
294,Trey Burton,CHI,TE,17,MIN,5,7,5600,5.87
296,Ricky Seals-Jones,ARI,TE,10,KC,27,27,5000,5.82
297,CJ Uzomah,CIN,TE,16,CLE,24,22,5000,5.8
298,Eric Ebron,IND,TE,1,CIN,17,19,5000,5.79
299,Ian Thomas,CAR,TE,16,ATL,27,6,5400,5.78
300,CJ Uzomah,CIN,TE,13,DEN,20,23,5200,5.73
301,Charles Clay,BUF,TE,8,NE,24,29,4500,5.72
302,Matt LaCosse,DEN,TE,13,CIN,32,29,4700,5.71
303,Ricky Seals-Jones,ARI,TE,8,SF,28,25,5000,5.7
304,Ian Thomas,CAR,TE,2,ATL,3,17,4000,5.67
305,Nick Vannett,SEA,TE,11,GB,14,2,5200,5.66
306,Rhett Ellison,NYG,TE,4,NO,31,9,4100,5.65
307,Jeff Heuerman,DEN,TE,5,NYJ,11,2,4400,5.64
307,Geoff Swaim,DAL,TE,6,JAX,1,9,4400,5.64
309,Ian Thomas,CAR,TE,14,CLE,27,23,4900,5.62
310,Vernon Davis,WAS,TE,10,TB,32,31,5100,5.61
310,Rhett Ellison,NYG,TE,13,CHI,2,9,4700,5.61
312,Austin Hooper,ATL,TE,1,PHI,5,14,4800,5.59
313,Antonio Gates,LAC,TE,2,BUF,29,27,4800,5.57
313,Benjamin Watson,NO,TE,9,LAR,7,18,5400,5.57
315,Chris Herndon IV,NYJ,TE,9,MIA,26,21,5400,5.54
315,Ricky Seals-Jones,ARI,TE,3,CHI,15,16,5100,5.54
317,Nick Vannett,SEA,TE,5,LAR,5,19,4300,5.52
317,Rhett Ellison,NYG,TE,5,CAR,10,27,4400,5.52
319,Jesse James,PIT,TE,1,CLE,24,29,4600,5.51
320,Ryan Griffin,HOU,TE,1,NE,20,7,4700,5.5
321,Jonnu Smith,TEN,TE,2,HOU,24,30,4200,5.48
322,Gerald Everett,LAR,TE,13,DET,21,14,4800,5.46
323,Austin Seferian-Jenkins,JAX,TE,2,NE,14,15,4600,5.45
323,Charles Clay,BUF,TE,7,IND,24,23,4600,5.45
325,James O'Shaughnessy,JAX,TE,11,PIT,15,26,4000,5.43
325,Geoff Swaim,DAL,TE,5,HOU,25,28,4400,5.43
327,OJ Howard,TB,TE,6,ATL,30,7,5500,5.42
328,Jonnu Smith,TEN,TE,11,IND,20,22,5300,5.41
329,Charles Clay,BUF,TE,4,GB,22,20,4600,5.4
330,Gerald Everett,LAR,TE,16,ARI,15,2,4800,5.37
331,Blake Jarwin,DAL,TE,16,TB,30,25,4700,5.36
331,Charles Clay,BUF,TE,5,TEN,9,3,4600,5.36
333,Austin Seferian-Jenkins,JAX,TE,4,NYJ,5,6,4600,5.34
334,Ricky Seals-Jones,ARI,TE,12,LAC,9,13,5200,5.33
335,Chris Herndon IV,NYJ,TE,8,CHI,12,20,5400,5.32
335,Jonnu Smith,TEN,TE,12,HOU,9,20,5300,5.32
337,Charles Clay,BUF,TE,6,HOU,20,28,4600,5.3
338,Jesse James,PIT,TE,4,BAL,3,3,5200,5.28
339,Cameron Brate,TB,TE,8,CIN,30,28,4700,5.27
339,Nick Vannett,SEA,TE,10,LAR,15,19,5200,5.27
341,Jonnu Smith,TEN,TE,14,JAX,3,22,5300,5.23
342,Ian Thomas,CAR,TE,3,CIN,25,32,4000,5.2
343,Antonio Gates,LAC,TE,1,KC,21,10,4800,5.19
344,Benjamin Watson,NO,TE,12,ATL,30,12,5600,5.18
345,Jake Butt,DEN,TE,3,BAL,6,13,4800,5.17
345,Austin Hooper,ATL,TE,2,CAR,2,6,4800,5.17
347,Jeff Heuerman,DEN,TE,6,LAR,8,18,4400,5.16
348,Ricky Seals-Jones,ARI,TE,6,MIN,25,26,5000,5.15
349,Ricky Seals-Jones,ARI,TE,4,SEA,15,14,5300,5.13
349,Niles Paul,JAX,TE,6,DAL,5,12,4800,5.13
351,Jeff Heuerman,DEN,TE,7,ARI,15,13,4700,5.09
352,Antonio Gates,LAC,TE,4,SF,28,29,4800,5.08
353,Matt LaCosse,DEN,TE,14,SF,26,12,4500,5.07
354,Nick Vannett,SEA,TE,2,CHI,25,2,4300,5.06
355,Ryan Griffin,HOU,TE,6,BUF,11,17,4500,5.05
356,Geoff Swaim,DAL,TE,7,WAS,7,15,4600,5.01
357,Jeremy Sprinkle,WAS,TE,16,TEN,3,1,4900,4.99
357,James O'Shaughnessy,JAX,TE,12,BUF,3,11,4000,4.99
357,Charles Clay,BUF,TE,3,MIN,13,25,4800,4.99
360,Geoff Swaim,DAL,TE,2,NYG,4,3,4000,4.98
361,Jonnu Smith,TEN,TE,13,NYJ,18,10,5300,4.97
362,Cameron Brate,TB,TE,9,CAR,14,32,4400,4.96
362,Jesse James,PIT,TE,2,KC,30,19,4600,4.96
364,Jesse James,PIT,TE,13,LAC,5,12,4700,4.95
365,Vernon Davis,WAS,TE,7,DAL,2,9,4800,4.94
366,Vance McDonald,PIT,TE,2,KC,30,19,4800,4.93
366,James O'Shaughnessy,JAX,TE,13,IND,13,17,4000,4.93
368,Hayden Hurst,BAL,TE,5,CLE,18,22,4500,4.92
369,Cameron Brate,TB,TE,7,CLE,21,14,4700,4.91
370,Ryan Griffin,HOU,TE,2,TEN,16,4,4700,4.89
370,Ryan Griffin,HOU,TE,4,IND,11,26,4500,4.89
372,Jesse James,PIT,TE,10,CAR,16,32,4800,4.86
373,Tyler Kroft,CIN,TE,5,MIA,15,9,4500,4.85
374,Antonio Gates,LAC,TE,6,CLE,14,19,5000,4.83
375,Jeff Heuerman,DEN,TE,8,KC,29,27,4600,4.79
376,Jesse James,PIT,TE,8,CLE,21,15,5200,4.75
377,Cameron Brate,TB,TE,2,PHI,10,9,4700,4.72
378,Mark Andrews,BAL,TE,14,KC,30,31,4800,4.71
378,Tyler Higbee,LAR,TE,13,DET,21,14,4200,4.71
378,Hayden Hurst,BAL,TE,6,TEN,4,1,4500,4.71
381,Ricky Seals-Jones,ARI,TE,16,LAR,20,19,4900,4.7
382,Benjamin Watson,NO,TE,16,PIT,14,28,5000,4.69
382,Gerald Everett,LAR,TE,14,CHI,4,9,4800,4.69
382,Mark Andrews,BAL,TE,11,CIN,32,28,4600,4.69
385,Antonio Gates,LAC,TE,7,TEN,4,1,4600,4.66
385,Geoff Swaim,DAL,TE,11,ATL,30,13,4600,4.66
387,Mike Gesicki,MIA,TE,5,CIN,27,26,4400,4.65
388,Vernon Davis,WAS,TE,13,PHI,23,4,4900,4.63
389,CJ Uzomah,CIN,TE,5,MIA,15,9,4700,4.62
389,Jeremy Sprinkle,WAS,TE,17,PHI,25,3,4500,4.62
389,Nick Boyle,BAL,TE,3,DEN,18,29,4400,4.62
392,Mark Andrews,BAL,TE,17,CLE,21,24,4900,4.58
393,Antonio Gates,LAC,TE,12,ARI,13,8,4900,4.57
393,Dallas Goedert,PHI,TE,1,ATL,10,13,4000,4.57
393,Nick Vannett,SEA,TE,13,SF,23,15,4800,4.57
396,Benjamin Watson,NO,TE,13,DAL,6,22,5300,4.53
396,Jesse James,PIT,TE,14,OAK,29,32,4700,4.53
398,Mike Gesicki,MIA,TE,4,NE,24,12,4400,4.48
399,Cameron Brate,TB,TE,4,CHI,9,20,4500,4.47
399,Jesse James,PIT,TE,11,JAX,6,27,4900,4.47
401,Mark Andrews,BAL,TE,12,OAK,28,25,4400,4.44
401,Gerald Everett,LAR,TE,11,KC,28,25,4800,4.44
403,Nick Vannett,SEA,TE,9,LAC,15,15,4600,4.42
403,Jesse James,PIT,TE,9,BAL,1,17,4800,4.42
403,Nick Boyle,BAL,TE,2,CIN,21,30,4400,4.42
406,Mark Andrews,BAL,TE,13,ATL,30,11,4700,4.4
406,Dallas Goedert,PHI,TE,15,LAR,19,20,5100,4.4
408,Jonnu Smith,TEN,TE,3,JAX,8,7,4200,4.38
408,Nick Vannett,SEA,TE,1,DEN,9,30,4300,4.38
408,Nick Boyle,BAL,TE,4,PIT,30,32,4400,4.38
