Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,Rob Gronkowski,NE,TE,4,PHI,5,14,8500,16.2
2,Rob Gronkowski,NE,TE,2,TEN,19,17,8500,16
2,Rob Gronkowski,NE,TE,3,JAX,2,12,8400,16
4,Travis Kelce,KC,TE,1,TEN,19,17,7700,15.9
5,Zach Ertz,PHI,TE,4,NE,20,7,7100,14.4
6,Zach Ertz,PHI,TE,3,MIN,1,1,7000,13.6
7,Kyle Rudolph,MIN,TE,3,PHI,5,14,6100,11.8
8,Zach Ertz,PHI,TE,2,ATL,10,13,7400,8.7
9,Delanie Walker,TEN,TE,1,KC,21,10,5800,7.5
10,Delanie Walker,TEN,TE,2,NE,20,7,6200,7.1
11,Charles Clay,BUF,TE,1,JAX,2,12,5500,6.3
12,Kyle Rudolph,MIN,TE,2,NO,13,5,6000,6.2
13,Austin Hooper,ATL,TE,1,LAR,14,22,4800,4.8
14,Marcedes Lewis,JAX,TE,2,PIT,6,4,4600,4.4
15,Jesse James,PIT,TE,2,JAX,2,12,5600,4.2
16,Josh Hill,NO,TE,2,MIN,1,1,5000,3.9
17,Austin Hooper,ATL,TE,2,PHI,5,14,4800,3.8
18,Ed Dickson,CAR,TE,1,NO,13,5,4500,3.7
18,Greg Olsen,CAR,TE,1,NO,13,5,6500,3.7
20,Nick O'Leary,BUF,TE,1,JAX,2,12,4500,3.2
20,Marcedes Lewis,JAX,TE,3,NE,20,7,4500,3.2
22,Vance McDonald,PIT,TE,2,JAX,2,12,4500,3.1
23,Marcedes Lewis,JAX,TE,1,BUF,16,23,4600,3
24,Trey Burton,PHI,TE,2,ATL,10,13,4700,2.9
25,Tyler Higbee,LAR,TE,1,ATL,10,13,4700,2.8
26,Trey Burton,PHI,TE,4,NE,20,7,6000,2.7
27,Trey Burton,PHI,TE,3,MIN,1,1,4800,2.1
28,Gerald Everett,LAR,TE,1,ATL,10,13,4500,2
29,Demetrius Harris,KC,TE,1,TEN,19,17,4500,1.9
30,Orson Charles,KC,TE,1,TEN,19,17,4500,1.6
31,Jonnu Smith,TEN,TE,1,KC,21,10,4500,1.5
32,James O'Shaughnessy,JAX,TE,1,BUF,16,23,4500,1.4
32,James O'Shaughnessy,JAX,TE,2,PIT,6,4,4500,1.4
34,Levine Toilolo,ATL,TE,1,LAR,14,22,4500,1.3
34,Josh Hill,NO,TE,1,CAR,15,11,4500,1.3
34,Jonnu Smith,TEN,TE,2,NE,20,7,4500,1.3
34,Brent Celek,PHI,TE,3,MIN,1,1,4500,1.3
34,Brent Celek,PHI,TE,4,NE,20,7,4500,1.3
39,David Morgan,MIN,TE,2,NO,13,5,4500,1.2
40,Brent Celek,PHI,TE,2,ATL,10,13,4500,1.1
40,James O'Shaughnessy,JAX,TE,3,NE,20,7,4500,1.1
40,David Morgan,MIN,TE,3,PHI,5,14,4500,1.1
43,Derek Carrier,LAR,TE,1,ATL,10,13,4500,1
43,Xavier Grimble,PIT,TE,2,JAX,2,12,4500,1
43,Dwayne Allen,NE,TE,3,JAX,2,12,4500,1
43,Dwayne Allen,NE,TE,4,PHI,5,14,5700,1
47,Michael Hoomanawanui,NO,TE,1,CAR,15,11,4500,0.9
47,Levine Toilolo,ATL,TE,2,PHI,5,14,4500,0.9
47,Dwayne Allen,NE,TE,2,TEN,19,17,4500,0.9
50,Luke Stocker,TEN,TE,1,KC,21,10,4500,0.8
50,Eric Saubert,ATL,TE,2,PHI,5,14,4500,0.8
50,Luke Stocker,TEN,TE,2,NE,20,7,4500,0.8
50,Ben Koyack,JAX,TE,3,NE,20,7,4500,0.8
54,Ben Koyack,JAX,TE,1,BUF,16,23,4500,0.7
54,Ben Koyack,JAX,TE,2,PIT,6,4,4500,0.7
54,Phillip Supernaw,TEN,TE,2,NE,20,7,4500,0.7
54,Michael Hoomanawanui,NO,TE,2,MIN,1,1,4500,0.7
58,Phillip Supernaw,TEN,TE,1,KC,21,10,4500,0
58,Tim Semisch,TEN,TE,1,KC,21,10,null,0
58,Dillon Gordon,KC,TE,1,TEN,19,17,null,0
58,Anthony Firkser,KC,TE,1,TEN,19,17,null,0
58,Alex Gray,ATL,TE,1,LAR,14,22,null,0
58,Daniel Brunskill,ATL,TE,1,LAR,14,22,null,0
58,Johnny Mundt,LAR,TE,1,ATL,10,13,4500,0
58,Eric Saubert,ATL,TE,1,LAR,14,22,4500,0
58,Henry Krieger-Coble,LAR,TE,1,ATL,10,13,4500,0
58,Joshua Perkins,ATL,TE,1,LAR,14,22,null,0
58,Temarrick Hemingway,LAR,TE,1,ATL,10,13,4500,0
58,Mychal Rivera,JAX,TE,1,BUF,16,23,4500,0
58,Logan Thomas,BUF,TE,1,JAX,2,12,4500,0
58,Khari Lee,BUF,TE,1,JAX,2,12,4500,0
58,David Grinnage,JAX,TE,1,BUF,16,23,null,0
58,Jason Croom,BUF,TE,1,JAX,2,12,null,0
58,Keith Towbridge,BUF,TE,1,JAX,2,12,4500,0
58,Evan Baylis,CAR,TE,1,NO,13,5,4500,0
58,Kent Taylor,CAR,TE,1,NO,13,5,4500,0
58,Dan Arnold,NO,TE,1,CAR,15,27,4500,0
58,Garrett Griffin,NO,TE,1,CAR,15,11,4500,0
58,Alex Ellis,NO,TE,1,CAR,15,11,null,0
58,Chris Manhertz,CAR,TE,1,NO,13,5,4500,0
58,Scott Simonson,CAR,TE,1,NO,13,5,4500,0
58,Coby Fleener,NO,TE,1,CAR,15,11,4600,0
58,Clay Harbor,NO,TE,1,CAR,15,11,4500,0
58,John Phillips,NO,TE,1,CAR,15,11,null,0
58,Daniel Brunskill,ATL,TE,2,PHI,5,14,null,0
58,Alex Gray,ATL,TE,2,PHI,5,14,null,0
58,Adam Zaruba,PHI,TE,2,ATL,10,13,null,0
58,David Grinnage,JAX,TE,2,PIT,6,4,null,0
58,Jake McGee,PIT,TE,2,JAX,2,12,null,0
58,Mychal Rivera,JAX,TE,2,PIT,6,4,4500,0
58,Martellus Bennett,NE,TE,2,TEN,19,17,4500,0
58,Tim Semisch,TEN,TE,2,NE,20,7,null,0
58,Will Tye,NE,TE,2,TEN,19,17,4500,0
58,Jacob Hollister,NE,TE,2,TEN,19,17,4500,0
58,Dan Arnold,NO,TE,2,MIN,1,8,4500,0
58,Garrett Griffin,NO,TE,2,MIN,1,1,4500,0
58,Alex Ellis,NO,TE,2,MIN,1,1,null,0
58,Cedrick Lang,MIN,TE,2,NO,13,5,null,0
58,Blake Bell,MIN,TE,2,NO,13,5,4500,0
58,Coby Fleener,NO,TE,2,MIN,1,1,4600,0
58,John Phillips,NO,TE,2,MIN,1,1,null,0
58,Clay Harbor,NO,TE,2,MIN,1,1,4500,0
58,Martellus Bennett,NE,TE,3,JAX,2,12,4500,0
58,Mychal Rivera,JAX,TE,3,NE,20,7,4500,0
58,Will Tye,NE,TE,3,JAX,2,12,4500,0
58,David Grinnage,JAX,TE,3,NE,20,7,4500,0
58,Jacob Hollister,NE,TE,3,JAX,2,12,4500,0
58,Adam Zaruba,PHI,TE,3,MIN,1,1,null,0
58,Nick Truesdell,MIN,TE,3,PHI,5,14,null,0
58,Joshua Perkins,PHI,TE,3,MIN,1,1,null,0
58,Cedrick Lang,MIN,TE,3,PHI,5,14,4500,0
58,Blake Bell,MIN,TE,3,PHI,5,14,4500,0
58,Martellus Bennett,NE,TE,4,PHI,5,14,null,0
58,Will Tye,NE,TE,4,PHI,5,14,4600,0
58,Joshua Perkins,PHI,TE,4,NE,20,7,null,0
58,Jacob Hollister,NE,TE,4,PHI,5,14,4500,0
58,Adam Zaruba,PHI,TE,4,NE,20,7,null,0
