Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,Jordan Reed,WAS,TE,3,NYG,10,15,7500,14.66
2,Rob Gronkowski,NE,TE,7,PIT,18,18,8500,14.58
3,Rob Gronkowski,NE,TE,10,SEA,6,3,8000,14.41
4,Jordan Reed,WAS,TE,10,MIN,2,10,7000,14.03
5,Jordan Reed,WAS,TE,4,CLE,26,21,7500,13.93
6,Jordan Reed,WAS,TE,11,GB,25,27,6900,13.47
7,Greg Olsen,CAR,TE,11,NO,28,21,7100,13.26
8,Jordan Reed,WAS,TE,5,BAL,6,7,7800,13.25
9,Rob Gronkowski,NE,TE,8,BUF,9,2,8100,13
10,Greg Olsen,CAR,TE,6,NO,29,10,8100,12.98
11,Greg Olsen,CAR,TE,16,ATL,30,28,6800,12.94
12,Jordan Reed,WAS,TE,2,DAL,14,27,7400,12.86
13,Jordan Reed,WAS,TE,12,DAL,11,21,7400,12.83
14,Greg Olsen,CAR,TE,12,OAK,25,25,7000,12.67
15,Greg Olsen,CAR,TE,4,ATL,32,31,7900,12.64
16,Rob Gronkowski,NE,TE,3,HOU,3,4,7300,12.37
17,Delanie Walker,TEN,TE,11,IND,29,27,6400,12.13
18,Jordan Reed,WAS,TE,1,PIT,18,25,7400,11.91
19,Greg Olsen,CAR,TE,15,WAS,25,26,6300,11.79
20,Jimmy Graham,SEA,TE,14,GB,17,23,6600,11.78
21,Jordan Reed,WAS,TE,8,CIN,19,26,6800,11.76
22,Delanie Walker,TEN,TE,2,DET,32,32,6600,11.73
23,Travis Kelce,KC,TE,1,LAC,16,21,6400,11.66
24,Travis Kelce,KC,TE,10,CAR,26,30,6300,11.65
25,Travis Kelce,KC,TE,17,LAC,16,16,6800,11.6
26,Jimmy Graham,SEA,TE,13,CAR,25,31,6400,11.56
26,Travis Kelce,KC,TE,13,ATL,30,28,6300,11.56
28,Delanie Walker,TEN,TE,6,CLE,31,32,6700,11.54
29,Greg Olsen,CAR,TE,13,SEA,5,8,6200,11.35
30,Greg Olsen,CAR,TE,10,KC,11,7,7200,11.28
31,Antonio Gates,LAC,TE,2,JAX,16,11,5900,11.27
31,Zach Miller,CHI,TE,7,GB,20,25,5500,11.27
33,Martellus Bennett,NE,TE,11,SF,31,14,5200,11.1
34,Greg Olsen,CAR,TE,8,ARI,2,1,7400,11.08
34,Greg Olsen,CAR,TE,9,LAR,9,11,7500,11.08
36,Travis Kelce,KC,TE,15,TEN,23,17,6900,11.05
37,Greg Olsen,CAR,TE,14,LAC,21,20,6400,10.92
38,Greg Olsen,CAR,TE,5,TB,27,5,8000,10.9
39,Delanie Walker,TEN,TE,10,GB,13,21,6200,10.89
40,Tyler Eifert,CIN,TE,12,BAL,5,2,6400,10.83
41,Tyler Eifert,CIN,TE,15,PIT,9,20,7200,10.81
42,Coby Fleener,NO,TE,1,OAK,20,30,5400,10.72
