Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,Rob Gronkowski,NE,TE,3,DEN,null,null,8900,15.5
2,Rob Gronkowski,NE,TE,2,KC,null,null,8300,15.1
3,Jordan Reed,WAS,TE,1,GB,null,null,7400,9.3
4,Greg Olsen,CAR,TE,2,SEA,null,null,6500,8.8
5,Travis Kelce,KC,TE,2,NE,null,null,6600,8.4
5,Greg Olsen,CAR,TE,3,ARI,null,null,7000,8.4
5,Greg Olsen,CAR,TE,4,DEN,null,null,null,8.4
8,Travis Kelce,KC,TE,1,HOU,null,null,6200,8.3
9,Tyler Eifert,CIN,TE,1,PIT,null,null,6400,6.7
10,Heath Miller,PIT,TE,1,CIN,null,null,5600,6.6
10,Kyle Rudolph,MIN,TE,1,SEA,null,null,5100,6.6
12,Heath Miller,PIT,TE,2,DEN,null,null,5400,6.5
13,Owen Daniels,DEN,TE,2,PIT,null,null,4800,4.9
14,Owen Daniels,DEN,TE,3,NE,null,null,5000,4.8
14,Owen Daniels,DEN,TE,4,CAR,null,null,null,4.8
16,Richard Rodgers,GB,TE,1,WAS,null,null,5200,4.5
17,Richard Rodgers,GB,TE,2,ARI,null,null,5100,3.6
18,Garrett Graham,HOU,TE,1,KC,null,null,4500,3.3
19,Luke Willson,SEA,TE,1,MIN,null,null,4800,3
20,Jermaine Gresham,ARI,TE,2,GB,null,null,4500,2.9
21,Jermaine Gresham,ARI,TE,3,CAR,null,null,4500,2.8
22,Luke Willson,SEA,TE,2,CAR,null,null,4800,2.3
23,Scott Chandler,NE,TE,3,DEN,null,null,4600,2.1
24,Scott Chandler,NE,TE,2,KC,null,null,4600,2
25,Virgil Green,DEN,TE,2,PIT,null,null,4500,1.7
26,Virgil Green,DEN,TE,3,NE,null,null,4500,1.6
26,Virgil Green,DEN,TE,4,CAR,null,null,null,1.6
28,Ryan Griffin,HOU,TE,1,KC,null,null,4800,0
28,Demetrius Harris,KC,TE,1,HOU,null,null,4500,0
28,AD Denham,HOU,TE,1,KC,null,null,null,0
28,CJ Fiedorowicz,HOU,TE,1,KC,null,null,4500,0
