Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,Travis Kelce,KC,TE,2,PIT,9,21,7100,15.8
2,Martellus Bennett,NE,TE,2,HOU,3,3,5900,12.8
3,Jimmy Graham,SEA,TE,2,ATL,29,27,6800,7.8
4,Jimmy Graham,SEA,TE,1,DET,25,29,6600,7.3
5,Jared Cook,GB,TE,3,ATL,29,27,6400,7
6,Eric Ebron,DET,TE,1,SEA,4,4,5700,6.6
7,CJ Fiedorowicz,HOU,TE,1,OAK,22,26,5300,6.1
8,CJ Fiedorowicz,HOU,TE,2,NE,2,6,5200,5.4
8,Jason Witten,DAL,TE,2,GB,23,17,4900,5.4
10,Ladarius Green,PIT,TE,1,MIA,27,25,5900,5.2
11,Ladarius Green,PIT,TE,2,KC,11,5,5700,5.1
12,Jared Cook,GB,TE,2,DAL,14,30,5400,4.9
13,Jared Cook,GB,TE,1,NYG,5,16,5200,4.8
13,Martellus Bennett,NE,TE,3,PIT,9,21,5500,4.8
15,Austin Hooper,ATL,TE,3,GB,23,17,4500,4.6
16,Jesse James,PIT,TE,3,NE,2,6,5400,4.4
17,Will Tye,NYG,TE,1,GB,23,17,4600,4.1
17,Martellus Bennett,NE,TE,4,ATL,29,27,6000,4.1
19,Richard Rodgers,GB,TE,3,ATL,29,27,4900,3.9
20,Clive Walford,OAK,TE,1,HOU,3,3,4500,3.3
21,Dion Sims,MIA,TE,1,PIT,9,21,5000,3.2
22,Ryan Griffin,HOU,TE,1,OAK,22,26,4500,3.1
22,Austin Hooper,ATL,TE,4,NE,2,6,5100,3.1
24,Ryan Griffin,HOU,TE,2,NE,2,6,4500,3
24,Ladarius Green,PIT,TE,3,NE,2,6,5300,3
26,Austin Hooper,ATL,TE,2,SEA,4,4,4500,2.9
27,Dominique Jones,MIA,TE,1,PIT,9,21,4500,2.8
27,Luke Willson,SEA,TE,2,ATL,29,27,4500,2.8
29,Jesse James,PIT,TE,1,MIA,27,25,4500,2.7
29,Richard Rodgers,GB,TE,2,DAL,14,30,4600,2.7
31,Luke Willson,SEA,TE,1,DET,25,29,4500,2.6
32,Richard Rodgers,GB,TE,1,NYG,5,16,4700,2.4
33,Mychal Rivera,OAK,TE,1,HOU,3,3,4500,1.9
34,MarQueis Gray,MIA,TE,1,PIT,9,21,4500,1.8
35,Jerell Adams,NYG,TE,1,GB,23,17,4500,1.7
35,Levine Toilolo,ATL,TE,2,SEA,4,4,4600,1.7
35,Jesse James,PIT,TE,2,KC,11,5,4500,1.7
38,Demetrius Harris,KC,TE,2,PIT,9,21,4500,1.6
38,Levine Toilolo,ATL,TE,3,GB,23,17,4500,1.6
40,Levine Toilolo,ATL,TE,4,NE,2,6,4200,1.3
41,Stephen Anderson,HOU,TE,1,OAK,22,26,4500,1.2
42,Larry Donnell,NYG,TE,1,GB,23,17,4500,1.1
42,Stephen Anderson,HOU,TE,2,NE,2,6,4500,1.1
42,Gavin Escobar,DAL,TE,2,GB,23,17,4500,1.1
45,Xavier Grimble,PIT,TE,3,NE,2,6,4500,1
45,DJ Tialavea,ATL,TE,4,NE,2,6,4500,1
47,DJ Tialavea,ATL,TE,3,GB,23,17,4500,0.9
47,Matt Lengel,NE,TE,4,ATL,29,27,4500,0.9
49,Matt Lengel,NE,TE,3,PIT,9,21,4500,0.8
49,Joshua Perkins,ATL,TE,4,NE,2,6,4500,0.8
51,Joshua Perkins,ATL,TE,3,GB,23,17,4500,0.7
52,Lee Smith,OAK,TE,1,HOU,3,3,4500,0
52,Cooper Helfet,OAK,TE,1,HOU,3,3,4500,0
52,Rashaun Allen,HOU,TE,1,OAK,22,26,null,0
52,Gabe Holmes,OAK,TE,1,HOU,3,3,4500,0
52,Ryan O'Malley,OAK,TE,1,HOU,3,3,4500,0
52,Joe Sommers,SEA,TE,1,DET,25,29,null,0
52,Cole Wick,DET,TE,1,SEA,4,4,4500,0
52,Ronnie Shields,SEA,TE,1,DET,25,29,null,0
52,Nick Vannett,SEA,TE,1,DET,25,29,4500,0
52,Khari Lee,DET,TE,1,SEA,4,4,4500,0
52,Kennard Backman,DET,TE,1,SEA,4,4,4500,0
52,Brandon Williams,SEA,TE,1,DET,25,29,4500,0
52,Tim Wright,DET,TE,1,SEA,4,4,null,0
52,Matthew Mulligan,DET,TE,1,SEA,4,4,4500,0
52,Clay Harbor,DET,TE,1,SEA,4,4,4500,0
52,Jordan Cameron,MIA,TE,1,PIT,9,21,4500,0
52,Chris Pantale,MIA,TE,1,PIT,9,21,null,0
52,Keavon Milton,PIT,TE,1,MIA,27,25,null,0
52,Xavier Grimble,PIT,TE,1,MIA,27,25,4500,0
52,Thomas Duarte,MIA,TE,1,PIT,9,21,4500,0
52,Beau Sandland,GB,TE,1,NYG,5,16,4500,0
52,Matt LaCosse,NYG,TE,1,GB,23,17,4500,0
52,Jacob Tamme,ATL,TE,2,SEA,4,4,4500,0
52,Brandon Williams,SEA,TE,2,ATL,29,27,4500,0
52,DJ Tialavea,ATL,TE,2,SEA,4,4,4500,0
52,Brian Vogler,ATL,TE,2,SEA,4,4,null,0
52,Ronnie Shields,SEA,TE,2,ATL,29,27,null,0
52,Nick Vannett,SEA,TE,2,ATL,29,27,4500,0
52,Darion Griswold,ATL,TE,2,SEA,4,4,4500,0
52,Joe Sommers,SEA,TE,2,ATL,29,27,null,0
52,Joshua Perkins,ATL,TE,2,SEA,4,4,4500,0
52,Matt Lengel,NE,TE,2,HOU,3,3,4500,0
52,Rashaun Allen,HOU,TE,2,NE,2,6,null,0
52,Greg Scruggs,NE,TE,2,HOU,3,3,null,0
52,Rob Gronkowski,NE,TE,2,HOU,3,3,4500,0
52,Keavon Milton,PIT,TE,2,KC,11,5,null,0
52,Xavier Grimble,PIT,TE,2,KC,11,5,4500,0
52,James O'Shaughnessy,KC,TE,2,PIT,9,21,4500,0
52,Ross Travis,KC,TE,2,PIT,9,21,4500,0
52,Beau Sandland,GB,TE,2,DAL,14,30,4500,0
52,Rico Gathers,DAL,TE,2,GB,23,17,null,0
52,Geoff Swaim,DAL,TE,2,GB,23,17,4500,0
52,James Hanna,DAL,TE,2,GB,23,17,4500,0
52,Jacob Tamme,ATL,TE,3,GB,23,17,4500,0
52,Brian Vogler,ATL,TE,3,GB,23,17,null,0
52,Beau Sandland,GB,TE,3,ATL,29,27,4500,0
52,Darion Griswold,ATL,TE,3,GB,23,17,4500,0
52,Keavon Milton,PIT,TE,3,NE,2,6,null,0
52,Greg Scruggs,NE,TE,3,PIT,9,21,null,0
52,Rob Housler,NE,TE,3,PIT,9,21,null,0
52,Rob Gronkowski,NE,TE,3,PIT,9,21,4500,0
52,Jacob Tamme,ATL,TE,4,NE,2,6,4000,0
52,Rob Gronkowski,NE,TE,4,ATL,29,27,4500,0
52,Rob Housler,NE,TE,4,ATL,29,27,null,0
52,Greg Scruggs,NE,TE,4,ATL,29,27,null,0
52,Brian Vogler,ATL,TE,4,NE,2,6,null,0
52,Darion Griswold,ATL,TE,4,NE,2,6,4500,0
