Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,Patrick Mahomes,KC,QB,2,IND,9,11,9000,25.94
2,Patrick Mahomes,KC,QB,3,NE,15,15,9000,25.44
3,Deshaun Watson,HOU,QB,1,IND,9,11,8400,21.26
4,Andrew Luck,IND,QB,1,HOU,10,14,8000,20.92
5,Andrew Luck,IND,QB,2,KC,30,28,8400,20.82
6,Jared Goff,LAR,QB,4,NE,15,15,null,20.6
7,Tom Brady,NE,QB,4,LAR,19,13,null,20.19
8,Drew Brees,NO,QB,3,LAR,19,13,8800,20.09
9,Jared Goff,LAR,QB,2,DAL,8,10,7800,19.46
10,Mitch Trubisky,CHI,QB,1,PHI,20,22,7700,18.92
11,Nick Foles,PHI,QB,2,NO,18,31,7400,18.9
12,Jared Goff,LAR,QB,3,NO,18,31,8000,18.8
13,Philip Rivers,LAC,QB,2,NE,15,15,7300,18.76
14,Drew Brees,NO,QB,2,PHI,20,22,8700,18.6
15,Tom Brady,NE,QB,2,LAC,7,8,8200,18.42
16,Russell Wilson,SEA,QB,1,DAL,8,10,7800,18.14
17,Tom Brady,NE,QB,3,KC,30,28,8400,17.61
18,Lamar Jackson,BAL,QB,1,LAC,7,8,8200,15.76
19,Dak Prescott,DAL,QB,2,LAR,19,13,7600,14.66
19,Dak Prescott,DAL,QB,1,SEA,11,12,7500,14.66
21,Nick Foles,PHI,QB,1,CHI,1,2,7300,13.56
22,Philip Rivers,LAC,QB,1,BAL,2,4,7600,13.44
23,Taysom Hill,NO,QB,2,PHI,20,22,6000,1.28
24,Cooper Rush,DAL,QB,2,LAR,19,13,6000,0.24
25,Jacoby Brissett,IND,QB,2,KC,30,28,6000,0.16
25,Nate Sudfeld,PHI,QB,2,NO,18,31,6000,0.16
27,Chad Henne,KC,QB,2,IND,9,11,6000,0.12
27,Brian Hoyer,NE,QB,2,LAC,7,8,6000,0.12
27,Geno Smith,LAC,QB,2,NE,15,15,6000,0.12
30,Sean Mannion,LAR,QB,2,DAL,8,10,6000,0.08
30,Teddy Bridgewater,NO,QB,2,PHI,20,22,6000,0.08
30,Joe Flacco,BAL,QB,1,LAC,7,8,6000,0.08
33,Jacoby Brissett,IND,QB,1,HOU,10,14,6000,0.04
33,Brett Hundley,SEA,QB,1,DAL,8,10,6000,0.04
33,Chase Daniel,CHI,QB,1,PHI,20,22,6000,0.04
36,Brian Hoyer,NE,QB,4,LAR,19,13,null,0
36,Sean Mannion,LAR,QB,4,NE,15,15,null,0
36,Brandon Allen,LAR,QB,4,NE,15,15,null,0
36,Danny Etling,NE,QB,4,LAR,19,13,null,0
36,Brad Kaaya,IND,QB,2,KC,30,28,null,0
36,Phillip Walker,IND,QB,2,KC,30,28,6000,0
36,Chase Litton,KC,QB,2,IND,9,11,6000,0
36,Cardale Jones,LAC,QB,2,NE,15,15,6000,0
36,Danny Etling,NE,QB,2,LAC,7,8,6000,0
36,Jameill Showers,DAL,QB,2,LAR,19,13,null,0
36,Brandon Allen,LAR,QB,2,DAL,8,10,6000,0
36,Mike White,DAL,QB,2,LAR,19,13,null,0
36,Carson Wentz,PHI,QB,2,NO,18,31,6000,0
36,J.T. Barrett,NO,QB,2,PHI,20,22,null,0
36,Joe Webb,HOU,QB,1,IND,9,11,6000,0
36,Brandon Weeden,HOU,QB,1,IND,9,11,6000,0
36,Brad Kaaya,IND,QB,1,HOU,10,14,null,0
36,Phillip Walker,IND,QB,1,HOU,10,14,6000,0
36,Jameill Showers,DAL,QB,1,SEA,11,12,null,0
36,Cooper Rush,DAL,QB,1,SEA,11,12,6000,0
36,Mike White,DAL,QB,1,SEA,11,12,null,0
36,Alex McGough,SEA,QB,1,DAL,8,10,6000,0
36,Robert Griffin III,BAL,QB,1,LAC,7,8,6000,0
36,Geno Smith,LAC,QB,1,BAL,2,4,6000,0
36,Cardale Jones,LAC,QB,1,BAL,2,4,6000,0
36,Tyler Bray,CHI,QB,1,PHI,20,22,6000,0
36,Carson Wentz,PHI,QB,1,CHI,1,2,6000,0
36,Nate Sudfeld,PHI,QB,1,CHI,1,2,6500,0
36,Teddy Bridgewater,NO,QB,3,LAR,19,13,6000,0
36,Sean Mannion,LAR,QB,3,NO,18,31,6000,0
36,Brandon Allen,LAR,QB,3,NO,18,31,6000,0
36,Taysom Hill,NO,QB,3,LAR,19,13,6000,0
36,J.T. Barrett,NO,QB,3,LAR,19,13,null,0
36,Chad Henne,KC,QB,3,NE,15,15,6000,0
36,Brian Hoyer,NE,QB,3,KC,30,28,6000,0
36,Danny Etling,NE,QB,3,KC,30,28,6000,0
36,Chase Litton,KC,QB,3,NE,15,15,6000,0
