Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
1,Alex Smith,KC,QB,1,TEN,19,17,7800,25.2
2,Tom Brady,NE,QB,2,TEN,19,17,8800,24.08
3,Tom Brady,NE,QB,3,JAX,2,1,9000,22.26
4,Drew Brees,NO,QB,1,CAR,15,14,8100,21.94
5,Nick Foles,PHI,QB,4,NE,20,26,8100,20.06
6,Tyrod Taylor,BUF,QB,1,JAX,2,1,6900,19.98
7,Cam Newton,CAR,QB,1,NO,13,16,8300,19.94
8,Blake Bortles,JAX,QB,3,NE,20,26,7600,19.68
9,Drew Brees,NO,QB,2,MIN,1,3,8000,19.48
10,Case Keenum,MIN,QB,2,NO,13,16,7600,18.8
10,Tom Brady,NE,QB,4,PHI,5,10,9700,18.8
12,Blake Bortles,JAX,QB,1,BUF,16,5,7600,18.2
12,Ben Roethlisberger,PIT,QB,2,JAX,2,1,7700,18.2
14,Matt Ryan,ATL,QB,1,LAR,14,8,7500,18.14
15,Matt Ryan,ATL,QB,2,PHI,5,10,7800,18.02
16,Marcus Mariota,TEN,QB,1,KC,21,24,7200,17.74
17,Case Keenum,MIN,QB,3,PHI,5,10,8000,17.64
18,Jared Goff,LAR,QB,1,ATL,10,22,8500,17.46
19,Nick Foles,PHI,QB,2,ATL,10,22,7200,16.84
20,Nick Foles,PHI,QB,3,MIN,1,3,7100,16
21,Blake Bortles,JAX,QB,2,PIT,6,9,7100,14.48
22,Marcus Mariota,TEN,QB,2,NE,20,26,7500,14.1
23,Matt Cassel,TEN,QB,1,KC,21,24,6000,0
23,Brandon Weeden,TEN,QB,1,KC,21,24,6000,0
23,Alex Tanney,TEN,QB,1,KC,21,24,6000,0
23,Tyler Bray,KC,QB,1,TEN,19,17,6000,0
23,Patrick Mahomes,KC,QB,1,TEN,19,17,6000,0
23,Matt Schaub,ATL,QB,1,LAR,14,8,6000,0
23,Garrett Grayson,ATL,QB,1,LAR,14,8,6000,0
23,Sean Mannion,LAR,QB,1,ATL,10,22,6000,0
23,Brandon Allen,LAR,QB,1,ATL,10,22,6000,0
23,Trevor Knight,ATL,QB,1,LAR,14,8,null,0
23,Chad Henne,JAX,QB,1,BUF,16,5,6000,0
23,Joe Webb,BUF,QB,1,JAX,2,1,6000,0
23,Nathan Peterman,BUF,QB,1,JAX,2,1,6000,0
23,Chase Daniel,NO,QB,1,CAR,15,14,6000,0
23,Derek Anderson,CAR,QB,1,NO,13,16,6000,0
23,Garrett Gilbert,CAR,QB,1,NO,13,16,6000,0
23,Taysom Hill,NO,QB,1,CAR,15,14,6000,0
23,Matt Schaub,ATL,QB,2,PHI,5,10,6000,0
23,Garrett Grayson,ATL,QB,2,PHI,5,10,6000,0
23,Carson Wentz,PHI,QB,2,ATL,10,22,null,0
23,Nate Sudfeld,PHI,QB,2,ATL,10,22,6000,0
23,Trevor Knight,ATL,QB,2,PHI,5,10,null,0
23,Brian Hoyer,NE,QB,2,TEN,19,17,6000,0
23,Matt Cassel,TEN,QB,2,NE,20,26,6000,0
23,Brandon Weeden,TEN,QB,2,NE,20,26,6000,0
23,Alex Tanney,TEN,QB,2,NE,20,26,6000,0
23,Chad Henne,JAX,QB,2,PIT,6,9,6000,0
23,Landry Jones,PIT,QB,2,JAX,2,1,6000,0
23,Joshua Dobbs,PIT,QB,2,JAX,2,1,6000,0
23,Chase Daniel,NO,QB,2,MIN,1,3,6000,0
23,Sam Bradford,MIN,QB,2,NO,13,16,null,0
23,Teddy Bridgewater,MIN,QB,2,NO,13,16,6000,0
23,Taysom Hill,NO,QB,2,MIN,1,3,6000,0
23,Kyle Sloter,MIN,QB,2,NO,13,16,6000,0
23,Chad Henne,JAX,QB,3,NE,20,26,6000,0
23,Brian Hoyer,NE,QB,3,JAX,2,1,6000,0
23,Sam Bradford,MIN,QB,3,PHI,5,10,6000,0
23,Teddy Bridgewater,MIN,QB,3,PHI,5,10,6000,0
23,Carson Wentz,PHI,QB,3,MIN,1,3,null,0
23,Nate Sudfeld,PHI,QB,3,MIN,1,3,6000,0
23,Kyle Sloter,MIN,QB,3,PHI,5,10,6000,0
23,Brian Hoyer,NE,QB,4,PHI,5,10,6000,0
23,Carson Wentz,PHI,QB,4,NE,20,26,null,0
23,Nate Sudfeld,PHI,QB,4,NE,20,26,6000,0
