Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Devonta Freeman,ATL,RB,17,NO,18,83,4.6,1,7,5,41,0,0,0,20.9,20.9
2,Le'Veon Bell,PIT,RB,5,LAC,20,94,4.7,1,6,4,34,0,0,0,20.8,20.8
3,Devonta Freeman,ATL,RB,11,IND,18,81,4.5,1,7,5,41,0,0,0,20.7,20.7
4,Le'Veon Bell,PIT,RB,8,CIN,19,92,4.8,1,6,4,33,0,0,0,20.5,20.5
5,Devonta Freeman,ATL,RB,9,SF,20,91,4.6,1,5,4,33,0,0,0,20.4,20.4
6,Devonta Freeman,ATL,RB,7,TEN,17,85,5,1,5,4,34,0,0,0,19.9,19.9
6,Le'Veon Bell,PIT,RB,7,KC,20,88,4.4,1,6,4,31,0,0,0,19.9,19.9
8,Devonta Freeman,ATL,RB,6,NO,17,82,4.8,1,5,4,34,0,0,0,19.6,19.6
9,Le'Veon Bell,PIT,RB,6,ARI,19,77,4.1,1,6,4,36,0,0,0,19.3,19.3
9,Jamaal Charles,KC,RB,5,CHI,17,78,4.6,1,6,4,35,0,0,0,19.3,19.3
11,Eddie Lacy,GB,RB,1,CHI,18,89,4.9,1,4,3,27,0,0,0,19.1,19.1
11,Devonta Freeman,ATL,RB,8,TB,18,78,4.3,1,5,4,33,0,0,0,19.1,19.1
11,Matt Forte,CHI,RB,8,MIN,19,79,4.2,1,6,4,32,0,0,0,19.1,19.1
14,Todd Gurley,LAR,RB,9,MIN,20,95,4.8,1,4,3,20,0,0,0,19,19
15,Arian Foster,HOU,RB,6,JAX,18,78,4.3,1,5,4,31,0,0,0,18.9,18.9
16,DeAngelo Williams,PIT,RB,10,CLE,20,93,4.6,1,4,3,20,0,0,0,18.8,18.8
16,Adrian Peterson,MIN,RB,3,LAC,19,90,4.7,1,4,3,23,0,0,0,18.8,18.8
16,Matt Forte,CHI,RB,6,DET,19,74,3.9,1,6,4,34,0,0,0,18.8,18.8
19,Todd Gurley,LAR,RB,10,CHI,20,99,5,1,3,2,17,0,0,0,18.6,18.6
19,Adrian Peterson,MIN,RB,11,GB,22,102,4.6,1,3,2,14,0,0,0,18.6,18.6
21,Adrian Peterson,MIN,RB,15,CHI,22,101,4.6,1,3,2,14,0,0,0,18.5,18.5
21,Todd Gurley,LAR,RB,8,SF,20,90,4.5,1,4,3,20,0,0,0,18.5,18.5
21,Justin Forsett,BAL,RB,8,LAC,19,80,4.2,1,5,4,25,0,0,0,18.5,18.5
24,LeSean McCoy,BUF,RB,15,WAS,17,85,5,1,4,3,24,0,0,0,18.4,18.4
24,Arian Foster,HOU,RB,7,MIA,18,74,4.1,1,5,4,30,0,0,0,18.4,18.4
24,Devonta Freeman,ATL,RB,13,TB,16,71,4.4,1,5,4,33,0,0,0,18.4,18.4
24,Devonta Freeman,ATL,RB,14,CAR,15,60,4,1,7,5,39,0,0,0,18.4,18.4
28,LeSean McCoy,BUF,RB,14,PHI,19,94,4.9,1,3,2,19,0,0,0,18.3,18.3
28,DeAngelo Williams,PIT,RB,17,CLE,19,84,4.4,1,4,3,24,0,0,0,18.3,18.3
30,Charcandrick West,KC,RB,11,LAC,17,80,4.7,1,4,3,26,0,0,0,18.1,18.1
30,DeMarco Murray,PHI,RB,12,DET,18,73,4.1,1,5,4,28,0,0,0,18.1,18.1
32,Todd Gurley,LAR,RB,11,BAL,19,84,4.4,1,4,3,21,0,0,0,18,18
32,David Johnson,ARI,RB,16,GB,16,78,4.9,1,4,3,27,0,0,0,18,18
32,Jamaal Charles,KC,RB,2,DEN,15,70,4.7,1,6,4,30,0,0,0,18,18
32,DeMarco Murray,PHI,RB,11,TB,19,72,3.8,1,5,4,28,0,0,0,18,18
32,Darren McFadden,DAL,RB,12,CAR,18,74,4.1,1,6,4,26,0,0,0,18,18
32,Devonta Freeman,ATL,RB,16,CAR,15,55,3.7,1,7,5,40,0,0,0,18,18
38,Adrian Peterson,MIN,RB,6,KC,20,93,4.6,1,3,2,16,0,0,0,17.9,17.9
38,Mark Ingram,NO,RB,10,WAS,18,80,4.4,1,4,3,24,0,0,0,17.9,17.9
40,Todd Gurley,LAR,RB,12,CIN,19,83,4.4,1,4,3,20,0,0,0,17.8,17.8
40,David Johnson,ARI,RB,15,PHI,17,77,4.5,1,4,3,26,0,0,0,17.8,17.8
42,Adrian Peterson,MIN,RB,10,OAK,21,94,4.5,1,3,2,13,0,0,0,17.7,17.7
43,Doug Martin,TB,RB,14,NO,19,91,4.8,1,3,2,15,0,0,0,17.6,17.6
43,Darren McFadden,DAL,RB,11,MIA,18,75,4.2,1,4,3,26,0,0,0,17.6,17.6
43,LeSean McCoy,BUF,RB,13,HOU,19,76,4,1,4,3,25,0,0,0,17.6,17.6
43,DeAngelo Williams,PIT,RB,16,BAL,18,77,4.3,1,4,3,24,0,0,0,17.6,17.6
43,Lamar Miller,MIA,RB,11,DAL,14,66,4.7,1,6,4,30,0,0,0,17.6,17.6
48,Adrian Peterson,MIN,RB,8,CHI,20,91,4.6,1,3,2,14,0,0,0,17.5,17.5
48,DeMarco Murray,PHI,RB,10,MIA,18,78,4.3,1,4,3,22,0,0,0,17.5,17.5
48,DeAngelo Williams,PIT,RB,14,CIN,17,76,4.5,1,4,3,24,0,0,0,17.5,17.5
51,Marshawn Lynch,SEA,RB,3,CHI,19,86,4.5,1,3,2,18,0,0,0,17.4,17.4
51,Jamaal Charles,KC,RB,1,HOU,15,73,4.9,1,4,3,26,0,0,0,17.4,17.4
