Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Le'Veon Bell,PIT,RB,2,KC,22,102,4.6,1,8.82,6,50,0,0,0,24.2,24.2
2,Le'Veon Bell,PIT,RB,3,NE,20,97,4.8,1,8.82,6,48,0,0,0,23.5,23.5
3,Le'Veon Bell,PIT,RB,1,MIA,19,91,4.8,1,7.35,5,48,0,0,0,22.4,22.4
4,Ezekiel Elliott,DAL,RB,2,GB,23,106,4.6,1,2.66,2,20,0,0,0,19.6,19.6
5,LeGarrette Blount,NE,RB,4,ATL,18,91,5.1,1,1.39,1,4,0,0,0,16,16
6,Devonta Freeman,ATL,RB,3,GB,14,57,4.1,1,4.05,3,27,0,0,0,15.9,15.9
7,Devonta Freeman,ATL,RB,4,NE,14,67,4.8,1,2.7,2,21,0,0,0,15.8,15.8
8,LeGarrette Blount,NE,RB,3,PIT,14,78,5.6,1,1.39,1,3,0,0,0,14.6,14.6
9,LeGarrette Blount,NE,RB,2,HOU,15,70,4.7,1,1.39,1,5,0,0,0,14,14
10,Devonta Freeman,ATL,RB,2,SEA,14,68,4.9,0,6.75,5,38,0,0,0,13.1,13.1
11,Ty Montgomery,GB,RB,3,ATL,10,52,5.2,0,6.7,5,36,0,0,0,11.3,11.3
12,Ty Montgomery,GB,RB,1,NYG,12,64,5.3,0,5.36,4,27,0,0,0,11.1,11.1
13,Ty Montgomery,GB,RB,2,DAL,10,51,5.1,0,6.7,5,30,0,0,0,10.6,10.6
14,Tevin Coleman,ATL,RB,3,GB,10,45,4.5,0,5.36,4,31,0,0,0,9.6,9.6
15,Tevin Coleman,ATL,RB,2,SEA,10,42,4.2,0,5.36,4,30,0,0,0,9.2,9.2
16,Lamar Miller,HOU,RB,1,OAK,17,67,3.9,0,2.78,2,14,0,0,0,9.1,9.1
16,Jay Ajayi,MIA,RB,1,PIT,16,71,4.4,0,2.76,2,10,0,0,0,9.1,9.1
18,Thomas Rawls,SEA,RB,2,ATL,17,76,4.5,0,1.31,1,8,0,0,0,8.9,8.9
19,Lamar Miller,HOU,RB,2,NE,15,60,4,0,2.78,2,17,0,0,0,8.7,8.7
20,Latavius Murray,OAK,RB,1,HOU,15,60,4,0,2.66,2,15,0,0,0,8.5,8.5
21,Thomas Rawls,SEA,RB,1,DET,15,63,4.2,0,2.62,2,11,0,0,0,8.4,8.4
22,Spencer Ware,KC,RB,2,PIT,14,54,3.9,0,2.78,2,18,0,0,0,8.2,8.2
22,Tevin Coleman,ATL,RB,4,NE,10,41,4.1,0,4.02,3,26,0,0,0,8.2,8.2
24,Dion Lewis,NE,RB,3,PIT,11,48,4.4,0,4.32,3,18,0,0,0,8.1,8.1
25,Dion Lewis,NE,RB,4,ATL,7,32,4.6,0,5.76,4,26,0,0,0,7.8,7.8
26,Paul Perkins,NYG,RB,1,GB,11,44,4,0,2.9,2,14,0,0,0,6.8,6.8
27,Zach Zenner,DET,RB,1,SEA,11,40,3.6,0,2.98,2,17,0,0,0,6.7,6.7
28,Rashad Jennings,NYG,RB,1,GB,12,43,3.6,0,2.66,2,12,0,0,0,6.5,6.5
29,Dion Lewis,NE,RB,2,HOU,9,36,4,0,2.88,2,12,0,0,0,5.8,5.8
30,Christine Michael,GB,RB,2,DAL,11,40,3.6,0,1.46,1,8,0,0,0,5.3,5.3
31,James White,NE,RB,2,HOU,3,10,3.3,0,4.35,3,25,0,0,0,5,5
32,Alex Collins,SEA,RB,1,DET,6,23,3.8,0,2.74,2,16,0,0,0,4.9,4.9
33,Charcandrick West,KC,RB,2,PIT,7,25,3.6,0,2.96,2,11,0,0,0,4.6,4.6
33,James White,NE,RB,3,PIT,2,9,4.5,0,4.35,3,22,0,0,0,4.6,4.6
35,CJ Prosise,SEA,RB,2,ATL,5,21,4.2,0,2.62,2,14,0,0,0,4.5,4.5
36,Jalen Richard,OAK,RB,1,HOU,5,23,4.6,0,2.94,2,11,0,0,0,4.4,4.4
37,Christine Michael,GB,RB,1,NYG,7,29,4.1,0,1.46,1,7,0,0,0,4.1,4.1
38,Alfred Blue,HOU,RB,1,OAK,6,24,4,0,1.35,1,6,0,0,0,3.5,3.5
39,Aaron Ripkowski,GB,FB,3,ATL,5,19,3.8,0,1.33,1,9,0,0,0,3.3,3.3
40,Christine Michael,GB,RB,3,ATL,4,21,5.2,0,1.46,1,6,0,0,0,3.2,3.2
40,James White,NE,RB,4,ATL,2,7,3.5,0,2.9,2,15,0,0,0,3.2,3.2
42,Aaron Ripkowski,GB,FB,1,NYG,4,17,4.2,0,1.33,1,9,0,0,0,3.1,3.1
43,Damien Williams,MIA,RB,1,PIT,2,7,3.5,0,2.88,2,12,0,0,0,2.9,2.9
44,Dwayne Washington,DET,RB,1,SEA,5,15,3,0,1.45,1,8,0,0,0,2.8,2.8
45,Deandre Washington,OAK,RB,1,HOU,4,16,4,0,1.34,1,5,0,0,0,2.6,2.6
46,DeAngelo Williams,PIT,RB,2,KC,4,16,4,0,1.44,1,3,0,0,0,2.4,2.4
46,Aaron Ripkowski,GB,FB,2,DAL,3,15,5,0,1.33,1,4,0,0,0,2.4,2.4
46,Darren McFadden,DAL,RB,2,GB,4,13,3.2,0,1.42,1,6,0,0,0,2.4,2.4
