Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Jamaal Charles,KC,RB,11,DEN,26,112,4.3,1,8,6,45,0,0,0,24.7,24.7
2,Jamaal Charles,KC,RB,8,CLE,23,95,4.1,1,9,6,59,0,0,0,24.4,24.4
3,LeSean McCoy,PHI,RB,17,DAL,20,113,5.6,1,4,4,43,0,0,0,23.6,23.6
4,Adrian Peterson,MIN,RB,10,WAS,23,116,5,1,3,3,29,0,0,0,22,22
5,Adrian Peterson,MIN,RB,13,CHI,29,126,4.3,1,2,2,16,0,0,0,21.2,21.2
5,Matt Forte,CHI,RB,17,GB,27,132,4.9,0,7,6,50,0,0,0,21.2,21.2
7,Marshawn Lynch,SEA,RB,3,JAX,26,109,4.2,1,3,3,27,0,0,0,21.1,21.1
7,Adrian Peterson,MIN,RB,6,CAR,27,122,4.5,1,3,3,14,0,0,0,21.1,21.1
9,Adrian Peterson,MIN,RB,9,DAL,23,103,4.5,1,4,4,27,0,0,0,21,21
10,LeSean McCoy,PHI,RB,1,WAS,21,98,4.7,0,9,8,69,0,0,0,20.7,20.7
11,Adrian Peterson,MIN,RB,7,NYG,24,112,4.7,1,3,3,17,0,0,0,20.4,20.4
11,DeMarco Murray,DAL,RB,16,WAS,17,106,6.2,1,4,3,23,0,0,0,20.4,20.4
11,Matt Forte,CHI,RB,14,DAL,28,123,4.4,0,7,6,51,0,0,0,20.4,20.4
14,Ray Rice,BAL,RB,6,GB,22,77,3.5,1,8,7,31,0,0,0,20.3,20.3
15,Matt Forte,CHI,RB,10,DET,17,86,5.1,1,5,4,35,0,0,0,20.1,20.1
16,Eddie Lacy,GB,RB,17,CHI,20,90,4.5,1,5,4,28,0,0,0,19.8,19.8
17,LeSean McCoy,PHI,RB,11,WAS,29,128,4.4,0,5,5,43,0,0,0,19.6,19.6
17,LeSean McCoy,PHI,RB,3,KC,19,89,4.7,0,7,6,77,0,0,0,19.6,19.6
19,DeMarco Murray,DAL,RB,4,LAC,25,115,4.6,0,7,6,50,0,0,0,19.5,19.5
19,Matt Forte,CHI,RB,15,CLE,25,108,4.3,0,8,7,52,0,0,0,19.5,19.5
19,Matt Forte,CHI,RB,7,WAS,21,103,4.9,0,8,8,52,0,0,0,19.5,19.5
22,Trent Richardson,IND,RB,4,JAX,24,83,3.5,1,6,5,26,0,0,0,19.4,19.4
22,LeSean McCoy,PHI,RB,9,OAK,31,110,3.5,0,7,6,54,0,0,0,19.4,19.4
24,Adrian Peterson,MIN,RB,11,SEA,20,91,4.6,1,3,3,27,0,0,0,19.3,19.3
24,LeSean McCoy,PHI,RB,16,CHI,23,130,5.7,0,4,4,43,0,0,0,19.3,19.3
26,Adrian Peterson,MIN,RB,12,GB,24,94,3.9,1,4,3,23,0,0,0,19.2,19.2
26,Reggie Bush,DET,RB,11,PIT,25,109,4.4,0,8,7,48,0,0,0,19.2,19.2
28,Ray Rice,BAL,RB,7,PIT,19,67,3.5,1,8,7,29,0,0,0,19.1,19.1
29,LeSean McCoy,PHI,RB,2,LAC,22,102,4.6,0,7,6,58,0,0,0,19,19
30,Matt Forte,CHI,RB,16,PHI,24,120,5,0,6,5,44,0,0,0,18.9,18.9
31,Jamaal Charles,KC,RB,9,BUF,25,100,4,0,9,6,56,0,0,0,18.6,18.6
32,DeMarco Murray,DAL,RB,14,CHI,14,74,5.3,1,4,4,31,0,0,0,18.5,18.5
32,DeMarco Murray,DAL,RB,3,LAR,23,95,4.1,0,8,7,55,0,0,0,18.5,18.5
32,LeSean McCoy,PHI,RB,10,GB,27,95,3.5,0,7,7,55,0,0,0,18.5,18.5
35,Shane Vereen,NE,RB,15,MIA,9,44,4.9,0,13,10,90,0,0,0,18.4,18.4
36,LeSean McCoy,PHI,RB,7,DAL,23,110,4.8,0,4,3,58,0,0,0,18.3,18.3
36,Jamaal Charles,KC,RB,14,WAS,24,126,5.2,0,7,5,32,0,0,0,18.3,18.3
38,Knowshon Moreno,DEN,RB,8,WAS,17,68,4,1,5,4,34,0,0,0,18.2,18.2
38,Jamaal Charles,KC,RB,12,LAC,27,115,4.3,0,8,6,37,0,0,0,18.2,18.2
38,Daryl Richardson,LAR,RB,1,ARI,12,40,3.3,0,13,13,77,0,0,0,18.2,18.2
41,Reggie Bush,DET,RB,13,GB,26,113,4.3,0,8,6,38,0,0,0,18.1,18.1
42,Chris Ogbonnaya,CLE,RB,15,CHI,12,65,5.4,0,12,10,65,0,0,0,18,18
43,Jamaal Charles,KC,RB,4,NYG,20,115,5.8,0,6,5,38,0,0,0,17.8,17.8
44,Arian Foster,HOU,RB,6,LAR,29,115,4,0,6,5,37,0,0,0,17.7,17.7
44,Jamaal Charles,KC,RB,13,DEN,23,119,5.2,0,7,5,33,0,0,0,17.7,17.7
46,Matt Forte,CHI,RB,3,PIT,23,97,4.2,0,7,6,49,0,0,0,17.6,17.6
47,LeSean McCoy,PHI,RB,5,NYG,20,115,5.8,0,4,3,45,0,0,0,17.5,17.5
47,Jamaal Charles,KC,RB,6,OAK,21,89,4.2,0,9,6,56,0,0,0,17.5,17.5
47,Matt Forte,CHI,RB,6,NYG,20,92,4.6,0,8,7,48,0,0,0,17.5,17.5
50,Andre Brown,NYG,RB,12,DAL,20,88,4.4,1,3,2,16,0,0,0,17.4,17.4
50,Reggie Bush,DET,RB,14,PHI,21,108,5.1,0,8,6,36,0,0,0,0,17.4
52,Alfred Morris,WAS,RB,4,OAK,18,102,5.7,1,1,1,6,0,0,0,17.3,17.3
52,Knowshon Moreno,DEN,RB,10,LAC,13,52,4,1,5,4,41,0,0,0,17.3,17.3
52,Reggie Bush,DET,RB,10,CHI,22,97,4.4,0,7,6,46,0,0,0,17.3,17.3
55,Darren Sproles,NO,RB,4,MIA,8,31,3.9,0,10,9,95,0,0,0,17.1,17.1
55,Shane Vereen,NE,RB,14,CLE,11,56,5.1,0,11,9,70,0,0,0,17.1,17.1
57,DeMarco Murray,DAL,RB,6,WAS,22,103,4.7,0,6,6,36,0,0,0,16.9,16.9
58,Jamaal Charles,KC,RB,5,TEN,20,82,4.1,0,8,6,55,0,0,0,16.7,16.7
58,Jamaal Charles,KC,RB,7,HOU,20,81,4,0,9,6,56,0,0,0,16.7,16.7
60,Chris Ogbonnaya,CLE,RB,13,JAX,10,67,6.7,0,11,9,54,0,0,0,16.6,16.6
61,LeSean McCoy,PHI,RB,15,MIN,22,118,5.4,0,3,3,32,0,0,0,16.5,16.5
62,Frank Gore,SF,RB,11,NO,22,86,3.9,1,1,1,13,0,0,0,16.4,16.4
62,LeSean McCoy,PHI,RB,4,DEN,17,94,5.5,0,5,4,50,0,0,0,16.4,16.4
64,Frank Gore,SF,RB,13,LAR,21,75,3.6,1,2,2,18,0,0,0,16.3,16.3
64,Jamaal Charles,KC,RB,3,PHI,21,114,5.4,0,5,4,29,0,0,0,16.3,16.3
64,LeSean McCoy,PHI,RB,8,NYG,24,108,4.5,0,5,4,35,0,0,0,16.3,16.3
64,Doug Martin,TB,RB,1,NYJ,26,103,4,0,6,5,35,0,0,0,16.3,16.3
64,Ben Tate,HOU,RB,12,JAX,33,116,3.5,0,6,5,22,0,0,0,16.3,16.3
69,LeSean McCoy,PHI,RB,6,TB,21,108,5.1,0,4,3,39,0,0,0,16.2,16.2
69,Zac Stacy,LAR,RB,15,NO,20,75,3.8,1,4,3,12,0,0,0,16.2,16.2
71,Le'Veon Bell,PIT,RB,16,GB,23,79,3.4,0,8,6,52,0,0,0,16.1,16.1
72,Knowshon Moreno,DEN,RB,7,IND,12,59,4.9,1,3,3,26,0,0,0,16,16
73,Jamaal Charles,KC,RB,15,OAK,20,122,6.1,0,6,4,17,0,0,0,15.9,15.9
73,Reggie Bush,DET,RB,12,TB,22,92,4.2,0,7,5,42,0,0,0,15.9,15.9
75,Jamaal Charles,KC,RB,1,JAX,21,137,6.5,0,3,2,11,0,0,0,15.8,15.8
75,Doug Martin,TB,RB,2,NO,28,108,3.9,0,7,5,25,0,0,0,15.8,15.8
75,Pierre Thomas,NO,RB,12,ATL,16,77,4.8,0,6,6,51,0,0,0,15.8,15.8
78,Alfred Morris,WAS,RB,1,PHI,18,87,4.8,1,1,1,5,0,0,0,15.7,15.7
78,Brian Leonard,TB,RB,11,ATL,15,53,3.5,0,8,8,64,0,0,0,15.7,15.7
80,DeMarco Murray,DAL,RB,5,DEN,20,98,4.9,0,6,5,33,0,0,0,15.6,15.6
81,Doug Martin,TB,RB,3,NE,28,111,4,0,5,4,24,0,0,0,15.5,15.5
81,Reggie Bush,DET,RB,16,NYG,19,104,5.5,0,6,4,31,0,0,0,15.5,15.5
83,Doug Martin,TB,RB,6,PHI,34,126,3.7,0,5,3,13,0,0,0,15.4,15.4
83,Doug Martin,TB,RB,7,ATL,35,122,3.5,0,5,3,17,0,0,0,15.4,15.4
83,Knowshon Moreno,DEN,RB,14,TEN,22,89,4,0,4,4,45,0,0,0,15.4,15.4
86,Adrian Peterson,MIN,RB,4,PIT,27,125,4.6,0,3,3,13,0,0,0,15.3,15.3
86,CJ Spiller,BUF,RB,2,CAR,23,98,4.3,0,5,4,35,0,0,0,15.3,15.3
86,Matt Forte,CHI,RB,4,DET,20,92,4.6,0,5,5,36,0,0,0,15.3,15.3
86,Danny Woodhead,LAC,RB,4,DAL,8,33,4.1,0,10,9,75,0,0,0,15.3,15.3
90,Trent Richardson,CLE,RB,2,BAL,17,58,3.4,1,4,3,19,0,0,0,15.2,15.2
90,Doug Martin,TB,RB,4,ARI,28,116,4.1,0,5,3,21,0,0,0,15.2,15.2
90,Adrian Peterson,MIN,RB,8,GB,27,115,4.3,0,4,3,22,0,0,0,15.2,15.2
90,Darren Sproles,NO,RB,3,ARI,8,30,3.8,0,9,8,82,0,0,0,15.2,15.2
90,Darren Sproles,NO,RB,17,TB,7,40,5.7,0,12,11,57,0,0,0,15.2,15.2
95,Trent Richardson,CLE,RB,1,MIA,17,60,3.5,1,4,3,16,0,0,0,15.1,15.1
95,Matt Forte,CHI,RB,5,NO,19,89,4.7,0,5,5,37,0,0,0,15.1,15.1
95,Le'Veon Bell,PIT,RB,17,CLE,24,91,3.8,0,7,5,35,0,0,0,15.1,15.1
95,Joique Bell,DET,RB,3,WAS,10,34,3.4,0,9,8,77,0,0,0,15.1,15.1
99,Alfred Morris,WAS,RB,2,GB,17,79,4.6,1,1,1,6,0,0,0,15,15
99,Adrian Peterson,MIN,RB,3,CLE,29,132,4.6,0,3,2,8,0,0,0,15,15
101,Matt Forte,CHI,RB,13,MIN,20,88,4.4,0,7,5,36,0,0,0,14.9,14.9
102,CJ Spiller,BUF,RB,3,NYJ,21,96,4.6,0,6,4,31,0,0,0,14.7,14.7
102,Steven Jackson,ATL,RB,1,NO,20,76,3.8,0,6,5,46,0,0,0,14.7,14.7
102,Matt Forte,CHI,RB,12,LAR,20,85,4.2,0,6,5,37,0,0,0,14.7,14.7
102,Daryl Richardson,LAR,RB,3,DAL,16,55,3.4,0,8,7,57,0,0,0,0,14.7
102,Daryl Richardson,LAR,RB,4,SF,16,55,3.4,0,8,7,57,0,0,0,14.7,14.7
102,Pierre Thomas,NO,RB,16,CAR,12,49,4.1,0,8,8,58,0,0,0,14.7,14.7
108,Marshawn Lynch,SEA,RB,8,LAR,23,105,4.6,0,2,2,31,0,0,0,14.6,14.6
108,Steven Jackson,ATL,RB,2,LAR,17,82,4.8,0,6,5,39,0,0,0,14.6,14.6
108,Pierre Thomas,NO,RB,17,TB,12,42,3.5,0,9,9,59,0,0,0,14.6,14.6
111,Ray Rice,BAL,RB,9,CLE,24,83,3.5,0,6,6,32,0,0,0,14.5,14.5
112,Jamaal Charles,KC,RB,2,DAL,18,121,6.7,0,3,2,13,0,0,0,14.4,14.4
112,Alfred Morris,WAS,RB,16,DAL,31,120,3.9,0,2,2,14,0,0,0,14.4,14.4
112,Eddie Lacy,GB,RB,9,CHI,28,116,4.1,0,3,3,13,0,0,0,14.4,14.4
112,Reggie Bush,DET,RB,6,CLE,16,73,4.6,0,6,4,51,0,0,0,14.4,14.4
112,Knowshon Moreno,DEN,RB,15,LAC,22,93,4.2,0,4,4,31,0,0,0,14.4,14.4
112,DeMarco Murray,DAL,RB,2,KC,20,82,4.1,0,6,5,37,0,0,0,14.4,14.4
112,Ray Rice,BAL,RB,14,MIN,23,81,3.5,0,6,6,33,0,0,0,14.4,14.4
112,Daryl Richardson,LAR,RB,2,ATL,17,58,3.4,0,8,7,51,0,0,0,14.4,14.4
112,Pierre Thomas,NO,RB,5,CHI,12,40,3.3,0,9,9,59,0,0,0,14.4,14.4
121,Adrian Peterson,MIN,RB,1,DET,24,133,5.5,0,1,1,5,0,0,0,14.3,14.3
121,Ray Rice,BAL,RB,1,DEN,28,100,3.6,0,4,3,28,0,0,0,14.3,14.3
121,Eddie Lacy,GB,RB,8,MIN,26,110,4.2,0,3,3,18,0,0,0,14.3,14.3
121,Bilal Powell,NYJ,RB,4,TEN,21,87,4.1,0,5,4,36,0,0,0,14.3,14.3
121,Reggie Bush,DET,RB,8,DAL,18,77,4.3,0,5,4,46,0,0,0,14.3,14.3
121,Mike James,TB,RB,10,MIA,23,105,4.6,0,4,4,18,0,0,0,14.3,14.3
121,LeSean McCoy,PHI,RB,13,ARI,21,87,4.1,0,4,4,36,0,0,0,14.3,14.3
121,Reggie Bush,DET,RB,17,MIN,20,90,4.5,0,6,4,33,0,0,0,14.3,14.3
121,Ben Tate,HOU,RB,11,OAK,29,101,3.5,0,6,5,17,0,0,0,14.3,14.3
121,Reggie Bush,DET,RB,15,BAL,17,89,5.2,0,7,5,29,0,0,0,14.3,14.3
121,Giovani Bernard,CIN,RB,9,MIA,16,56,3.5,0,8,7,52,0,0,0,14.3,14.3
132,Andre Brown,NYG,RB,11,GB,15,69,4.6,1,2,1,8,0,0,0,14.2,14.2
132,Ray Rice,BAL,RB,2,CLE,25,90,3.6,0,5,4,32,0,0,0,14.2,14.2
132,Reggie Bush,DET,RB,7,CIN,15,72,4.8,0,5,4,50,0,0,0,14.2,14.2
132,LeSean McCoy,PHI,RB,14,DET,20,86,4.3,0,4,4,36,0,0,0,14.2,14.2
132,Darren Sproles,NO,RB,5,CHI,6,22,3.7,0,8,7,85,0,0,0,14.2,14.2
132,Darren Sproles,NO,RB,6,NE,7,27,3.9,0,8,7,80,0,0,0,14.2,14.2
138,Adrian Peterson,MIN,RB,16,CIN,29,129,4.4,0,3,2,2,0,0,0,14.1,14.1
138,Arian Foster,HOU,RB,7,KC,20,96,4.8,0,5,3,30,0,0,0,14.1,14.1
138,DeAngelo Williams,CAR,RB,7,LAR,24,102,4.2,0,3,3,24,0,0,0,14.1,14.1
138,DeMarco Murray,DAL,RB,15,GB,16,95,5.9,0,5,4,26,0,0,0,14.1,14.1
138,Knowshon Moreno,DEN,RB,17,OAK,18,86,4.8,0,5,4,35,0,0,0,14.1,14.1
138,Ray Rice,BAL,RB,5,MIA,21,74,3.5,0,8,7,32,0,0,0,14.1,14.1
144,Eddie Lacy,GB,RB,10,PHI,26,120,4.6,0,2,2,10,0,0,0,14,14
144,Darren McFadden,OAK,RB,3,DEN,26,95,3.7,0,4,4,25,0,0,0,14,14
144,Le'Veon Bell,PIT,RB,14,MIA,20,69,3.4,0,6,4,51,0,0,0,14,14
144,Jacquizz Rodgers,ATL,RB,3,MIA,18,64,3.6,0,7,7,41,0,0,0,14,14
144,Matt Asiata,MIN,RB,15,PHI,23,78,3.4,0,9,9,17,0,0,0,14,14
149,CJ Spiller,BUF,RB,1,NE,19,95,5,0,4,3,29,0,0,0,13.9,13.9
149,Marshawn Lynch,SEA,RB,10,ATL,21,99,4.7,0,4,3,25,0,0,0,13.9,13.9
149,Rashad Jennings,OAK,RB,13,DAL,17,93,5.5,0,4,3,31,0,0,0,13.9,13.9
149,Lamar Miller,MIA,RB,1,CLE,20,86,4.3,0,4,4,33,0,0,0,13.9,13.9
153,Marshawn Lynch,SEA,RB,11,MIN,20,98,4.9,0,3,3,25,0,0,0,13.8,13.8
153,Jamaal Charles,KC,RB,16,IND,13,78,6,0,4,3,45,0,0,0,13.8,13.8
153,Giovani Bernard,CIN,RB,16,MIN,16,75,4.7,0,5,5,38,0,0,0,13.8,13.8
153,Ray Rice,BAL,RB,17,CIN,22,77,3.5,0,6,5,36,0,0,0,13.8,13.8
157,Ben Tate,HOU,RB,13,NE,26,91,3.5,0,6,5,21,0,0,0,13.7,13.7
157,Lamar Miller,MIA,RB,14,PIT,21,74,3.5,0,5,5,38,0,0,0,13.7,13.7
157,Le'Veon Bell,PIT,RB,15,CIN,20,69,3.4,0,7,5,43,0,0,0,13.7,13.7
157,Shane Vereen,NE,RB,16,BAL,6,22,3.7,0,11,8,75,0,0,0,13.7,13.7
161,Adrian Peterson,MIN,RB,14,BAL,25,119,4.8,0,3,2,7,0,0,0,13.6,13.6
161,Frank Gore,SF,RB,16,ATL,30,120,4,0,2,2,6,0,0,0,13.6,13.6
161,Isaac Redman,PIT,RB,1,TEN,15,73,4.9,0,3,3,48,0,0,0,13.6,13.6
161,DeMarco Murray,DAL,RB,9,MIN,18,85,4.7,0,4,4,31,0,0,0,13.6,13.6
161,Andre Brown,NYG,RB,17,WAS,24,90,3.8,0,6,5,21,0,0,0,13.6,13.6
161,Ray Rice,BAL,RB,12,NYJ,22,75,3.4,0,7,6,31,0,0,0,13.6,13.6
167,Rashad Jennings,OAK,RB,12,TEN,17,94,5.5,0,4,3,26,0,0,0,13.5,13.5
167,CJ Spiller,BUF,RB,13,ATL,20,84,4.2,0,5,5,26,0,0,0,13.5,13.5
167,Rashad Jennings,OAK,RB,5,LAC,16,56,3.5,0,6,6,49,0,0,0,13.5,13.5
167,Ray Rice,BAL,RB,11,CHI,18,63,3.5,0,7,7,37,0,0,0,13.5,13.5
171,Eddie Lacy,GB,RB,14,ATL,24,94,3.9,0,3,3,25,0,0,0,13.4,13.4
171,CJ Spiller,BUF,RB,4,BAL,20,80,4,0,5,4,34,0,0,0,13.4,13.4
173,DeMarco Murray,DAL,RB,17,PHI,16,96,6,0,4,3,22,0,0,0,13.3,13.3
173,Chris Johnson,TEN,RB,10,JAX,18,66,3.7,0,4,4,47,0,0,0,13.3,13.3
173,Ray Rice,BAL,RB,13,PIT,23,80,3.5,0,5,5,28,0,0,0,13.3,13.3
173,Darren Sproles,NO,RB,8,BUF,6,25,4.2,0,9,7,73,0,0,0,13.3,13.3
177,Zac Stacy,LAR,RB,12,CHI,24,97,4,0,3,3,20,0,0,0,13.2,13.2
177,Knowshon Moreno,DEN,RB,16,HOU,21,87,4.1,0,3,3,30,0,0,0,13.2,13.2
177,Ben Tate,HOU,RB,10,ARI,28,98,3.5,0,4,4,14,0,0,0,13.2,13.2
177,Danny Woodhead,LAC,RB,11,MIA,9,32,3.6,0,8,8,60,0,0,0,13.2,13.2
181,Arian Foster,HOU,RB,9,IND,18,86,4.8,0,4,3,30,0,0,0,13.1,13.1
181,CJ Spiller,BUF,RB,14,TB,16,92,5.8,0,4,4,19,0,0,0,13.1,13.1
181,Giovani Bernard,CIN,RB,17,BAL,17,68,4,0,5,4,43,0,0,0,13.1,13.1
181,Chris Ogbonnaya,CLE,RB,14,NE,9,51,5.7,0,9,7,45,0,0,0,13.1,13.1
181,Danny Woodhead,LAC,RB,7,JAX,9,33,3.7,0,8,8,58,0,0,0,13.1,13.1
186,Andre Brown,NYG,RB,13,WAS,20,99,5,0,4,3,16,0,0,0,13,13
186,Darren McFadden,OAK,RB,4,WAS,25,88,3.5,0,5,4,20,0,0,0,13,13
186,Eddie Lacy,GB,RB,15,DAL,22,77,3.5,0,4,4,33,0,0,0,13,13
186,Dennis Johnson,HOU,RB,16,DEN,20,86,4.3,0,4,4,24,0,0,0,13,13
190,Arian Foster,HOU,RB,5,SF,19,75,3.9,0,6,4,33,0,0,0,12.8,12.8
190,DeMarco Murray,DAL,RB,10,NO,15,85,5.7,0,4,4,23,0,0,0,12.8,12.8
190,Le'Veon Bell,PIT,RB,12,CLE,19,65,3.4,0,5,4,43,0,0,0,12.8,12.8
190,Matt Forte,CHI,RB,11,BAL,18,74,4.1,0,5,4,34,0,0,0,12.8,12.8
190,Andre Ellington,ARI,RB,8,ATL,8,53,6.6,0,7,6,45,0,0,0,12.8,12.8
190,Pierre Thomas,NO,RB,10,DAL,13,44,3.4,0,6,6,54,0,0,0,12.8,12.8
190,Chris Ogbonnaya,CLE,RB,3,MIN,0,15,0,0,11,11,58,0,0,0,12.8,12.8
197,Adrian Peterson,MIN,RB,2,CHI,21,117,5.6,0,1,1,5,0,0,0,12.7,12.7
197,Frank Gore,SF,RB,8,JAX,22,110,5,0,2,1,12,0,0,0,12.7,12.7
