Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,David Johnson,ARI,RB,10,SF,23.1,112.4,4.9,1.1,5.46,4.2,40.8,0.3,0.2,0.2,25.4,25.42
2,Le'Veon Bell,PIT,RB,11,CLE,20.2,90,4.5,0.7,9.11,6.2,56,0.4,0.1,0.1,24.1,24.1
3,Le'Veon Bell,PIT,RB,12,IND,18.8,86.9,4.6,0.6,9.4,6.4,55.9,0.4,0.2,0.2,23.1,23.08
4,Le'Veon Bell,PIT,RB,15,CIN,20.6,97.1,4.6,0.7,9.26,6.3,51.9,0.2,0.2,0.2,23,23.05
5,David Johnson,ARI,RB,13,WAS,20.4,90.6,4.6,0.8,6.76,5.2,51.6,0.3,0.2,0.2,23,23.02
6,David Johnson,ARI,RB,15,NO,19.8,83.2,4.2,0.8,7.41,5.7,57.6,0.3,0.3,0.3,22.9,22.93
7,David Johnson,ARI,RB,14,MIA,19.4,90,4.7,0.8,6.63,5.1,49.3,0.3,0.2,0.2,22.7,22.68
8,Le'Veon Bell,PIT,RB,6,MIA,21.2,91.8,4.4,0.7,7.93,5.4,50.9,0.3,0.2,0.2,22.6,22.57
9,David Johnson,ARI,RB,12,ATL,19.3,83.9,4.4,0.8,6.76,5.2,49,0.2,0.2,0.2,21.5,21.49
10,David Johnson,ARI,RB,17,LAR,19.5,79.2,4,0.8,7.28,5.6,51.5,0.2,0.2,0.2,21.5,21.47
11,Le'Veon Bell,PIT,RB,13,NYG,19.5,80.9,4,0.6,9.55,6.5,56.4,0.2,0.2,0.2,21.4,21.38
12,Le'Veon Bell,PIT,RB,14,BUF,19.9,87.8,4.4,0.6,8.67,5.9,50.9,0.2,0.2,0.2,21.2,21.22
13,Le'Veon Bell,PIT,RB,16,BAL,19.7,81.9,4.1,0.6,9.11,6.2,52.2,0.2,0.2,0.2,20.9,20.91
14,Ezekiel Elliott,DAL,RB,9,CLE,23.7,113.8,4.8,0.9,3.19,2.4,20.8,0.1,0.2,0.2,20.3,20.26
15,LeSean McCoy,BUF,RB,15,CLE,20.1,101.1,5,1,3.8,2.8,21.8,0.1,0.1,0.1,20.1,20.09
16,DeAngelo Williams,PIT,RB,3,PHI,20.4,95.5,4.8,0.6,5.9,4.1,36.2,0.2,0.2,0.2,19.6,19.62
17,David Johnson,ARI,RB,16,SEA,18.5,73.6,4.1,0.6,7.02,5.4,50.4,0.2,0.2,0.2,19.5,19.5
18,Ezekiel Elliott,DAL,RB,12,WAS,21.6,103.9,4.7,0.9,3.19,2.4,22.4,0.1,0.2,0.2,19.4,19.43
19,Le'Veon Bell,PIT,RB,10,DAL,16,68.8,4.3,0.4,9.55,6.5,52.8,0.3,0.2,0.2,19.2,19.21
20,DeMarco Murray,TEN,RB,6,CLE,20.6,96.9,4.6,0.8,4.55,3.5,27.5,0.1,0.2,0.2,19.2,19.19
21,Melvin Gordon,LAC,RB,10,MIA,22.9,90.2,3.9,0.8,5.32,3.6,27.9,0.2,0.3,0.3,19,19.01
22,DeMarco Murray,TEN,RB,7,IND,20.6,96.3,4.6,0.7,4.29,3.3,26.7,0.2,0.2,0.2,19,18.95
23,Ezekiel Elliott,DAL,RB,16,DET,21.2,98,4.7,0.8,3.59,2.7,23.5,0.1,0.1,0.1,18.7,18.7
24,David Johnson,ARI,RB,11,MIN,18.9,80.4,4.2,0.6,5.72,4.4,40.1,0.2,0.2,0.2,18.6,18.65
25,LeSean McCoy,BUF,RB,16,MIA,18.2,93.6,5.2,0.9,3.94,2.9,21.4,0.1,0.2,0.2,18.6,18.55
26,Melvin Gordon,LAC,RB,13,TB,22.2,90.2,4.1,0.7,5.32,3.6,29.2,0.2,0.3,0.3,18.5,18.54
27,Jay Ajayi,MIA,RB,12,SF,21,106.5,5,0.9,2.2,1.6,11.2,0.1,0.1,0.1,18.4,18.37
28,David Johnson,ARI,RB,8,CAR,18.4,74.2,4.1,0.6,5.59,4.3,43.9,0.2,0.2,0.2,18.4,18.36
29,Le'Veon Bell,PIT,RB,9,BAL,17.6,69.1,3.8,0.4,8.96,6.1,51.2,0.2,0.2,0.2,18.3,18.28
30,Ezekiel Elliott,DAL,RB,15,TB,20.8,97.6,4.7,0.8,3.45,2.6,21.8,0.1,0.2,0.2,18.2,18.24
30,David Johnson,ARI,RB,6,NYJ,18.6,71.1,3.7,0.7,5.2,4,41.3,0.2,0.2,0.2,18.2,18.24
32,Le'Veon Bell,PIT,RB,5,NYJ,19,74.5,3.9,0.5,7.35,5,43.6,0.2,0.2,0.2,18.1,18.11
33,DeMarco Murray,TEN,RB,8,JAX,20.9,90,4.3,0.7,4.16,3.2,22.6,0.2,0.2,0.2,17.9,17.86
34,Melvin Gordon,LAC,RB,12,HOU,21.2,83.4,4,0.7,5.62,3.8,30.8,0.1,0.2,0.2,17.7,17.72
35,Ezekiel Elliott,DAL,RB,13,MIN,20.7,97.1,4.6,0.7,3.45,2.6,22.1,0.1,0.2,0.2,17.6,17.62
