Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Jonathan Stewart,CAR,RB,2,SEA,19,106,5.6,2,1,1,5,0,0,0,23.6,23.6
2,David Johnson,ARI,RB,3,CAR,15,60,4,1,9,9,68,0,0,0,23.3,23.3
3,CJ Anderson,DEN,RB,4,CAR,23,90,3.9,1,4,4,10,0,0,0,18,18
4,Chris Thompson,WAS,RB,1,GB,1,25,25,0,8,8,89,0,0,0,15.4,15.4
5,CJ Anderson,DEN,RB,2,PIT,15,72,4.8,1,3,2,11,0,0,0,15.3,15.3
6,Charcandrick West,KC,RB,2,NE,17,61,3.6,1,4,2,15,0,0,0,14.6,14.6
7,Fitzgerald Toussaint,PIT,RB,1,CIN,17,58,3.4,0,8,4,60,0,0,0,13.8,13.8
8,James Starks,GB,RB,1,WAS,12,53,4.4,1,2,2,12,0,0,0,13.5,13.5
9,Jeremy Hill,CIN,RB,1,PIT,12,50,4.2,1,4,3,27,0,1,1,13.2,13.2
10,Spencer Ware,KC,RB,1,HOU,16,67,4.2,1,0,0,0,0,0,0,12.7,12.7
11,David Johnson,ARI,RB,2,GB,15,35,2.3,0,9,6,43,0,0,0,10.8,10.8
12,CJ Anderson,DEN,RB,3,NE,16,72,4.5,0,3,3,18,0,0,0,10.5,10.5
13,Eddie Lacy,GB,RB,1,WAS,12,63,5.2,1,0,0,0,0,1,1,10.3,10.3
14,Eddie Lacy,GB,RB,2,ARI,12,89,7.4,0,2,2,2,0,0,0,10.1,10.1
15,Alfred Blue,HOU,RB,1,KC,17,99,5.8,0,1,0,0,0,0,0,9.9,9.9
16,Jonathan Stewart,CAR,RB,3,ARI,19,83,4.4,0,2,2,5,0,0,0,9.8,9.8
17,Fitzgerald Toussaint,PIT,RB,2,DEN,12,39,3.2,1,3,3,2,0,1,1,9.6,9.6
18,Jonathan Stewart,CAR,RB,4,DEN,12,29,2.4,1,2,1,-1,0,0,0,9.3,9.3
19,Christine Michael,SEA,RB,1,MIN,21,70,3.3,0,1,1,14,0,0,0,8.9,8.9
20,James White,NE,RB,3,DEN,5,11,2.2,0,16,5,45,0,1,0,8.1,8.1
21,Knile Davis,KC,RB,1,HOU,4,12,3,0,0,0,0,0,0,0,7.2,7.2
22,Steven Jackson,NE,RB,3,DEN,4,8,2,1,0,0,0,0,0,0,6.8,6.8
23,Jordan Todman,PIT,RB,1,CIN,11,65,5.9,0,0,0,0,0,1,0,6.5,6.5
24,James White,NE,RB,2,KC,1,5,5,0,3,2,39,0,0,0,5.4,5.4
25,Brandon Bolden,NE,RB,3,DEN,5,12,2.4,0,3,2,29,0,0,0,5.1,5.1
26,Alfred Morris,WAS,RB,1,GB,11,50,4.5,0,0,0,0,0,0,0,5,5
27,Adrian Peterson,MIN,RB,1,SEA,23,45,2,0,2,2,13,0,1,1,4.8,4.8
28,James Starks,GB,RB,2,ARI,7,23,3.3,0,4,4,4,0,0,0,4.7,4.7
29,Fozzy Whittaker,CAR,RB,4,DEN,4,26,6.5,0,1,1,14,0,0,0,4.5,4.5
29,Marshawn Lynch,SEA,RB,2,CAR,6,20,3.3,0,3,2,15,0,0,0,4.5,4.5
31,Jerick McKinnon,MIN,RB,1,SEA,2,7,3.5,0,5,3,22,0,0,0,4.4,4.4
32,Mike Tolbert,CAR,FB,3,ARI,3,4,1.3,0,1,1,14,0,0,0,4.3,4.3
33,Fred Jackson,SEA,RB,2,CAR,2,9,4.5,0,3,2,23,0,0,0,4.2,4.2
34,Charcandrick West,KC,RB,1,HOU,8,26,3.2,0,1,1,9,0,0,0,4,4
35,Ronnie Hillman,DEN,RB,2,PIT,16,38,2.4,0,1,0,0,0,0,0,3.8,3.8
36,Jonathan Grimes,HOU,RB,1,KC,4,15,3.8,0,2,2,12,0,0,0,3.7,3.7
37,Knile Davis,KC,RB,2,NE,6,30,5,0,3,2,13,0,1,1,3.3,3.3
38,Fred Jackson,SEA,RB,1,MIN,1,2,2,0,5,2,19,0,0,0,3.1,3.1
39,Ronnie Hillman,DEN,RB,3,NE,11,16,1.5,0,2,1,7,0,0,0,2.8,2.8
40,Steven Jackson,NE,RB,2,KC,6,16,2.7,0,1,1,2,0,0,0,2.3,2.3
