Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Le'Veon Bell,PIT,RB,14,BUF,38,236,6.2,3,5,4,62,0,0,0,49.8,49.8
2,Ezekiel Elliott,DAL,RB,10,PIT,21,114,5.4,2,2,2,95,1,0,0,39.9,39.9
3,Melvin Gordon,LAC,RB,9,TEN,32,196,6.1,1,4,4,65,0,0,0,34.1,34.1
4,David Johnson,ARI,RB,13,WAS,18,84,4.7,1,12,9,91,1,1,0,34,34
5,David Johnson,ARI,RB,6,NYJ,22,111,5,3,6,3,27,0,0,0,33.3,33.3
6,Jay Ajayi,MIA,RB,6,PIT,25,204,8.2,2,2,1,3,0,0,0,33.2,33.2
6,LeSean McCoy,BUF,RB,6,SF,19,140,7.4,3,3,2,2,0,1,0,33.2,33.2
8,Melvin Gordon,LAC,RB,7,ATL,22,68,3.1,2,7,6,53,1,0,0,33.1,33.1
9,Devonta Freeman,ATL,RB,15,SF,20,139,7,3,2,2,16,0,1,1,32.5,32.5
10,Bilal Powell,NYJ,RB,14,SF,29,145,5,2,5,5,34,0,0,0,32.4,32.4
11,DeAngelo Williams,PIT,RB,1,WAS,26,143,5.5,2,9,6,28,0,0,0,32.1,32.1
12,David Johnson,ARI,RB,5,SF,27,157,5.8,2,6,3,28,0,1,0,32,32
13,Rob Kelley,WAS,RB,11,GB,24,137,5.7,3,2,0,0,0,0,0,31.7,31.7
14,David Johnson,ARI,RB,16,SEA,28,95,3.4,3,7,4,41,0,1,1,31.6,31.6
15,David Johnson,ARI,RB,11,MIN,22,103,4.7,1,11,7,57,1,0,0,31.5,31.5
16,Lamar Miller,HOU,RB,6,IND,24,149,6.2,1,4,3,29,1,0,0,31.3,31.3
17,Latavius Murray,OAK,RB,9,DEN,20,114,5.7,3,1,1,13,0,0,0,31.2,31.2
18,Ezekiel Elliott,DAL,RB,5,CIN,15,134,8.9,2,4,3,37,0,0,0,30.6,30.6
19,LeSean McCoy,BUF,RB,15,CLE,19,153,8.1,2,3,3,16,0,0,0,30.4,30.4
20,Mark Ingram,NO,RB,9,SF,15,158,10.5,1,2,2,13,1,0,0,30.1,30.1
20,Le'Veon Bell,PIT,RB,11,CLE,28,146,5.2,1,9,8,55,0,1,0,30.1,30.1
22,Matt Forte,NYJ,RB,2,BUF,30,100,3.3,3,3,2,9,0,0,0,29.9,29.9
22,Le'Veon Bell,PIT,RB,10,DAL,17,57,3.4,1,10,9,77,1,1,0,29.9,29.9
24,Jordan Howard,CHI,RB,13,SF,32,117,3.7,3,1,0,0,0,0,0,29.7,29.7
25,Spencer Ware,KC,RB,1,LAC,11,70,6.4,1,8,7,129,0,0,0,29.4,29.4
26,Ty Montgomery,GB,RB,15,CHI,16,162,10.1,2,3,2,1,0,0,0,29.3,29.3
27,Mark Ingram,NO,RB,12,LAR,14,146,10.4,1,2,1,21,1,0,0,29.2,29.2
