Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Doug Martin,TB,RB,9,OAK,25,251,10,4,5,4,21,0,0,0,53.2,53.2
2,Alfred Morris,WAS,RB,17,DAL,33,200,6.1,3,2,2,12,0,0,0,40.2,40.2
3,Jamaal Charles,KC,RB,3,NO,33,233,7.1,1,8,6,55,0,0,0,37.8,37.8
4,Doug Martin,TB,RB,8,MIN,29,135,4.7,1,6,3,79,1,0,0,34.9,34.9
5,Shonn Greene,NYJ,RB,6,IND,32,161,5,3,0,0,0,0,0,0,34.1,34.1
6,DeAngelo Williams,CAR,RB,17,NO,21,210,10,2,2,1,3,0,0,0,33.8,33.8
7,Reggie Bush,MIA,RB,2,OAK,26,172,6.6,2,4,3,25,0,0,0,33.2,33.2
8,Adrian Peterson,MIN,RB,9,SEA,17,182,10.7,2,4,3,11,0,0,0,32.8,32.8
9,Adrian Peterson,MIN,RB,17,GB,34,199,5.9,1,2,1,2,1,0,0,32.6,32.6
10,Chris Johnson,TEN,RB,7,BUF,18,195,10.8,2,2,1,3,0,0,0,32.3,32.3
11,Marshawn Lynch,SEA,RB,14,ARI,11,128,11.6,3,1,0,0,0,0,0,30.8,30.8
12,Reggie Bush,MIA,RB,16,BUF,19,65,3.4,1,4,4,42,2,1,0,30.7,30.7
13,CJ Spiller,BUF,RB,2,KC,15,123,8.2,2,3,3,47,0,0,0,30.5,30.5
14,Bryce Brown,PHI,RB,13,DAL,24,169,7,2,5,4,14,0,1,1,30.3,30.3
15,Adrian Peterson,MIN,RB,14,CHI,31,154,5,2,2,2,16,0,1,0,30,30
16,Bryce Brown,PHI,RB,12,CAR,19,178,9.4,2,5,4,11,0,2,2,28.9,28.9
16,Ahmad Bradshaw,NYG,RB,5,CLE,30,200,6.7,1,6,4,29,0,1,1,28.9,28.9
18,Adrian Peterson,MIN,RB,13,GB,21,210,10,1,2,1,10,0,0,0,28.5,28.5
18,Trent Richardson,CLE,RB,2,CIN,19,109,5.7,1,5,4,36,1,0,0,28.5,28.5
20,David Wilson,NYG,RB,14,NO,13,100,7.7,2,0,0,0,0,0,0,28,28
21,Jamaal Charles,KC,RB,16,IND,22,226,10.3,1,3,1,4,0,1,1,27.5,27.5
22,Adrian Peterson,MIN,RB,15,LAR,24,212,8.8,1,0,0,0,0,0,0,27.2,27.2
23,Adrian Peterson,MIN,RB,10,DET,27,171,6.3,1,4,3,5,0,0,0,27.1,27.1
24,Andre Brown,NYG,RB,3,CAR,20,113,5.6,2,5,3,17,0,0,0,26.5,26.5
25,Maurice Jones-Drew,JAX,RB,3,IND,28,177,6.3,1,2,2,16,0,1,0,26.3,26.3
26,Arian Foster,HOU,RB,12,DET,20,102,5.1,2,5,5,15,0,0,0,26.2,26.2
27,Marshawn Lynch,SEA,RB,16,SF,26,111,4.3,1,2,2,19,1,0,0,26,26
28,Willis McGahee,DEN,RB,2,ATL,22,113,5.1,2,2,2,11,0,0,0,25.4,25.4
29,Mikel Leshoure,DET,RB,9,JAX,16,70,4.4,3,2,0,0,0,0,0,25,25
30,Ray Rice,BAL,RB,16,NYG,24,107,4.5,0,7,6,51,1,0,0,24.8,24.8
