Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
29,Ryan Grant,GB,RB,2,NYG,8,33,4.1,0,5,3,17,0,1,1,4.5,4.5
30,Lance Ball,DEN,RB,2,NE,13,44,3.4,0,1,0,0,0,0,0,4.4,4.4
31,Willis McGahee,DEN,RB,1,PIT,19,61,3.2,0,0,0,0,0,2,1,4.1,4.1
31,BenJarvus Green-Ellis,NE,RB,2,DEN,13,28,2.2,0,1,1,8,0,0,0,4.1,4.1
31,Kendall Hunter,SF,RB,2,NO,6,23,3.8,0,1,1,13,0,0,0,4.1,4.1
34,Jacquizz Rodgers,ATL,RB,1,NYG,0,0,0,0,6,4,18,0,0,0,3.8,3.8
35,Brandon Jacobs,NYG,RB,4,NE,9,37,4.1,0,1,0,0,0,0,0,3.7,3.7
35,Ben Tate,HOU,RB,1,CIN,9,37,4.1,0,0,0,0,0,0,0,3.7,3.7
37,Henry Hynoski,NYG,FB,3,SF,0,0,0,0,3,3,20,0,0,0,3.5,3.5
38,Kendall Hunter,SF,RB,3,NYG,4,31,7.8,0,0,0,0,0,1,0,3.1,3.1
38,Brandon Jacobs,NYG,RB,3,SF,5,13,2.6,0,2,2,8,0,0,0,3.1,3.1
40,Jed Collins,NO,FB,1,DET,0,0,0,0,3,2,20,0,0,0,3,3
41,Henry Hynoski,NYG,FB,4,NE,0,0,0,0,2,2,19,0,0,0,2.9,2.9
42,Ricky Williams,BAL,RB,2,HOU,6,27,4.5,0,0,0,0,0,0,0,2.7,2.7
43,Jason Snelling,ATL,RB,1,NYG,2,7,3.5,0,3,2,9,0,0,0,2.6,2.6
44,Danny Woodhead,NE,RB,2,DEN,4,25,6.2,0,0,0,0,0,0,0,2.5,2.5
45,Chris Ivory,NO,RB,2,SF,9,23,2.6,0,0,0,0,0,0,0,2.3,2.3
46,Ricky Williams,BAL,RB,3,NE,6,22,3.7,0,0,0,0,0,0,0,2.2,2.2
46,DJ Ware,NYG,RB,1,ATL,1,4,4,0,1,1,13,0,0,0,2.2,2.2
46,Lance Ball,DEN,RB,1,PIT,4,11,2.8,0,2,1,6,0,0,0,2.2,2.2
49,Bruce Miller,SF,FB,2,NO,0,0,0,0,1,1,16,0,0,0,2.1,2.1
50,DJ Ware,NYG,RB,4,NE,1,6,6,0,1,1,8,0,0,0,1.9,1.9
50,Vonta Leach,BAL,RB,3,NE,0,0,0,0,3,2,9,0,0,0,1.9,1.9
52,Jed Collins,NO,FB,2,SF,0,0,0,0,2,1,8,0,0,0,1.3,1.3
53,Jeremiah Johnson,DEN,RB,2,NE,4,10,2.5,0,0,0,0,0,0,0,1,1
53,Stevan Ridley,NE,RB,2,DEN,4,21,5.2,0,1,1,4,0,1,1,1,1
53,Danny Woodhead,NE,RB,3,BAL,6,18,3,0,2,1,7,0,1,1,1,1
56,Lousaka Polite,NE,FB,2,DEN,1,3,3,0,0,0,0,0,0,0,0.3,0.3
56,Brandon Saine,GB,RB,2,NYG,1,3,3,0,0,0,0,0,0,0,0.3,0.3
56,Anthony Dixon,SF,RB,3,NYG,2,3,1.5,0,0,0,0,0,0,0,0.3,0.3
59,Vonta Leach,BAL,RB,2,HOU,2,1,0.5,0,0,0,0,0,0,0,0.1,0.1
59,John Clay,PIT,RB,1,DEN,1,1,1,0,0,0,0,0,0,0,0.1,0.1
61,Kevin Faulk,NE,RB,2,DEN,0,0,0,0,0,0,0,0,0,0,0,0
61,DJ Ware,NYG,RB,2,GB,2,0,0,0,0,0,0,0,0,0,0,0
61,Lawrence Vickers,HOU,FB,2,BAL,0,0,0,0,0,0,0,0,0,0,0,0
61,Korey Hall,NO,RB,2,SF,0,0,0,0,0,0,0,0,0,0,0,0
61,Derrick Ward,HOU,RB,2,BAL,0,0,0,0,0,0,0,0,0,0,0,0
61,Anthony Dixon,SF,RB,2,NO,1,0,0,0,0,0,0,0,0,0,0,0
61,Henry Hynoski,NYG,FB,2,GB,0,0,0,0,0,0,0,0,0,0,0,0
61,Ben Tate,HOU,RB,2,BAL,0,0,0,0,1,0,0,0,0,0,0,0
61,DJ Ware,NYG,RB,3,SF,0,0,0,0,1,0,0,0,0,0,0,0
61,Lousaka Polite,NE,FB,3,BAL,0,0,0,0,0,0,0,0,0,0,0,0
61,Bruce Miller,SF,FB,3,NYG,0,0,0,0,0,0,0,0,0,0,0,0
61,Lousaka Polite,NE,FB,4,NYG,0,0,0,0,0,0,0,0,0,0,0,0
61,Mike Cox,ATL,FB,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0
61,Lawrence Vickers,HOU,FB,1,CIN,0,0,0,0,0,0,0,0,0,0,0,0
61,Korey Hall,NO,RB,1,DET,0,0,0,0,0,0,0,0,0,0,0,0
61,David Johnson,PIT,RB,1,DEN,0,0,0,0,2,0,0,0,0,0,0,0
61,Maurice Morris,DET,RB,1,NO,0,0,0,0,0,0,0,0,0,0,0,0
61,Keiland Williams,DET,RB,1,NO,0,0,0,0,0,0,0,0,0,0,0,0
61,Antone Smith,ATL,RB,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0
61,Cedric Peerman,CIN,RB,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0
61,Derrick Ward,HOU,RB,1,CIN,0,0,0,0,0,0,0,0,0,0,0,0
61,Chris Pressley,CIN,FB,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0
61,Chad Spann,PIT,RB,1,DEN,0,0,0,0,0,0,0,0,0,0,0,0
61,Henry Hynoski,NYG,FB,1,ATL,0,0,0,0,0,0,0,0,0,0,0,0
61,Jeremiah Johnson,DEN,RB,1,PIT,0,0,0,0,0,0,0,0,0,0,0,0
86,Pierre Thomas,NO,RB,2,SF,1,6,6,0,1,1,5,0,1,1,-0.4,-0.4
